state,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01488253428298076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014327234025134063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012261771300448431,0.0,0.0,0.0,0.0,0.0072691323563619445,0.007232331414354731,0.0,0.0,0.0,0.01012628929361899,0.007091695624423799,0.007143163278426218,0.011744843279747487,0.007378440197742197,0.015057746457665144,0.01981979234956015,0.03915426781519186,0.042347345961529066,0.06507980410978963,0.09338877925007048,0.129657816111393,0.1714965018611268,0.21534535013558784,0.49156055670713655,0.7731271660890429,1.1109584470135632,1.3881105315342501,1.7902002942174946,2.19522297390584,2.095571486800777,2.214588510451688,2.247785574600253,2.045895049173267,2.0417940411552675,1.8524740720829693,1.5256301265997287,1.5295383320080453,1.2652839202516377,1.061550911600895,0.9088542283022886,0.7082971957213067,0.6133940337845932,0.4979607322394005,0.36892805902848946,0.34587809515083495,0.28066699686313357,0.26676367163817144,0.27684543205037115,0.2472998889673968,0.2832277666203203,0.3188924321381349,0.2784355564807827,0.304101471123356,0.252279715134155,0.31357048748353095,0.3566787402881079,0.27272988258260844,0.3310591012465095,0.283700388991255,0.26514378951662243,0.30021604332089447,0.26188330705113766,0.26239151120209914,0.22932273352698362,0.25471882959963427,0.21861231628157266,0.25172184735866865,0.27038415619074374,0.21178349477484984,0.2462361052483467,0.18997096670131547,0.17169945130827519,0.16240196466767012,0.15359120488258357,M
Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08928571428571429,0.21141649048625794,0.18303843807199513,0.2532714225411566,0.2712288754433549,0.573394495412844,1.0093978419770275,1.5165031222123104,1.662049861495845,2.671232876712329,2.5533788245652653,2.2880490296220635,2.863306530692293,2.4367900329791135,2.216404886561955,1.9161480510972815,1.2788521522145977,1.2589664763577808,1.3113911031113397,0.9889049686444766,0.9151223976206818,1.0480747322852586,0.7755695588948134,0.5758894292295879,0.7228915662650602,0.3768191268191268,0.27472527472527475,0.29403902699812884,0.4133370074400662,0.34033737792246227,0.20569620253164558,0.36776997659645605,0.308060927605682,0.4614838480653177,0.3911111111111111,0.3865979381443299,0.3538834047308623,0.3229483282674772,0.2515479876160991,0.3391859537110934,0.31007751937984496,0.38284839203675347,0.3073376872839032,0.39870894247199545,0.3578828404595969,0.30834457506263246,0.2940599882376005,0.2776675922253074,0.37507814127943323,0.2411575562700965,0.30599755201958384,0.2508885636629731,0.1984126984126984,0.0,0.18205461638491546,0.27517886626307103,M
Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023419203747072598,0.0,0.0,0.021045985478270017,0.040006667777962995,0.023320895522388058,0.029841838257236648,0.05434044287460942,0.06975446428571429,0.10475121586232697,0.16188257590713467,0.22075055187637968,0.290857636978225,0.5721291377196567,0.9129640900791236,1.2553982123129457,1.4926402151056568,1.6804725692558393,1.9025552328427373,2.042928197082485,1.9719976336028395,1.9484620728857451,1.7936117936117935,1.7886773349832665,1.5265376659422376,1.2171152101602662,1.2449889195986157,1.0309278350515463,0.8909056352751117,0.6907120330475724,0.6002269949362667,0.5296211011094829,0.4391878089635167,0.3146112735706363,0.2902988487463464,0.2615571776155718,0.28444373222226677,0.31161530784741037,0.2753941329076033,0.2684298825619264,0.2926115581565472,0.30328787234864585,0.3340204611391052,0.2943081906524757,0.33783783783783783,0.3323043399309969,0.351731121098538,0.31277150304083406,0.29932950191570884,0.25380710659898476,0.25254530726345714,0.2600843254769559,0.23009664058904739,0.23577403117456633,0.26898448320854323,0.22321889920013227,0.23594668432817284,0.21602802072191113,0.20443072301723061,0.21257407884565835,0.1928319702107853,0.14898195662969707,0.17025266482431897,0.134809322583154,M
Arkansas,0.0,0.0,0.0,0.03028729664243683,0.0,0.018836648583484026,0.0,0.0,0.01600665877004834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01150483202945237,0.0,0.0,0.0,0.0,0.01305721672368318,0.0,0.0,0.01383700013837,0.0,0.013748728242637554,0.0,0.0,0.017455561050824776,0.026200110622689295,0.04627487274409996,0.032256172658495105,0.056451852512107444,0.08112493239588967,0.1272727272727273,0.10979441941468217,0.20475178674908248,0.4396017283486755,0.7572154954823133,0.9678710475566714,1.2380068090374496,1.8348261847452947,2.2444951820749974,2.2968830858644163,2.6075776447426575,2.612661358893097,2.399070810637616,2.1234642802972847,2.0859346309217774,1.6752827768492247,1.6203970356717736,1.3220967991340653,1.0755610778908131,0.9635558318439661,0.7162468664199594,0.5367366412213741,0.5016252658613909,0.41857371982944097,0.30623061520945394,0.330207908683245,0.3046329595938227,0.23961319584099952,0.29994265802126063,0.26884089907448216,0.2247093902597122,0.3487814448271352,0.24062650391564946,0.33741786538803054,0.3163734072982578,0.3214859796392213,0.28761459644076937,0.3099451980954092,0.3449511692500672,0.2525366403607666,0.3499911394648237,0.2743052432772731,0.23498449102359245,0.26080110225371517,0.20491803278688525,0.23329798515376457,0.26399736002639973,0.2916432978126753,0.23288051011921265,0.23897581792318634,0.17824252866734003,0.1698647373387858,0.13130252100840337,0.15178694632261625,M
California,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007898395046126628,0.0,0.0,0.0,0.0,0.0,0.005954578475389728,0.0,0.0,0.0,0.003815512346997955,0.0054348933741856145,0.006583408493913639,0.006945409084595083,0.0068903376265437005,0.004683138826967387,0.007120309496119432,0.005111999256436472,0.0096678406187418,0.008650519031141867,0.005194950508106121,0.010240733084774306,0.013595143961551464,0.013319797539077406,0.017670846501512218,0.013364364736330863,0.020145975758776708,0.02233450616464739,0.031315468902173606,0.0390126698289635,0.04684250301353436,0.06020225462122489,0.08686438655606571,0.12827850914110636,0.20046266072492974,0.292213823357101,0.3924862826401673,0.9588317174347797,1.3817066108565565,1.6133158758107966,1.6621909624733595,1.8954493849712757,1.977794481891782,1.8063577911945163,1.722184187539838,1.6890661974394756,1.6005268493373686,1.4305517243787382,1.3544721527873456,1.166903179928639,1.107033639143731,1.02617902060799,0.8843467392103522,0.763695646063468,0.7244414727547012,0.6471794052658201,0.5073303542962404,0.40909341165712754,0.35172249812698797,0.31782662806803574,0.3299329722425956,0.32564678739230224,0.36413437925651965,0.3570952151293444,0.33927348404515534,0.36523912177841245,0.40357620320855614,0.3996992362182912,0.43524964077954326,0.4970326409495549,0.4602143283872203,0.45356017927904535,0.3954797458277736,0.3643500951469365,0.3531467546010541,0.36058511968357165,0.34990333179138644,0.33661225609006584,0.32451749372643307,0.3240232439814691,0.33189568030190714,0.31193620801256006,0.3309159316765953,0.3011613203194071,0.32513694724914655,0.2871058506896657,0.24778962701354504,0.2472071979916546,M
Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01788695444788934,0.0,0.0,0.0,0.01350511843988872,0.0,0.02672581981452281,0.026191723415400735,0.030869755357188795,0.029022215186533692,0.04872370949841648,0.0540602059978376,0.13887573777735693,0.14800363281644185,0.20697131968855748,0.2795989201696876,0.7327932719064993,1.1244201749750455,1.428964001099203,1.6234909859425533,2.3884028354301043,2.486126526082131,2.3266752375278292,2.279527437613745,2.169775409212029,1.8235513375577026,1.7464803754266214,1.4790281394584481,1.317570834542114,1.2824336415150612,1.1249341306389902,0.9774627660806523,0.7150575954751339,0.7839981607081273,0.6117882308131785,0.5007135773203357,0.3535291966353773,0.3659072059325755,0.31670431110674657,0.2867084885316605,0.32417761917925264,0.24955436720142604,0.2992021276595745,0.3280757097791798,0.22485535989489905,0.29749567168182595,0.3543990676212449,0.3105661505900757,0.37287133665279765,0.3110872387090999,0.3330874298616234,0.2705890515506834,0.2524667624032983,0.25510204081632654,0.22662213740458015,0.2427898763978811,0.25210948754887835,0.1874083328806562,0.22618116832346702,0.1989823474231786,0.1844965262763412,0.1991227057601293,0.13874837404249168,0.19387815051994595,0.1656198243804881,0.16376797353509548,0.13705040780853056,M
Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013845046242454449,0.014319672365896267,0.0,0.0,0.0,0.0,0.0,0.0,0.023622385431430658,0.01808536291294912,0.024573546577109744,0.028445455838429813,0.05060216577269508,0.03868393191627983,0.05236589095326868,0.043345442536327605,0.04546393883033685,0.09535160905840286,0.13176427824980688,0.2431350114416476,0.23383266350018267,0.5088997154020548,0.8567725832773352,1.2299956747404843,1.3849465048816245,2.018477605944969,2.2172949002217295,2.2222996272945763,2.1083268261517714,2.262285952944452,2.096580168413817,1.9622666316066264,1.9028169470647345,1.7495105160108635,1.5408463804061385,1.3298518338596066,1.1755001031140442,0.9504296852768765,0.912270882887925,0.8304184133935009,0.648484690008629,0.4665188927264292,0.4018531316388953,0.38092701118806604,0.3732065352611063,0.41126584791672577,0.367754363434709,0.4169916601667966,0.42044969837304247,0.390158965595073,0.4392715146851353,0.46473572246768124,0.482963943102878,0.574673788114394,0.5218773760973249,0.5077361144464647,0.5033557046979865,0.46151006091932806,0.4769294825693629,0.39598631348275726,0.39250960830812004,0.3709614803951171,0.3382339677099306,0.36948087936449286,0.324446325292707,0.29942965779467684,0.2201095864749684,0.25475870024995195,0.17136701919310615,0.22954499081820037,0.2534720388657126,0.19852211315760449,M
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05449591280653951,0.07109847138286526,0.08732534930139721,0.06402868485081316,0.10323912762937153,0.24173027989821882,0.39191671769748926,0.7329842931937173,0.9505129752564876,1.3653013653013655,1.5430562468889994,1.5345699831365935,2.0383485921575404,2.366086099244167,1.7768528893869058,1.8210361067503924,2.1535719590078717,1.7889087656529516,1.532341240607043,1.4251425142514251,1.276595744680851,1.0652080034547287,1.0103885014942364,0.9703504043126685,0.5798221878623889,0.48455481526347666,0.4490664145592059,0.41453304072177516,0.3359607184390748,0.33670033670033667,0.2734855736359907,0.3167290526921969,0.3537214443625645,0.38615773058072184,0.37020583444395083,0.4833040421792618,0.38893690579083834,0.47133951649688305,0.5322294500295683,0.5188815220524646,0.41413992013015827,0.5070842654735273,0.4405286343612335,0.7501530924678506,0.42789223454833597,0.4352921479993303,0.43508527671423597,0.27821248478525473,0.27262813522355506,0.3418803418803419,0.309315866084425,0.2820078962210942,0.24875621890547264,0.26481971888368305,0.37354427598330037,0.25712949976624594,M
Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029643682931167366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016277555576225466,0.0,0.0,0.0,0.009655119144170238,0.009501729314735282,0.0,0.0,0.007804451659226423,0.007204818582668087,0.008155498165012914,0.010340192327577293,0.011899095668729176,0.0,0.008707672547973834,0.01582345246634879,0.022738548040350588,0.024840606110789105,0.032696283170906636,0.03746079994862519,0.05759116790542009,0.08354703582079161,0.09509593856080122,0.17985388422371343,0.20035183737294762,0.4513441702344901,0.7050631391681128,1.0012515644555695,1.226733350633419,1.5962293030770538,2.044472043755523,2.034211158451016,2.082290262532897,2.152849899199707,1.9726695599153545,1.9391324757189319,1.7014946662727077,1.5224933615025293,1.5181560767747946,1.2920957293023754,1.1818940981986128,0.9267772723944051,0.7822716978724762,0.7421805972786711,0.5468205973978376,0.40609349205575257,0.33826956325640833,0.28876102364718653,0.30881056947873653,0.2827638884808602,0.31508202610465813,0.3459129059725094,0.32858200666419846,0.3423786059638652,0.3568785842017636,0.3782377383402586,0.37533022207672573,0.42289776906104437,0.4015413008393758,0.3854467403298215,0.3766478342749529,0.3794735349922579,0.3536148078858228,0.3402743595779742,0.3644221574695248,0.3300888019386679,0.33655375650921754,0.32655560374518455,0.30639733537598224,0.31351968443562195,0.28874241314577703,0.29406864378540487,0.2723692753965376,0.2613513607694184,0.2387562967451367,0.2338555167361659,M
Georgia,0.0,0.0,0.0,0.013566373482261966,0.014702793530770846,0.012580462541672782,0.009506787846522416,0.008844078889183692,0.0,0.0,0.013957708144322702,0.01697568704377841,0.0,0.011099805753399316,0.011927006718880452,0.0,0.009698568491290686,0.014117741968013232,0.0,0.0,0.011432273307547204,0.0,0.0,0.011529592621060722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076123197783292485,0.0,0.0,0.0,0.0076286379067017586,0.0075436589260344245,0.00637137468780264,0.0,0.0,0.0,0.005720103877086408,0.009142648168041874,0.00785669390320553,0.011316697787585582,0.01747885059078515,0.015320071650796643,0.014116484524803841,0.015415811879661801,0.03497726477789437,0.030193601371997246,0.056459169209331375,0.09001131570826046,0.11661491314900944,0.15238955284954353,0.17731993582707084,0.44582415929324565,0.6992551695400803,0.9925390312927381,1.0913709332033732,1.690783753570985,2.0386985535936653,1.9957088853318803,2.145551441326089,2.087832973362131,2.0689085350739487,1.9476615404088349,1.6902468392534615,1.5101026930417134,1.4859534491584114,1.2139446465190773,1.0571755792441195,0.91143253417872,0.7055457563089401,0.5925746765026001,0.4315464407316494,0.362893504713809,0.2825497287522604,0.24360059923142058,0.2501025552806045,0.24649784482758622,0.2680783655343289,0.2514532918750845,0.2671584914360108,0.28422611178679075,0.30683658014310333,0.3236122744232087,0.30113389925026335,0.35582318324893936,0.3525749221709613,0.3574598165861355,0.33890812642746626,0.31699406401077046,0.37495712241108076,0.41275484032590926,0.3213383680512141,0.3027698816685397,0.2767592475520153,0.25371563666767577,0.2808947453564128,0.22275066975708138,0.25868605325364613,0.22731036143852834,0.21865659902469717,0.21706732326832115,0.2156399330653648,0.17733672482355892,M
