state,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.0,0.0,0.0,0.0,0.0,0.011693718134618085,0.0,0.0,0.016567655203427137,0.026500915486171343,0.02635677488918174,0.042682348477662904,0.0455466739541345,0.0206152507043544,0.040095285266161934,0.04122711288953559,0.06369894896734205,0.09084485717169678,0.07466913847262989,0.1062974773793783,0.1066902599599261,0.12216042002391224,0.13927942606364807,0.22924901185770752,0.20737136063262088,0.19234633824247122,0.2993925785185825,0.22520546342604778,0.23892077736662687,0.19079150416654977,0.19148456859653074,0.19895620080159163,0.16817000458645467,0.18614068316896348,0.1580735210035987,0.13634933398594554,0.16503967975279163,0.10068395653230566,0.10552975939214859,0.11111509373095811,0.10451270949199357,0.09902558821199398,0.07679560244129179,F
Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07270964614638875,0.0,0.0,0.0,0.0,0.0,0.12400110223201985,0.20716188221367265,0.25316455696202533,0.08358408559010365,0.1882594557590279,0.3372381966631168,0.2311111111111111,0.20250368188512521,0.3538834047308623,0.3609422492401216,0.348297213622291,0.6384676775738228,0.5232558139534884,0.38284839203675347,0.44179792547061086,0.5316119232959939,0.5274062912036165,0.3854307188282906,0.35287198588512053,0.43633478778262597,0.41675349031048137,0.3617363344051447,0.4079967360261118,0.20907380305247752,0.1984126984126984,0.27073590942653214,0.15604681404421328,0.3026967528893781,F
Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011104695065073512,0.015278505325650428,0.0,0.016341871961433184,0.026217606130886355,0.035790269023522156,0.04055150040551501,0.07411562036777374,0.09165156113159127,0.09578926362003592,0.1302674430079937,0.17710699572633118,0.17772282965653133,0.20232096503282945,0.2054604349838038,0.3181753181753182,0.3468313056110405,0.3357433428667863,0.3388357949609036,0.3403804050355774,0.3361683531112381,0.3796121285280897,0.35701016105843014,0.3511104293432871,0.31062292996014296,0.36533713391011097,0.3472293987557613,0.25043463862902554,0.22651481784433397,0.26701155659393383,0.22331014343382288,0.21499656448788707,0.17972426514058695,0.19986182392420057,0.17888160111995438,F
Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023297351867671044,0.0,0.0,0.031806615776081425,0.02809101488823789,0.050854751007315256,0.05496446939656864,0.08560945780676722,0.10154431986460757,0.1497582474006247,0.16761501477658683,0.1630674305861613,0.17285337712285553,0.23542747525831625,0.23625147657172857,0.3019001953471852,0.35104446563231345,0.4241828898017503,0.35951824555096173,0.3728326295930285,0.4211092196039781,0.36527621195039456,0.367712209817473,0.25631801420991096,0.2913807688692546,0.29524653085326247,0.23118957545187052,0.22799575821845175,0.21999780002199976,0.20751542344363433,0.10535070695869143,0.11948790896159317,0.1128869348226487,0.11953444479396037,0.15099789915966388,0.07589347316130812,F
California,0.0026545719313148474,0.00443974160703847,0.0,0.0022962715111434777,0.0037591511836627288,0.0045871559633027525,0.003919015061076342,0.005293728402323359,0.010962138460241168,0.014919847264970962,0.0183691398450603,0.018977444674422958,0.02010757552908058,0.02310422022135189,0.04261869192353118,0.053214995522999284,0.061764741224960645,0.07406965530269137,0.07849937918791623,0.11027049325551815,0.11286712710596054,0.12004233511586453,0.13596558176873977,0.22962208612920776,0.2134215932435517,0.2395401286885035,0.2483714734073179,0.2716798540464434,0.272051869323944,0.26605789013838393,0.2975040349162329,0.29208032357162345,0.2883897137850283,0.2995546095936305,0.31230752751519697,0.3046027360334254,0.24410901929459725,0.2269722044249356,0.21592033842783223,0.2129087667891193,0.21141083279811604,0.21157734983094154,0.22973220640948594,F
Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011581312394320524,0.020692985078058536,0.0,0.01904399162064369,0.012094530853148206,0.017066926734121662,0.01463628823730302,0.03191593832858686,0.0612624975495001,0.11308521599276256,0.08912655971479501,0.09973404255319149,0.1665615141955836,0.16927313610065436,0.16581725962593577,0.1760102751944438,0.27145782051576983,0.30238955960257374,0.27975471106933436,0.2906131938390003,0.2798399592960059,0.3821744568490295,0.2922077922077922,0.3029580152671756,0.31636256621542086,0.36530150236674214,0.34222391221685045,0.30995197140623254,0.25299184172375566,0.21908962495315515,0.17026434260648737,0.21679433444139326,0.20269079372539803,0.15937001968688477,0.20307228718351839,0.2373311940098944,F
Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014227989300552045,0.0,0.0,0.0,0.0,0.0,0.02397442727757059,0.03870289995300362,0.045381059080466295,0.06129239390578483,0.07199856002879942,0.08835537139723355,0.1096314448779544,0.13146081826343464,0.11127475045000818,0.18193847171683758,0.2805760259617335,0.24192990944909104,0.2881745514425881,0.27488219334570896,0.37290012922281707,0.31038267913244255,0.29602860328322633,0.38842096655491043,0.38821550273907607,0.2931361053486065,0.3094402364677628,0.31504208397987493,0.3041825095057034,0.332505971057931,0.2739857719669294,0.2839796318057188,0.2958579881656805,0.30099804615303377,0.33638469173927427,F
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10774410774410774,0.09571995077259675,0.1151742009789807,0.16212232866617537,0.13366998366255756,0.2517399674218866,0.17574692442882248,0.34572169403630076,0.3497035122396229,0.2808988764044944,0.38916114153934855,0.3845584972637184,0.2833706189410887,0.3645754215403312,0.22963870177587264,0.31695721077654515,0.3180981081533568,0.2784545770971111,0.3129890453834116,0.2908033442384587,0.3228869895536562,0.12736535662299855,0.1692047377326565,0.21048603138155378,0.24444897127724588,0.0,0.21037868162692847,F
Florida,0.0,0.0,0.0,0.0,0.0,0.004611652724103264,0.0,0.0,0.008950438978348074,0.009569072756849862,0.016134360810405892,0.010262048744731538,0.012538049497433184,0.020501185651903536,0.033345867595621054,0.05608116474024224,0.06977290754722523,0.0725960962758951,0.07298382191947451,0.10875601629026287,0.12415080081122139,0.1449096626996362,0.1794105083297736,0.2847332719202747,0.3056815395930375,0.3127388977691292,0.34539051045240865,0.3721816544218902,0.3482142208070719,0.3720396275351843,0.3088863683380772,0.3071988434867069,0.3123767198834223,0.3013914237395978,0.26872804891530816,0.26422466842816444,0.2181006500421718,0.2222390585145339,0.19493502165944684,0.1644334634746899,0.19165766456424016,0.16911904352780516,0.21601111987677976,F
Georgia,0.0,0.0,0.0,0.0,0.0,0.009033151666616482,0.0,0.010278095909317829,0.01839848283280025,0.01805530478743351,0.01746818774270703,0.030353419378678703,0.03299031861034627,0.042696403455897126,0.06773920406435224,0.07145787293731556,0.07408405172413793,0.0704044192312379,0.10950385291334323,0.12883277505797475,0.09386071598540532,0.1135948190317021,0.1510190613974974,0.2391721915856001,0.24758326386901727,0.2287986197066877,0.252687111724682,0.2885630786610673,0.28027660485894373,0.2342003477520315,0.25409474274398464,0.2250618920203056,0.23534078138427975,0.22196934575237776,0.1960529919704767,0.22500992690854008,0.16555793022485776,0.16353716010287972,0.15655812973249633,0.15730690577316345,0.1555109181623793,0.12593372091017302,0.11464192311826031,F
