state,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014330137712623418,0.014466127562312844,0.01843840862350188,0.021429489835278655,0.0616604272186743,0.07968715413561572,0.11895619701555465,0.2591818999557866,0.22239624119028975,0.3632099288238839,0.28147015277484017,0.211446292641669,0.24616194073322434,0.22996121840469277,0.2711756260966662,0.32968117658671403,0.29896789427581216,0.25320431036174845,0.2629650385825753,0.2896910716306439,0.26462331446454046,0.24935862085501237,0.28017346391853043,0.25537789025652824,0.2488574094900816,0.24410275128895378,0.1903993907219497,0.18151322289364244,0.19411572103466018,0.11115578364827472,0.13328890369876709,0.10887316276537834,0.08673026886383348,0.06469390200071883,0.042682348477662904,0.05921067614037484,0.06642691893625306,0.044812377650416284,0.04365223717715533,0.034299434059338024,0.047945896840617744,0.01287398939183274,0.023333592595473282,0.03382861901168389,0.02599157872849197,0.026279136993141147,0.021080368906455864,0.01658970885060967,0.014354204346453075,0.0,0.014623731391301804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12079726192872962,0.22209883398112162,0.15957446808510636,0.20579660435602812,0.13091147111765666,0.4654493376297888,0.462877244954638,0.4873803307223673,0.6983240223463687,0.6748572417373249,0.6993006993006993,0.5,0.34595425715933115,0.2033760423022168,0.42211903756859437,0.39641143334028794,0.3058103975535168,0.41768186564566656,0.39250669045495096,0.3622416364798636,0.31963470319634707,0.15408320493066258,0.20429009193054137,0.19611688566385566,0.09160864785635764,0.17452006980802792,0.0982640026203734,0.10917030567685589,0.0,0.06428387760349705,0.120598166907863,0.08007320979180965,0.0,0.06059137178865729,0.0,0.08032128514056225,0.06496881496881497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028105677346824058,0.031236055332440872,0.11945902128930415,0.12846013591911154,0.1327088212334114,0.22435543786089962,0.27936001160976676,0.4209197095654004,0.4900816802800466,0.5563699360341151,0.6830465201100833,0.6452927591359869,0.5092075892857143,0.5349794238683128,0.31981679630433923,0.3626616209397666,0.36553730052668815,0.4606754095924509,0.34827889362277675,0.3715978708446319,0.2930125133579234,0.26140684410646386,0.26759782005678295,0.20362519611443067,0.19391310063761258,0.13579233247015726,0.13513513513513514,0.09562111539218719,0.10473671807493912,0.09827638342908981,0.06722940165832524,0.04674851757990306,0.05701796065760715,0.046639719273308754,0.03710494150515104,0.04396064475612309,0.03472647791804551,0.016133911465160834,0.0278368759071839,0.01824817518248175,0.012018749248828172,0.012220208150878837,0.01197365795250449,0.011842494818908516,0.009625380202518,0.011590619325425955,0.0,0.0,0.0,0.0,0.0,0.010425716768027801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013283034907815737,0.0,0.033208800332088007,0.019219680953296174,0.041246184727912666,0.06272273699215966,0.12114569211687674,0.16000930963256044,0.1950452679689092,0.2892179546506247,0.3958712098997126,0.3238553644115637,0.2501352082206598,0.3090909090909091,0.2953091280808693,0.3592814371257485,0.34942701484125493,0.32922412847057103,0.41480187752428777,0.4023522129371711,0.2880479816911968,0.3250648194729306,0.310497193583058,0.24508819157057332,0.2512174383551055,0.2523229734059596,0.22751403003185197,0.19096584649283876,0.17102654798460762,0.12671351226817187,0.08118138240296892,0.09318940747068417,0.10490325588623825,0.05172894035255263,0.0715648854961832,0.06420803403025803,0.046942847083675625,0.04711240233991598,0.04484304932735426,0.046541146604611804,0.04278807068589277,0.03969829297340214,0.03525782282944028,0.038892009852642496,0.0,0.0,0.0,0.0,0.0223254152527237,0.0,0.0,0.02239942657467969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
California,0.0,0.005954578475389728,0.0,0.00951263595142214,0.009454208540931996,0.003815512346997955,0.008831701733051624,0.007900090192696366,0.007576809910467363,0.016960831080722955,0.011239533184721727,0.018987491989651818,0.026489450692443538,0.017494187786294683,0.051903114186851215,0.07352853026857895,0.11226877752197016,0.20907126794926437,0.28655564435420583,0.4207020763244639,0.44297979699204004,0.580930678027676,0.6007658469795009,0.6266225327324939,0.6486630419974487,0.625191273553972,0.6266649198654963,0.4976406614420761,0.41109726945220704,0.38566887116459936,0.3997399368418045,0.3517363407267073,0.3464366760039928,0.3051268765641562,0.27691242644513675,0.24612977232996058,0.230902525843157,0.19716331283656394,0.16094639749675246,0.13535100765677502,0.10807900006067593,0.10470390623265725,0.08694346579699923,0.06888814533430432,0.06296578232635071,0.05840978593272171,0.052454509279021816,0.03705609881626351,0.03260533490738399,0.034260390015859246,0.02475840587812475,0.01821834688744604,0.01795319243667909,0.01727208696159316,0.012468234339330933,0.0111057381961042,0.009372859563320877,0.012924906294429366,0.008209085405272286,0.007668691377482078,0.00878770819316481,0.0066844919786096255,0.006218799997738618,0.005859129779724621,0.004279844784295822,0.006574490405531719,0.006209286835182948,0.005665898937360654,0.006552034549163048,0.005354978721005608,0.006535427701120683,0.007709734429301735,0.0053580602561152805,0.00525534402795843,0.004686286586508851,0.004380349080126693,0.002754403602759912,0.00681598211486293,0.007396944709599473,0.008660695598201462,0.008028259473346178,0.004475674707962226,0.0080981668307611,F
Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05702157316184623,0.03637576161750887,0.07154781779155736,0.11250540891389008,0.17702098963162774,0.2189130023512878,0.32412284255732926,0.48023441951325396,0.6494374214929043,0.6600314300680985,0.7948962004476114,0.9102422035776476,0.8364236797228163,0.603198087975872,0.6091594861597702,0.5920145312657674,0.5716350734255397,0.4531430775163903,0.531816214210624,0.4990898948975398,0.4274678635766847,0.37144961414070254,0.2841816207931541,0.2695417789757413,0.1912765356997272,0.2035843178383047,0.14933676905507892,0.17776758322103392,0.18131399317406144,0.11377139534295756,0.1063726912290881,0.10553121200302829,0.08247989552546567,0.046325249577282096,0.0436851907203458,0.05058052649729854,0.023804989525804607,0.02418906170629641,0.019505059124710473,0.02195443235595453,0.024550721791220663,0.02940599882376005,0.0,0.0,0.0,0.0,0.0,0.012192445560730571,0.011892586161786742,0.011502450021854654,0.0,0.0,0.015648402745176936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01587763634920215,0.03430615795535299,0.07609083343240994,0.17015291074912656,0.2102082375353084,0.3135334793626251,0.33156498673740054,0.4791841582536399,0.5546863888493814,0.6456836352595892,0.7187067350761462,0.8546113403573449,0.8503963011889036,0.646827856995247,0.5916133925669086,0.5634058794129674,0.5530129672006102,0.46766532700036534,0.45825092856109206,0.3935874052030335,0.39197664359861595,0.37430986618422285,0.3213496686081542,0.2626641651031895,0.1985440105890139,0.23070916447788742,0.16010023666991507,0.14779171678982644,0.12161451485669207,0.08428150021070376,0.09158087538685025,0.07750736319950395,0.06679621083313092,0.05008396429307957,0.05691195720220818,0.02798376941374003,0.021361245360604523,0.03660800669403551,0.025774524460023714,0.0230361667818475,0.0,0.0,0.014181580962645716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06770480704129993,0.13951491736424126,0.13023442195952714,0.0721947194719472,0.18537590113285274,0.3247773703509691,0.3081031118414296,0.36760730889825927,0.4045565846907271,0.28337874659400547,0.46214006398862423,0.37425149700598803,0.3585606351645537,0.37424183765647184,0.470737913486005,0.3796693202694428,0.3926701570680628,0.34701267350633674,0.3996003996003996,0.4313920690227311,0.2023608768971332,0.32820867161858697,0.36148537627341437,0.25612293901072514,0.15698587127158556,0.19307886529036092,0.11926058437686345,0.0,0.21002100210021002,0.0,0.08636821649632935,0.08538494378824535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014975539951412691,0.01716979365029813,0.027378310614138732,0.06660323501427212,0.09306173094819563,0.08805330794859591,0.15491345052872635,0.23293024065830004,0.29115152538081773,0.37415247230031423,0.44609588473958767,0.47884234063198755,0.5972321820380816,0.4303038205763463,0.37944278768609524,0.42973734261020297,0.3473040522940673,0.38970875684128226,0.39333078074419575,0.4147430230400663,0.3732736095558044,0.29370827337280897,0.31098531323266804,0.2830256275526046,0.24526846783063833,0.20026959368380512,0.18449508216751176,0.12553351744915892,0.1352363282778045,0.127357385200053,0.10272711414339156,0.07655343522011418,0.0794174861242482,0.06390919781174907,0.04475219489174037,0.031896909189499535,0.02919551003787733,0.030786146234194612,0.02646921560569227,0.02255130421709389,0.023413055971393502,0.015294863110975157,0.01689238814301243,0.014968267273380433,0.011403722174917894,0.006941873380229545,0.012337967782481628,0.006937164703705988,0.006990019805056115,0.005329232362144178,0.005362834027948027,0.006177558474451935,0.003778889611076681,0.009676723014969146,0.0050887255650302774,0.0,0.007133634372703861,0.0,0.0,0.0,0.005102431308518509,0.0,0.0,0.0,0.0,0.0,0.005227027215388368,0.0,0.004695893910364777,F
Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005919261276192731,0.017160311631259223,0.026285113483120386,0.04265062404597288,0.0407401120353081,0.06059334871472185,0.07306495710379939,0.1364593504064371,0.21344970294916338,0.2569019792307414,0.38768584161644465,0.279893328207962,0.2738915749408497,0.288825308148128,0.29490200505143144,0.296940527456444,0.3364194576261915,0.3411636022709516,0.3520602293807802,0.3012715431305658,0.3431250776301081,0.2905584469491363,0.25201784558798485,0.22666712807557876,0.21925518685777864,0.19829794265884493,0.1423960508828555,0.14449127031908487,0.1544939565599346,0.1400138508325555,0.10028889188258715,0.07928816844330895,0.09623821789464745,0.061110262357467256,0.04837344297980409,0.05806741098529839,0.045678902691248684,0.026371308016877634,0.03517227903341366,0.01720282126268708,0.02693965517241379,0.025724691642183075,0.02298229011761525,0.01491747921723918,0.015863782983448788,0.013056875750770355,0.01522881291403335,0.009913873226346119,0.009953096034935367,0.011252391133115786,0.012326200571935708,0.007367567965814484,0.008567407135426228,0.0070969802349100455,0.008350531451680247,0.0,0.006610696106299992,0.0,0.0,0.0,0.0,0.007433507277403624,0.009032199792259405,0.0,0.009719432385148706,0.010350716787137509,0.014330240389782539,F
