state,1957,1961,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01655511671357283,0.014280953967725043,0.033135310406854274,0.04818348270212971,0.0958428177788427,0.19681305131366783,0.18446402951424473,0.17637492269280985,0.1816080567937923,0.18430944585910028,0.22049636181003013,0.20440092863631773,0.16478706421545908,0.1970392263617744,0.18475630383304276,0.2651141030306181,0.19446561374924448,0.19235836627140976,0.13548262227997898,0.10335027129446214,0.11227221694446843,0.08189289579129011,0.05535969231665744,0.05892090569849331,0.036607343996395585,0.04325134800034601,0.045864546705396726,0.029390634184573182,0.020179598425991326,0.027969094150963183,0.0,0.027774884560636044,0.0,0.0,0.0,0.0,0.0,F
Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0878348704435661,0.07714065312419646,0.0602990834539315,0.11439029970258523,0.1367053998632946,0.16965584100824044,0.15357051446122344,0.34805890227576974,0.31185031185031187,0.22239665096807953,0.2539427960438385,0.2755580049600441,0.28114826871855575,0.2689873417721519,0.3009027081243731,0.2738319356494951,0.1774937877174299,0.19555555555555554,0.22091310751104565,0.24213075060532688,0.1519756838905775,0.1741486068111455,0.11971268954509177,0.0,0.09571209800918837,0.11525163273146369,0.0,0.0,0.09635767970707265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017429844874380616,0.039367172698865735,0.04038772213247173,0.10216319459867632,0.10476689366160294,0.11094829390831065,0.19814519753237736,0.18352324291620448,0.20877656930387928,0.16828872668288727,0.16225311485918031,0.18126642090470274,0.16763121133506287,0.15987368005526498,0.1174296384707196,0.13715566201754045,0.13551687280500838,0.11291068949560389,0.11797511797511798,0.10895224260032686,0.07816247135523068,0.05560382276281494,0.05644499178981937,0.06555282885669143,0.06194507536650836,0.04361662601166341,0.054541425917403824,0.04303811680170656,0.03412489712347191,0.028935783229646777,0.026906200844440765,0.025168313093814888,0.016688222287120864,0.012883277505797475,0.0,0.0,0.0,0.012962434863764812,F
Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019414459889725868,0.034967751962079414,0.031833194063109305,0.059637404580152674,0.1765720935832096,0.1995071001056214,0.14133720701974795,0.1916021198532409,0.2623228263169029,0.17115228274357108,0.28229897225530415,0.20273248126928162,0.18149604597899832,0.15695165017221085,0.1662510390689942,0.1376309714082756,0.13435035104446563,0.16967315592070012,0.0808916052489664,0.04042763453418381,0.06719827972403906,0.04509582863585118,0.04430267588162325,0.049464879935245974,0.06109596766613404,0.029524653085326247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
California,0.0,0.0015481218186096627,0.0022272919629760437,0.0020201340022221476,0.002838409355397235,0.004286755354871897,0.004646923200657719,0.006217208542444537,0.005418457297476692,0.004138636808283294,0.0057049947228798815,0.0046948757565152075,0.003696812115685574,0.004084933946618083,0.007082320168087065,0.009859838602026575,0.005919655476051294,0.01082428690645372,0.025587025409884466,0.0319527850611332,0.03761467889908257,0.058785225916145135,0.07058304536431144,0.10259437276892375,0.11106997408367272,0.13790165854697442,0.1814243710874835,0.16732375350984913,0.1576919108311687,0.13828405358167034,0.10481040422573339,0.11968420673163581,0.09917380022071763,0.09286527864714272,0.09175985889607866,0.0878770819316481,0.0882909982174688,0.0873458726955106,0.09597812591548903,0.08730883359963479,0.07660710559489134,0.07084231798322363,0.05637569442673851,0.04871295251769049,0.04763112651841831,0.0429065036030097,0.04952021729589961,0.037821601807872564,0.02956131015726617,0.02979139329994912,0.029314643843924796,0.024101031524149233,0.024196736507763404,0.02219083412879842,0.006495521698651097,0.006881365262868153,0.008544469897018793,0.007671947523878937,F
Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013331911262798635,0.025282532298435013,0.02175805047867711,0.06423638991488678,0.09164432836162852,0.10191554907002061,0.1402524544179523,0.1678353833773997,0.25233288897352885,0.3434846762294091,0.30964281360477874,0.3122408157291311,0.2307767848374742,0.1862379925504803,0.22868343678536426,0.18334606569900688,0.17133797054009822,0.1615141955835962,0.1591672772289735,0.11460898827086737,0.10941179268843804,0.14263038027099773,0.15460518836823317,0.09847365829640572,0.07600652761943084,0.10175998519854759,0.05558901190531339,0.07189239332096475,0.0715648854961832,0.06131057484794977,0.03858818686972628,0.05160519311206475,0.047470121746900476,0.03979646948463572,0.03171034045374614,0.017315017892185154,0.03468709351062292,0.0,0.0,0.0,0.02005615724027276,F
Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.01217878455730118,0.0,0.0,0.0,0.0,0.0,0.020467337540508272,0.0,0.03904308937318095,0.034804399276068494,0.02749613335624678,0.03615566657901657,0.08103990404875361,0.07579106928566917,0.1488141373430476,0.2307505465144523,0.35353386559820876,0.3699277218143532,0.3469987407303764,0.4245547515420149,0.4445257955704312,0.3763080571163462,0.28411272364278584,0.2956846030900373,0.2432753711331656,0.29214056783050174,0.26268168816764925,0.23399532009359814,0.20108463835232468,0.1644471673169316,0.1955880466846223,0.14072983145148094,0.24809791597750577,0.19944560881617202,0.17971936130503904,0.1509485745651652,0.16064543766957018,0.1809119438803766,0.1362655664483894,0.09995771019953098,0.11448196908986834,0.09921062847776388,0.08117615225038333,0.10160724182523555,0.06582968918982461,0.07129277566539924,0.06088137498243807,0.052874447221688145,0.02937720329024677,0.0,0.0,0.0,F
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075007500750075,0.1467351430667645,0.21592054124082338,0.2988473032588587,0.30997304582210244,0.3994330627496457,0.38764385221078135,0.42543134010872136,0.43891733723482074,0.3488822845328854,0.2962962962962963,0.2734855736359907,0.2159516268355888,0.2505526897568165,0.2227833061042626,0.2221235006663705,0.1903925014645577,0.24488619994237973,0.09122700319294512,0.14784151389710232,0.14413375612568463,0.16269782576541933,0.10439970171513796,0.0,0.0,0.0,0.0,0.08701705534284719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008150872652803391,0.009691237183338825,0.01936894144123371,0.03390858958113968,0.035789150774579476,0.07404454063906134,0.09489330483876111,0.1436726415021858,0.2272310793476269,0.2319539157025139,0.24669760067790586,0.23200210008017197,0.20028987407229373,0.19977085108258175,0.15492156627948747,0.19082228439362608,0.16660496112550907,0.13494652262089282,0.1580131960288586,0.12038367442041085,0.15835433304656987,0.12640965923020347,0.1027019096377634,0.0710431246882416,0.07145887764900292,0.057429902805341715,0.05881769349603866,0.060635892167982826,0.048940992222146935,0.049915867610237585,0.027627547176129797,0.0280633721968518,0.024098666827324446,0.03407822656908935,0.020203550774048538,0.016661112962345886,0.008432485306394354,0.005227027215388368,0.004521899559566983,0.0,F
