state,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Illinois,0.0,0.0,0.0,0.0,0.004398343290693839,0.0058725078544792555,0.005850048628529224,0.006799020940984498,0.008146156865358838,0.005115014760471166,0.0,0.020198221163556837,0.017817689402038345,0.015465284119362536,0.03510606513295488,0.038783859830567764,0.03354579000335458,0.05367686527106817,0.045925354896380916,0.08411746756941753,0.09786781988975232,0.1059322033898305,0.10077401216062869,0.08214270109669244,0.10146334636612524,0.10238080270141625,0.0895701555935177,0.07067992225208553,0.08332307575771922,0.07833726672351904,0.06939337759318909,0.06112669599292676,0.10535736538614042,0.13002391511295827,0.15372971950238873,0.2065627950897073,0.25560954436393013,0.2868321402961416,0.26677337601707346,0.2338998908467176,0.2528216704288939,F
Indiana,0.0,0.0,0.0,0.0,0.0,0.0,0.007578858017673897,0.0,0.011069118740018027,0.0,0.019459330000299372,0.03537110180982138,0.04636970113979717,0.045167821820730474,0.06630566913471102,0.07612692139490436,0.05653185166042124,0.08022397223268227,0.09815011977641735,0.12450612570138452,0.17580230533211708,0.16815589040192555,0.1761010549130501,0.14722894100326006,0.12688149615879307,0.1036360442648867,0.11792031445417188,0.11455983961622454,0.07460785384139462,0.08118568866232417,0.07940604279985707,0.10022550739163118,0.10187405819555576,0.17642062161043714,0.14914741106807355,0.23651211566781205,0.24067388688327318,0.23000915342549347,0.25136154168412234,0.21639445618012262,0.20136931131695532,F
Iowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02188047011752938,0.0,0.025782332656547103,0.025334895651898535,0.04387476887398539,0.09709052072882618,0.12607411831060683,0.07458891337514834,0.1194995079432026,0.10483317066117197,0.14769984509528442,0.1120699316373417,0.14878184861446903,0.23291633795409294,0.16454749439042632,0.10151095146995666,0.1265322261763543,0.16701793454487612,0.12538424203203366,0.1383914034516444,0.15544661006815735,0.09082277174586137,0.09897581547465358,0.10043369093814197,0.07624130372629372,0.08509786254192321,0.10685391543275835,0.1535862386730149,0.18293612480308957,0.1815164402032984,0.18282518685809537,0.1651292563489352,0.16676593210244192,0.15526021612222085,F
Kansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028038693396887703,0.01745078877565266,0.034739109289237825,0.07398534385569334,0.07381708127260649,0.059739386924541685,0.08081585530113526,0.10551408808472391,0.10755686571326135,0.06530878811380057,0.1342664171210025,0.08366200549778893,0.13429711261207883,0.160872635956996,0.1075225996575206,0.11940773762139786,0.13837273661737962,0.14962190141129847,0.1061787887450484,0.13048442342195402,0.09357581675413972,0.10917030567685589,0.07846898295479315,0.09484666455896301,0.10024823372159633,0.1138357918702272,0.1341481591891489,0.14939495045067477,0.18737972247543808,0.1354237199854159,0.18965805767836225,0.2041292429721218,0.09166462967489611,F
Kentucky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016375035089360907,0.0,0.0,0.047409921149815355,0.047931382441977796,0.05659163987138263,0.036226258862495475,0.062066825281886825,0.11536686663590216,0.12763075640758492,0.1845160298300915,0.19571024305096402,0.20069429377305273,0.19049174082238005,0.2124020743683107,0.199700449326011,0.2117129502337091,0.1543124827776247,0.14131626002191844,0.16571755702190485,0.14703532044110595,0.16138062773770706,0.2172805975216432,0.27986041529903605,0.3507280263577426,0.35856430850873106,0.30560524746571255,0.32019992971221056,0.3591627791768154,0.2541569742396829,F
Louisiana,0.0,0.0,0.0,0.010026067776218167,0.0,0.012160589267411358,0.015810276679841896,0.0,0.023730891688255186,0.012036832708086746,0.014176066749022864,0.07255840951966333,0.06760610990218241,0.059845731004521674,0.08322160062878542,0.06730931031995961,0.09378316345418199,0.11485158622801868,0.08651179359303834,0.19991798236620875,0.20196789228379078,0.20848727963686267,0.21054381250519436,0.25043399072255895,0.17118402282453637,0.24321037697608433,0.22765027994831724,0.22740193291642977,0.1984773528453358,0.15556454372919326,0.21592099831708633,0.20698313596416817,0.23961114534127473,0.3491547689010267,0.2668947818648417,0.3496384806001561,0.42563334241351136,0.4295623393542481,0.3785154623566373,0.4117053481331988,0.32756200280767434,F
Maine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05056122964910507,0.0,0.15739769150052466,0.0,0.13688533221017163,0.10814318157240185,0.0655307994757536,0.0,0.12301498546186534,0.1129305477131564,0.11439029970258523,0.0,0.11532547411583803,0.1087399755335055,0.12606807676145118,0.10025780578630766,0.2648227159040753,0.16860821581851623,0.15710919088766695,0.22022966808242883,0.25983024424042955,0.08950948800572861,0.16936394429808055,F
Maryland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02176436448055717,0.00927196528576197,0.030844562681934726,0.026334980957782996,0.039229450994156874,0.03383736914454901,0.030255224428932637,0.07177623757934638,0.06716067071123151,0.1267513184400534,0.10699478400427978,0.10960405535004795,0.134159881569208,0.16364008272915295,0.16002226396716066,0.12069165602878033,0.1618491839153825,0.15395220588235295,0.12962832025265736,0.1426393192661453,0.15867418899858957,0.1642583989939173,0.2784935321829208,0.32465804460056413,0.4061525561407646,0.43786600762907646,0.43285269223346473,0.39067055393586003,0.399534869853007,0.4062224461519083,F
Massachusetts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01190423046590182,0.007601441233257826,0.0,0.015959653994701395,0.02779594506213211,0.052473640194808394,0.07013325318104398,0.06371028585799313,0.07864995640056764,0.0767406167155016,0.08923313047668338,0.07398091292446549,0.09669683607952348,0.09897854145221316,0.05671805051957786,0.0506083545958712,0.06396259291118023,0.0644448536181182,0.08980174537751273,0.139407400406408,0.1434720229555237,0.19801507777459681,0.17071921566714632,0.17055566541427725,0.14891268068499833,0.18013245033112582,0.17660643934248063,F
Michigan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004596602191659925,0.007002310762551643,0.0224300355429794,0.013450260935062141,0.028464618479230316,0.032311759522177616,0.04949994948984746,0.05618795912846232,0.05531738348776103,0.0679179378820384,0.1069798921468026,0.13898927002835382,0.15272244355909695,0.12377372329696525,0.15646274753362158,0.168246986576294,0.1249203938666536,0.14329736104594393,0.15121296260086295,0.13743111602150393,0.11580858699226514,0.12062544292154823,0.12343171413839976,0.13433637829124126,0.2410067287784679,0.29330798977518513,0.32044504448818256,0.3982590868608109,0.3845092765018277,0.3660215988983112,0.2694148234673499,0.3443676971156717,F
Minnesota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012766035051884814,0.016758216180988734,0.021292657904415323,0.027683850428110973,0.05243521226177271,0.033386194808446706,0.06522196507468966,0.044065804935370156,0.09128736413043478,0.1402047839571738,0.09070581782896679,0.10149872586705827,0.08210712819515567,0.08540803689627194,0.09974413461121472,0.09444529860089174,0.1022294725394236,0.08984927783642939,0.07257743544120057,0.09313268957404049,0.10685431326557206,0.1231268992979147,0.12972972972972974,0.17959183673469387,0.16075833587405414,0.16589809920143966,0.13079114108004417,0.15058852453978303,0.1467351430667645,0.1396508728179551,F
Mississippi,0.0,0.0,0.0,0.0,0.0,0.017295053614666205,0.0,0.0,0.0,0.0,0.029566117229654812,0.02231644722160232,0.019241129839144156,0.04837929366231253,0.04148516905206388,0.0550684119117211,0.05685048322910744,0.08143690901687554,0.07262823422605537,0.16069276436191582,0.15470719388451562,0.2491280518186348,0.2913085004775549,0.2184466019417476,0.17778204881798962,0.22783460177420137,0.27399990036367255,0.22059513751994742,0.2320616355704075,0.1906158357771261,0.24597027423068873,0.25786487880350695,0.3044577205882353,0.44805037539355774,0.5057498946354386,0.5554213957981163,0.5965061780997017,0.7522152100465354,0.5631749817796329,0.7007076453448037,0.6487761722205839,F
Missouri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008120574287013578,0.0,0.01567668406778598,0.03299293008641005,0.04157006954992405,0.035090064498880455,0.057882192713653385,0.05632414545710564,0.053516955955545245,0.08793969849246232,0.10685308606201102,0.1364330932110893,0.16964319003765707,0.17341040462427745,0.1233782507277389,0.15009084445848805,0.11439165335384494,0.11706813762450892,0.11606499639798286,0.14246705449364833,0.11282133935047144,0.12875358225692568,0.12077029489910192,0.12410940013789934,0.155557650608089,0.27847059108409816,0.29642071980831464,0.26315129946617877,0.34087705359202397,0.2840311382284873,0.2682238551591182,0.20942708781593367,0.2349208286298319,F
Montana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08385744234800838,0.08703220191470844,0.10480610869890701,0.09308098045299411,0.10976948408342481,0.1935171746492501,0.0,0.11268512556342562,0.23525457906234246,0.0,0.13149243918474687,0.0,0.10251153254741158,0.0,0.1015916017609211,0.0,0.09017132551848511,0.10984987184181619,0.11344299489506524,0.09632055480639568,0.11536243030186503,0.2702702702702703,0.0,0.0,0.19858781994704322,0.13959981386691486,0.0,F
Nebraska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026379656009285636,0.06869220607661823,0.027233115468409588,0.0,0.02928086202857812,0.03589160734581564,0.07696406370256349,0.11531225344419493,0.1221224888563229,0.16603123847005288,0.1547412725922258,0.15161622900115226,0.16864459712679575,0.16081147946561108,0.12909571525173666,0.13004706465196927,0.12733987011333248,0.10106752574063546,0.14174344436569808,0.1003948865537782,0.15155690272802425,0.08839779005524862,0.075947444368497,0.1385361348418379,0.14724116553006822,0.13780431786862654,0.19720754121637613,0.2090704406561595,0.27201632097925876,0.13472247170828094,0.18953752843062927,F
Nevada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03256480395988016,0.032944587204322334,0.0,0.031458411979363284,0.09179926560587516,0.059196116734742205,0.0992874664174746,0.105643591882124,0.12009389158796878,0.17240478553889557,0.10943769868153629,0.112141910490366,0.09041137174142348,0.07747433662599264,0.08823256245936659,0.09538674991328477,0.08648648648648649,0.041440279952113454,0.09273721202655212,0.05160491278769738,0.05387060281204546,0.09361748994988711,0.15998234677552822,0.14771856877120035,0.12097882870497664,0.19253638371368706,0.1639152324083831,0.17738087956449936,0.20666494445879618,F
New Hampshire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07724244472337549,0.16912057302029446,0.12923749875733173,0.09027986758952752,0.10310341272296113,0.13499480789200416,0.08329862557267806,0.1076194575979337,0.12078620841111233,0.15873015873015872,0.08185219831618336,0.12356357345854442,0.0,0.11747813601357526,0.16574585635359115,0.1926782273603083,0.2015838732901368,0.18900843268391973,0.1347305389221557,0.1262427015938141,0.24525833878351863,0.13386880856760375,F
New Jersey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007177462766911898,0.0,0.005486245981324818,0.0,0.007997897695462906,0.016309602861170332,0.008431195423065342,0.01469309791725337,0.02128192288432649,0.03204429803760719,0.03149482303846306,0.06982872200263504,0.1019614156537605,0.08459668864390166,0.09028357249360491,0.11828785211267605,0.08953291367649692,0.0820193735416814,0.08877763385775203,0.08238565312697688,0.07040565642039666,0.06298815822625346,0.09149130832570906,0.10267994660642776,0.08210467472573545,0.18698309960445883,0.22107456736432002,0.26616451501928334,0.2918287937743191,0.2903633312593096,0.2855366924361913,0.2798300887806253,0.25688537016760715,F
New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03160389781406373,0.02632410234810993,0.0,0.0,0.03338526596928556,0.03475238922675934,0.03477857639693948,0.04199412082308477,0.0954027786059269,0.0966183574879227,0.11182207864819532,0.11273251080353229,0.08102212527267062,0.050520997789706354,0.0,0.050333459166981245,0.030927197377373664,0.0,0.07013069811922218,0.0,0.0,0.07554011179936546,0.08448540706605223,0.16337199803953603,0.06650594396874221,0.1892310338895579,0.13846579894765992,0.17631501616220982,0.1582612365477949,0.08836849663095106,F
New York,0.0,0.0,0.0,0.0,0.0,0.0026408218237515516,0.0,0.0025473423577181925,0.004479238728493433,0.0034140679106879836,0.007210567808179668,0.017624659681735752,0.009584419567550989,0.015773803655578997,0.01682935038707506,0.021420995710576225,0.0200716068134968,0.025935218335071744,0.035750706222967193,0.05091860719847008,0.08874400072444082,0.07675431969685066,0.08795737836751107,0.0947367082490876,0.08104959221923916,0.08948371785394701,0.08568750836792074,0.0825974549239499,0.08194904381586991,0.07384546790857095,0.09407740004276245,0.09655192591834047,0.11177347242921014,0.16507398040314397,0.17203073410065728,0.22840661053944497,0.2728080192868925,0.2646807391332939,0.27940142957541264,0.23871274600425377,0.23297710787689,F
North Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00650288077618385,0.028314392720627034,0.028032891926527127,0.03227281284457951,0.04191817572099262,0.03931424720237008,0.04372355430183356,0.05138674777439829,0.07677964242623671,0.0948158435939211,0.14443399101594076,0.15644476100836915,0.1673232236729424,0.16170633594825395,0.1709698532063526,0.13367375583151758,0.15800305384053642,0.16524017918231929,0.15021762296660546,0.16694271367352842,0.1395374540631649,0.141424155829008,0.16815225963899347,0.2648966294187498,0.3341906272619469,0.4089542673157035,0.45804352184574576,0.4872955099199443,0.43412978195586893,0.4018330426456004,0.4187738443793807,F
North Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09249471458773784,0.0,0.0,0.14392630972941853,0.07477194556602364,0.10537407797681769,0.0,0.0,0.19014693171996544,0.18135654697134565,0.1692047377326565,0.0,0.11673151750972763,0.19098548510313218,0.1889287738522577,0.15085800490288515,0.0,0.0,0.09652509652509653,0.16090104585679807,0.0,0.0,0.11627906976744186,0.1320007542900245,0.1631912964641886,0.11233851338700616,0.20657276995305163,0.2674897119341564,0.23732470334412084,0.0,F
Ohio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004593442095834514,0.007572889057175312,0.027750277502775027,0.022769707181565645,0.018964836033188465,0.0319135878237388,0.050184008029441285,0.04800027428728164,0.067010536525151,0.07607421263189926,0.12255458217965594,0.14761974620406368,0.1464356644060661,0.15009166991231987,0.14762181259902965,0.12738473174566842,0.12638359459404366,0.12645924563402067,0.17273522007941608,0.133029060901353,0.1044544780645596,0.11800663197271685,0.1145760685463784,0.1277579752916076,0.1995279143464483,0.2175087992196048,0.28763437297032196,0.30286567975010187,0.2946499978953571,0.308710033076075,0.24930027683036873,0.22169030827804462,F
Oklahoma,0.0,0.0,0.015101938082053864,0.013623978201634877,0.0,0.0,0.027667387695558123,0.018649260690022647,0.01991635132443736,0.0,0.05568907907849229,0.08206811653672548,0.08284759002278308,0.07906580707943073,0.11357900050479555,0.1326774966021617,0.15119145439605589,0.1327448312481333,0.13128402177393533,0.18086625416468347,0.17246989912137978,0.16523570387169934,0.18698946954039958,0.1658209796703479,0.1541709957435399,0.14222824246528953,0.13676616405101377,0.19160951996772893,0.12157644118739658,0.09222801603348586,0.1305388353035028,0.09149130832570906,0.0871425176265547,0.11309018942606729,0.20722084960548337,0.24417043096081065,0.15259619746772796,0.1801415397812567,0.20246640898214613,0.16484848484848486,0.16883249769773867,F
Oregon,0.0,0.0,0.0,0.0,0.0,0.021714179359121507,0.015862440912407603,0.01613944480309877,0.02608242044861763,0.0,0.030672964848782285,0.03846722888001183,0.024078979051288224,0.06182762458266354,0.05688821465819664,0.06708193579300431,0.07015082427218519,0.0724090164966629,0.0516112383471501,0.11460588310199923,0.09731097343410425,0.08750324086077262,0.1405105215616741,0.09140148950575491,0.08740671014590197,0.11680637625395081,0.10421370757633655,0.07829787234042554,0.03740987620731873,0.08869966294128083,0.07880812098922955,0.04785070579791052,0.10225785340314136,0.08701777648862553,0.0918733817756619,0.17141184832141812,0.12521588946459414,0.16548360405870313,0.12677246689830032,0.11902990626394881,0.06681056634803166,F
Pennsylvania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003779346626555201,0.005278716216216216,0.0,0.004384042086804034,0.017441226699611206,0.017191762903165528,0.016372098825107005,0.028173095498744284,0.038302372249098646,0.04325895676699861,0.03948950835562097,0.050828791686668734,0.09240749820842606,0.12169880026064626,0.12406707376175245,0.1354755190719425,0.12696072408567802,0.13162459441258698,0.1148420132120995,0.13527043435656008,0.1439800347685121,0.11505005214885541,0.10121907812778075,0.0964275874735972,0.10373567672624512,0.12232489977836182,0.1804964889724063,0.228708617639626,0.2553780349729526,0.2727719316389586,0.3053435114503817,0.2958497306651037,0.27522534985656244,0.2331002331002331,F
Rhode Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07994518044769301,0.09324009324009325,0.08122534230679972,0.12664057103384757,0.05910864168341412,0.06087909411907951,0.08933129147524246,0.06541077969649398,0.09823182711198428,0.12084592145015105,0.09376465072667604,0.0,0.1926782273603083,0.18376211159371866,0.205620287868403,0.24050850369352345,0.22795020164825527,0.4143906573742701,0.0,0.18587360594795538,F
South Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018011527377521614,0.016210520627887498,0.01958863858961802,0.020664206642066422,0.018750585955811118,0.025949592915761138,0.05215973920130399,0.045463401961421054,0.09590179656032223,0.16300178982357455,0.19931205194972193,0.15208387263784623,0.21066711252298947,0.18411967779056385,0.14055043472576323,0.15973399400182553,0.1573248604127464,0.17440049828713797,0.1531393568147014,0.1956428026660477,0.23099538009239817,0.20843637391365788,0.31805696111030796,0.3246042745641549,0.47082684437361916,0.5736276503049667,0.5863559481300508,0.5577311024089238,0.5945059450594506,0.4170212765957447,F
South Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07585335018963338,0.0,0.0,0.0,0.0,0.10034403669724772,0.1632774231853941,0.0,0.09468202619536059,0.21432945499081446,0.11257639112254746,0.08037293039704227,0.09643201542912247,0.10869565217391304,0.0,0.07886435331230283,0.09468202619536059,0.0,0.08294625082946251,0.0,0.0,0.1452960406828914,0.10970927043335163,0.10803024846957147,0.12931830777757253,0.18917896329928113,0.2558551466246802,0.163265306122449,0.19455252918287938,0.13534852244529663,F
Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008834858818956072,0.008650070065567532,0.04401408450704226,0.0393653619045989,0.029780152404309364,0.05182365660572919,0.0376391303568548,0.04882547604839147,0.06862302483069976,0.07267705948617319,0.14194967883885162,0.16332327356648324,0.19316651307861343,0.19193857965451055,0.19302848575712142,0.18443310108424307,0.20387550501271887,0.17178280678168645,0.2207792207792208,0.167190284590935,0.1699316454729446,0.16942578946294065,0.14578509561787154,0.20207344930592164,0.24524966858152894,0.26807839603514305,0.3454851374088615,0.37548915379221426,0.3111038338284485,0.3772587466359093,0.29974521656591896,0.26883110169053404,F
Texas,0.0,0.0,0.0,0.003874884291649624,0.0034670156795784113,0.0068776086554704925,0.0033621073688988256,0.011922960641455283,0.010453599087052347,0.01222467200768408,0.01969827383169966,0.02884784226501551,0.028244300553082424,0.029351210631093565,0.05110520371221328,0.03770624666819803,0.04605551862424345,0.05412138653837894,0.05384844033377418,0.08524495136775524,0.1092551738628007,0.11039377869727163,0.09172265053670145,0.11340756872252128,0.09706391884309638,0.08916884816753927,0.08332067789375178,0.10144274120829576,0.08868877063719471,0.0745244968572774,0.08195267022076529,0.0781225725408035,0.09415720118867725,0.14292847620836407,0.1571013439883763,0.20671650435262987,0.2060628669384565,0.21527191275291005,0.1713259157370196,0.19953408285222327,0.17907060274956663,F
