state,1986,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012995789364245985,0.02365122329382703,0.034255599472990776,0.03317941770121934,0.037320931300777994,0.1353024152920517,0.16378579158258022,0.1544244048833076,0.25532392469347104,0.22809191259292633,0.2681583576021453,0.3669163736431738,0.27757821174319114,0.25897151313355526,0.2447295738209279,0.18259709249245032,0.20483977363469083,0.16884761502743773,0.16488046166529266,0.14557127393527677,0.18220708231006894,0.14550745725718442,M
Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1303780964797914,0.13297872340425532,0.2515479876160991,0.3391859537110934,0.46511627906976744,0.32542113323124044,0.48021513638109875,0.26580596164799697,0.4520625353173856,0.28907303912121796,0.1960399921584003,0.15866719555731854,0.10418837257762034,0.1607717041800643,0.12239902080783352,0.0,0.0,0.22151119862170812,0.0,0.0,M
Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009868745682423765,0.0154006083240288,0.021249468763280918,0.030539013589861046,0.04627487274409996,0.04826254826254826,0.07626656982022881,0.0763860515517027,0.13900955690703737,0.13170498084291188,0.18321175244562476,0.15724519131498277,0.15346590633733423,0.1465800821530228,0.13659924028367731,0.12445550715619166,0.10954260794080566,0.12418246543588045,0.10067325237525955,0.10012933372272519,0.09877179421111397,0.08865837710840703,0.08276775368316504,0.09622976707461507,0.0751821222098359,M
Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03457067542457111,0.026158608362035138,0.0306251914074463,0.03995737879595098,0.05634046979284043,0.0669762457581711,0.1707711666367068,0.19764621327823195,0.2956724307857719,0.2750845546786922,0.27467659046606413,0.3552477740804029,0.3665758059968042,0.359216612538136,0.39407313997477933,0.3181336161187699,0.34099659003409966,0.22994952327537857,0.1885223177155531,0.25604551920341395,0.16635969342285067,0.25794274929223027,0.12473739495798318,0.18628397957775633,M
California,0.0,0.0,0.0011968794957786062,0.0,0.0015868661886421186,0.0016195868202651955,0.001922637859142744,0.0029826706833298534,0.0033349409458918655,0.005817627941538128,0.006865397025910008,0.00835561497326203,0.015829672721516485,0.024831550018832915,0.03252682036064826,0.04173372170467961,0.06604423270149136,0.08413859921980571,0.09486206542918675,0.09498041205152052,0.088370348480371,0.09399945438802501,0.09707544464020626,0.09229697949101993,0.09104785368074339,0.06941168542354606,0.07023729187037778,0.06884141936011559,0.06727697331111902,0.059181419921043324,0.06460837385692877,0.056556253127886306,0.06009692227038501,M
Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015278838808250572,0.017900981996726677,0.0,0.020211717743361713,0.024384891121461142,0.0689769997383631,0.07131519013549886,0.09549143987449696,0.12309207287050715,0.1788388885163079,0.19658178958810332,0.26868022420901466,0.21335807050092767,0.1717557251908397,0.17902687855601335,0.19808602593126157,0.1602477049269379,0.12286384452138949,0.11938940845390715,0.11531032892271324,0.11543345261456771,0.10117068940598353,0.10868926620057576,0.07812255867004156,0.09826078412105729,0.07019655034095468,M
Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020736849381350658,0.030875844797420154,0.03926888476367271,0.044304965848255495,0.08705855634202657,0.04613432778439891,0.08586147681740126,0.07332959496182546,0.09470551095878056,0.0831331978570109,0.08463817181548879,0.07604562737642585,0.07024774036435161,0.052874447221688145,0.02937720329024677,0.07651499693940012,0.07392934466916619,0.04963052828940112,M
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07206687806284232,0.14790711433219939,0.1342281879194631,0.13671578307762416,0.10716472749540723,0.12678288431061807,0.1841620626151013,0.17403411068569438,0.19127108328986264,0.19992729916394036,0.20892687559354228,0.1819505094614265,0.09400263207369806,0.13394565633371602,0.1018537380321858,0.15381234893430015,0.0,M
Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00462673791843061,0.006166368625516433,0.011650033008426857,0.015226378177554794,0.024515812699190977,0.04633168855838951,0.07179890261045693,0.10421086323812927,0.14175735502584347,0.13818614737021132,0.13125887245775106,0.1460700383245616,0.14894250819183796,0.1506957118697989,0.1454192922927775,0.14631333430875557,0.11245814767799484,0.12206311925987659,0.10996334555148284,0.10540606632992942,0.09844234588981426,0.08862923136751286,0.09110034186107668,M
