state,1957,1959,1960,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014623731391301804,0.03205034818332799,0.014028787071069835,0.036607343996395585,0.03460107840027681,0.033634000917290935,0.03918751224609758,0.02354286483032321,0.03146523091983358,0.05267223821897605,0.02430302399055654,0.028141269171239623,0.03942793648517868,0.05225635474599678,0.031688188227838074,0.04446061193969524,F
Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09689922480620156,0.0,0.0,0.0,0.0,0.0,0.2352479905900804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014256909509358644,0.009978048293753742,0.011842494818908516,0.017325684364532398,0.02318123865085191,0.02099557184302947,0.022211938917167977,0.028600028600028603,0.05447612130016343,0.046186914891727215,0.07124239791485665,0.11117952928297757,0.09580798063670286,0.1159484744039772,0.11631100269776909,0.15510217995261713,0.1684100222675474,0.1886906076239035,0.2087510075853089,0.1759251593674973,0.17408083223221965,0.1522800283699779,0.19539637550459502,0.17953321364452424,0.21519615957622912,0.2566127121989736,0.25147123635703733,F
Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02245979696343545,0.0,0.02254791431792559,0.0,0.0,0.028198138922831094,0.03444542859954729,0.06305170239596469,0.03181336161187699,0.03849961500384996,0.03365114974761638,0.0,0.03982930298719772,0.05941417622244668,0.05662157911292859,0.06565126050420168,0.09659169311439217,F
California,0.0016298005776013249,0.0016184424756990861,0.0018789281341304166,0.0,0.002807359023787689,0.002545476529115479,0.003030201003333221,0.004967216371945162,0.0028578369032479316,0.0032171006773784204,0.0024178033220617645,0.0023705750676460526,0.003386157388595422,0.0032599969845027894,0.0029876482086914954,0.002875298312199891,0.004493427341279891,0.0027542356209227475,0.0034130210545476607,0.005179698541544882,0.004190046544433698,0.003936465447674533,0.0021928381904699253,0.0033639143730886853,0.005727791243111577,0.002940960223512977,0.0059026899401298585,0.005525869357396653,0.005324388360887043,0.006578847487133293,0.010293163663696012,0.010542702431102318,0.015188576377003136,0.0166586072941563,0.01369879474639205,0.020381583002754,0.02616645972930541,0.02538601283580274,0.025264661055348834,0.040106951871657755,0.043814272711340266,0.03710782193825593,0.05763524309518375,0.05716948178723234,0.062375108662519614,0.08130564975112539,0.09828051823744574,0.13500183196640456,0.12900365983951262,0.15567732982243887,0.1673605879998361,0.18098090996281846,0.185777789679458,0.19138755980861244,0.17456032832490945,0.1625611734394809,0.16343725453591215,0.1963091002258998,0.20911704437716,0.22988692818169612,0.2416663470021865,F
Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011496102821143632,0.0,0.011902494762902303,0.0,0.0,0.0,0.0,0.01960399921584003,0.022617043198552508,0.0,0.030687397708674305,0.032807570977917984,0.0176852530254415,0.03170035845789949,0.04519182741478962,0.04140882007867676,0.04774571993724848,0.058188979902421556,0.0648290970871616,0.11101089294387012,0.09959697966368647,0.11827458256029684,0.1383587786259542,0.11281145772022759,0.17750565960074088,0.17382801890379707,0.17312632637104883,0.1336024332698485,0.13548963648418808,0.1471776520835738,0.15031073854603266,0.18212795957934316,0.1406206056060748,0.13101437882807637,0.14373579355528815,F
Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015357444521231669,0.021310602024507193,0.022115942830287783,0.022690529540233147,0.01751211254450995,0.03599928001439971,0.0365608433367863,0.06771353948344243,0.11222264973707836,0.07200130911471118,0.09593119417796891,0.16902170238658643,0.18317550286859752,0.19554701705032765,0.2284735113522776,0.3027505999630792,0.3595896892388054,0.33062934912152553,0.3352686237631859,0.39252900832506576,0.4780373410300352,0.5496028080546831,0.4137866177646119,0.39448669201520914,0.374654615276542,0.3508940588348395,0.35252643948296125,0.3723729851050806,0.385488725774938,0.44667475460461015,F
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07404116688879016,0.07322788517867604,0.0,0.0760225026607876,0.0,0.2017872585759585,0.2514420943647389,0.1789709172259508,0.3038128512836093,0.3980404164115126,0.3011093502377179,0.3180981081533568,0.3132613992342499,0.27821248478525473,0.27262813522355506,0.36087369420702753,0.32751091703056767,0.37601052829479226,0.3827018752391887,0.22407822367080873,0.35157108327840036,0.3740065451145395,F
Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006509410166071326,0.003987113648687442,0.006146423165868912,0.0,0.006269024748716592,0.005466982840507609,0.013480244347165956,0.013838209481358476,0.014689033167836893,0.020955574182732608,0.03421116652475368,0.023910897198568433,0.03238716542901427,0.04778935684775236,0.06058017164381965,0.05709891816583049,0.07814415297867125,0.10192971482845692,0.1020300194990704,0.15036138838644364,0.17228970841602512,0.18637413722238758,0.22185602899109008,0.22437562587999665,0.2713168933008075,0.2653918925707014,0.290838584585555,0.25561800170411997,0.24365931996898882,0.1902501031222904,0.2449183605464845,0.22936360033392642,0.2326027110847824,0.2568438949834046,0.2883278860963973,F
