state,1956,1957,1958,1959,1962,1968,1974,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011452917057974667,0.018868369537017385,0.0,0.0,0.012617341273846774,0.0,0.0,0.01561320877462333,0.0,0.036790791790397605,0.01844532279314888,0.02488456327591451,0.05167513564723107,0.06045427066240608,0.04972068673042613,0.08158270446665307,0.09258999466906091,0.081662536607344,0.10668665840085349,0.1131325485399786,0.14042191888184966,0.16480005381226248,0.29717162535398384,0.3792401151766276,0.3923202444189841,0.3236245954692557,0.40861679630094266,0.3807248702922623,0.34064802344925926,0.30718240976516714,M
Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09571209800918837,0.23050326546292738,0.2278336814125688,0.2448672066302505,0.1927153594141453,0.27445598902176044,0.25783419278064257,0.312565117732861,0.38183279742765275,0.28559771521827826,0.18816642274722975,0.2865961199294532,0.34457297563376815,0.3381014304291287,0.1926252063841497,M
Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018840276324052753,0.012256403971074888,0.0,0.01391843795359195,0.020275750202757504,0.02604062337246104,0.014256909509358644,0.021951706246258234,0.02171124050133228,0.019250760405036,0.03477185797627787,0.028630325240494733,0.04627487274409996,0.05362505362505362,0.05810786272017432,0.053292594105839086,0.07124239791485665,0.06328680897646415,0.07395703768447238,0.09688845121428231,0.07269437668610568,0.09885633447529443,0.11788701558728316,0.13248489471465566,0.1570799661037968,0.17799486712476198,0.28524088172990203,0.289957862238725,0.19324916258696212,0.2083471862047565,0.20100740180197227,0.16531780497433873,0.19702900992922512,M
Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024078012761346763,0.019559519618198178,0.03140826822661066,0.020383204239706482,0.025386079966151893,0.038509263617303495,0.030876450090423887,0.04847950639048039,0.03024934099649972,0.06539652090508785,0.043750273439208995,0.04883679630616231,0.09534541041865303,0.05358099660653688,0.08987956138774043,0.08085526906836762,0.11199713287339845,0.10372040586245773,0.177210703526493,0.14839463980573792,0.1926872826393458,0.21651412262572584,0.2101723413198823,0.3711558854718982,0.4014959850401496,0.5272013460459899,0.5101192126420848,0.4551920341394026,0.481254827401818,0.3837684806542938,0.4332983193277311,0.3518697392024286,M
California,0.0,0.0019557606931215896,0.0033026189768486413,0.0,0.0,0.0017872781540991224,0.0,0.0,0.0018961228080820337,0.0,0.004539217089803173,0.0019682327238372665,0.0,0.0024464831804281344,0.0015073134850293625,0.0023527681788103813,0.003372965680074205,0.006907336696745815,0.003993291270665282,0.003542456339225619,0.006702525176360194,0.005832133259758729,0.004080513056508305,0.0034705431862825627,0.005287254112642546,0.007208120818047146,0.0064133479728689735,0.005553190307831849,0.010984635241456013,0.010305258467023173,0.015546999994346545,0.018135401699147638,0.017975348094042456,0.01829423417191435,0.02116802330176005,0.028046199739935235,0.03475427021729965,0.03607564612045883,0.036371075901889025,0.04181048286659787,0.047907362289971916,0.06273566933375375,0.08067107623918807,0.1091717770739268,0.1384087810386856,0.15063320473847078,0.12328241182665788,0.1270235354402881,0.10895494999541243,0.12613265086075362,0.12232494107518083,M
Colorado,0.0,0.0,0.0,0.013362909907261406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01693234319440749,0.014628794343532855,0.02195443235595453,0.024550721791220663,0.031856498725740055,0.03266906239790918,0.028011204481792715,0.0,0.027760252365930597,0.027791111897122356,0.043892804018630056,0.06184144804129106,0.03910833007430582,0.06820817133892641,0.058188979902421556,0.08494847204524623,0.06938180808991883,0.07411868254041784,0.08812615955473099,0.1025763358778626,0.17412203256817735,0.12605474377443918,0.15753164213156606,0.20384228750139616,0.22172318712868475,0.3113378880913258,0.3203278310054254,0.2746061569590981,0.24087891428235708,0.20311865254210806,0.1735940519472012,0.18050541516245489,M
Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023155805491233875,0.016902170238658643,0.0,0.01715324710967786,0.017849493074396684,0.040612885360900866,0.05299216472992922,0.04228980046903233,0.053152342791724594,0.05607557261786654,0.08568593848651573,0.10622575281729171,0.16457422297456153,0.2376425855513308,0.2528918653116658,0.22591809267448565,0.24481002741872307,0.21424199143032036,0.1531393568147014,0.22058012573067165,M
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07457121551081282,0.0,0.0,0.0,0.0,0.0,0.12171796209354896,0.2908033442384587,0.3228869895536562,0.4548762736535662,0.2820078962210942,0.28702640642939153,0.3259319617029945,0.35157108327840036,0.44413277232351567,M
Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034827915270647727,0.006833728550634512,0.0035474327229384093,0.005826614518466726,0.005875613267134757,0.005987306909352173,0.009122977739934314,0.007713192644699494,0.006168983891240814,0.010791145094653759,0.017086715079026055,0.012942421450921575,0.01991909781809267,0.029343402753646688,0.03023111688861345,0.03870689205987658,0.06033774598535901,0.060943634224811145,0.06277598247979398,0.052705683931542846,0.07084832822098237,0.09878941111464594,0.15392334447364167,0.21774866811832444,0.2794414578665326,0.27358975006524067,0.2582472509163612,0.2462285709467151,0.25786667595915946,0.2767402530454994,0.24982155603140616,M
