state,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Illinois,0.0,0.0,0.0,0.0,0.0,0.0,0.004947520938615401,0.0,0.003563537880407669,0.009573747311986333,0.011951000896325068,0.040304795510197874,0.05382929093561548,0.05447801251391994,0.0762688929529183,0.12040343397191136,0.12296213268199649,0.10176164420125451,0.11178293785884864,0.0969982959758815,0.07609750977459392,0.08531733558451356,0.09326377025716792,0.10601988337812827,0.06343915995189986,0.07238760089641633,0.08803637455852348,0.08404920699027431,0.06117524441775895,0.0684947409970048,0.06030935149709096,0.0483947119924457,0.0325540457444628,0.06038571374655612,0.04935307456315859,0.04819755326538423,0.0526711813393529,F
Indiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008974780865767194,0.010902577680865977,0.048939898647048605,0.08908469524935617,0.10498772451221089,0.09332176361760998,0.11312217194570137,0.15604767754573526,0.15424164524421594,0.14507567015068087,0.11852955619147602,0.10341080379990886,0.09038133972955122,0.07377481117161426,0.06253350008933357,0.07696989224215087,0.058230520071332385,0.06985745303502312,0.06352483423988566,0.079345193351708,0.05305940531018528,0.04138261494565809,0.040069453719780955,0.05131866660716677,0.03859864223599664,0.0,0.01971463072032332,0.028337369261682725,0.029534165659820113,F
Iowa,0.0,0.0,0.0,0.0,0.016035920461834507,0.0,0.015834309782436586,0.03133912062427528,0.02589080552768698,0.03317739955542284,0.08476012883539584,0.12301419935329679,0.20966634132234394,0.1404949746028315,0.16063356868018977,0.16737957969127767,0.20661933205605018,0.12341062079281974,0.1444578924764768,0.1423487544483986,0.11929852467491152,0.060669794531629184,0.061055030934549004,0.07174458926222647,0.07018123271271105,0.03872966692486445,0.0410865099292399,0.047650814828933574,0.05506332282124443,0.0,0.05119541289100497,0.0,0.046675656052276734,0.05914932515997203,0.0,0.035735556879094695,0.0,F
Kansas,0.0,0.0,0.0,0.0,0.0,0.01745078877565266,0.024317376502466476,0.021138669673055242,0.0,0.018668558413919276,0.06157398499134116,0.10160615889640079,0.07170457714217424,0.13469937548471367,0.11799169989421435,0.17927572606669057,0.20144566891811827,0.12948285333124068,0.11150491816335471,0.10746696385925808,0.07907013520993121,0.08896437381212341,0.08575979090946216,0.11417387049420975,0.06102770657878677,0.06298286865972455,0.061031431187061336,0.04516507836141096,0.028642352491884668,0.042688421951335195,0.054652953743727334,0.029878990090134956,0.030385900941962928,0.03646023230376582,0.0,0.0,0.0,F
Kentucky,0.0,0.0,0.0,0.0,0.0,0.0,0.016438098816456886,0.0,0.014087483271113616,0.0,0.027447849086735202,0.07568113017154389,0.08488745980707395,0.06986492780624128,0.13447812144408813,0.14613136440547608,0.12763075640758492,0.09738346018810384,0.06611832535505541,0.08949880668257756,0.07075407516259831,0.052410901467505246,0.09430298995950519,0.06323893318669233,0.035822540644805737,0.02884005306569764,0.06026092982614722,0.03835704011507112,0.03293482198728716,0.03395009336275675,0.0380057354109802,0.02125624402168137,0.021513858510523863,0.026088252832438878,0.0,0.0,0.021538726630481606,F
Louisiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020805400157196355,0.043270270919974034,0.03455169179890915,0.040836119547739975,0.055978219383730696,0.09739594012712734,0.08803728638011393,0.06069882824870685,0.07202814638335596,0.08537522410996329,0.09415121255349501,0.08396548728936244,0.10151971943641175,0.10173244367313965,0.06220931954853808,0.07778227186459663,0.06668148477439431,0.057683824776899324,0.06161429451632779,0.04839769073875618,0.041060735671514116,0.03734003190875454,0.01702533369654045,0.0,0.030281236988530982,0.024217961654894045,0.0,F
Maine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04504504504504504,0.0,0.05749486652977413,0.07021239248727401,0.12874747103181902,0.15586945932781296,0.24880573248407642,0.18202042673677823,0.3061536891519543,0.2203567681007345,0.2445247714224963,0.09476676845319575,0.1514004542013626,0.17474879860200962,0.09765625,0.10064862446879892,0.0564652738565782,0.08007320979180965,0.061934844543540195,0.0,0.09514747859181732,0.08404538450763413,0.07161271841879117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Maryland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012154606595899845,0.016517663576487106,0.04652638257375489,0.05186609902102738,0.08972029697418299,0.13879871946987846,0.13580498404291436,0.0891623200035665,0.11417089098963329,0.12490747594374536,0.10682060955930815,0.09276652983603516,0.13229662295462458,0.12537612838515547,0.12178308823529412,0.08013387070164274,0.09345334710540554,0.06296594801531331,0.08469573698123861,0.07287681216001665,0.0718505508542232,0.07598983308440112,0.06178477408263042,0.03308428220892724,0.06705539358600583,0.059632070127314474,0.04408615694671873,F
Massachusetts,0.0,0.0,0.0,0.0,0.0,0.012381004787321851,0.011892020454275181,0.017135023989033587,0.03363417231907618,0.03851750406573654,0.041664806630656366,0.09425787129239704,0.10914477274499104,0.11171757796290976,0.12589928057553956,0.15742092058442517,0.15529506061516882,0.10394836113672562,0.11968471626173337,0.1116227152225478,0.1213570574482894,0.07767995857068877,0.0889610891931616,0.08908068730699184,0.08912836510219377,0.10754275351622632,0.06616819956328988,0.08285766893758056,0.07598609224251077,0.06143376967062048,0.04065040650406504,0.0548716480580208,0.0487769187620418,0.03460549733043306,0.04621428021258569,0.039735099337748346,0.04890639858714849,F
Michigan,0.0,0.0,0.0,0.0,0.0,0.0,0.007002310762551643,0.0112150177714897,0.006276788436362333,0.007590564927794752,0.03524919220601195,0.06263258915041924,0.10405177616381912,0.09148644192206633,0.1423042508004614,0.18994389013820057,0.19792072052037582,0.15825586542718018,0.155863207114697,0.12421470033203545,0.11897465479323646,0.10532503796600205,0.11159440506232801,0.09776700168159243,0.09027338013177219,0.08149493158714953,0.07539090182596764,0.0703092042560505,0.07269968707525998,0.07278726708074534,0.05079635577112145,0.034159116417522,0.03864961602446689,0.022415338988895785,0.02899180981372762,0.035796375146011535,0.019905647232119753,F
Minnesota,0.0,0.0,0.0,0.011017664989533217,0.011236375894228249,0.022244879043470202,0.016342242882045322,0.02735578939689603,0.027930360301647892,0.025164050250672653,0.08700638705977734,0.11495411918927094,0.15441115098906602,0.14727540500736377,0.20773879469531642,0.2611243206521739,0.1933126566682245,0.14555119605113276,0.14684922040340345,0.14044640349171367,0.1729512747149507,0.14311114965956895,0.10103450548002373,0.07612833061446438,0.08760304589051865,0.06555381265656826,0.04411548453507181,0.08079228563982278,0.06025358901812847,0.07567567567567568,0.029931972789115645,0.04157543169156573,0.025306489708694185,0.020345288612451315,0.033805587141583944,0.02232926090146416,0.03657522859517872,F
Mississippi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033888253484136065,0.03061179866182709,0.06333981812423653,0.10894235133908306,0.11159219747355265,0.14105655912999954,0.16759523485980884,0.11938872970391595,0.09223300970873786,0.0768787238131847,0.08240826021620049,0.10461814377522044,0.08917675772082981,0.06961849067112225,0.053763440860215055,0.04710069081013188,0.08022462896109105,0.06893382352941177,0.0666020828287721,0.042145824552953216,0.036223134508572806,0.04869438188568994,0.0,0.03312794010468429,0.07631469404745386,0.0,F
Missouri,0.0,0.0,0.0,0.0,0.0,0.0,0.014109015661007383,0.012568735271013353,0.009593092973059396,0.01838050997560405,0.047667688117126315,0.09856725454993487,0.13914408548441765,0.14357501794687724,0.1466966096783541,0.24012224405151714,0.188285298833004,0.16408726459071415,0.16578952441539915,0.13626668773204834,0.11636392323925607,0.08135243462042144,0.0700392219643,0.11080770905061539,0.052381336127004595,0.06645346181002616,0.08563711820118136,0.06665134451850149,0.051852550202696336,0.050851151415357045,0.049403453301385764,0.02255582566852961,0.025629853653535636,0.042078687144961074,0.016763990947444886,0.05163955589981926,0.015254599261677396,F
Montana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06745817593092283,0.09564148107664981,0.0978336827393431,0.18856977081520163,0.23955681988321606,0.3412969283276451,0.17249490355966754,0.306402193194646,0.19688269073010667,0.24146812620734065,0.28566627457570154,0.15148964820737248,0.0821827744904668,0.0835142809420411,0.0,0.12876227265411236,0.13545546901456146,0.13518080432578572,0.0,0.0,0.0,0.09632055480639568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Nebraska,0.02349072116513977,0.04239284032030146,0.0339180153115612,0.04070418235473695,0.05289885738468049,0.042564511838254854,0.05803524322042841,0.06340819022457067,0.0925925925925926,0.11920304251575183,0.08784258608573436,0.1375844948256266,0.19537031555266118,0.19421011106390726,0.17707760884166818,0.17218054359857338,0.1176033671700916,0.1394869306810601,0.09993753903810118,0.08659079663532904,0.06762156513186206,0.061927173643794894,0.0764039220679995,0.08211736466426632,0.0,0.073622916806104,0.0,0.04419889502762431,0.0,0.05387516354960363,0.054246745195288285,0.0382789771857296,0.0,0.0,0.0,0.0,0.0,F
Nevada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07993072670352361,0.10695860072983515,0.09791921664626684,0.0887941751021133,0.09344702721644668,0.15568529329997222,0.10371745182597303,0.11493652369259705,0.14070561259054667,0.08665511265164644,0.11552564166959667,0.07747433662599264,0.11145165784341043,0.056364897676031915,0.08216216216216216,0.10590293765540106,0.07809449433814916,0.0928888430178553,0.09696708506168183,0.06608293408227325,0.03309979588459205,0.0437684648210964,0.06048941435248832,0.05662834815108443,0.076103500761035,0.0,0.045207956600361664,F
New Hampshire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08530967411704488,0.13191451939143434,0.17376989207975124,0.149407040806798,0.15420200462606012,0.28000386212223616,0.21886191802626345,0.17894422904861318,0.10031096398836392,0.1546551190844417,0.12461059190031153,0.10412328196584757,0.17219113215669393,0.15372790161414296,0.10204081632653061,0.0,0.0,0.07694280584765324,0.0783187573423835,0.08287292817679558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
New Jersey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058248581647036895,0.008431195423065342,0.03305947031382008,0.020030045067601403,0.023071894587077174,0.04068081309134811,0.06587615283267458,0.09122863505862781,0.07922547031730472,0.09165150541017468,0.09352992957746478,0.07300376038237441,0.08484762780173938,0.10624208641993277,0.11180910067232577,0.09437353945712745,0.13542454018644495,0.14867337602927722,0.12321593592771332,0.1345119139123751,0.08270406328658757,0.11053728368216001,0.0995853627623169,0.080757653623082,0.09238833267341667,0.09323647099957266,0.07247397982807562,0.06948538701254948,F
New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02632410234810993,0.0,0.059012875536480686,0.09459158691297574,0.13900955690703737,0.12172501738928819,0.11998320235167077,0.20273090453759465,0.16908212560386474,0.2484935081071007,0.1252583453372581,0.1869741352446245,0.12630249447426586,0.18761726078799248,0.19504215427205235,0.13607966846044411,0.12957364101931265,0.12113484220592924,0.1572864665253368,0.11588324762801477,0.1133101676990482,0.1382488479262673,0.09802319882372161,0.09144567295702054,0.09461551694477895,0.046155266315886644,0.06856695072974826,0.09495674192867694,0.0,F
New York,0.0,0.0,0.0,0.0,0.0,0.002926343923446843,0.004326340684907801,0.0027828410023793292,0.0047922097837754946,0.005422245006605281,0.021929153534673562,0.036572431700983794,0.04502549636541174,0.04735996391621797,0.06446848663158018,0.11604705826628063,0.1273808445772586,0.10636819107595051,0.0961248492159228,0.09855160925240658,0.08104959221923916,0.08170252499708205,0.1044316508234034,0.10140012758956451,0.08060561686806876,0.09544178399503982,0.09977906065141472,0.09289465599719123,0.09314456035767511,0.07723644954642517,0.06711512944734163,0.07171811661989398,0.07296028422788986,0.062471230354442034,0.06342241039441883,0.056537229316796944,0.049047812184608415,F
North Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009009124956563148,0.006674498077744554,0.008068203211144877,0.0223563603845294,0.05756729054632762,0.0691114245416079,0.09305167840228878,0.10968520346605244,0.1749419086028685,0.18418646560748406,0.1182875022258401,0.11067047864982016,0.10691327996578774,0.08949203253770019,0.06148992768249809,0.09958175662218682,0.07874727289157404,0.05520818621849603,0.0644109682677393,0.08289353706722666,0.061235201492972534,0.0684513623309177,0.036537466126724115,0.05852186099517965,0.04272656524193918,0.033929149766351537,0.03164256557921716,0.04732993863428646,0.03419855682090216,0.02306805074971165,F
North Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.09913258983890955,0.0,0.0683246788740093,0.0,0.17271157167530224,0.20936144758486613,0.30106879421947913,0.28395646000946523,0.3395311236863379,0.3802938634399309,0.29017047515415306,0.26320736980635456,0.1932367149758454,0.311284046692607,0.17188693659281895,0.0,0.09428625306430323,0.0,0.0,0.0,0.12067578439259855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Ohio,0.0,0.0,0.0,0.0,0.0038381233112257432,0.0,0.006815600151457781,0.008250082500825009,0.006071921915084172,0.0063216120110628216,0.023730616586882698,0.06440281030444965,0.11057206041177378,0.1075695454745845,0.12440371242157644,0.19154827288820298,0.17696031687816327,0.14460521860099027,0.1491417226343938,0.10530355965397448,0.09553854880925132,0.11721059176060501,0.09510571365864365,0.09900677248454336,0.08327835519840798,0.07188265157130984,0.0719840455033573,0.062269602470857825,0.05238076986955911,0.054772368644123055,0.052729405871419346,0.04771814482456954,0.040744261849789486,0.028061904561462587,0.024990812201396546,0.029059541471024578,0.02088386962039551,F
Oklahoma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059944472488642105,0.1067892045822277,0.12161051766639278,0.13938207281053994,0.21773935318603904,0.18403934634301128,0.1496908558411975,0.194394945731411,0.11809861234130499,0.1426060425164992,0.0837885846432282,0.12868269556383338,0.08547885253188361,0.08403926314374076,0.037148357029482285,0.08513355326167926,0.08339981144390457,0.05336992985666361,0.05545432939871663,0.02423361201987156,0.0318801307085359,0.0366255646441216,0.04949065863818204,0.038601758524555004,0.03221056506534143,0.0,0.0,F
Oregon,0.0,0.0,0.0,0.0,0.0,0.025603277219484095,0.03374026133366051,0.03254919366770232,0.01805923428846617,0.04946209966613083,0.10113460383679403,0.12138636000638876,0.1626223653582475,0.16055912353607857,0.1645108222315409,0.21329428243983192,0.19786564598267864,0.13935701322271193,0.1338195443444515,0.0981719702098849,0.09413030323404827,0.09619348632678301,0.06600201479834647,0.06808510638297872,0.05441436539246361,0.06741174383537343,0.06754981799076819,0.04785070579791052,0.032722513089005235,0.037293332780839517,0.06264094211976949,0.04598854467159998,0.03022452504317789,0.03048382180028742,0.028171659310733402,0.029757476565987203,0.0,F
Pennsylvania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003633588895752335,0.0052322756661808125,0.007016613782188715,0.014489020542211345,0.04413099411309192,0.07354022650389763,0.06372170666475202,0.08471465281111457,0.14521178289895523,0.1351144160374104,0.13472908791315305,0.13246495198145491,0.13208010812139084,0.13162459441258698,0.09798446998830507,0.11822848987069424,0.09918624617386389,0.1032224766943002,0.09120840007118704,0.08839195518413077,0.10135094852564179,0.10294669783327479,0.08777568984274552,0.07076067728076826,0.054094854698704245,0.042661013005145174,0.040176777822418644,0.05302966870412236,0.04077412590467592,0.051463687827324196,F
Rhode Island,0.0,0.0,0.0,0.0,0.0,0.06266225046996687,0.0,0.067374094660603,0.05225570458108344,0.07106057914372002,0.055944055944055944,0.11605415860735009,0.1317656598418812,0.0,0.13233348037053375,0.09821038847664776,0.08990784445942908,0.1027866605756053,0.1048951048951049,0.0696217219772569,0.0,0.14186074004019386,0.0,0.0,0.0,0.11226494527083919,0.0,0.10939209251445538,0.07944073721004132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
South Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.012952696751463655,0.0,0.0,0.0,0.023616236162361623,0.06875214850464077,0.09731097343410425,0.07497962510187449,0.1623692927193609,0.15024614794450483,0.15660956277166965,0.09965602597486097,0.13266891017344032,0.14378866410299282,0.10521124445175078,0.07190952474341374,0.09779632285826052,0.10179843909060061,0.11211460604173154,0.08125761790167828,0.07958351294890076,0.12949741005179896,0.06712357803999153,0.04337140378776926,0.06200306368079364,0.05070442939408207,0.05445832123148417,0.04886299567750423,0.023733238400379733,0.02050020500205002,0.03404255319148936,F
South Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.06202704379109291,0.06321112515802782,0.0,0.0,0.09523809523809523,0.25052192066805845,0.17201834862385323,0.23749443372420959,0.1556420233463035,0.3471674293829888,0.27556644213104714,0.1929880990672242,0.09644751647645072,0.11250401800064287,0.20186335403726707,0.0,0.11041009463722397,0.07890168849613381,0.0,0.0,0.0,0.0,0.0,0.10970927043335163,0.10803024846957147,0.0,0.0,0.0,0.0,0.0,0.0,F
Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021444271698922424,0.053770186224078295,0.09765095209678294,0.06681715575620767,0.11810022166503142,0.15791901770822245,0.1331439730161548,0.10101368115120153,0.11516314779270634,0.10869565217391304,0.07265546406348969,0.057982941792608114,0.10829785644932406,0.05009276437847866,0.06614121148652373,0.05918967426585711,0.05511441343975178,0.08575593859874796,0.03075030750307503,0.0618647812638091,0.038296913719306144,0.03365114974761638,0.018095862833359722,0.03742602512221936,0.024029219530949636,0.03996602887545586,0.015509486635992348,F
Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.004710456785841223,0.00710743939862701,0.0071664643194388235,0.0055299382348437155,0.02147277466899718,0.04767456475289406,0.06082804346598192,0.06142347837292213,0.07366466637660307,0.12403140424008388,0.1092551738628007,0.10017213252159834,0.09254898072171679,0.09409541028064264,0.08027227043564089,0.07239856020942408,0.07921621100243395,0.07004379750096612,0.0605973048245086,0.06920131851032901,0.06125328444335549,0.07368379001007604,0.05970944465623436,0.05451438675895937,0.049945513984743915,0.04766953871924869,0.03641628251929619,0.036261153747291885,0.03524418838018689,0.03443735440089132,0.029151028354580617,F
Utah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030396291652418403,0.034984062815828346,0.019204916458613403,0.057787879955310706,0.1651279741799895,0.14642360348488176,0.16846834199073424,0.1854638345522623,0.2102478890433721,0.18693460626898556,0.15450869522338012,0.13788122517317225,0.10743236644203534,0.07766236287739055,0.10710460549803642,0.08741258741258741,0.05414185165132648,0.050626502974307055,0.05783875839465313,0.06130790190735695,0.05737234652897303,0.051759834368530024,0.06061294844111073,0.03852376916557516,0.03866377977111043,0.02346132791115977,0.02004891936324632,0.021116648365571415,0.03575738613507353,0.0,F
Vermont,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08394895903290799,0.0,0.0,0.0,0.27838536488367466,0.13357079252003562,0.20491803278688525,0.35570310647379655,0.35714285714285715,0.27120315581854043,0.20015011258443832,0.1300728407908429,0.21287919105907396,0.13308490817141336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007260266016146832,0.02242152466367713,0.049653927174240144,0.08121320026862827,0.06672067864461707,0.09238399325758927,0.13362096722261574,0.14587307439526795,0.14160740134684374,0.13073979591836735,0.11032938919091782,0.08270509272513281,0.10328476862646906,0.11649690653484673,0.0909204915976925,0.06757500039287791,0.11195442796226476,0.06809090135330667,0.07703350957666585,0.08107012565869477,0.053178289077179426,0.039451268716937146,0.039259774791655516,0.04714329749233922,0.04871468185565465,0.041087849735863824,0.0441882419105389,0.04067912732566853,F
Washington,0.0,0.0,0.009258573439004518,0.009437345463468035,0.011231748408835642,0.012858192505510655,0.033494931687968264,0.020271297531969525,0.0338123415046492,0.04268542548832127,0.08942304252959903,0.0977012553689605,0.15804624734237707,0.1526314797716181,0.18584540696351362,0.17872932854213308,0.18157058556513844,0.11379800853485066,0.13254068804210117,0.10745413300433795,0.06744425930334047,0.08539200889665581,0.07008129430138961,0.09291701349232467,0.05426146273400256,0.06450477921773295,0.08835518785517782,0.06332854850966817,0.0596353722951099,0.05590195656847989,0.030715899866166435,0.03915597128562106,0.030668798878398212,0.024198693270563388,0.023365031893268533,0.043612046616432046,0.03054445490874844,F
West Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04629897563516407,0.07142431998095351,0.1177783287875031,0.18458404939214562,0.09757366811943016,0.2012477359629704,0.1822477219034762,0.14710799063858243,0.08250257820556893,0.15892758430071863,0.1310344827586207,0.0983629593198904,0.08684324793747286,0.10950503723171265,0.07234843003906816,0.05398318809285109,0.0,0.07636826474331777,0.04253871022630594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
