state,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007622997057523136,0.0,0.0,0.0,0.0,0.018790987842230867,0.00974411942392766,0.019939384271813687,0.03158622051130194,0.04379784438435465,0.025516713447307986,0.049575376126223224,0.06336992191920335,0.073634313590133,0.08391876663389838,0.10719680358622033,0.11273438398711608,0.1340001435715824,0.11634804033398731,0.10303967027305513,0.12636996530570044,0.10524346321156275,0.15136106709552302,0.24515637644594657,0.26981609902724196,0.20959814975426422,0.23002276266922247,0.22526795029877644,0.2755573774225137,0.21760542410151867,0.29245972782376944,0.29101491451436884,0.26949555332337016,0.27758150802462905,0.2240074154178897,0.1892613621632833,0.19516510968279163,0.13255705151530905,0.1629306493574751,0.19235836627140976,0.09677330162855642,0.11770447564091523,0.09212079339033306,0.08774238834781083,0.14276973281664287,0.05892090569849331,0.081662536607344,0.07785242640062282,0.07644091117566122,0.08817190255371955,0.0773551272996334,0.045449777995315174,0.04916075567104432,0.0590216296913516,0.03517658646404953,0.04301229434746765,0.029860774140569594,0.035649211756317835,0.040418738126995674,F
Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1266357112705783,0.14604631754642186,0.0,0.19143752175426382,0.12488849241748438,0.25569997869166844,0.2511415525114155,0.286154523442659,0.2655771195097038,0.2941753284957835,0.2748259435690729,0.22687609075043633,0.31116934163118243,0.2495321272613849,0.38061777192211976,0.37284649010028287,0.5185721177038108,0.5376344086021506,0.6265664160401002,0.6907416383906931,0.6398771435884311,0.5622489959839357,0.7536382536382537,0.5363683935112507,0.5747126436781609,0.537338109672086,0.45871559633027525,0.39556962025316456,0.36776997659645605,0.2567174396714017,0.26624068157614483,0.37333333333333335,0.22091310751104565,0.2793816353138387,0.28495440729483285,0.30959752321981426,0.1596169193934557,0.25193798449612403,0.0,0.1536688436419516,0.1708752610594266,0.09417969485778867,0.1927153594141453,0.09801999607920014,0.0,0.1250260470931444,0.10048231511254019,0.14279885760913913,0.12544428183148654,0.13227513227513227,0.12306177701206006,0.0,0.0,F
Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01665778251599147,0.0,0.0,0.03138950892857143,0.029928918817807706,0.047380266119161366,0.04730368968779565,0.08254068076409088,0.08916298250176469,0.07100831811726517,0.11382277124970708,0.16891309593574408,0.1833242802824552,0.2447541037104722,0.25369696565076605,0.2530730296456978,0.2715846649403145,0.32555282555282555,0.26998903169558736,0.34824958759917257,0.3729462755770588,0.41831627698513485,0.41089486504441114,0.5250403877221325,0.5308044241105139,0.5805832023747163,0.7201172283860163,0.6741022184091188,0.5949379852778057,0.5050404628874794,0.5028386050283861,0.5328312166980489,0.4541844029409967,0.4869287567351826,0.4144873186617981,0.3330381550071228,0.34385503998763667,0.25767292716445256,0.2295233688107358,0.201987701987702,0.2088251316506265,0.14744284369282148,0.12163336229365769,0.11802134646962234,0.13950986654116382,0.12547848599882463,0.1260035862559165,0.08522097799594348,0.0973035684212496,0.07025714113655981,0.06613893309633549,0.07450947926152827,0.04404454791417605,0.05006466686136259,0.04509147127029116,0.044329188554203515,0.05202544517227517,0.05181602842479273,0.0544422264278122,F
Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04249565385358316,0.0187863986473793,0.025606321103266633,0.058217807371829855,0.034818941504178275,0.055242078680503494,0.05030765063271546,0.09553759802555631,0.07232110570934952,0.08116255700703409,0.10012816404998397,0.07962991051114819,0.09548292324641938,0.12826991098845572,0.14975233268056676,0.16622854492036493,0.25238797856643624,0.24088895796099152,0.27854044805220646,0.2862595419847328,0.3009751595168345,0.289480890349333,0.2866004475678222,0.1916021198532409,0.33001903955997464,0.3251893372127851,0.3175863437872171,0.22917584839136185,0.23335205911585497,0.2310677071979771,0.17062606641291508,0.1775883502042266,0.13001646875270867,0.14288265761743169,0.11684342980406255,0.10780702542449017,0.09855747692859064,0.0992108229988726,0.07531454899875953,0.12141379620469465,0.10809286587085254,0.07873240822753666,0.06305170239596469,0.04772004241781548,0.07699923000769993,0.06169377453729669,0.07762683670640422,0.06258890469416785,0.05347275860020201,0.0,0.0,0.04139643990616807,F
California,0.016672819731091238,0.0081344272201176,0.008455676401264123,0.008508787686838796,0.004578614816397546,0.0061142550459588165,0.005925067644522275,0.006945409084595083,0.011660571367997032,0.007493022123147818,0.007120309496119432,0.0055767264615670595,0.005984853716363972,0.008650519031141867,0.009191066283572368,0.010620019495321502,0.008451035435559017,0.01043984131441202,0.014272606789682944,0.008474963003526887,0.007596023646751874,0.010034343349334335,0.01597088914010854,0.03684529928290997,0.03435116887659186,0.03899109755260679,0.0620459903971898,0.07407158008147874,0.07805625727342398,0.09538030664589972,0.12904148272595664,0.15163080834073064,0.15442603297808574,0.1960208888286905,0.22208729456925252,0.24114589113009927,0.25261549457184757,0.25735083863693925,0.29824437152277755,0.28858989139008556,0.3196613957067699,0.28981155265666414,0.3175415461124123,0.3784212191553814,0.3599388379204893,0.3967249092597282,0.46937725167267114,0.46322062006352416,0.45450275464587464,0.5063493331203578,0.4668451389908048,0.419865327119135,0.3817804156965137,0.3663393944065234,0.38175975049108185,0.3741933933356565,0.37308239130650916,0.32733728053523237,0.28427045623424946,0.26006123934147113,0.24481951871657753,0.23687974536840736,0.1953043259908207,0.1497945674503538,0.15407175341659116,0.13829775223816568,0.13824793407159996,0.11423329800932097,0.10456300555226743,0.10371439612648042,0.09044111542065497,0.07438248355548271,0.07061868537569141,0.06962482928527435,0.05997708740481165,0.049923565300023405,0.05691345065910547,0.04966520019302503,0.045468651890557675,0.04969874912071444,0.040687951890565684,0.03665486039186603,F
Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017308524448290785,0.0,0.0,0.0,0.0,0.0,0.0,0.025724796130990664,0.0,0.0,0.019916917999203324,0.04418773474734085,0.06054694069763531,0.04599362659745721,0.09641342074816814,0.11440232514995982,0.10862544771299396,0.1251870171903148,0.09286240353517564,0.21712753049364583,0.244173140954495,0.23517606848327113,0.24985348098337393,0.30160171005241426,0.2523152794104998,0.30130119453924914,0.31350340050059416,0.3892273474518905,0.36477092844524994,0.39407061195500265,0.5836981446737545,0.5954981261352401,0.5012070352914128,0.6213102266235002,0.5902131056336325,0.5144459344142387,0.4732399863394643,0.4615535696749484,0.5097039796118409,0.4623928831704069,0.49146931499872676,0.38103518821603927,0.28769716088328073,0.35623152522675017,0.26579531322392647,0.27828651618580974,0.24845292047206055,0.17734124548120864,0.18575712815003803,0.1341291663872309,0.1595781586068133,0.1088618149812387,0.10204081632653061,0.09303435114503816,0.07357268981753973,0.0874665569047129,0.06790156988429573,0.050262481849659334,0.05685209926376532,0.05477240623828879,0.06060256262264804,0.04335886688827865,0.05581340696786323,0.04374863285522328,0.036028954177721,0.030084235860409148,F
Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012252199269768924,0.0,0.011343527383275103,0.01094834570496398,0.012884937508053087,0.0,0.01433456883664735,0.01015909137086779,0.0,0.028503949833048294,0.03770344148635345,0.04128137384412153,0.04959702417854929,0.041174558457037595,0.07951292653005589,0.09057971014492754,0.13640238704177324,0.20259514736385123,0.1991936258039743,0.2378892733564014,0.25265915967435043,0.27448617526946506,0.35817840695889475,0.39012156466613257,0.42592461134379217,0.393289711819574,0.4811823337343186,0.5390481199053379,0.4765146358066712,0.5715909808627551,0.5363509533405674,0.5495506436725771,0.7954511975959697,0.6857890842866086,0.6995942353435007,0.6621986061787403,0.6798629814606595,0.631475849270581,0.5733445954593156,0.5487480021310602,0.5473695850496226,0.5615906061207704,0.5282820617593836,0.4739905201895962,0.3747486442020596,0.40305678263953826,0.32063614210593816,0.31091474390443463,0.241481971551439,0.22986951524575755,0.18317550286859752,0.14751792514322962,0.14636584321005283,0.14768321949418498,0.13248041182482304,0.09226865556879782,0.09812740207703001,0.0776431005478152,0.07666636601425092,0.0600406428967301,0.06582968918982461,0.06653992395437262,0.02809909614574065,0.02884060757546626,0.02448100274187231,0.040807998367680065,0.036964672334583094,0.03308701885960075,F
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09479796184382036,0.062375249500998,0.06402868485081316,0.09033423667570009,0.1272264631043257,0.2204531537048377,0.13089005235602094,0.2564876282438141,0.333000333000333,0.38161606105856977,0.387858347386172,0.4318535152876144,0.5750903713440683,0.4642228269569394,0.3139717425431711,0.5346799346502302,0.4919499105545617,0.5156917636658318,0.45004500450045004,0.9097578870139398,0.7341298402187996,0.611925430482425,0.862533692722372,0.7859811879912382,0.5451241671714113,0.5790593240368707,0.60960741282614,0.7623723995348236,0.6464646464646464,0.5606454259537809,0.5758710048949035,0.36845983787767134,0.38615773058072184,0.3405893676884348,0.424721734036321,0.31691155286660905,0.24327200851452033,0.2808988764044944,0.2017872585759585,0.13311640289897944,0.22371364653243847,0.24305028102688744,0.07654623392529088,0.12678288431061807,0.08371002846140968,0.10442046641141664,0.1738828029907842,0.0,0.1899335232668566,0.0,0.09400263207369806,0.0,0.0,0.0,0.1402524544179523,F
Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008155498165012914,0.00775514424568297,0.0,0.0,0.0,0.0,0.010335703654704813,0.005175126273081063,0.013711344555541492,0.017124937119371512,0.027165645238405704,0.01972638345768691,0.02407492115463322,0.03597077684474269,0.06841282251759187,0.06149419285971203,0.07858288857601257,0.08014403969874624,0.08964589870013448,0.17249966593374555,0.18987795266187393,0.19849046107943413,0.22979652095769945,0.257804386340033,0.28215152493334766,0.2961787354844478,0.3545629603969475,0.4070319617002306,0.401213786996984,0.41582638802134453,0.6569865535047804,0.5980520590078031,0.6315588019520909,0.7245096306767981,0.5900678028220634,0.5593363192466025,0.517996624138096,0.5207631237273586,0.5331352284397055,0.55744880871941,0.49769488683989943,0.4531078944167376,0.3864309514994447,0.3793925093113101,0.3329839057778874,0.3029008582190983,0.28244931519364147,0.20838440794312332,0.18687114385217102,0.173073144187312,0.152594478312975,0.1344877470758002,0.11621809317289566,0.13197223589502144,0.10239961449556895,0.09339097810947676,0.07199906233779281,0.0790876852820369,0.06024666706831111,0.06560058614549698,0.06566154001565776,0.04665111629456848,0.037102935348135156,0.045300902533365855,0.04250585585992964,0.030053721026334572,F
Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007246464329279338,0.0060062945967373806,0.011572883448204918,0.013559873621977843,0.009877100647655599,0.012665709701933632,0.03282141050011624,0.03125162768894213,0.0392682563540101,0.04873510256523858,0.10557694696311018,0.10377087391040582,0.09024963389299459,0.1055472886458802,0.09817396426467702,0.1090638684623647,0.11708119739257009,0.1399759181216135,0.130259610432886,0.17162988166571316,0.16016285718562426,0.3729480515666755,0.3071131365167426,0.3541617477535034,0.3789253033417987,0.3629213186581149,0.33244090291964323,0.31519991963029936,0.316550511300723,0.3506728949701597,0.2882543103448276,0.3520220961561895,0.27713938083006623,0.29292504644760575,0.2591084553963302,0.21413276231263384,0.21954871951064747,0.19208129376045605,0.141831618497829,0.141280022004676,0.16886894783551917,0.14121171934477764,0.11627195398078453,0.10763753356280237,0.10497810967826594,0.1125309460101528,0.08065049249685992,0.08148241806099941,0.09081866539808849,0.07647396208656264,0.07224346046175611,0.06244146113019045,0.06924686507398876,0.050338209847412295,0.05669668891336746,0.07418013697448547,0.03582560097445634,F
