state,1975,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.0,0.0,0.0311071761862602,0.020532007117762468,0.013439956992137625,0.0,0.0,0.0,0.0,0.0,0.014455044810638914,0.0,0.011856207910461918,0.027328004372480702,0.027487000939139198,0.021226915729144556,0.021826118588577664,0.026949555332337016,0.03785202382154033,0.05149595756733096,0.041481942391952506,0.049441827786307214,0.06497894682122993,0.07358158358079521,0.06587615283267458,0.11336301047916608,0.12918783911807769,0.20439301033480153,0.16671053786084059,0.2039567611666327,0.19920877640919166,0.1717729218292408,0.2306738560018454,0.2018040055037456,0.18940630918947163,0.2253388490902364,0.24123343705205746,0.33710232460144673,0.24650210047564491,0.28493035035880115,0.2652424818093838,0.22022320928670075,0.1742850352531094,0.1616749525079827,F
Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11694386694386695,0.0,0.0,0.12400110223201985,0.10358094110683633,0.09493670886075949,0.1170177198261451,0.10268697586856067,0.23074192403265886,0.16,0.2761413843888071,0.22350530825107096,0.24696048632218845,0.3676470588235294,0.3391859537110934,0.29069767441860467,0.3062787136294028,0.28812908182865926,0.26580596164799697,0.26370314560180824,0.28907303912121796,0.33326798666928054,0.31733439111463707,0.22921441967076475,0.1607717041800643,0.1631986944104447,0.12544428183148654,0.0,0.12306177701206006,0.3381014304291287,0.1651073197578426,F
Arizona,0.0,0.0,0.0,0.0,0.01309208975936739,0.0,0.0,0.0,0.0,0.0,0.013095861707700367,0.018840276324052753,0.026555541937328918,0.08066955732580418,0.07555723460521345,0.05677210056772101,0.054084371619726776,0.057027638037434575,0.08980243464378368,0.14013618869041744,0.10972933430870518,0.08886141482826566,0.12979080775690946,0.12956964368347987,0.1465751465751466,0.1561648810604685,0.1705363011386851,0.18245004344048654,0.21038587848932677,0.15631828419672572,0.13500849759367206,0.14700418396523593,0.1789640537914813,0.14221290769259556,0.20274203585121547,0.196349957629746,0.18213428263929135,0.11535476834665156,0.16062413951353832,0.12883277505797475,0.15293570051200212,0.10405089034455034,0.10856691669956574,0.09332953101910663,F
Arkansas,0.0,0.0,0.0,0.03033520400424693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02809101488823789,0.06259046277823417,0.03140826822661066,0.028536485935589072,0.05923418658768775,0.05134568482307132,0.061752900180847774,0.10577346848832084,0.09506935741757054,0.07411605702576624,0.1225007656297852,0.14207068016338129,0.10834705729392391,0.14734774066797643,0.22919288153873807,0.25604168538316413,0.24191380700654067,0.2750845546786922,0.29239766081871343,0.23383397787570823,0.33837766707397315,0.27064265328215725,0.273224043715847,0.24920466595970306,0.26399736002639973,0.2579921480650589,0.17743276961463822,0.2901849217638692,0.26142237537876534,0.1950298836111985,0.2232142857142857,0.19318338622878434,F
California,0.0,0.0022753473696984407,0.008509504746823734,0.00942760472497582,0.005576659384205589,0.002819363387747047,0.005504587155963303,0.005727791243111577,0.006176016469377252,0.008432414200185513,0.0127094995220123,0.010648776721774085,0.02479719437457933,0.05242332191510294,0.04912450707258314,0.04216530158391915,0.04789349597069936,0.0391737463800334,0.0631331961304819,0.10697464418745446,0.0764224761411145,0.09227093602823051,0.09441844919786097,0.09469536360192896,0.1007212309752661,0.0967244921250856,0.14521048373957016,0.16877970579270013,0.1793257013674647,0.15696395811255826,0.13471999098108847,0.1307085540224137,0.14796759539313717,0.14498280693017818,0.16028799285273213,0.1482874969873872,0.1613990161062066,0.15252509950283014,0.1594939814877926,0.1489956005790751,0.11764111520890319,0.10704345964461572,0.10212675924531986,0.09930909850354402,F
Colorado,0.0,0.0,0.017203314505261347,0.02666382252559727,0.0,0.0,0.0,0.0,0.01389757487318463,0.013795323385372359,0.013794689044717784,0.011902494762902303,0.0411214049007039,0.08777276606119712,0.07074205981363127,0.06383187665717371,0.09556949617722016,0.10303319679340589,0.11204481792717086,0.15855155482815056,0.15899053627760254,0.1591672772289735,0.15850179228949743,0.16173917180029967,0.19554165037152915,0.145510765523043,0.2461841457410143,0.2593163883486464,0.24977450912370777,0.18298049752165654,0.18320964749536178,0.2051526717557252,0.1888365705316853,0.16978802222679562,0.18469227008528435,0.18150340667932538,0.12791722334347194,0.12684136181498457,0.19046519681403673,0.1329671917907212,0.11750190940602785,0.1093715821380582,0.09498542465035538,0.06685385746757588,F
Connecticut,0.0,0.0,0.017185083347654236,0.0,0.01620798080975072,0.0,0.0,0.0,0.0,0.0,0.022387015530992024,0.021361245360604523,0.023533718589022826,0.04897159647404505,0.030714889042463337,0.034629728289824184,0.027644928537859728,0.014181580962645716,0.0700484501780398,0.13199736005279894,0.06398147583937602,0.08061135652790764,0.08015903552648454,0.10472917689412535,0.04300363876943434,0.10817388952741533,0.14861408723301306,0.2127002641600055,0.1713551335142082,0.15506738046889423,0.13248041182482304,0.18838183845296222,0.23305257993294629,0.13371867316568176,0.2570578154595472,0.21245150563458343,0.19748906756947385,0.2043726235741445,0.20606003840209805,0.25475870024995195,0.16157461809635723,0.08671699653132015,0.12145535195648731,0.11029006286533583,F
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07090522335145355,0.060960741282614,0.0,0.0,0.0,0.10077742585660812,0.17686072218128224,0.16337442447645925,0.16289056715533837,0.1611013473930873,0.11524056467876692,0.19765850691804773,0.16262566528681255,0.3170942634765062,0.3697677858304984,0.2535421327367636,0.3493847789761507,0.26025719534598896,0.2694136291600634,0.1841620626151013,0.40027845457709715,0.20865936358894105,0.21810250817884408,0.17094017094017094,0.23653566229985445,0.2820078962210942,0.21048603138155378,0.12222448563862294,0.0,0.16362786348761105,F
Florida,0.0,0.0,0.015542245017514915,0.01452952287282197,0.009169731734403814,0.0,0.004611652724103264,0.0,0.005964858462429913,0.006509410166071326,0.006379381837899908,0.009219634748803367,0.02199010445299615,0.0383107067977125,0.033485269898109106,0.027669975238919595,0.030589726221950313,0.02497135638532272,0.041911148365465216,0.0874285366743705,0.06633345674441564,0.0855946514909663,0.08170438428809275,0.09009358859850103,0.0898356312475733,0.0972971316499142,0.16216090995436327,0.17231736626509667,0.21958717610891526,0.1970063754461722,0.1920433124991142,0.1490929583895107,0.22211681085435916,0.18195138838570474,0.1741372670495454,0.21685333061203663,0.19967466799783112,0.2104330490641267,0.21045365389633894,0.23575474841719427,0.19141741645515184,0.17249189810781615,0.13927450643466308,0.17656561102971563,F
