state,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007165068856311709,0.0,0.0,0.0,0.0,0.0,0.007528873228832572,0.0,0.009397024275646045,0.011401208528103978,0.024404926541171112,0.015858471948125175,0.024428284194900125,0.0428741254652817,0.06779390652416654,0.1599052413384661,0.2608828122024603,0.3003120890337017,0.3534939862913308,0.5160122213420844,0.7064291960053385,0.9542762605797587,0.8843736295863177,0.9409870010353159,0.9164652676413582,0.7300269197426654,0.6854378065990189,0.6341474622613331,0.5636372140885917,0.825390819005274,0.8544770790688818,0.766845755130056,0.8962127782596125,0.8266443033425183,0.7943659300009485,0.678645441916604,0.6551068557161509,0.5684096323026486,0.5723293318782587,0.4630423598010633,0.42141919854648224,0.33729852206601785,0.326670296336626,0.23159593015691277,0.21313094557363416,0.18395395895198802,0.13175230566534915,0.12442281637957255,0.09760858955588092,0.1007571177706768,0.05849492556520722,0.05535969231665744,0.07294969276956315,0.02815949538184276,0.03171765520025374,0.03669163736431738,0.03918751224609758,0.020179598425991326,0.0,0.017557412739658683,0.027774884560636044,0.0,0.017921789311444853,0.0,0.0,0.020209369063497837,F
Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10741138560687433,0.0,0.08703220191470844,0.0,0.0,0.08528057308545113,0.10714285714285715,0.21141649048625794,0.12202562538133008,0.2532714225411566,0.4798664719382432,0.4204892966360856,0.6613296206056387,0.9991079393398751,0.9375665885361176,0.9817351598173516,1.3207131851199647,1.3074565883554647,1.5885467738772308,0.8427995602784902,1.3089005235602094,0.917130691123485,0.9357454772301934,0.7026789635485288,0.6942658781177681,0.7477086348287506,0.789293067947838,0.7177033492822966,0.6665050896752303,0.8958280010238036,0.642570281124498,0.6366943866943867,0.641025641025641,0.4276931301790965,0.4408928079360706,0.3699319325244155,0.30063291139240506,0.3343363423604146,0.3422899195618689,0.21299254526091588,0.19555555555555554,0.12886597938144329,0.1303780964797914,0.11398176291793312,0.1741486068111455,0.0,0.15503875968992248,0.11485451761102604,0.0,0.0,0.0,0.09635767970707265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02342139778902005,0.0,0.0,0.04143875352229405,0.0312256049960968,0.02942366398175733,0.018140260494140695,0.035076642463783364,0.0,0.0632995735607676,0.059683676514473295,0.0645292759135987,0.08719308035714286,0.08978675645342313,0.12634737631776366,0.13796909492273732,0.24369153368445878,0.349221681465245,0.476770135930209,0.4686819992634997,0.5998138508738667,0.7265073329712113,0.871324609209281,0.9046299696231265,0.8019457043318214,0.8147539948209437,0.7862407862407862,0.6805973507326265,0.607472964834647,0.5871383933071262,0.5677149473369687,0.6569396944123219,0.688967024612753,0.6507351308133079,0.6504277981491182,0.6384760309817877,0.5985210605874902,0.5707371180800646,0.43345992484043505,0.38523925385239255,0.2944593565962902,0.23829405894213734,0.22949511075633605,0.15592618178229548,0.1674816155238132,0.11976973302940154,0.10688654756451366,0.11105969458583989,0.09116259116259116,0.0726348284002179,0.07105679214111879,0.053866203301476984,0.04276135741652983,0.033616835311123805,0.04288505217681348,0.017769736523270276,0.027270712958701912,0.03181078198387006,0.02208081578577594,0.012401049955562904,0.012418246543588045,0.012584156546907444,0.0,0.010736064588164562,0.0,0.01182396481188072,0.012337149624950652,0.0,F
Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02024525682554373,0.014661896662952319,0.014855750661080906,0.0,0.01818181818181818,0.060576231401203946,0.10817075526366622,0.1765921472853654,0.21216666056992356,0.3056434887021067,0.39461467038068704,0.5484749240421418,0.708176928137456,0.8439154492257473,0.9321386958093937,0.9314369637473912,0.8651073373918615,0.6711663885939633,0.8409842085934631,0.6879931589380806,0.5490918864954114,0.7770218029998454,0.8115244233905413,0.9674411376175305,0.911225180056504,0.8110687022900763,0.8427304466471367,0.7980284004224856,0.7459463703820031,0.6481858948226661,0.5584937592553417,0.5006204270249454,0.43668122270742354,0.3129131776112825,0.28088673782464024,0.23542747525831625,0.20125125782036135,0.1509500976735926,0.1776891739620352,0.11609215931416325,0.1617832104979328,0.07636330967568053,0.08511782098378282,0.06313416009019165,0.06202374623427254,0.05845849446892706,0.07519503712754959,0.024603877571105204,0.031525851197982346,0.03711558854718982,0.0,0.039259674705552444,0.0,0.0,0.0,0.0,0.0,0.0,F
California,0.0,0.00782154365985671,0.01372369624885636,0.0,0.0,0.017863735426169182,0.010458549283008343,0.017968312352686262,0.016072154519584395,0.00763102469399591,0.008831701733051624,0.005925067644522275,0.013259417343317885,0.013780675253087401,0.010771219302024989,0.011867182493532386,0.01440654335904824,0.014731947609511312,0.014273356401384085,0.024376306230344105,0.0216193254011902,0.026822851599817753,0.027359584134321158,0.03160362932001223,0.032596011552026495,0.031374880280062085,0.04628745480499387,0.046033739286195204,0.05573238546994786,0.06495493751210098,0.09950528095425253,0.11836465860386976,0.13635904514999495,0.14972609349720417,0.19004615406598746,0.2548658647745349,0.3927203395977466,0.5469255334640536,0.5737655575120021,0.6181769281863415,0.7170355700859589,0.7923500634619413,0.803098013905115,0.7345939863232528,0.6879133547721619,0.6496821884966295,0.5635612602263324,0.5215816718168756,0.46707453457009407,0.4681957186544342,0.6041312447997685,0.5943680611719727,0.5298366922449897,0.49428901401913056,0.48079226898809996,0.4306614778115717,0.3399137768011241,0.28936353481110616,0.2248816084475688,0.19689548343509738,0.17015345053413283,0.15335898430120998,0.12621468810606137,0.09546198576796655,0.09034862486097571,0.08494875222816399,0.0647320545219156,0.06417142139698394,0.05706459712394431,0.05088083879063678,0.04769861250663265,0.03399539362416393,0.030481204206975924,0.027902257546292383,0.02415266759109818,0.02046044906237768,0.01859562088887068,0.013138360069896077,0.015397798784243365,0.011456297594177507,0.012739116662764595,0.018062352604386767,0.008805886559046992,0.01190845644752701,0.014527326666054989,0.011799506048264049,0.009803044058289752,F
Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015839325878290622,0.015156567340628695,0.020868113522537562,0.020193278523005915,0.025288712804518252,0.021621037269262993,0.04051535531966616,0.027131888108093444,0.04276131170323649,0.01833420639078051,0.04887711264888226,0.06332119677061897,0.11098178274639309,0.15364479599385422,0.13256320424202253,0.11773016246762422,0.24639442820066365,0.28281270086129323,0.4483334363984911,0.6957900299453936,0.8274556502091539,0.9606455538121619,1.0632862890350596,1.2272078642777866,1.2605437270703335,1.0796138067182826,1.0512137272700652,0.9547839550420048,0.7012585324232082,0.6801001188279019,0.5753795571027948,0.6102457041914244,0.7171168694297432,0.7180413684478726,0.7104591543466765,0.7150247154845384,0.609407731860598,0.6071454488280399,0.497379007680117,0.3634678245596917,0.3289796720023569,0.3357184865712605,0.26889151358279095,0.2648332060096766,0.23782733224222588,0.20441640378548895,0.13642909476769158,0.12192445560730572,0.08562662036486454,0.10812303020543376,0.07957619989541413,0.06937916834519493,0.05141618044843851,0.04856726566294317,0.03937555009959698,0.03478664192949907,0.040553435114503815,0.036786344908769864,0.015435274747890512,0.021728502362974633,0.019546520719311962,0.01421302481594133,0.0,0.014429181576820964,0.02312472900708195,0.014687738675753481,0.0,0.019652156824211457,0.0,F
Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02040233402701269,0.0319744204636291,0.021181952976064393,0.0,0.0,0.0,0.01782258885833588,0.03599712023038157,0.01718360683907552,0.014216661927779357,0.023816454523803224,0.04165747751721434,0.016644869813339673,0.03856799310313535,0.0569313976658127,0.03221234377013272,0.05425608873884735,0.0573382753465894,0.06908182132190097,0.07691529197449651,0.07125987458262074,0.09216396807775287,0.10733157199471599,0.12812564579458566,0.1842019720446419,0.19537461947385162,0.2431350114416476,0.36536353671903543,0.5667840432202981,0.722376883939714,0.6460856401384083,0.798527714526342,0.9807859677311374,0.975609756097561,1.2086802048138214,1.1216014765386526,1.0302102185716275,1.037979034198316,0.7658427557191692,0.7390839249246329,0.7010673908924399,0.6944659742675554,0.804590721399077,0.6776065757299001,0.7284730521882647,0.6744088428711348,0.5794237804063976,0.4915932327484768,0.4716737976184339,0.4376871688551025,0.38092701118806604,0.3455616067232466,0.2751226706753269,0.2656003735917343,0.21599568008639825,0.19803790140759248,0.13220262470576855,0.15390534821085033,0.12109311078383243,0.15216672179953689,0.09465215333648841,0.10022810534319486,0.07204363786064702,0.046408681993431386,0.06276536828502861,0.03406639161209735,0.030756218522932605,0.0,0.0,0.022548931180662035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053231129564569366,0.0653950953678474,0.08294821661334281,0.13722554890219563,0.25611473940325263,0.18066847335140018,0.5852417302798982,0.46540110226576853,0.6282722513089005,0.724200362100181,1.282051282051282,1.3107682097229134,1.1973018549747048,1.1746415615823114,1.1994742030890568,1.1525532255482631,0.9576138147566718,0.9653943264518047,0.9988073941562314,0.7956387210844261,1.065106510651065,0.880410858400587,0.8636821649632935,1.22385086096485,0.8086253369272237,0.8375209380234505,0.860084797092671,0.5081541006854172,0.4754937820043892,0.4264116810957488,0.4444444444444444,0.3555312457267879,0.44630002879355024,0.2210759027266028,0.11881776325560671,0.14808233377758032,0.23432923257176333,0.11524056467876692,0.10643150372510264,0.07392075694855116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011402075177682339,0.012692886543726994,0.0,0.014048012986607562,0.0,0.016310996330025827,0.019387860614207424,0.00951927653498334,0.015715857300015717,0.019592263232941127,0.02004303979070847,0.02377211840582107,0.024840606110789105,0.0348057207948361,0.03746079994862519,0.06411092276263747,0.07542440733821465,0.09389219250306954,0.14636385060964263,0.17836200156372167,0.32139417777623075,0.4256573131200681,0.520387326263092,0.6121871240180236,0.6960725956340577,0.9111753325849674,1.025323337168287,1.0308748956929201,1.0226647932066713,1.011441483447509,0.836006392990064,0.7570122976291149,0.6987382009187293,0.6059711679471689,0.8271911195188549,0.8044037697905482,0.8120489182173981,0.787056234250901,0.7575466551933434,0.6963533076782115,0.6087919589309223,0.49681206563112906,0.46471368670493163,0.38018659732995386,0.30993859984135846,0.27840977128487604,0.245560150833232,0.18357398494384794,0.14728449040337444,0.13411851760498242,0.12271368102209623,0.09897145815410617,0.08657146359401814,0.0756750913120362,0.06726423507716492,0.05954906470750244,0.04143676531524655,0.040392873846677155,0.032814718114437764,0.02183521191449632,0.020127365971869995,0.01841836478408653,0.015307293925555528,0.01721333344808889,0.015335201956090205,0.010943590002609626,0.009163612129290236,0.013491976490230964,0.009582883228212009,0.007235039295307173,0.007513430256583643,F
Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010654670297146916,0.0,0.0,0.0,0.005658348893792791,0.008156796942366405,0.012963137550674084,0.0117637371040032,0.007114990098305446,0.009648900628384654,0.020531648932958127,0.027628955144991953,0.03343277440592532,0.03254369669274682,0.049385503238278,0.10273297869346168,0.20513381562572652,0.3255377884264805,0.2870644947258669,0.39578810568133155,0.5899888212644392,0.8445352661323797,0.8582229336239484,1.0243277848911652,0.952287453367367,0.7948442534908701,0.805328776659705,0.7224563515954244,0.7012813910514677,0.7030803047183163,0.8561977038334306,0.8721698528763986,0.8604828894109654,0.7902668018499743,0.8129425834105964,0.7971071871618234,0.6737638146959181,0.6015169780992565,0.5367029245098678,0.4221307679074753,0.3327047413793104,0.349314233878065,0.30147357036636474,0.2237621882585877,0.18507746814023585,0.14754269598370504,0.11929236782659458,0.14375116178201872,0.09704268634061983,0.09001912906492629,0.07272458337442067,0.04911711977209657,0.05018052750749648,0.04849603160521865,0.033402125806720986,0.030008252269374078,0.01983208831889998,0.016858431322965398,0.012974095056869783,0.010294571819344971,0.030101441859065048,0.014867014554807248,0.013548299688389108,0.014157621519584709,0.008099526987623923,0.00862559732261459,0.0,F
