state,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Hawaii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07336757153338225,0.046416635722242854,0.04652461151949381,0.0,0.0,0.0,0.0,0.0,0.08309788931361144,0.03972036860502066,0.04018969536210915,0.12376237623762376,0.0,0.0,0.11804517195246715,0.07696451935657662,0.12096774193548387,0.08266512358435976,0.08833141948591114,0.15580874476579998,0.07976867085452188,0.21671826625386997,0.3456884962550413,0.4947773501924134,0.42235536784205874,0.4428424304840371,0.5136806793164902,0.6284696763381167,0.46704722366372603,0.5025125628140703,0.47566035826333364,0.6115584547956376,0.4621722093841053,0.5313597115475852,0.4838865769863544,0.39678877918243055,0.5975740278273278,0.6757990867579908,0.49195837275307475,0.5372065260644648,0.4770713659818907,0.5481823427582228,0.49589929429715807,0.39215686274509803,0.22835394862036157,0.24799127070727112,0.2055287226389888,0.24499360886237753,0.1858088491464406,0.14501510574018128,0.0,0.18988200189882,0.15882183078255846,0.08555539711963497,0.10713192531374349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08280887711162636,0.08180330848936557,0.1071080817916261,0.1788344203660846,0.21831677764436197,0.2654867256637168,0.3963011889035667,0.48739139648230556,0.7099095594670816,0.8957897879964168,1.261513816579896,1.1462721661604782,1.532567049808429,1.291273073923217,1.2043290747823256,1.1480453215277255,1.0405297242232407,1.0932386324072139,0.9263706855143072,0.7905696336556787,0.7620122768644606,0.8698884758364313,0.8848195737477879,0.934428870629934,0.8264462809917356,0.5957216355266721,0.919793966151582,0.7252289003716798,0.49157303370786515,0.3852889667250438,0.40364136035726556,0.3031878031878032,0.2656748140276302,0.27607626606850144,0.2809227887971397,0.1455105709150047,0.13402579996649355,0.15052684395383845,0.15847860538827258,0.0915598468453471,0.07414730598121602,0.07223113964686999,0.0792895654931811,0.046944683514591974,0.04586104104563173,0.03789026977872083,0.0,0.0,0.0,0.0,0.0,0.04836525440123815,0.0,0.0,0.0,0.0,0.0,0.0,F
Illinois,0.0,0.0,0.006261806113610036,0.0,0.00502785431289343,0.0047529872524881885,0.005853258801837923,0.004609229521193237,0.00763099881295574,0.0036777415724551865,0.013344107464545448,0.007316299903262257,0.0108210694546181,0.014473208118154007,0.009342029205518803,0.011088591687252432,0.0077724234416291,0.012381856453010855,0.009486924785428083,0.00979746463387419,0.012490767693443976,0.01549866969751763,0.014835504944315701,0.011352362525357722,0.015771287653949275,0.021093527720819804,0.01638893843061454,0.015538732719229667,0.025142474019443514,0.032113365276786626,0.05204609496572318,0.06366768677638196,0.058408539099363235,0.08529166169629011,0.11091393078970718,0.18600208623961592,0.285780393088742,0.44524349630773685,0.4341177690234294,0.5324859673014707,0.7109367817853094,0.866650816415747,0.8752583361608933,0.878633031977618,0.8333271107593283,0.846466854939115,0.7140632807804002,0.6075656219700193,0.5324487660428664,0.4800217800927087,0.5908441153832057,0.6122089438294623,0.5901236554028856,0.5333454204816729,0.5117267630875415,0.5129629088358226,0.4438633070643531,0.3733188463333264,0.3114532107476302,0.24965387221256666,0.23080370481027784,0.1878355564343184,0.17787070048290335,0.14901338717042806,0.11153300474835365,0.1014357697160623,0.08364770930748062,0.05671960496463366,0.06097251155937198,0.06641324769519814,0.041984832979086305,0.04041347475055905,0.037859550302414696,0.026969970333032636,0.022724475206650694,0.020823830394859487,0.0258930513407422,0.018556318426424197,0.019258873242627816,0.008126494694559892,0.014190435646374344,0.008262511803588292,0.008439937785601466,0.011322321327479273,0.012004801920768308,0.00992302567228499,0.0,F
Indiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007581829603795248,0.005381204528821732,0.012506774502855714,0.00836199057185563,0.008022865165722308,0.010846842582731827,0.009168704156479218,0.019459437315007322,0.018477267827997166,0.018605612693162438,0.0,0.04483177151104939,0.03858237336713884,0.044084356010961515,0.07098274385020194,0.125550854373564,0.1789415414719551,0.35001442711796366,0.585946823237386,0.6189434198186934,0.7869667264945466,0.9169682377196903,1.1531668296670414,1.2494448556624722,1.254919769906146,1.2346034304132611,1.155950952562114,1.0241116394226712,0.9695329116371572,0.8470907411683213,0.7828523557789525,0.9762059236235798,0.9108049752151568,1.0079881163506281,0.8816611368132468,0.8096269706984615,0.8397120121258052,0.6316797892404874,0.5674114248658846,0.45621802734316574,0.41585546297017373,0.3552089417930947,0.2947893551887786,0.25520093035275876,0.185006303312104,0.15803832845355337,0.1626880042498091,0.1094618127539597,0.1005638168089947,0.08466396870819716,0.08763627440670242,0.07126221017137692,0.05093975057087652,0.03930677148472396,0.03937994486807719,0.021836445026749647,0.020768431983385256,0.02580696390995355,0.0,0.01697900969925929,0.01960229129004857,0.017808646097680424,0.011156231871123209,0.020434575301409987,0.0,0.0,0.020608995826678345,0.0,F
Iowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010897005139754092,0.009051412020275162,0.012514302059496567,0.010834236186348862,0.014341800971657015,0.009256859332765578,0.023495815937392688,0.009041427822281694,0.02016092080423746,0.013342991117380198,0.05214810060572025,0.04198329065032117,0.056986551173922956,0.09062723586930599,0.12824939574803929,0.1835462134164739,0.4329979476397857,0.6333292578554836,0.7302565191991078,0.8607773436352418,1.179876720004981,1.4895402505544566,1.5766814056318361,1.297237952155322,1.3208762886597938,1.1383207750269106,1.0050636796071812,0.8225499047045842,0.7531790863834507,0.6882074719668385,0.8339734445297927,0.8843594710688116,0.7773604681631584,0.7283070767691923,0.6927517639512508,0.7251281059653872,0.5985369097761029,0.5358989626751074,0.456325447425483,0.37822235493182044,0.25428038650618745,0.22142555883593423,0.24943064743520224,0.1549047155877373,0.12327692480107587,0.1004277478147666,0.07137758743754462,0.09349289454001496,0.07027681255612385,0.05931198102016608,0.047719409869964605,0.04044652968775279,0.04884402474763921,0.0,0.0,0.021516481624924692,0.03195617438940881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Kansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01603114622695523,0.0,0.013651877133105802,0.0,0.016931114551083593,0.014188086736503583,0.029428354219290288,0.03783674704873373,0.028447294920864796,0.057937427578215524,0.06468115132449358,0.08188666885031118,0.1318932021530674,0.15184060439967412,0.26151012891344383,0.4009284659210804,0.5930625474105234,0.7460757156048015,0.8892481810832661,1.1837537123018362,1.0979069863070028,1.2933428548758232,1.2364524500076324,1.1358170853527692,0.9894045113892272,0.8011002234828949,0.7243552264016111,0.6867171107013417,0.692855531565209,0.7131842713955281,0.8650632413657513,0.757753562447611,0.764288129861346,0.7500350483667462,0.6421890269440179,0.5071909956228723,0.4826662908680947,0.46135675795379055,0.336034051450547,0.30017317683278816,0.27355504318261753,0.26690037047364856,0.15919017102738886,0.15460981365448775,0.12350105573483128,0.13429711261207883,0.10594051636192418,0.1075225996575206,0.08358541633497851,0.07511662844943465,0.04852602207934004,0.04900559480540695,0.02854346762355244,0.0,0.046187437017131336,0.021796939709664762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Kentucky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007725945269403711,0.011074021926563414,0.0,0.009884678747940691,0.027083298068622308,0.022214627477785374,0.035914108574020866,0.05238450224648924,0.04736701196531911,0.1187895965321774,0.1782385118108623,0.32323389672092845,0.3841354028546915,0.4936213859862812,0.668278742580787,0.8720609338779115,0.9977561379430538,1.0717584140552847,0.9296825623356236,0.8862165049967526,0.846472351969323,0.7918392081607918,0.7832952855676796,0.7875013195397444,0.8817679558011049,0.9971118140558382,1.0415943337268245,0.9117745084035613,0.922482837528604,0.9229125176081994,0.8524328386248355,0.6947693459343127,0.6198492639289991,0.5494770328240228,0.406727218285258,0.38849646821392536,0.357556270096463,0.2975728406562128,0.17844212268542464,0.18202327846997898,0.18493436132527608,0.16657697137438815,0.15603924783793077,0.13560425254935993,0.09524587041119002,0.060686306962374495,0.06101958173850336,0.05499037668408029,0.04408928079360706,0.0403760742919767,0.03916960438699569,0.0159821000479463,0.02305437539110101,0.0,0.0,0.017713536684734472,0.0,0.0,0.023429263149673942,0.024769846839780375,0.0,F
Louisiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008043758043758044,0.009244585314315901,0.0,0.0,0.006837700344620098,0.015365703749231713,0.011338350553453237,0.014662111637318008,0.017578039169730615,0.02070261489951269,0.03149345267694348,0.05267361052112891,0.06253256904637831,0.14755919727796682,0.21129364534361628,0.22032093416076085,0.3052125516168286,0.46909840548613735,0.6142585022365858,0.6558275869340588,0.7129158675894272,0.6653788366602276,0.6562724501485351,0.6537267936169823,0.6129398410896708,0.5896348401779249,0.5731568745404719,0.6888535630651419,0.7869638483053351,0.7747035573122529,0.7210060549604099,0.7079716020329464,0.6479828274520032,0.5913444986735252,0.5307129382009661,0.45845393277417446,0.40118804858586754,0.37218549170095705,0.2908723767398255,0.25173375453490954,0.20162834026696613,0.1857459097732882,0.14353085913471397,0.12946659761781462,0.1213976564974137,0.08310939967310303,0.08537522410996329,0.07417974322396577,0.06948867913602409,0.0492216821509875,0.04787409114030101,0.02962348549930385,0.034224199620422516,0.02540247039024545,0.016965830816735094,0.0,0.0,0.0,0.027156386842730577,0.0,0.0,0.0,0.0,0.0,F
Maine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027091460771564803,0.0,0.042120781340493865,0.0,0.03530005042864347,0.03559804719283971,0.0555219059156067,0.04440935557090694,0.049217442661679295,0.07023176482391894,0.18020883023268142,0.13686630898937918,0.08807985907222549,0.1728331839713225,0.246272630457934,0.2824459822059031,0.6011043545117775,0.6428669128710163,0.8730050470604283,0.8425919021698605,1.0209779054000159,1.2753817754656822,1.6799664006719865,1.7295199527545768,1.4766922094508301,1.4746394425538811,1.2492192379762648,1.2358153272190269,1.0037834916222685,1.0865377205825693,1.340174605605759,1.0022018070002277,1.1740489441183197,0.9140201394268009,1.122030488276716,0.8226339663258246,0.7964865267232396,0.7582582582582583,0.5216443475552788,0.4188911704312115,0.4388274530454625,0.3862424130954571,0.26302971261568436,0.29856687898089174,0.1415714430174942,0.11225635268904989,0.1049317943336831,0.0531575590048905,0.09476676845319575,0.054071590786200927,0.0,0.07595486111111112,0.0,0.06775832862789384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Maryland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010410160316468874,0.0,0.013454423141607804,0.0,0.0,0.011572288227125443,0.0,0.01605222323291776,0.008807779030439684,0.008541460248044006,0.011583075472010327,0.010100840053197757,0.02484760137821362,0.02837352916631895,0.026654672064237758,0.0223925587804668,0.055512566026309586,0.06209095485819768,0.06562494457352655,0.10151909481883456,0.10803302723975615,0.17363883123103943,0.3347462662916452,0.5476996614220275,0.5464947485270258,0.6507959549039531,0.7909754479097544,0.9576819186379635,1.0436005625879043,0.9906391776259117,0.8904670854957661,0.8892040805193389,0.8013605091602464,0.8344509015049918,0.8243408877886996,0.8321618067207835,0.9046936581870297,1.00402484906816,0.8896647457199344,0.8363523444777973,0.7498844011982068,0.6305904266671841,0.5922652754312026,0.5005803830528148,0.428364796202203,0.3585680411774912,0.3139940037274127,0.2787355728532199,0.1776461880088823,0.17720917165517688,0.11887939349079246,0.12088920728021671,0.10638057083361627,0.12259819000490393,0.13472165136776726,0.10408956328645448,0.08182004136457648,0.06261740763932373,0.03713589416270163,0.045591319412783805,0.027573529411764705,0.04006693535082137,0.014755791648221928,0.022667741285512796,0.0,0.013013716457145833,0.0,0.018342373503131306,0.013431472626658787,0.0,0.0,0.0,0.022043078473359366,F
