state,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.0,0.0,0.0,0.0,0.0,0.01287398939183274,0.015555728396982188,0.01561320877462333,0.0,0.04993036028696818,0.04743083003952569,0.0691237868775403,0.10909195303304338,0.11802976653136425,0.2544529262086514,0.28845313364995195,0.26093543952189896,0.3013066005857175,0.32871024480262967,0.2904754624675126,0.2873750898047156,0.238791914707564,0.23074502674544625,0.18610857504038203,0.15970558622365724,0.18995356690586745,0.1469586723538478,0.11571049979470717,0.11486968232591302,0.11721434056828745,M
Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12886597938144329,0.1303780964797914,0.13297872340425532,0.15479876160990713,0.27932960893854747,0.29069767441860467,0.2871362940275651,0.24971187091817135,0.32276438200113916,0.28253908457336596,0.1927153594141453,0.1176239952950402,0.15866719555731854,0.1250260470931444,0.12057877813504825,0.14279885760913913,0.14635166213673428,0.0,0.0,0.13003901170351106,0.0,M
Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0154006083240288,0.019317698875709926,0.02099557184302947,0.03887089310504396,0.07507507507507508,0.08534592337025604,0.11369086742579007,0.158123370981755,0.1539408866995074,0.17985006891451238,0.13659683285948,0.18577451819782564,0.14998892127286054,0.11975823805692258,0.15858040427966358,0.1033420829630242,0.10969451113502773,0.060823423310052645,0.06466686136259335,0.07300523919951903,0.06206086397588492,0.06857899590890817,0.07649032767469405,0.0544422264278122,M
Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02179884030169595,0.021875136719604497,0.04883679630616231,0.08667764583513912,0.120557242364708,0.14830127628977172,0.2829934417392867,0.3001523161007078,0.35174746335963925,0.3012581959950381,0.34175735227988124,0.3148792179716139,0.3346127349670308,0.24695250105086172,0.18027571580063625,0.24749752502474975,0.16264722378014582,0.12198502911006377,0.15362731152204837,0.16635969342285067,0.11324315822585718,0.09847689075630252,0.08969228646336415,M
California,0.0,0.0,0.0018509563660173665,0.0024032973239284296,0.0027341147930523657,0.0033349409458918655,0.006346503208950685,0.007963860550055608,0.01197638146167558,0.025440545445294345,0.03236471687847886,0.045937000684775166,0.05516854992467921,0.08213193041082899,0.08753813858222212,0.08346722273499015,0.10371748259631916,0.10229365097406287,0.11534948819224519,0.0995968847607311,0.08966930747704072,0.08535736282569692,0.06604218613114092,0.05612097340623322,0.06475183009119784,0.06798144423584278,0.07145073868516205,0.061549989295654035,0.06835575917615035,0.06009692227038501,M
Colorado,0.0,0.0,0.0,0.0,0.012732365673542143,0.0,0.022712933753943218,0.020211717743361713,0.03170035845789949,0.05470589634421902,0.08971911017046631,0.09549143987449696,0.18351909046148338,0.21013569400666174,0.20351997039709518,0.20382637698614908,0.20640074211502785,0.2600190839694656,0.2427898763978811,0.1749331138094258,0.1602477049269379,0.16474924606277225,0.11654680349071889,0.13260687826112022,0.10966177998383933,0.14163896516837693,0.12043945714117854,0.06874785162963658,0.10153614359175919,0.12367963631501537,M
Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016539861065167055,0.020282604286390372,0.024192990944909103,0.03430649421935572,0.07496787091246608,0.07384160974709249,0.09841402021272569,0.11533581946099726,0.15945702837517375,0.10783763964974334,0.1262740146117074,0.08775170884906706,0.0752339305026567,0.07604562737642585,0.0561981922914813,0.1201691982311094,0.063650607128868,0.07651499693940012,0.08449067962190421,0.10477555972206905,M
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0760225026607876,0.0,0.07206687806284232,0.08874426859931962,0.0894854586129754,0.10633449794926325,0.21432945499081446,0.17432646592709986,0.15067805123053743,0.12182387747998608,0.22604764388801948,0.2362777171937477,0.0,0.20014556040756915,0.1128031584884377,0.2296211251435132,0.1018537380321858,0.0,0.0,M
Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0061705541157595955,0.00462673791843061,0.010791145094653759,0.017863383946254516,0.02893011853735411,0.03447536160823732,0.05791461069798689,0.09447224027691703,0.10867704309119196,0.16356617887597322,0.1636974361154811,0.16264686369764805,0.1874816471279167,0.15699345458058594,0.15237010866835224,0.14712010272895035,0.12996066753307112,0.11501401467067654,0.11027771464168161,0.09496834388537154,0.11046555751376604,0.08189009304108442,0.07054163312924494,0.0760734813479094,M
Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01175118817569332,0.021574151628213915,0.029741619679038354,0.0534978911877776,0.08501806633909706,0.1257272458337442,0.15226307129349934,0.1811394651490117,0.19161846634257124,0.27318167177639663,0.2788266773362675,0.2763270972433397,0.2149449993678088,0.19461142585304675,0.1838316396311602,0.1640528581319045,0.14123663827066885,0.17462252931701516,0.13843007708038382,0.11663318862178448,0.10350716787137508,0.09672912263103214,M
Hawaii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07129616426636247,0.09182736455463728,0.12060907583295642,0.17472335468841002,0.17950635751682872,0.09607686148919135,0.13628104179285283,0.16116035455278002,0.17468635858345244,0.11984249272384866,0.15050167224080266,0.15493200206576002,0.0,0.15293118096856415,0.12239902080783352,0.12580877066858376,0.1494209936496078,0.2061855670103093,0.0,0.16401124648547327,M
Idaho,0.0,0.0,0.0,0.0,0.12398157987956075,0.10352859977568803,0.07661530603558356,0.05991611743559017,0.10051934997487015,0.1839772537213581,0.2168654600050046,0.2164141834526386,0.2306805074971165,0.24879614767255218,0.30922930542340626,0.2738439871684532,0.2369487120690973,0.2803879963625341,0.20737327188940094,0.1428691486679553,0.0975177304964539,0.14184397163120568,0.10478186321204039,0.18378796672470496,0.09521995810321843,0.06886374815543532,0.06030150753768845,0.1043187982474442,0.07789028596862134,0.0,M
Illinois,0.0,0.0,0.004418652605532153,0.0,0.0,0.0,0.0048068834571105825,0.0,0.004948086327612795,0.022584881513019767,0.04253970372347524,0.06351303287434582,0.09525057893127102,0.14694691542680205,0.15806159013551985,0.17359988919156008,0.16274982097519694,0.16853985778265934,0.15270808956230292,0.16675125063437976,0.14845054741139357,0.13821073738827022,0.16252989389119785,0.08869022278983965,0.11213408876298393,0.11213060200870519,0.08680446351067443,0.08803521408563426,0.0779666302822392,0.08728367193378479,M
Indiana,0.0,0.0,0.00778755548633284,0.0,0.008098608659032377,0.0,0.022921134923623503,0.013308490817141336,0.0166008167601846,0.04146280786134837,0.07913218371855321,0.08805052745652504,0.15248711746766222,0.20335801439149026,0.23888986474617951,0.20546721457923886,0.20226971682239647,0.25293882155985004,0.20957235910506938,0.21042601341962125,0.15660235529942368,0.1506887110809262,0.13939407139590096,0.08681714972619207,0.10709982596278281,0.10217287650704993,0.1290867697796137,0.07146553636117203,0.09274048122005256,0.059068331319640226,M
