state,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011825083366837736,0.0,0.016567655203427137,0.012045870675532427,0.014376422666826405,0.014227449492554303,0.02277333697706725,0.0206152507043544,0.068397839571688,0.11155571723050807,0.14699757454002008,0.10346219844554355,0.1390390854317936,0.16592776956781002,0.2472091389315361,0.21832926131933253,0.2181168370430715,0.23451910408432147,0.22396106948323058,0.19808801998105244,0.1036358925641247,0.22813020970430817,0.1719064129833047,0.14870514295334025,0.163325073214688,0.15282142960122258,0.177342913927534,0.13062504082032525,0.1580735210035987,0.1713107016746495,0.1615281972048599,0.13193070166302123,0.14422400450260306,0.1326212409046919,0.15303646747041919,0.11883070585439277,0.08487935006669092,M
Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14390371533228677,0.09355787222667736,0.2342243042160375,0.19236460491269608,0.15822784810126583,0.18388498829822802,0.1882594557590279,0.21299254526091588,0.16,0.22091310751104565,0.16762898118830322,0.22796352583586624,0.0,0.1596169193934557,0.1744186046511628,0.17228177641653905,0.11525163273146369,0.18986140117714068,0.1130156338293464,0.1927153594141453,0.17643599294256027,0.2380007933359778,0.16670139612419255,0.20096463022508038,0.14279885760913913,0.20907380305247752,0.15432098765432098,0.12306177701206006,0.18205461638491546,0.0,M
Arizona,0.0,0.0,0.018947767321417293,0.033783783783783786,0.03093624321511939,0.023565761566861302,0.020159258139300473,0.0398396454271557,0.03690672440518663,0.026133231968069943,0.03331408519522054,0.0502008032128514,0.05652082897215825,0.08170935980716591,0.0907532519915297,0.09146402083788996,0.13381995133819952,0.25639998397500097,0.22200044807429886,0.20754340451007783,0.23487614724168557,0.20213298425287798,0.2298806166209481,0.2328599786226905,0.24248033317908374,0.22165022165022163,0.22516796804067551,0.20961753681630044,0.15464813205907907,0.150519978106185,0.16472249302450667,0.13659683285948,0.11954186388381824,0.10908285183480765,0.10665968076944668,0.10438203826003171,0.10127524130376371,0.10762480337776306,0.09857589295077498,0.08552713922149444,0.08374130378768359,0.06649378283130528,0.05675503109702746,0.0641531780497434,0.03888730459129443,M
Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023854961832061067,0.0441430233958024,0.06259046277823417,0.04318636881158965,0.1263758662861802,0.19885762640152316,0.2567284241153566,0.1808477791010542,0.28206258263552225,0.2679227345404261,0.3880193573701879,0.3106269414183839,0.3152193216125022,0.3033717604229869,0.2634398999821397,0.2516627718856732,0.20663013206360614,0.21055460980198906,0.13979706877113868,0.1594896331738437,0.13040741073837575,0.2020866622802895,0.1919102450546206,0.14186633039092056,0.17497348886532343,0.16499835001649985,0.07291082445316882,0.08317161075686166,0.09672830725462304,0.10694551720040402,0.0817867253853413,0.07878151260504201,0.08279287981233614,M
California,0.0020424669733090416,0.0019673111578019627,0.0045506947393968815,0.0062896339433045,0.008380093088867396,0.008200969682655277,0.0075183023673254575,0.006422018348623854,0.007838030122152685,0.010881552826998014,0.009837816566883099,0.013262086457751968,0.012778532066128903,0.019483509865740906,0.024895093512195005,0.028712040663427592,0.04896615667809966,0.08861453602308142,0.08916233071774475,0.08997723228045058,0.09876555878218218,0.09281760943090377,0.10353018715072292,0.09915329768270945,0.09610872723777865,0.0901189961357644,0.07503994521798675,0.0731769366876574,0.07338248077943485,0.06345806809843933,0.07207238004079354,0.06172317578422254,0.06194448864540474,0.05545078224151633,0.055786862666612036,0.05189652227608949,0.05891331708753983,0.05862928768784959,0.05302226935312832,0.04225908911215017,0.04896072926830128,0.03969485482509003,0.03249533596354406,0.030109084399018608,0.03409754455057305,M
Colorado,0.0,0.0,0.0,0.0,0.03466296928327645,0.030339038758122012,0.012087805821487285,0.025235724609419807,0.034366623135610695,0.04169272461955389,0.039086749591888355,0.04138406713415335,0.07379546752999429,0.09433734065455601,0.0828965012800195,0.09513587354246963,0.14975940292644602,0.2524014899039404,0.2613524991832734,0.2928444104914693,0.38103518821603927,0.2902208201892745,0.27285818953538316,0.24628740032675753,0.3163427919035274,0.21854655041523846,0.27510629106700313,0.2372319949867956,0.22131312453893098,0.21739633201507896,0.24551813591513408,0.17625231910946199,0.15267175572519084,0.13978811065332547,0.15435274747890512,0.1303710141778478,0.16754160616553113,0.15350066801216633,0.12107584536884891,0.12986263419138866,0.11851423616129497,0.09106397978967158,0.0999968750976532,0.062231829943336286,0.06351116459419709,M
Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012797870434359723,0.015982951518380393,0.03870289995300362,0.045381059080466295,0.06421107932986983,0.047999040019199614,0.03960758028151849,0.051591268177860895,0.07053995126330641,0.07200130911471118,0.08931524975190208,0.07436954905009803,0.08294739752540263,0.07204363786064702,0.06068827645294873,0.06645744877238324,0.041636700859230096,0.06535696436123178,0.06132962629814376,0.03450804468791787,0.04509786236132407,0.04618510992056161,0.09404241312832087,0.057034220532319393,0.05151500960052451,0.043260911363199386,0.03427340383862123,0.05100999795960009,0.036964672334583094,0.04963052828940112,M
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0808080808080808,0.08204567209079722,0.07198387561186294,0.10316875460574797,0.11881776325560671,0.14808233377758032,0.0,0.11524056467876692,0.0760225026607876,0.0,0.0,0.0,0.07457121551081282,0.15190642564180465,0.1224739742804654,0.15847860538827258,0.08371002846140968,0.08701705534284719,0.10432968179447052,0.0,0.17094017094017094,0.0,0.0,0.1148105625717566,0.0,0.0,0.0,M
Florida,0.0,0.0,0.0061091086810434354,0.0,0.00894124484481352,0.0050942954080021195,0.008722113465004943,0.009223305448206529,0.008923313047668338,0.0,0.012205144061383738,0.009569072756849862,0.016134360810405892,0.008063038299431922,0.02646921560569227,0.021184558506966985,0.03263638105103337,0.060451125629092294,0.06536619759687418,0.06660878936654294,0.0783055589344362,0.08407379982722449,0.09407700434142241,0.12255657643213912,0.11106364801366937,0.09592618251859521,0.09040205932826673,0.08957459787955305,0.07406623637710295,0.09602286684084768,0.09523186414556663,0.10275380189066995,0.08061006841155363,0.06701151242724734,0.07084832822098237,0.08790583192404935,0.06973322788308628,0.08090266720601778,0.08263969943004167,0.08418146155853558,0.062479173608797074,0.07504911922690975,0.053141443356448416,0.05968907418628418,0.04414140275742891,M
Georgia,0.0,0.0,0.0,0.0,0.0,0.01053582179409994,0.0,0.0,0.0,0.0,0.007076339551077018,0.009722087193233427,0.01074965399551202,0.01979570829044263,0.030452601794165788,0.026371308016877634,0.04950172604702664,0.07013457899403194,0.078125,0.09206731745623419,0.1162633500067595,0.10849075794355767,0.13484215535931468,0.15407113385909021,0.1218305033122668,0.11524877625627362,0.11321646739738979,0.09627045747221286,0.12819248594813135,0.1227927994302414,0.0954653937947494,0.08516376281892056,0.08827704677490546,0.07377028682887794,0.08197263171811991,0.08991163372248212,0.08072770257607866,0.1117696368957454,0.09933475813491467,0.0832552815069206,0.09182736455463728,0.07550731477111845,0.08099526987623923,0.06382942018734797,0.0519471214129617,M
