state,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Hawaii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07382116821998708,0.0,0.0547945205479452,0.04730368968779565,0.1293274970155193,0.08762535293544932,0.09617234083477592,0.18119397291626932,0.16415868673050615,0.1522359657469077,0.34718777899017955,0.29801664782653375,0.34086067319982954,0.34839159214957616,0.36253776435045315,0.3576632666578355,0.37976400379764,0.21657522379439792,0.3279623556252673,0.24487297214569942,0.2864465551032715,0.46592894583576006,0.44876589379207177,0.33626901521216973,0.24227740763173833,0.17727639000805803,0.3334921391138637,0.2396849854476973,0.23411371237458192,0.20657600275434668,0.13759889920880633,0.11894647408666101,0.1398845952089526,0.10783608914450035,0.11206574523720583,0.0,0.15493581230633025,0.0,F
Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03431002538941879,0.04941060210347992,0.035278346151132435,0.08921933085501858,0.1077171654997307,0.10472047688094087,0.1119146005509642,0.09928693925444534,0.14716703458425312,0.2991569214033179,0.28967696629213485,0.18388791593695272,0.2919958777052559,0.2945252945252945,0.34537725823591925,0.37960486584418945,0.2979484123606027,0.282461696482068,0.385324174903669,0.28432848302391706,0.29193427308366,0.249708673214583,0.3707365299060801,0.2086677367576244,0.29337139232477005,0.22689930365386118,0.2445922189100359,0.16671718702637162,0.16897081413210446,0.21850575678628456,0.15957446808510636,0.18912529550827423,0.14288435892550963,0.15476881408396206,0.11426394972386211,0.0,0.1507537688442211,0.08345503859795535,0.07789028596862134,0.0,F
Illinois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004624384378829568,0.007467088806087171,0.009869120281801343,0.01593244642714889,0.025111782308749366,0.016372087725917014,0.015761909197074018,0.02639005974416303,0.03303285668144581,0.04972541334249841,0.04759314658689149,0.06442869520783809,0.08987811650542192,0.09895041877230801,0.16994365392785754,0.20811061221580784,0.2400801249005803,0.35106065132954883,0.35818035255289055,0.41737203841383025,0.42540918595428656,0.4280899152841221,0.4073924409734535,0.43664104258504877,0.44124516215134124,0.40309604864251475,0.39323633503735744,0.40497870144410336,0.35653665502159876,0.31026363174661803,0.3506096143294243,0.3105678278242262,0.3520218947702437,0.2858592868017939,0.2619715542554004,0.2413023529811603,0.1927140170424203,0.17146776406035666,0.15816808309726155,0.1434789423552249,0.13460982022669804,0.1147125516873416,0.10348298201097203,0.1128668171557562,F
Indiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012950385633705538,0.014632290538760936,0.02391469487662831,0.01381101013728144,0.012987762641422304,0.02166565560273854,0.022632285709974803,0.04105464829851291,0.03789429008836948,0.056077386793775406,0.08064643653441705,0.10761652140962485,0.12424033769421908,0.17243412132287922,0.23633589613186948,0.21337902032551984,0.3141625751858927,0.30774712904323037,0.3698798294353276,0.40930598077899116,0.4375166356135214,0.4100401739765596,0.4278961771291152,0.4451185334168617,0.41316016729600213,0.39611596031829494,0.37369207772795215,0.365360969611804,0.31266750044666786,0.2899795940285684,0.2747752665865997,0.24733314452940622,0.2143963155596141,0.1837467635513238,0.1506887110809262,0.12850390956809618,0.13356484573260316,0.11602481145968138,0.11579592670798992,0.07745206186776821,0.06900120752113162,0.09016435674171776,0.05638340716874748,F
Iowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016146393972012917,0.023016725487187355,0.05015548199418196,0.02321442389538033,0.03720040389009938,0.04389333918577856,0.08703220191470844,0.05531778612397007,0.07189297324331083,0.08017960230917255,0.11602049695446194,0.14250878804192926,0.21310602024507191,0.23625360044014368,0.27537241631000964,0.32886929988133584,0.3479544495993252,0.42656255648338937,0.37825570085377713,0.3698307744032276,0.3831132601822578,0.3230775010330966,0.3739715781600598,0.3670011322375356,0.30051403716884145,0.3061995466656062,0.24267917812651674,0.2605014653207424,0.22719119933038381,0.20641539033150313,0.21946811257423185,0.2876055695046793,0.13342228152101399,0.16018421184362017,0.14756016893095203,0.1433471560948139,0.13212053458000914,0.09335131210455347,0.09141259342904769,0.04555289830315454,0.11316259678379988,0.06831449509377717,F
Kansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022198379518295164,0.03322627090486211,0.034381983840467596,0.02923406743324888,0.0349717047116424,0.058006509619412845,0.02248779234130044,0.058981584638573954,0.07376362112321877,0.07101792357118702,0.12266928361138371,0.11517520591930756,0.159799902730494,0.18320180383314544,0.24728722226323172,0.23895754769816674,0.30017317683278816,0.363437414514049,0.4381946380910648,0.4081799257112535,0.3783871755228253,0.3824548822756066,0.3673421021448039,0.3727536686808444,0.3265501174783959,0.36220347078490683,0.32418755436071794,0.347769824901937,0.3389553640707314,0.24873593214809983,0.21563122991171327,0.23093718508565672,0.19181306944504992,0.16711078993722053,0.14798548787473745,0.1280652658540056,0.12917970884881005,0.1444151187689856,0.14180087106249367,0.10417209229647377,0.08367267250515982,0.10498075352851977,0.08555365436323636,F
Kentucky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02855569380137475,0.0,0.0,0.012667581547556213,0.01767955801104972,0.01833768853436024,0.023146540749484988,0.026186735228300718,0.02145308924485126,0.038859474425608394,0.06340409543490513,0.1052680827173201,0.15026648822521188,0.1566491540945679,0.17716338955983632,0.30272452068617556,0.3112540192926045,0.38296330797495215,0.42412330609289334,0.47172229913346664,0.471452385913732,0.47922913303093206,0.5236571368120388,0.4854632241267086,0.45173755680735844,0.46618117621096766,0.3217396128030177,0.31069562826505365,0.3224028658032516,0.3518486474015112,0.26816113772635514,0.24932076074796228,0.19431544972499423,0.1629604481412324,0.08983173824413503,0.10628122010840685,0.1362544372333178,0.12298747763864043,0.08981217540708346,0.0866944639392313,0.07753941586973379,F
Louisiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016526800962227077,0.008731336767659128,0.0,0.010026067776218167,0.0,0.015635043343814603,0.015810276679841896,0.011178388448998603,0.029663614610318984,0.03209822055489799,0.056704266996091456,0.12023965006115638,0.11197261952548962,0.1418565475662736,0.1964954459290767,0.3197192240198082,0.382536587773637,0.3828386207600623,0.460548077657057,0.4536600369079352,0.44795442775763855,0.49086878496780323,0.49865639803861816,0.44964284697914,0.43937232524964337,0.4458856911228212,0.427613363686704,0.40094551330002093,0.4354652368397665,0.3266855418313058,0.31118026228050677,0.24091479759763834,0.1608817690148559,0.16939191758564662,0.1608212147134303,0.15275467599035947,0.20089893761917735,0.1478821168268723,0.12112494795412393,0.11705348133198788,0.10635129961288127,F
Maine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0699518109746619,0.0772141147401745,0.05394158896509209,0.0,0.13666388277275834,0.08386063886559426,0.10844306738962044,0.20119167375996283,0.17682786192050434,0.29030817329164804,0.3003003003003003,0.41264403612581746,0.3121149897330595,0.4388274530454625,0.41383115688798966,0.47735021919142717,0.5871815286624205,0.5258367883506927,0.42861516481273604,0.6715634837355718,0.4996810546459706,0.44224491944824684,0.35687249918892616,0.42595019659239847,0.4123263888888889,0.3914113173786625,0.3839638622247318,0.2859757492564631,0.18580453363062058,0.21783700666324962,0.16310996330025826,0.14007564084605686,0.0,0.08827423863469178,0.0,0.09426551453260015,0.15730690577316345,0.0,0.0,0.11290929619872037,F
Maryland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021820959031149417,0.015460331366435622,0.02483484825907714,0.014419957220793578,0.024942179492993512,0.024632748118953777,0.021874179718260566,0.027341942539856137,0.03312286512783356,0.03819786494039123,0.07955140767186014,0.08911828595830007,0.15235055136390016,0.1798761265437822,0.18313959092398743,0.3099424681954461,0.34067681126504656,0.4821825103098234,0.5143388152918549,0.5114056927528431,0.41863484743334306,0.46173694574590884,0.4524987740180999,0.43156596794081376,0.49962990377498145,0.39319075433532585,0.4267260372457617,0.3411860276198213,0.3077414060362907,0.3630514705882353,0.27811166890570127,0.3024937287885495,0.307273826314729,0.22072222364807637,0.16657557065146666,0.1703124168396402,0.20962712575007206,0.22833503465319935,0.22331890491025888,0.1749271137026239,0.17293300336921197,0.173195616576395,F
Massachusetts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011811355774909306,0.016486415193880243,0.019283303872730195,0.02839923006531823,0.04478349496571746,0.03382325810220774,0.04503152206544581,0.0618509248870861,0.06930907515702837,0.1221138325496526,0.13481538546194904,0.174416299996036,0.2214372330890494,0.2858904647121476,0.3537904077149134,0.3779593172923828,0.419599556075832,0.48179621111717474,0.5729515784097801,0.552648790058862,0.43618713411934473,0.4091106435560899,0.4157934445469025,0.4240258518987125,0.3871912934282126,0.3016079810111898,0.3199674483983132,0.33070317939197025,0.3147517618180379,0.2916928312435433,0.2108681441494633,0.3065793246432431,0.2692874240471368,0.20953740588086303,0.18193847171683758,0.17694882831181252,0.17177211565989123,0.13901421847181913,0.13842198932173225,0.14377776066137768,0.14304635761589404,0.11139790789294933,F
Michigan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007698303486369191,0.008242513050645663,0.010022413761685223,0.03165447383230163,0.02516771242851068,0.02657948595274167,0.0233437182951903,0.020544619177468155,0.028508892935312405,0.03344088645463337,0.05547439856506222,0.06744194524443149,0.08090019857321468,0.11641341642742103,0.18202836536802514,0.23762127651943116,0.2590280281609959,0.3485753451483403,0.38690776846146074,0.446382119742784,0.43828388455687584,0.4840500652227816,0.4497521996375783,0.45922054817368096,0.43050022133687477,0.4057027596956083,0.4359458232807013,0.4049945319729363,0.3637387939058443,0.3056164956820574,0.3441398459192053,0.26273595709993397,0.24019558783580913,0.24426652191613515,0.20311547896192367,0.16278408192938648,0.1439570393374741,0.14419610670511895,0.11061047220911886,0.10082508528121796,0.06552176012138768,0.08335145321446691,0.07912882927013075,0.05175468280351136,F
Minnesota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01045347159791767,0.020808190103624787,0.015617069456916412,0.01905052198430237,0.04705967528824051,0.06755235307363207,0.07749668486403637,0.09107468123861566,0.118621830011323,0.17722012511740834,0.15823628767001513,0.22402585478717543,0.2134911419903367,0.2873296876448234,0.3504503195816386,0.33374063064213155,0.39847314030350994,0.3774607537600898,0.36384489134088704,0.40738126449531104,0.4152407979300559,0.3934357248053861,0.32314923619271446,0.4033627717391304,0.3271444959000722,0.37547989705944396,0.31745346175441624,0.32194637108100516,0.25195370884400226,0.2948957023288087,0.23281864306266337,0.23056008700380642,0.2470855140501808,0.24816800505700842,0.20097054065977157,0.15115976022934585,0.15456355443780784,0.13783783783783782,0.11156462585034013,0.09146594972144462,0.07591946912608255,0.09881997326047783,0.10141676142475184,0.08931704360585664,0.06982543640897755,F
Mississippi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015774363504432596,0.0,0.0,0.017073587160662457,0.03459010722933241,0.0,0.02559789365903606,0.026668698567509908,0.049489873610476624,0.08500258703525759,0.17109276203228446,0.1462325867774956,0.27818093855829706,0.3609209707529558,0.4447833269792858,0.4373114094546726,0.5383884540560104,0.5220154334997731,0.4910056688836316,0.5869772944441917,0.6024369253068804,0.5969436485195797,0.5097087378640777,0.5429559869306169,0.41688884579960245,0.43839984058187614,0.37078757157608183,0.31096259166434603,0.3421309872922776,0.26690391459074736,0.24067388688327318,0.1723345588235294,0.15136837006539114,0.12643747365885966,0.12074378169524269,0.1278227524499361,0.12111939822783196,0.139137348439674,0.09019009296517275,0.08109702152757299,F
Missouri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014858841010401188,0.0,0.01734031149505013,0.01994905318724488,0.017310567314501535,0.02516039753428104,0.022315735781688346,0.022611279798436593,0.043960184632775456,0.046773439138078424,0.04547521600727603,0.06586980271190798,0.09876310962705168,0.1539670070699136,0.21264689423615,0.21388229789793806,0.24004085801838612,0.29746189319533917,0.37818648875251976,0.3679109834888729,0.37126919733410607,0.32016299206868953,0.4791021960404161,0.37292560134253216,0.3778458928537004,0.37325223161387155,0.3096463720095458,0.29961506408984484,0.2841591291123029,0.2829553998971071,0.22161334515271172,0.23881712837978153,0.1954282953821831,0.16088255573431395,0.12256057320637315,0.12591713683802697,0.08892621594249438,0.10024811408235383,0.08201553169131404,0.06048811277088154,0.0558799698248163,0.048770691683162636,0.048814717637367666,F
Montana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10026067776218166,0.07993605115907274,0.06934812760055478,0.05806638923836253,0.08006405124099279,0.05,0.11702127659574468,0.1611232592933594,0.13210039630118892,0.2583979328165375,0.2191003995360227,0.27818254073387205,0.22935779816513763,0.31425058068042083,0.29350104821802936,0.33362344067304905,0.28447372361131906,0.49643189574930185,0.43907793633369924,0.46766650540235444,0.42657916324856443,0.4507405022537025,0.43690136111577893,0.2188183807439825,0.18080210387902695,0.2839485552029397,0.170852554245686,0.14485755673587639,0.2031832035218422,0.18587360594795538,0.12623985572587917,0.25631636763090443,0.09453582907922103,0.0,0.0,0.0,0.1172103926548154,0.10245901639344263,0.0,0.0,0.0,F
Nebraska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040665100307247425,0.02262750599628909,0.03669893114363044,0.03758515386422363,0.04239284032030146,0.05814516910553348,0.045792205149079064,0.14282691493863733,0.09577015163607343,0.1741057296612852,0.16380449141347425,0.2995642701525054,0.27814043253675425,0.28109627547434995,0.4426631572650595,0.44402344443786634,0.4066274200400558,0.40300421322586555,0.3566596974541877,0.45803416687298837,0.3881375462429499,0.3123048094940662,0.2164769915883226,0.3319604106473228,0.278672281397077,0.2355787597096651,0.3284694586570653,0.309258424070614,0.2877986747874975,0.2342243042160375,0.17679558011049723,0.28100554416343887,0.17701839452012622,0.13174209547427154,0.13014852243148065,0.09465961978386053,0.12061756191701511,0.11900714042842571,0.12574097359439554,0.1042456406368461,F
Nevada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06125574272588055,0.058354405757634696,0.089919072834449,0.18154022549206955,0.0845149779322002,0.11741329479768786,0.12021294865189765,0.27364185110663986,0.2744196395460951,0.3331973344213246,0.3191350788068256,0.3492126243658167,0.37967095184173716,0.41525103812759534,0.38555691554467564,0.402533593796247,0.49059689288634506,0.4058938003892132,0.4476226868278836,0.39182905804294443,0.3700036479232894,0.3619125293098175,0.35662263298005925,0.3534766608560914,0.3018482399925699,0.37721123829344433,0.34162162162162163,0.48807440832489174,0.3074970714564623,0.30962947672618435,0.3232236168722728,0.3028801145437524,0.18204887736525624,0.18054491738702266,0.19796535606268906,0.19819921852879552,0.17562346329469616,0.1712642975105511,0.10979075174373547,F
New Hampshire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05385512970110403,0.06239971474416117,0.06076916398992968,0.10672358591248667,0.07813856572321584,0.1289490651192779,0.09507209633972429,0.18508921300066633,0.2096890817064353,0.16130163405568412,0.3601008282319049,0.3608692241311681,0.40960104857868435,0.5033270772905648,0.545246680151262,0.6127675141759649,0.5322625828742179,0.5878951426368543,0.608284252196582,0.716275368085953,0.5567153792623522,0.5818035911325108,0.4124136508918445,0.4465212876427829,0.43731778425655976,0.4197158846319414,0.36235862523333695,0.46485260770975056,0.36248830682881195,0.32126529099221546,0.16670941266991535,0.18274376713222817,0.24861878453038672,0.15139003578309937,0.08639308855291576,0.11631288165164291,0.07485029940119761,0.0,0.0817527795945062,0.0,F
New Jersey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008562132541811747,0.007226060063011243,0.015531238969290505,0.00977107761027359,0.019511379315150585,0.014860246139713332,0.02020583005549868,0.03050114710835864,0.03575898444484177,0.040845628280027725,0.06938214008014833,0.08457884370293128,0.11960016239288104,0.17803235544546792,0.25479016944117544,0.31221239762811775,0.3830171635049684,0.5301759498475591,0.615923885828743,0.5665431893048951,0.620710470716376,0.6258234519104084,0.5607877860956827,0.6646882679163701,0.5841073553752925,0.5886883802816901,0.5165360404413284,0.4892879869900304,0.4337005719608214,0.48107336736645434,0.4523937923182935,0.45194003527336857,0.4541889949026271,0.3747818051134613,0.3755852141709175,0.3703703703703704,0.2645646461900879,0.29151351644969126,0.2863225901181998,0.2300280935950374,0.205897206790723,0.2395667666539166,0.21056177882590754,F
New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02845435920783064,0.0,0.0,0.04537662599576485,0.06041383476816191,0.06113403637475164,0.08131734092295181,0.08771929824561403,0.10815822002472188,0.11948051948051946,0.14587132065642094,0.21069265209375823,0.34221333052542907,0.34499230401783343,0.43454935622317603,0.4173158246160694,0.5676223573704026,0.5332715047530721,0.6119143319935209,0.608192713612784,0.5857487922705313,0.6833571472945269,0.5824513058182501,0.5671548769086943,0.4988948531733502,0.450281425891182,0.3334591669812508,0.33401373167563553,0.2838279755661134,0.2805227924768887,0.32141147507351436,0.3983486637213008,0.2266203353980964,0.261136712749616,0.1143603986276752,0.14963837392966997,0.23223808704627558,0.13846579894765992,0.18611029483788813,0.1582612365477949,0.11046062078868885,F
New York,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003276718912129321,0.0,0.006023700523514337,0.007877781841712854,0.014527168598966337,0.010477267087595468,0.012482090913037815,0.01760478850247267,0.021166709000084667,0.026408218237515515,0.03443366893312159,0.036681729951141974,0.06669088773534668,0.08974121365236985,0.10623569904051379,0.16604284647529996,0.19600138015641774,0.23759291756215864,0.3110879920035087,0.404386601950878,0.4849734186828686,0.5559157669213204,0.5866632283473796,0.6133915936931976,0.6187932023302847,0.6865583242174988,0.5780056292722155,0.6167423288698992,0.5306215490603313,0.4941057464109248,0.4451733833177133,0.45730786018869823,0.4151189268705541,0.42008318064970074,0.38985104411659893,0.3642640841464663,0.3152011922503726,0.29455861640744496,0.250717437590644,0.21905207358902404,0.25298185509453114,0.21618333662129283,0.1774113371843878,0.15884269189004854,0.14337052792424,F
