state,1957,1958,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03773673907403477,0.04365223717715533,0.06859886811867605,0.06813364287877259,0.10041711725629539,0.12963106997485158,0.13791667750917275,0.14815199875240423,0.13927942606364807,0.1080368906455863,0.10506815605386126,0.12057531651020585,0.10651466735757262,0.07896814951302975,0.08158270446665307,0.08697847984063298,0.1295336787564767,0.11245350480089963,0.11924782143403148,0.10123440663575207,0.05717552887364208,0.03496136768870398,0.056183720766907794,0.062493490261431105,0.04572956240326439,0.06810279938349045,0.06718674181628158,0.035649211756317835,0.040418738126995674,F
Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08019246190858059,0.08266740148801323,0.23675643681562594,0.30063291139240506,0.3510531594784353,0.3936334074961492,0.24849130280440185,0.2311111111111111,0.312960235640648,0.22350530825107096,0.1899696048632219,0.15479876160990713,0.2194732641660016,0.0,0.1339969372128637,0.11525163273146369,0.18986140117714068,0.09417969485778867,0.13490075158990172,0.09801999607920014,0.0,0.0,0.14067524115755628,0.0,0.167259042441982,0.0,0.0,0.0,0.0,F
Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015356265356265357,0.0,0.01309208975936739,0.0,0.027389756231169543,0.0,0.0,0.015546573091102918,0.015278505325650428,0.01674691228804689,0.038811945908403804,0.02823434506403146,0.03976696558169129,0.06690997566909976,0.09014061936621129,0.1303488869427076,0.1696268209938136,0.18947991710253625,0.231009124860432,0.21249468763280915,0.19468621163536418,0.14807959278111985,0.12155012155012156,0.11984746686035953,0.0941502495869824,0.07124239791485665,0.08552271483305966,0.06723367062224761,0.06671008116393208,0.08561782143030225,0.06647236283683591,0.0842050111337737,0.050183672240399865,0.049604199822251616,0.03932444738802881,0.04194718848969148,0.035462472360131836,0.047238684187924075,0.04654564798191369,0.03310710147326602,0.04194630872483222,0.031109843673035542,F
Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019328900572135457,0.0,0.0,0.0,0.0,0.0,0.0,0.02748223469828432,0.0978393803505911,0.08885127988153163,0.17115228274357108,0.14997132901063032,0.18069634200088144,0.31545741324921134,0.20490909883594194,0.21437633985212406,0.21310602024507191,0.25569905521366043,0.1339524915163422,0.17975912277548087,0.12128290360255142,0.13439655944807813,0.13528748590755355,0.13290802764486975,0.17987229067362173,0.19738697245981768,0.11317783682708396,0.12084909625893234,0.12195121951219512,0.08249917500824992,0.1346045989904655,0.08871638480731911,0.05689900426742533,0.04753134097795734,0.05033029254482541,0.04595588235294117,0.06899406651028012,F
California,0.0016298005776013249,0.0,0.0033865358109229325,0.003386157388595422,0.006112494345942731,0.007682523965206703,0.007393624231371148,0.010212334866545209,0.01416464033617413,0.01516898246465627,0.007399569345064117,0.011173457451823193,0.01246547391763602,0.011277453550988187,0.013761467889908258,0.013867284062270134,0.00764649658113374,0.012086460353599235,0.01160432565053297,0.014109629156350664,0.011892531995971721,0.015320057545966157,0.03768455337074871,0.07299584467753746,0.06825401599689039,0.09829486054867279,0.1078732563804297,0.14032405364637313,0.1417385716665653,0.13263947054058137,0.10723039215686275,0.09921812723664795,0.07477365623648564,0.06676557863501484,0.07174769964297659,0.05729478307009721,0.055242514639266375,0.04330040223794711,0.0459400806065218,0.04830533518219636,0.04062436987747453,0.03908232186813499,0.03580203119046681,0.03213453659320355,0.02358649504683604,0.02547823332552919,0.026582330247965427,0.026769895139502856,0.026342949111196112,0.021408691928923144,0.02726092776667901,0.025573158412929786,F
Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012087805821487285,0.0,0.0,0.0,0.0,0.0,0.0,0.02177015553566677,0.017066926734121662,0.02439381372883837,0.05892173229892959,0.0563614977455401,0.10554620159324506,0.13750954927425516,0.17900981996726678,0.22208201892744478,0.18948485384401606,0.22921797654173473,0.16649620626501438,0.12422646023603028,0.11368028556487733,0.11190188442773376,0.09165493036460778,0.0763199888989107,0.07180247371102978,0.0950834879406308,0.07872137404580153,0.06866784382970374,0.04630582424367154,0.059753381498180234,0.05584720205517703,0.03126865459507092,0.0461241315690853,0.04905921736119127,0.0462494580141639,0.032313025086657655,0.040623730508421614,0.03275359470701909,0.02005615724027276,F
Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018691089690528958,0.0,0.0,0.025595740868719446,0.04794885455514118,0.03870289995300362,0.04821737527299543,0.07588582102620979,0.08099838003239936,0.08835537139723355,0.10318253635572179,0.10901628831601898,0.08181966944853543,0.0926232219649355,0.06760868095463457,0.05875440658049354,0.04459844248516245,0.0571183778380694,0.044304965848255495,0.07570309247132745,0.06151243704586521,0.06950690980456292,0.05607557261786654,0.027058717416794442,0.04618510992056161,0.0,0.0,0.04683182690956775,0.0,0.03427340383862123,0.0,0.0,0.0,F
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06734006734006734,0.1093942294543963,0.0,0.07369196757553427,0.2673399673251151,0.11846586702206427,0.2050380785002929,0.08643042350907519,0.13684050478941767,0.07392075694855116,0.2017872585759585,0.20706996006507913,0.19388516032811334,0.0911438553850828,0.15309246785058175,0.14263074484944532,0.10045203415369162,0.15663069961712495,0.0,0.0,0.0,0.09097525473071325,0.0,0.0,0.0,0.0,0.0,F
Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010270235573528467,0.0,0.008368901163277261,0.0,0.009169731734403814,0.009691237183338825,0.0,0.004461656523834169,0.006816981099919901,0.006509410166071326,0.008771650027112374,0.013061149227471439,0.010995052226498075,0.008358699664955454,0.014350829956332476,0.05675892356701455,0.06190777925870897,0.10282323217485824,0.14444377918812118,0.16725459189879577,0.2375663334567444,0.22825240397591012,0.21736449404945427,0.17319715739194594,0.16368356540871404,0.14249816131404755,0.11969019544250624,0.11034357664343908,0.08634614382587853,0.09668578573557528,0.10842297716739657,0.09202388340787981,0.09336435439301875,0.08453493708185397,0.0786966495320061,0.06548120179265421,0.054222000361480005,0.051117339853634015,0.0572433938598042,0.05831389536821059,0.04216242653197177,0.040073875317977486,0.030748917005055484,0.034749614936699355,F
