state,1914,1915,1921,1922,1923,1935,1945,1951,1969,1979,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014623731391301804,0.014568340083330905,0.0,0.036607343996395585,0.025950808800207604,0.03669163736431738,0.0718437724511789,0.04708572966064642,0.08390728245288956,0.07022965095863473,0.045134187411033574,0.06331785563528915,0.1362055987669809,0.09331491918927998,0.13863582349679157,0.17380057394608142,F
Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10418837257762034,0.0,0.0,0.0,0.13227513227513227,0.0,0.18205461638491546,0.1926252063841497,F
Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009658849437854963,0.015269506794930523,0.022211938917167977,0.008937508937508937,0.027238060650081716,0.040857655481143305,0.06950477845351868,0.09065407772304324,0.16640333479006286,0.17948188503629348,0.2988546597095456,0.38008556186190795,0.3050092625512247,0.34927835879318303,0.34929624041502183,0.3953141816375527,0.4152771660479456,0.3587967791730986,0.4251481576913167,0.44550834496974534,0.5013361080237425,0.6094551914725622,0.6662691519975112,F
Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02254791431792559,0.0354421407052986,0.053961687202086515,0.07989472694802144,0.10825706131286292,0.12610340479192939,0.1378579003181336,0.1044989550104499,0.14582164890633764,0.12198502911006377,0.11948790896159317,0.13665260531162737,0.22648631645171435,0.1838235294117647,0.3518697392024286,F
California,0.0,0.0,0.0,0.0,0.0,0.0,0.0031570041293614015,0.0,0.0017270023729012603,0.001745852726847374,0.0014704801117564885,0.0019675633133766197,0.003315521614437992,0.0023959747623991693,0.0032894237435666467,0.004548142083958703,0.0020188153591472525,0.0029470372074782204,0.003701912732034733,0.006008243309821074,0.005468229586104731,0.0076960175674427676,0.008462004278600914,0.017850032267366023,0.01949643493761141,0.020635109083405413,0.023157512938911596,0.025393745720155216,0.03801770538850951,0.06547975208011109,0.08640495879474998,0.12876172244442166,0.14261153856993883,0.20430315291764226,0.3246984307725154,0.3328300959092786,0.4010484411335777,0.4863696007283828,0.4761102500168475,0.5140405723650687,0.5054050738170863,0.4970042373926122,0.5954228223763505,0.684313545585222,0.8479369173993889,0.8763068949497275,F
Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011892586161786742,0.011502450021854654,0.011368028556487733,0.015666263819882727,0.04023874991616927,0.04856726566294317,0.07180247371102978,0.08812615955473099,0.12881679389312978,0.17412203256817735,0.180078205392056,0.24172958878809278,0.2596894895565732,0.23309360698143777,0.31710340453746144,0.2568394320674131,0.28905911258852435,0.33488044180717935,0.39373769569700945,0.35701418230650817,0.4078085305522129,F
Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01751211254450995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030875844797420154,0.04997858060831072,0.06276536828502861,0.05299216472992922,0.09226865556879782,0.11448196908986834,0.11646465082172282,0.10823486966717777,0.14317384075374098,0.17868058494380964,0.10931558935361217,0.15454502880157356,0.2018842530282638,0.22522522522522523,0.3111609875535605,0.3326820510112478,0.34189919488254106,F
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0894854586129754,0.0,0.0,0.07923930269413629,0.0,0.0,0.20865936358894105,0.1272264631043257,0.15194681861348527,0.10917030567685589,0.1692047377326565,0.21048603138155378,0.24444897127724588,0.35157108327840036,0.30388031790556336,F
Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004882057624553495,0.0,0.009219634748803367,0.007330034817665384,0.006269024748716592,0.010933965681015219,0.012061271257990593,0.011653229036933452,0.01762683980140427,0.028439707819422826,0.01824595547986863,0.024682216463038382,0.03161604244260917,0.030061047049392615,0.05359015183876354,0.055576280348075005,0.06665236577592548,0.08880240307024656,0.12772646885439182,0.11239885963541085,0.15484264933592132,0.14314667573734713,0.16122013682310726,0.23341088598254686,0.20610422755194874,0.24111313899167824,0.2857361532770365,0.24701133498007555,0.2606984332535335,0.2794824523743381,0.28490503165611464,0.3229641872349037,0.40073875317977486,0.4558074756043519,0.4498666366129457,F
