state,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.0,0.0,0.0,0.0,0.010146103896103896,0.0,0.008518177791406862,0.010510089686098656,0.013823610727121925,0.008261276642617173,0.012833675564681726,0.020023456048513973,0.010176785298906723,0.021696994243064194,0.02290721147651295,0.037491528356573274,0.04728945445165728,0.054971284736788806,0.13332387773916743,0.29429832707116016,0.34353666593261395,0.3733490740057552,0.36289168962973,0.3765760546416429,0.3116679718089272,0.28503021320259947,0.3107560646242455,0.22906681702847478,0.23112915045943966,0.22216592286555065,0.16948476631041634,0.1855690455038989,0.22089347602544085,0.19431958702180696,0.15303703065051516,0.1720040737806948,0.13346219338211607,0.1486561008943343,0.15348633240754275,0.08512596341884275,0.10289296738532219,0.09581603321622484,0.06271979929664226,0.048250350389449255,0.04677487253847234,0.03547525010051321,0.04522302089779597,0.02366807886203877,0.028910089621277828,0.01677249311129747,0.016598691074646683,0.02277333697706725,0.011452917057974667,0.025944008113398902,0.0,0.0,0.0,0.0,0.0,0.013011007312186108,0.01819410510994438,0.015767482195884686,0.0,0.022119611800812896,0.01722504521574369,0.017272648760687452,0.026322716504343247,0.014568340083330905,0.022446059313711735,0.0,0.017300539200138406,0.0,0.026125008164065048,0.0,0.0,0.017557412739658683,0.0,0.0,0.0,0.0,0.0,0.0,F
Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10066438494060802,0.20359059781602812,0.1773049645390071,0.32584462356371124,0.6218294878088693,0.4296455424274973,0.49990742455100906,0.6962576153176675,0.4713687150837989,0.3287766049489531,0.22172949002217296,0.4464285714285714,0.23063617143955412,0.3050640634533252,0.3165892781764457,0.22950135614437725,0.3058103975535168,0.17403411068569438,0.14272970561998216,0.12784998934583422,0.2054794520547945,0.13207131851199647,0.0,0.09805844283192783,0.0,0.08726003490401396,0.08188666885031118,0.0,0.0,0.0,0.0,0.057195149851292613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03497726477789437,0.04773554508025539,0.0,0.0,0.04393431819429952,0.0670760022702647,0.07026419336706015,0.107095046854083,0.19198771278638166,0.153323388032488,0.2419984387197502,0.4560667917172386,0.5006711896382832,0.45950401627556214,0.516752792132022,0.3797974413646055,0.4012069365695149,0.37359054476293985,0.30343191964285715,0.25813692480359146,0.2526947526355273,0.23257647429832862,0.20438644760632027,0.18204108927443624,0.18597416649759924,0.19751598540390347,0.13788824158019924,0.12561108093427487,0.12074535783049961,0.14020095470173916,0.08873989351212778,0.08842291416661403,0.06756756756756757,0.07312202941755491,0.07855253855620434,0.0554379598830763,0.052289534623141856,0.04182762099254484,0.0380119737717381,0.03553502420823524,0.0502008032128514,0.05024073686414068,0.053111083874657836,0.04840173439548251,0.06760384148887519,0.04257907542579076,0.05809062136933617,0.06110104075439418,0.029934144881261223,0.04539623013914931,0.067377661417626,0.05408955685198779,0.06107802717972209,0.06663581675150393,0.057200057200057206,0.06355547485019067,0.03908123567761534,0.05212858384013901,0.04447181171319102,0.047063569435573334,0.03812004637938976,0.038770334232589694,0.023861873838864175,0.037424449392788314,0.02609550956500793,0.012401049955562904,0.012418246543588045,0.01048679712242287,0.0,0.010736064588164562,0.011082297138550879,0.01655355073663301,0.012337149624950652,0.0,F
Arkansas,0.0,0.0,0.0,0.0,0.0,0.013266118333775535,0.0,0.0,0.03026481715006305,0.018407731247123794,0.03127180005292151,0.016953668047179637,0.01734777328938564,0.030288497942906178,0.04178309351578617,0.050475532649699804,0.07172838850220499,0.07195240071952401,0.11531808571977706,0.354717188660049,0.33357091945830364,0.4211255011681906,0.4392982864457568,0.39591278274286046,0.3933364183248496,0.43105976189079825,0.33573996494042846,0.3008382909680909,0.2581818181818182,0.2498769545299663,0.20861502800849913,0.2630095810633102,0.2560632110326663,0.2146781646836226,0.22051996285979572,0.1894014126188691,0.1934909639719825,0.11942199753194539,0.09241030173972438,0.1004869753420422,0.07609740467798783,0.09858941301380252,0.09915534337128168,0.05053057099545225,0.08063587144338209,0.05798670171640637,0.05824337966917761,0.050508975056336926,0.03979149257888663,0.0,0.02809101488823789,0.0,0.02355620116995799,0.020383204239706482,0.0,0.0,0.022054607207445637,0.03525782282944028,0.0,0.0,0.0262501640635254,0.04439708755105665,0.030337176042298693,0.02679049830326844,0.0404458026244832,0.05839547210493217,0.026879311889615624,0.040586245772266064,0.0,0.040471265401564885,0.0,0.0,0.026271542664985287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
California,0.0,0.0,0.0,0.0075633668327455975,0.016788254326791003,0.01834276513787645,0.015800180385392732,0.02651883468663577,0.03392166216144591,0.06415900192945319,0.05411435217050768,0.06877962635932708,0.080565338489515,0.09472318339100347,0.10749551436004204,0.13464667574425476,0.1510163288702068,0.1839572038505015,0.30516192612226867,0.5678225212363015,0.4759073945638892,0.4939486435833611,0.4352850177402131,0.4198506372069405,0.380361124469899,0.35965388382524505,0.3153209050441799,0.2855122723140635,0.23168516363429933,0.20397810896932111,0.17586817036335364,0.16855543159516304,0.16560160115413142,0.17382274594789832,0.1340673759876772,0.12334719033026317,0.13596053447688056,0.10457430903342292,0.11449750938407421,0.11414659304653843,0.10174407849463162,0.12639973742374988,0.11645376949370494,0.10744907133302634,0.11590214067278289,0.12691579543947232,0.12528490552165283,0.15740506507012958,0.13842302740278614,0.15227750712136942,0.1599166004564708,0.16205748372842324,0.16285110563787836,0.16775442565645254,0.17722907204616284,0.17856499116788235,0.15857865799703721,0.15392035134885534,0.14702732434069088,0.13373793406472695,0.10973707664884136,0.121549272683073,0.10658036075499072,0.10956402647797306,0.10690693094212447,0.0953972250132653,0.08243882953859752,0.07919415672466641,0.06961472337307291,0.06364938282830579,0.056636895230639674,0.03908232186813499,0.046312719246383666,0.03146506708084514,0.030325493631646334,0.03580724683587886,0.04259988821789332,0.02148636320407466,0.030673296910296844,0.02637856684099459,0.01912333738856587,0.01917986880969734,F
Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.028903126354834045,0.03378704508157158,0.05873830128832674,0.05581330449645934,0.055233360950013806,0.07978631144413224,0.05708912620055074,0.13938606772895745,0.09700203098002363,0.19079418077748628,0.2077022933794894,0.26974626991486134,0.38377341152941813,0.7400804905059017,0.5860487831348183,0.6761632413074271,0.5945521215295967,0.47590872842332727,0.554060471742916,0.46558211298486857,0.2987537699880498,0.34403307767572516,0.37000908204110466,0.24967968724333914,0.24424733256202596,0.2133448766310061,0.1820210204920439,0.21068058990565175,0.12808607384162157,0.12133597292291973,0.11098779134295228,0.09720610830641874,0.0493537740214072,0.049778923018359636,0.07741491527367607,0.04532849829351536,0.04550855813718302,0.04109853979305676,0.027529881392094332,0.04582216418081426,0.01853009983091284,0.027590646770744718,0.04138406713415335,0.014282993715482764,0.012094530853148206,0.014628794343532855,0.012196906864419184,0.024550721791220663,0.034306998627720055,0.045234086397105015,0.05092946269416857,0.04347381342062193,0.03028391167192429,0.06316161794800536,0.04633129313077617,0.03805627571771757,0.05751225010927328,0.056840142782438666,0.04476075377109351,0.035767777703261575,0.03931635791762066,0.044007967758373095,0.05102040816326531,0.019083969465648856,0.017166960957425936,0.020580366330520683,0.016296376772230975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01782258885833588,0.0,0.0,0.01705999431333523,0.03969409087300537,0.02695483839349163,0.04280109380573059,0.07032986977630565,0.09634544220368303,0.24266632306833313,0.4280202556064625,0.3419818565314439,0.34337728833533127,0.31373342779070945,0.22599560224774007,0.2534509122138204,0.2208553500660502,0.18598884066955984,0.16686531585220502,0.17038484256440548,0.12395118230358504,0.14614541468761416,0.09165018571221842,0.12959585293270617,0.17301038062283738,0.12165070650987243,0.10376916382138315,0.06481323554494287,0.06966456511895223,0.09228366579115496,0.0765696784073507,0.06874033339061694,0.06245069681830134,0.03565755778145159,0.047369418303543236,0.04340412339172221,0.02732572261355356,0.038299502106472615,0.022764782880883273,0.030782146355114035,0.018691089690528958,0.028763433831027897,0.02319707201402134,0.015357444521231669,0.01864677677144379,0.022115942830287783,0.02836316192529143,0.023349483392679934,0.023999520009599807,0.01523368472366096,0.02257117982781414,0.025650891368475055,0.022909507445589918,0.029771749917300694,0.033804340477317285,0.038017557199142876,0.030875844797420154,0.0,0.022152482924127748,0.030281236988530982,0.0,0.024531850519257502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06512960791976032,0.06165988407941793,0.07898894154818326,0.17171066752522,0.360649168503306,0.34034653465346537,0.24716786817713696,0.2933473022524882,0.28756290438533433,0.2919234511839118,0.11710848504205258,0.2070844686648501,0.16589643322668562,0.07485029940119761,0.12805736970162632,0.09033423667570009,0.1272264631043257,0.08573178199632578,0.10471204188481677,0.13578756789378393,0.11655011655011654,0.11614401858304298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Florida,0.0,0.0,0.0,0.0,0.0,0.012543588971676576,0.0,0.018488132929675764,0.023507287259050304,0.02094001637128553,0.02510330977484262,0.03230587967009996,0.032638851112440845,0.03993477320376718,0.057752942278275536,0.06628433096054642,0.08971047981514205,0.12408230793092752,0.14278914802475012,0.4232055858647089,0.39837601906980286,0.43145280391577706,0.40102530180254675,0.360188788606442,0.3818082099312324,0.36176429664672327,0.3020819750510714,0.2518014829598858,0.22991549702674727,0.17365202614703365,0.17591868647380765,0.15315534825437713,0.1593486351680255,0.16577739718507783,0.11441647597254005,0.11176034694299007,0.11822589505361962,0.08976320214420269,0.09114834071506515,0.08186205632598204,0.05858230814294083,0.0760005811809149,0.07743329020163221,0.05717829938169907,0.07194178249601092,0.04461656523834169,0.059648584624299124,0.0618393965776776,0.04465567286529935,0.053781202701352976,0.038116181051859994,0.04945563968431978,0.046469354144314676,0.049664058121137736,0.06117945244390063,0.06683510091365787,0.0553825889115076,0.05321737014961684,0.06093422189312601,0.041640641265875494,0.05318492939507923,0.05592015844044892,0.04111122107939795,0.0383059573424859,0.03706535084671161,0.024940671433106097,0.03498507551565768,0.037075000545220595,0.028345876383633093,0.023540993429922743,0.02183521191449632,0.019322271332995192,0.01423237278770323,0.0187089147979012,0.011188666741257777,0.011927379299181272,0.008418146155853559,0.004998333888703766,0.009275733837033789,0.007840540823082552,0.006330659383393776,0.008452609038656599,F
Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009488116134541487,0.01506766752506712,0.019638166777131354,0.019071594766754397,0.011315488389051637,0.022936948876089505,0.0259640706717276,0.02864748081215608,0.04735409020954185,0.05834505954628136,0.08914081963840827,0.13131902666786388,0.2851807842471567,0.35656855205201704,0.38771565947016123,0.3893796981425059,0.385395296991545,0.3919865880281265,0.36715419268348654,0.3207361314657761,0.26746219524740256,0.2793333966127436,0.22576230051784227,0.19561484984097496,0.19966358054237382,0.2539194749726548,0.2004035151859826,0.18312583994210863,0.14128679667122096,0.1484721734410422,0.11749480638899294,0.10381700522545594,0.1063551279534001,0.08923407419648022,0.06961584709828492,0.06472004816375677,0.05149798551997819,0.05720996055523772,0.05089287050758154,0.041112383637271314,0.031135894024738882,0.0416660879710004,0.018811894492146035,0.02243513606250165,0.02030173452944386,0.010046212577858147,0.02996157102846349,0.023819290979105186,0.024245689655172414,0.02166289822499628,0.021630390698932,0.031191092908772835,0.04626936703505896,0.02611375150154071,0.04695550648493616,0.04833013197843732,0.03732411013100763,0.0387582361251766,0.044374322058968546,0.03560991183477001,0.04528486628725292,0.03311924109624688,0.02743746048409224,0.02625722073570232,0.022476366761419977,0.030907124092103232,0.02450662399630959,0.01764783740459138,0.010535504650672768,0.0237872232876916,0.01505366632043234,0.007865345288658171,0.009719432385148706,0.00862559732261459,0.008956400243614085,F
