state,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Hawaii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054975261132490384,0.0,0.051493305870236865,0.07338295418807003,0.052372473028176394,0.06227296315516347,0.14357501794687724,0.13156563100900717,0.1528896136989094,0.1306138852607254,0.18028275927507353,0.22258782541372302,0.21223585863246286,0.1962183374955405,0.3013698630136986,0.2554399243140965,0.3083963390370076,0.26287605880634796,0.2692825543373726,0.3814609956131986,0.5745554035567715,0.570884871550904,0.5555004463842873,0.421333881409927,0.521942905837239,0.5342004412960167,0.8580060422960726,0.84779440985561,0.9765360097653601,0.6786023678891134,0.8698132040496221,0.9947964493419038,0.8291873963515755,0.9172976121141527,0.8526551982049364,0.7205764611689351,0.4542701393095093,0.596293311845286,0.6828648562807687,0.8217770929635336,0.68561872909699,0.8607333448097779,0.8255933952528379,0.5777400169923534,0.681937401643644,0.34148094895758446,0.4109077325364214,0.7010309278350515,0.6861443116423196,0.8200562324273665,M
Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05473453749315819,0.0,0.04882415168036455,0.06002851354393337,0.05093502146547333,0.05570642712903001,0.04117203046730254,0.10587986165031411,0.06350102307203839,0.07434944237918216,0.08463491574978842,0.08055421298533913,0.060261707988980714,0.05415651232060655,0.07358351729212656,0.045326806273229985,0.05266853932584269,0.043782837127845885,0.04294057025077293,0.05197505197505198,0.0,0.0862738331464067,0.042564058908657526,0.15407001626294617,0.041883062489529235,0.0669008195350393,0.12511468846442572,0.1331779590477776,0.14829461196243204,0.09630818619582665,0.13479226133840785,0.09388936702918395,0.1299396162959566,0.19702940284934828,0.1382488479262673,0.17648541894276829,0.12411347517730498,0.14184397163120568,0.12383311106877501,0.18378796672470496,0.20948390782708054,0.23610427939006395,0.11055276381909547,0.1669100771959107,0.17803493935684878,0.12189716312056738,M
Illinois,0.0,0.0024279269873796355,0.004929896866557551,0.0,0.002628590654834504,0.0,0.002863163681341335,0.0029822259334367175,0.0036971310263235724,0.0,0.005002720229124586,0.005429798735460205,0.009719054530375285,0.007205493468220171,0.019152391750681824,0.016872847753226932,0.031617261482463986,0.024663383353757697,0.03285519074678355,0.025052382253803403,0.030416488633647876,0.029994628868783964,0.022778556836058454,0.022926413377562207,0.03005534581974123,0.030096602754206184,0.029250243142646123,0.03248421116248149,0.027400709456207,0.03142080495718002,0.028978336926175918,0.025073653858208485,0.027082887891098282,0.030194126137803045,0.029130564684792352,0.0266163743935269,0.05851009884306032,0.03925621489973642,0.05002583301212921,0.06350044120436421,0.06189930488753565,0.06255838782864007,0.07536879901089037,0.06816096473980862,0.06560130152982235,0.07723464063440175,0.07110208227526664,0.09671989360811703,0.12309090736935793,0.119984927513238,0.10875081563111724,0.14735899926866275,0.13707786249164505,0.14859876012909518,0.15372971950238873,0.1558073654390935,0.1760329880996877,0.15851249858470984,0.15873015873015872,0.16585628623676338,0.16553799849510908,M
Indiana,0.0,0.005132574396665879,0.0,0.0,0.0,0.0,0.005957345406886691,0.0,0.0,0.0,0.006272659984192897,0.0,0.0087527352297593,0.011045147038519951,0.04036967084300524,0.03649262119199498,0.04293116210214656,0.045413260672116255,0.05036261079774375,0.051213016885663286,0.06893059111498748,0.04971963649421318,0.05916647425536827,0.05921945864748534,0.03319401904129638,0.05169844600553477,0.0515362345201825,0.06075050235992336,0.05534559370009014,0.054566123531640774,0.04041553153908332,0.06042563225844485,0.06581505968229276,0.06541546608519586,0.055254724278925846,0.06154942580864608,0.06783822199250548,0.09004731577137806,0.08650519031141869,0.08466416547694147,0.09619371423832822,0.1005638168089947,0.09482364495318082,0.12794896063378552,0.13904821496854033,0.12822764798875813,0.1304270144720386,0.17362975691834032,0.17469156021399718,0.1831398093080336,0.2084408623496248,0.2088031403992316,0.21860474987796336,0.1960229129004857,0.23819064155647568,0.2342808692935874,0.20207524464727653,0.15255709155772526,0.2291825821237586,0.2189705806584574,0.21479393207141897,M
Iowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015565655936741174,0.0,0.0,0.02600254247081937,0.04832474226804124,0.026910656620021525,0.02813155337322899,0.03260106329621828,0.043849467357940625,0.02922888877079237,0.03292000438933392,0.042112355765181506,0.03493754913092847,0.037509377344336084,0.032071840923669014,0.0773469979696413,0.04433606739082243,0.059544329186123034,0.04854526036441309,0.026541919644338274,0.05085607730123749,0.03163222269084774,0.03253443227415682,0.06124139918584964,0.06724195898240502,0.055793193230425885,0.07889101769412826,0.06731488406881077,0.09760668410572756,0.06326611308817714,0.08748558476160179,0.08089305937550557,0.101758384890915,0.10363107337877156,0.1527473888453123,0.13340218607453308,0.14152020086738187,0.2144286667302011,0.18020723832407268,0.2086195491782425,0.22525981672042186,0.16769144773616546,0.2593092002904263,0.2097112437489918,0.19929393007630108,0.22036926742108395,0.21115389392622036,M
Kansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018467220683287162,0.0,0.025097251850922327,0.028784078292692954,0.023803856224708403,0.022897267592733934,0.07399459839431721,0.07014434968804224,0.05501117414474815,0.0941986617293575,0.09537737648629745,0.06122909348715801,0.05461320997172963,0.10157939576643292,0.07041072925398155,0.09130875887724045,0.056077386793775406,0.10470473265391596,0.04168693114708539,0.07398534385569334,0.08488964346349745,0.1008102154351641,0.08081585530113526,0.050803079448200394,0.12747480380830978,0.1387811747418262,0.1139230205875173,0.11154934066371856,0.13824702768890468,0.10986423919014361,0.08761100712835013,0.1154274797006846,0.07907013520993121,0.1091835496785151,0.1511005839833381,0.15902789104550646,0.18715163350827943,0.15955660060463553,0.21361000915471468,0.2032428526263493,0.24345999618101966,0.1802400037945264,0.17389576191185968,0.19919326726756637,0.23802289071204294,0.14063232460023958,0.15618898867629832,0.19246471480228625,0.2077731605964312,M
Kentucky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010243592632808178,0.0,0.011699555416894158,0.010684445584118641,0.017586282699494395,0.05740147919196379,0.032677602771060715,0.03651281170128225,0.05300821627352239,0.06494730887683056,0.04283354070206213,0.05251994748005252,0.06492554506042264,0.057004116964002954,0.05303867403314917,0.03896758813551552,0.08564220077309447,0.049992858163119554,0.059591914569031276,0.06314664594161365,0.061055795603982714,0.07485730326564986,0.05165410532741659,0.08675953149852991,0.08234354726020561,0.07568113017154389,0.059163987138263666,0.10091600683123739,0.11378917968345918,0.09485720145618623,0.11200250052094186,0.09738346018810384,0.1454603157811219,0.11119548709047516,0.14967208207472718,0.13792342491448747,0.14422810229100794,0.189716799560077,0.19289060347203085,0.19611236084674397,0.24104371930458887,0.1758031005274093,0.2338372361097388,0.18333050415888644,0.2142141450437066,0.18776348885818545,0.2366524436157625,0.24970184853905786,0.19524385958061619,0.21467200594476327,0.228310502283105,M
Louisiana,0.0,0.0,0.006984410795105325,0.008503762915089927,0.0,0.0,0.0,0.0,0.008495743632440147,0.0,0.0,0.01584702340077122,0.009180038923365035,0.021943386063954996,0.0462787664605158,0.051366564646961876,0.05061048902385019,0.043775535729175356,0.05268395480887432,0.05436576510106207,0.07712507115705969,0.06461189208067755,0.09654839488293508,0.060156406657309,0.04957010751585389,0.06080294633705679,0.06675450153711024,0.08011178388448999,0.07317024937212016,0.07823941260256384,0.05467911460337391,0.08292389659390095,0.11619800139437601,0.08201081656175194,0.08322160062878542,0.10817567729993509,0.09131518546854561,0.09698578392588245,0.1348566194244421,0.13071560385482878,0.16053858104609012,0.1451493718990816,0.21331412582763112,0.17928797063092292,0.21112696148359483,0.1853031443627309,0.16612317725958284,0.16755931899105353,0.21921379269484847,0.20223390684795123,0.2540247039024545,0.2578806284143734,0.23276511261723828,0.2731012548829813,0.2600513259195894,0.21725109474184462,0.22132933805502586,0.2816802225273758,0.31038267913244255,0.355196770938446,0.22971880716382356,M
Maine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05062009617818274,0.0,0.04861448711716091,0.07807620237351655,0.0388621172081455,0.0,0.05394158896509209,0.06126512482769183,0.03796218965909954,0.05336586109628726,0.0,0.04642884779076066,0.07688167909587144,0.037218996575852314,0.08258258258258258,0.0,0.0,0.12287168685272952,0.0,0.0,0.07961783439490447,0.06067347557892608,0.08164098377385448,0.08394543546694648,0.0637890708058686,0.0,0.09732886341516167,0.1310615989515072,0.054253472222222224,0.0782822634757325,0.13551665725578768,0.12582932967284374,0.13625665799578843,0.19220912352639674,0.12233247247519369,0.19610589718447963,0.08593526210254941,0.19126085037516552,0.18393623543838136,0.10997643362136685,0.15730690577316345,0.15589814654425777,0.21482277121374865,0.20700037636432067,M
Maryland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009229008619894051,0.0,0.0,0.0,0.0,0.01280847066860217,0.0,0.03185136031851361,0.016370631087828436,0.03938115330520394,0.022971343249296502,0.01638896476372576,0.01909333915225574,0.028343940838465306,0.02483484825907714,0.031243240645052756,0.027209650355992925,0.02687208885704049,0.028436433633738736,0.010516131746098516,0.024842148845875166,0.02211455338654229,0.01940278235899028,0.014853047659716678,0.04896982008125363,0.020398323628676336,0.04048348852003933,0.030386516489749615,0.02890591125885244,0.06767473828909802,0.054027186480236855,0.08747728954982842,0.06939935973493923,0.06563907562074195,0.10476572600419062,0.0730693702333653,0.11796817172464841,0.1227300620468647,0.11827732554094482,0.11604966925844262,0.1618491839153825,0.1792279411764706,0.16498149850338212,0.1623137081304412,0.21156558533145275,0.21558914867951645,0.2602743291429166,0.19160146894459523,0.23321017739695518,0.20415838392521357,0.2371040224973119,0.30320699708454807,0.3041235576493038,0.31490112104799095,M
Massachusetts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007362577491128093,0.01896243856960005,0.013134563604124254,0.011866216880541099,0.017484657213295333,0.02725584723097627,0.021935375010545852,0.013189132155104196,0.01124859392575928,0.025243760058060647,0.010809809129655939,0.018449049873931492,0.02701891323926749,0.02301429763240413,0.01299545159194282,0.009825250894799634,0.013756671985913169,0.014534691666336332,0.015816945220646386,0.015415662312909917,0.011412593797255271,0.014880288082377274,0.009121729479909392,0.029625009745068993,0.011171757796290977,0.008175277959450621,0.026236820097404197,0.03339678722906857,0.030178556459049377,0.03761519653940192,0.03313799358169387,0.028554601752538683,0.03699045646223274,0.02707511410226657,0.027713991606619682,0.044564182551096884,0.06115176180334436,0.06837380621539954,0.07365126127784938,0.09440696308918005,0.09923916639100232,0.11956001912960307,0.1002004008016032,0.1195034509670024,0.07909827961241843,0.11810316054327454,0.12450331125827814,0.10052981931802744,M
Michigan,0.0,0.0,0.002988285919196749,0.0031544348199133163,0.0038902937171756465,0.0,0.0,0.00424103198444955,0.0,0.005222750300308142,0.0,0.0035332442955770846,0.006842805550275614,0.009330415457953755,0.014293243762339088,0.022930520522815866,0.02753460815404189,0.02790635013808832,0.03480172176939281,0.024600470142318275,0.026378728193584694,0.02169630381768162,0.02126358876219334,0.02873073020946498,0.02988308243995368,0.02391068439735879,0.028921847744547778,0.02773719928253111,0.030075462068462688,0.03401485621828344,0.031510398431482387,0.05434970150798855,0.05738777998959846,0.06641744311820408,0.06364437481641046,0.08081624406505708,0.08636297421596988,0.10637958363030967,0.11211850063066657,0.08078073488636116,0.08561739033746595,0.10956175298804782,0.09970661043366645,0.11824283973914913,0.11296583384408311,0.11512271591632783,0.1420292428065993,0.12383820213001707,0.1535994826122691,0.16727907009993853,0.17038343812668688,0.21092761276815147,0.2038752094067073,0.18115942028985507,0.1949924624762404,0.204954698505132,0.22349560570669985,0.1638044003034692,0.1993186924693774,0.22796638908775765,0.1871130839819257,M
Minnesota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009473823824772154,0.0,0.015422578655151141,0.014909478168264111,0.025088331835002406,0.039535561196887094,0.039042673642291026,0.036195991770174504,0.05429962533258521,0.038106455579997575,0.037887268155751115,0.056706876997628615,0.02875680727547224,0.030127421269959417,0.04978220286247666,0.04407065995813287,0.05618187947114124,0.057465937528964686,0.05447414294015107,0.034650666569401634,0.03724048040219719,0.050328100501345306,0.0632773724071108,0.08671977412523948,0.06677238961689341,0.056806227645697455,0.0650495215712607,0.07854959239130435,0.07647533670391299,0.09281525545289626,0.08422234699606962,0.10803569499362589,0.12384165349959432,0.1366060974023158,0.12519493070350768,0.11528004350190321,0.17071362788921585,0.16154332404654323,0.1813636586441841,0.2371644513943185,0.24887351985748715,0.23783783783783785,0.2639455782312925,0.282712935502647,0.2446294005173771,0.25286287275475205,0.23356587479639815,0.24881176433060068,0.24937655860349126,M
Mississippi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030558950994554947,0.0,0.0,0.0,0.0,0.02409058058299205,0.015846353754001202,0.029296875,0.02358887952822241,0.03452681006801781,0.04648074369189907,0.02396849854476973,0.0702717173069201,0.044168217812411266,0.04899559039686428,0.0455240139173414,0.020488304592794944,0.048426150121065374,0.056667256950593235,0.07679368097710816,0.057147211216092654,0.049489873610476624,0.06282799911301648,0.08926578888640928,0.06926806742091896,0.036284470246734396,0.074673304293715,0.08048460202482315,0.07434293960729435,0.12667963624847306,0.15887426236949614,0.10712850957461054,0.10010465486645129,0.07247361507451193,0.15281757402101243,0.2087378640776699,0.14895252738804535,0.1502738862766009,0.18930902206944653,0.22528865108420162,0.185649308456326,0.23460410557184752,0.24073686414067408,0.2865165320038966,0.2757352941176471,0.2542988617098571,0.2829791077126859,0.31997102149239315,0.27999269584271713,0.22311468094600626,0.34453057708871665,0.3538226724018316,0.3317605426127986,M
Missouri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010380366278638689,0.008662508662508662,0.007526266670680676,0.037820238760811656,0.03328311670111761,0.0344038669946502,0.042131133151935396,0.0278803931135429,0.05778438170711574,0.06981150892590007,0.05202093448515039,0.024552680845839857,0.06609489338264221,0.05818341929802491,0.05578933945422086,0.06621874798113574,0.04710019782083085,0.06128933404299931,0.05359579029428961,0.06747638326585695,0.07211274671181551,0.05813040062843676,0.062355104324886085,0.07686395080707148,0.06809669731018045,0.07040518182138206,0.09811441925183297,0.08435032304379038,0.0814981164879745,0.10732736665939023,0.11185265277208158,0.12679470445646093,0.12723382106298076,0.12046765147326013,0.1203084630100783,0.12698916623675544,0.12406947890818859,0.18797736356800823,0.1511000080586671,0.1889770320222619,0.15370764805340242,0.2321305447023673,0.2569058169133591,0.21309053926435334,0.18032260455005805,0.2255582566852961,0.21529077068969935,0.1788344203660846,0.19278589589561623,0.2868864216656626,0.216615309515819,M
Montana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10608953957139827,0.05310674455655868,0.07018247443352717,0.0,0.049534376857539135,0.0,0.0,0.0,0.06382978723404255,0.05754402117619979,0.0,0.06459948320413438,0.0,0.06623393826996954,0.08094981111710739,0.06831534362617844,0.0978336827393431,0.10153756890049319,0.0,0.10859447719515979,0.14113219382154618,0.16126431220770843,0.0,0.128783000643915,0.08401949252226516,0.0,0.14792899408284024,0.0835142809420411,0.18793780967025456,0.14485755673587639,0.18625126989502203,0.18587360594795538,0.1442741208295762,0.2380080556572684,0.24579315560597464,0.32748988634174536,0.23072486060373007,0.23166023166023164,0.1172103926548154,0.32786885245901637,0.19858781994704322,0.32573289902280134,0.35759897828863346,M
Nebraska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0317225335730147,0.036458333333333336,0.024676734774454645,0.024646325232907777,0.02840640090900483,0.03162841135008133,0.036204009594062544,0.03211156475067664,0.06577401926239135,0.03297220913801224,0.024227153793972285,0.06614429632644754,0.10050782903089295,0.12237297153498271,0.08441489922971404,0.095112285336856,0.07625272331154684,0.07379235965260827,0.0995549308971656,0.07776514924926721,0.13024687703510746,0.09710505553195363,0.11601636441350674,0.06764235641372525,0.06808615994057934,0.07884043908059919,0.09993753903810118,0.11133102424542304,0.11680088522776173,0.1857815209313847,0.1337068636189991,0.17686817004611205,0.19328651504413374,0.2811056823505789,0.2893359052080463,0.2283609576427256,0.1670843776106934,0.21550065419841452,0.29448233106013644,0.22201806767723165,0.19720754121637613,0.17690575747828885,0.2550153009180551,0.2514819471887911,0.29378316906747537,M
Nevada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07855459544383347,0.0,0.12345679012345678,0.08239171374764595,0.06523866478199412,0.0,0.06808014005057382,0.05994604855629933,0.0,0.0,0.045158959537572256,0.042933195947106303,0.06438631790744467,0.04450048208855596,0.03399972800217598,0.03256480395988016,0.04612242208605126,0.0,0.0,0.03671970624235006,0.029598058367371102,0.029202196005139586,0.027800945232137893,0.08734101206397729,0.0679170367274437,0.07295846578769087,0.08155775308390253,0.05022853985634638,0.058105752469494475,0.07894492430574905,0.04769337495664239,0.1254054054054054,0.10590293765540106,0.13666536509176103,0.09804933429662505,0.15622474815493184,0.12665895699102372,0.12688255089093617,0.14771856877120035,0.10448171569975254,0.152896540007928,0.19903992506732235,0.12233164107896506,0.1679152673727719,M
