state,1959,1978,1979,1980,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019273393080851884,0.023960704444710674,0.0,0.04099200655872105,0.08017041940582266,0.15802259487252057,0.17460894870862131,0.20334664478036113,0.2599172302412436,0.36304650084968326,0.3707448601280755,0.3799214135158344,0.3352913655975464,0.29958216172180907,0.36100131752305664,0.31796941963668535,0.22105474693537738,0.23318075826928059,0.23105495598256853,0.28845313364995195,0.25532392469347104,0.23090786213111064,0.21337331680170699,0.14982418590429597,0.15675004898439032,0.18834291864258568,0.18879138551900151,0.09129854624622516,0.10415581710238517,0.16181229773462785,0.20430839815047133,0.16796685454070398,0.18220708231006894,0.1616749525079827,M
Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16038492381716118,0.2204464039680353,0.3699319325244155,0.25316455696202533,0.5182213306586426,0.3422899195618689,0.3727369542066028,0.4088888888888889,0.3681885125184094,0.2793816353138387,0.3229483282674772,0.19349845201238391,0.3391859537110934,0.25193798449612403,0.19142419601837674,0.17287744909719555,0.13290298082399848,0.1130156338293464,0.23125843129697438,0.0,0.1190003966679889,0.0,0.0,0.0,0.12544428183148654,0.0,0.14767413241447205,0.0,0.0,M
Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013095861707700367,0.014653548252041031,0.0,0.04033477866290209,0.06561549320979063,0.12773722627737227,0.16225311485918031,0.17108291411230372,0.21353023348633007,0.22500740155926183,0.2367843529819428,0.2376076961712321,0.1488776912505726,0.17214252660805182,0.143000143000143,0.11258398402033776,0.09237382978345443,0.09383145091225022,0.12315270935960591,0.1277439741822705,0.13024349179624833,0.11469557210474451,0.06476794327691705,0.06549278643737955,0.06423510046771183,0.09300787466672178,0.08692772580511632,0.06292078273453722,0.06883891693437356,0.1030662200463798,0.07535962054214597,0.08749733960791733,0.0814251875246743,0.09592201799185959,M
Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02387489554733198,0.031806615776081425,0.02006501063445564,0.054766654930954894,0.12563307290644263,0.2527517325723604,0.37232917283689443,0.4064866715159814,0.47196859423933657,0.7315998237108858,0.6093081543580658,0.5493307756027379,0.608128800805005,0.5771621381637364,0.5330675218861056,0.4375781389533846,0.49433758763257235,0.32791303566615754,0.4211092196039781,0.3923337091319053,0.43859649122807015,0.3012860868783164,0.3148792179716139,0.22143489813994688,0.23644388398486757,0.19618239660657474,0.1979980200197998,0.17386427369601795,0.16634322151372333,0.17638691322901848,0.17824252866734003,0.2201950298836112,0.21008403361344538,0.16558575962467229,M
California,0.0,0.0018498923362660292,0.0,0.0019682327238372665,0.0015290519877675841,0.0015073134850293625,0.0014704801117564885,0.003372965680074205,0.004696988953787155,0.013843409738306311,0.013410727569925559,0.014601929848498993,0.031179481657940898,0.052593279394995925,0.06478347281060783,0.07786683329528113,0.10091369145266003,0.11877520445753337,0.10022186317467957,0.09391863131444891,0.09107620320855615,0.07914836360758241,0.0691935326367479,0.05478201323898653,0.05802702401404082,0.051085496234914256,0.06742419735459178,0.07292699324285828,0.0679236774611764,0.05995544543202019,0.03973478513563202,0.04097340195852861,0.042371211225414845,0.04385025305947567,0.045488240447469505,0.04028315269036372,0.04600787927532478,0.06128897045096706,0.062068318453777145,0.06346147964645074,0.06998327725177297,0.0716048435562034,M
Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022991148407862972,0.023804989525804607,0.02418906170629641,0.03169572107765452,0.12196906864419184,0.1325738976725916,0.21564399137424034,0.23873545598472093,0.29029793735676085,0.306873977086743,0.28264984227129336,0.2753846542533034,0.26579531322392647,0.21406655091216137,0.2208470404196094,0.2228133597071596,0.15890067588738194,0.1430711108130463,0.1688290663521358,0.16908324454532822,0.15306122448979592,0.1431297709923664,0.13243084167157151,0.11576456060917883,0.11679070020098865,0.07260136267173015,0.11938940845390715,0.06630343913056011,0.07503174419946901,0.14742014742014742,0.10281417073027437,0.07187275397643823,0.11136222200386493,0.09359540045460624,M
Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015357444521231669,0.02663825253063399,0.03593840709921765,0.05672632385058286,0.05837370848169984,0.08999820003599927,0.1066357930656267,0.0999580820946055,0.05450814415800949,0.10145639011618394,0.08931524975190208,0.06422824690690285,0.11059653003387018,0.07890493670451817,0.07139797229758674,0.08491785120915636,0.09462886558915933,0.06151243704586521,0.03679777577888625,0.06470258378984602,0.09470551095878056,0.023092554960280804,0.03761696525132835,0.03326996197718631,0.0561981922914813,0.1009421265141319,0.09792401096748923,0.10201999591920018,0.08977134709827322,0.0661740377192015,M
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08534503779565959,0.10337252875048455,0.10774410774410774,0.1093942294543963,0.20155485171321624,0.0,0.1485222040695084,0.11846586702206427,0.10251903925014645,0.18726591760299627,0.16724950585373272,0.0,0.17296050735082155,0.07395355716609969,0.10439970171513796,0.12152514051344372,0.07654623392529088,0.0,0.1841620626151013,0.10442046641141664,0.0,0.10905125408942204,0.17094017094017094,0.10917030567685589,0.18800526414739613,0.13394565633371602,0.1018537380321858,0.17578554163920018,0.16362786348761105,M
Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013556186405537305,0.009987937644536983,0.017592083562396922,0.01950363255156273,0.043735862724060874,0.08797633152887256,0.10196575407316771,0.1645171714797732,0.18036762064423423,0.23643717309329765,0.22136862890287548,0.2082032063293775,0.18730344700006166,0.2298939846996233,0.16596752213534727,0.16011890169159107,0.1320453123914101,0.12772646885439182,0.13324103228303671,0.14393823741085643,0.14527261646611958,0.11271142308872102,0.10315255283744815,0.09661135666497597,0.07785945113272943,0.07313484875543197,0.08434533389563556,0.08519556642272336,0.09596686617673056,0.09996667777407531,0.11130880604440546,0.13241802278983866,0.1040036898700406,0.11739734775911943,M
Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01805530478743351,0.018811894492146035,0.027713991606619682,0.03933461065079748,0.061533052039381156,0.10681951410147854,0.12174304278209319,0.15894396551724138,0.19632001516402875,0.26091658780586724,0.28614437407613336,0.23663476283644438,0.255914764715099,0.2347775324246808,0.20571286944668196,0.1965736466899735,0.18753985221859645,0.16517108766393845,0.17190991920233797,0.1799155498439508,0.1667790355203861,0.14076610161403844,0.1362874790567406,0.12428108679843988,0.1320577120298956,0.10811745880724818,0.12206420871509038,0.10686011859968093,0.12636962371586163,0.1324722636198046,0.14157621519584712,0.19114883690792456,0.1776873048458606,0.20599720560312398,M
