state,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.0,0.0,0.0,0.0,0.0,0.011693718134618085,0.0,0.014280953967725043,0.014200847317223259,0.012045870675532427,0.01916856355576854,0.0,0.020496003279360527,0.050392835055088535,0.06368074718743366,0.053352734327634294,0.09799838302668007,0.06561017462400323,0.079818734229363,0.08814912758289907,0.09107705118530277,0.08837136767687269,0.11562820276982105,0.12911725955204215,0.13271767080487737,0.12918783911807769,0.11227221694446843,0.17256003041736132,0.12820139273331196,0.13748211329648438,0.09011038522189682,0.10957008160087656,0.14065127656321663,0.14042191888184966,0.07399186089530152,0.15383001783029754,0.10183299389002036,0.14581814394333922,0.14422400450260306,0.10394637800638015,0.07465193535142399,0.09110354115503447,0.06062810719049351,M
Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08482792050412022,0.0,0.0,0.0,0.0,0.12028869286287089,0.06888950124001103,0.08878366380585972,0.14240506329113925,0.15045135406218654,0.10268697586856067,0.1952431664891729,0.12444444444444445,0.16568483063328424,0.2607561929595828,0.20896656534954405,0.21284829721362228,0.25937749401436555,0.09689922480620156,0.1531393568147014,0.11525163273146369,0.0,0.15068751177246187,0.23125843129697438,0.21564399137424034,0.17850059500198334,0.16670139612419255,0.2411575562700965,0.12239902080783352,0.20907380305247752,0.15432098765432098,0.12306177701206006,0.0,0.0,M
Arizona,0.0,0.0,0.0,0.0,0.0,0.012449889195986157,0.0,0.01663023852513542,0.028872207169191134,0.026191723415400735,0.029307096504082062,0.03472647791804551,0.04033477866290209,0.057662100093452365,0.06082725060827251,0.06610312086855495,0.07128454754679321,0.08980243464378368,0.08881871114181387,0.0750779655796404,0.08113433527798168,0.08016491067338526,0.1036557149467839,0.12333762333762333,0.11258398402033776,0.08171531096228661,0.09209383145091225,0.09065407772304324,0.09748882240225906,0.07147508696135581,0.08077152965122854,0.07499446063643027,0.08607623360341311,0.09434530381195175,0.08060682471115888,0.07864889477605762,0.07131022043247551,0.09595727815094497,0.0858885167053165,0.09530775539153756,0.07330858183366046,0.06662060797473351,0.05962720037331812,M
Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019895746289443315,0.0,0.02809101488823789,0.0,0.039260335283263316,0.04891969017529555,0.08038925322614766,0.08985494844037482,0.1455604075691412,0.13221683561040104,0.13396136727021304,0.11335396956881894,0.1618760117250733,0.17314864144912093,0.21236023229609086,0.13841757456688694,0.17975912277548087,0.20663013206360614,0.23295403637666875,0.15332581736189402,0.12847776005670744,0.12141379620469465,0.1268916251527399,0.15254404094085228,0.13135771332492646,0.14846235418875928,0.13749862501374985,0.10095344924284913,0.1386193512614361,0.11379800853485066,0.1128869348226487,0.10066058508965083,0.09191176470588235,0.06899406651028012,M
California,0.0026545719313148474,0.002959827738025647,0.003491705453694748,0.005248620596899377,0.011903978748265308,0.007339449541284403,0.00844095551616443,0.010587456804646718,0.014897265086994408,0.01906424928301845,0.01970023693528206,0.016700151313492204,0.021304455024859188,0.028263415028061536,0.02380299282963178,0.032854475496808255,0.0324445138730338,0.040763166005508,0.0461761054046566,0.05500302781090594,0.05135316975380687,0.06350267379679145,0.07434292724569348,0.06779850173681347,0.0661949326637754,0.07003261518935962,0.0680199148763223,0.05835875905481474,0.060107795211887104,0.050167695386263075,0.05086267645654793,0.0527820280159888,0.05011362239543115,0.06240721033200636,0.060252256112256646,0.07311813464519172,0.07677900042693256,0.07667979879220797,0.07749180171961352,0.06315090540355232,0.06843135455852219,0.07486583147864086,0.0647853346460888,M
Colorado,0.0,0.0,0.0,0.0,0.01450536698578474,0.0,0.01603775746328499,0.016213837352048732,0.018393764513829812,0.013794689044717784,0.021424490573224146,0.0411214049007039,0.05851517737413142,0.036590720593257554,0.04664637140331926,0.09556949617722016,0.0854421631945317,0.09421950598421186,0.08183306055646482,0.09589905362776026,0.08589980040928728,0.11948596649515959,0.09751920652665129,0.10582254020106283,0.09776504558579452,0.12533011055906182,0.12742270806786934,0.11794907375286201,0.09728077083429842,0.11131725417439704,0.06679389312977099,0.09564449676280164,0.11576456060917883,0.09777826063338585,0.08935552328828325,0.10517638363796583,0.07783447202283145,0.0808034168301974,0.10984246278363924,0.09400152752482227,0.07812255867004156,0.09498542465035538,0.06685385746757588,M
Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012887262230011857,0.0,0.0,0.0,0.014181580962645716,0.01751211254450995,0.0,0.04265431722625069,0.025795634088930448,0.035269975631653204,0.0752740958926526,0.06946741647370162,0.05746737881143939,0.03110527407202599,0.04459844248516245,0.03926888476367271,0.08122577072180173,0.05677731935349559,0.05766790973049863,0.03679777577888625,0.05607557261786654,0.022548931180662035,0.050803620912617774,0.07053180984624066,0.06653992395437262,0.09834683651009225,0.12978273408959815,0.02937720329024677,0.03570699857172006,0.036964672334583094,0.09374655343553547,M
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0742611020347542,0.0,0.0,0.07202535292422932,0.0,0.10348905972797162,0.07206687806284232,0.0,0.0,0.0,0.0,0.0,0.10045203415369162,0.0,0.0,0.0,0.0,0.1455604075691412,0.1128031584884377,0.0,0.0,0.0,0.0,M
Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.007138650438134671,0.005112735824939926,0.011391467790624821,0.009569072756849862,0.016134360810405892,0.006597031335898845,0.014627724413672046,0.025284795637347694,0.022703569426805823,0.03204637985156699,0.05434942272099651,0.053885762184169565,0.06538134046952926,0.0655621374799457,0.07479892968129487,0.1094530431029167,0.09863694613801406,0.1050620094251281,0.10878891885265995,0.10579068887498937,0.09522801819913237,0.0990003200762228,0.12067549197071802,0.08645492297008094,0.09416397371969097,0.08583497097422692,0.09661135666497597,0.09711501431609262,0.10119822095228377,0.10672266737815111,0.1192737929918127,0.1144867877196084,0.11412862379206931,0.10118982367673224,0.0810189218385197,0.0804898121602923,0.08640444795071191,M
Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0.007484245662879638,0.0,0.007076339551077018,0.009722087193233427,0.0,0.01319713886029509,0.01015086726472193,0.035161744022503515,0.03647495603465121,0.038375524355225024,0.04983836206896552,0.032494347337494414,0.0675949709341625,0.04882084107460096,0.08460684257839353,0.09009244268031545,0.09771821619838067,0.11153107379639382,0.13312265946726054,0.13002763087156022,0.12079676560496992,0.15349099928780174,0.11871978459090632,0.1147345137977124,0.0918558459684827,0.1125309460101528,0.1070932769220599,0.11238954215310266,0.14703974397785755,0.14706531170492818,0.10836519069263417,0.11744941498297726,0.1189239639314155,0.09753028157936133,0.10043413464653664,0.09488157054876051,0.07702504209508114,M
Hawaii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05721914934197979,0.0729594163246694,0.04757373929590866,0.059517904969745065,0.07193505292364608,0.07456327226246272,0.05806526535826269,0.060422960725075525,0.14571466419393297,0.27126000271260003,0.10106843777071904,0.2138884927990874,0.19895928986838077,0.31659882406151063,0.20384391380314504,0.14958863126402394,0.36829463570856685,0.21199273167777105,0.17727639000805803,0.23820867079561697,0.2396849854476973,0.18394648829431437,0.15493200206576002,0.1891984864121087,0.10195412064570944,0.2797691904179052,0.46728971962616817,0.24280911468061261,0.16494845360824742,0.199203187250996,0.21087160262417995,M
