state,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008678797697225678,0.007158503586410297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008810262193402875,0.015032790273784692,0.02143706273264085,0.017945445844632316,0.025663804165432832,0.02285104924401112,0.06477319567393566,0.03664266931068672,0.07015955641054657,0.0690321689907497,0.0647373342604359,0.06090727476489792,0.08742666513286552,0.1005001076786868,0.13231737920335812,0.15679949824160563,0.1998943087562898,0.26193928621544504,0.18210628384930114,0.21897462750511734,0.18461101512390238,0.17346053772766695,0.1461602971127351,0.1304182870150811,0.13436268816469676,0.09849508669858213,0.10377603245359561,0.08245422577907117,0.05144915108900703,0.07822751589785001,0.04377156393223132,0.05185242798994063,0.04423742486143278,0.028590736601341166,0.026279136993141147,0.0,0.022119611800812896,0.0,0.020151423554135357,0.026322716504343247,0.0,0.016834544485283803,0.0,0.014417116000115337,0.0,0.016328130102540656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14657383657017223,0.10471204188481677,0.11464133639043562,0.0779787897691828,0.10247401551749377,0.08999742864489586,0.120598166907863,0.06863417982155114,0.0683526999316473,0.08482792050412022,0.0,0.0,0.0,0.0,0.0,0.0,0.0739863865048831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.045144179222391514,0.0,0.025798462411640265,0.0,0.0,0.021331968087375742,0.037294878170064646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01974177754965057,0.0,0.03144406886251081,0.01857562135453431,0.02366943937242172,0.053563657058685675,0.04136647247405977,0.030554046713742528,0.05874098489051334,0.0600861234436025,0.09202655623479918,0.06000126318448809,0.04606879606879607,0.11812020136681947,0.11521038988243303,0.12347545610321539,0.1269888697990588,0.11564106980291809,0.14254490164401787,0.1532447918980145,0.10694953727955299,0.08582792547624032,0.11439310373003227,0.11293738025612585,0.06760384148887519,0.05068937550689375,0.03805937262128921,0.03666062445263651,0.04190780283376572,0.03157998618375604,0.017325684364532398,0.013522389212996947,0.0,0.0,0.0,0.010895224260032685,0.014211358428223759,0.0,0.0,0.008404208827780951,0.01429501739227116,0.011308014151171995,0.0,0.009356112348197079,0.0,0.0,0.01034853878632337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016498473891165065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019316206297083253,0.0187863986473793,0.0,0.04730196848961176,0.05029402661714639,0.03945862762893106,0.077396385588793,0.03582659925958362,0.09241030173972438,0.042513720337017856,0.11214354373598205,0.15925982102229638,0.14689680499449137,0.17491351498425778,0.24190761433014626,0.24354414720890674,0.27180243845616214,0.18649467713109022,0.13927022402610323,0.11132315521628498,0.16453308720253623,0.13691663732738724,0.13741117349142162,0.0978393803505911,0.08462026655383964,0.06418210602883916,0.0661638216223369,0.03966505068312032,0.06049868199299944,0.026158608362035138,0.0262501640635254,0.022198543775528327,0.0,0.031255581353813185,0.0,0.02695175635612254,0.0,0.0,0.0,0.022484036334202716,0.023498449102359244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
California,0.0,0.0,0.009471012388084203,0.023321142735994064,0.02435232190023041,0.046044668074905655,0.0478669021284506,0.046497709642520084,0.046280276816609,0.04275843879748884,0.03641149541253086,0.027190287923102928,0.027719578662404327,0.030584157406463454,0.022817208086418544,0.018824928168037252,0.017155490242410313,0.013152496938912916,0.009907979639101842,0.009680783956130434,0.007486290730100504,0.009227352418043611,0.011447426012592169,0.011708438591013597,0.024291613677607418,0.025021894157387717,0.030740642237642436,0.04673419419073647,0.04289132692220868,0.04197246117547341,0.042253881808636866,0.0365573642551129,0.04125783286084264,0.0417069965454016,0.05536678599599539,0.060306490162272554,0.07926171379887079,0.1187500410048484,0.12687135244861708,0.13241590214067278,0.11787191452929614,0.13116682596867876,0.11243218933580684,0.09780788762592074,0.08519021377419268,0.07337945274110211,0.06941901075515915,0.05719976850917215,0.04647250981023347,0.040721040052382064,0.03556880039414076,0.025849812588858732,0.02129231526992499,0.02115501069650228,0.013730794051820016,0.013368983957219251,0.011872254541137363,0.016461364619226315,0.013124857338507191,0.009147117085957175,0.00987841087415469,0.008215553459172948,0.011394842694196607,0.010146275471379048,0.00994521606692278,0.009785432160267588,0.009455400451968141,0.004926885026211028,0.011046246953913718,0.006738998584810297,0.011017614411039649,0.012609566912496421,0.009158122021408872,0.015517079613444286,0.013380432455576964,0.00651007230249051,0.009376824751407588,F
Colorado,0.0,0.0,0.0,0.01957943376277558,0.02790665224822967,0.017260425296879316,0.01734485031394179,0.02686547115320035,0.028510786580923115,0.03334444814938312,0.020868113522537562,0.020193278523005915,0.028098569782798056,0.01891840761060512,0.01350511843988872,0.0,0.024053237833070527,0.013095861707700367,0.0,0.0,0.0,0.014226369999430945,0.0,0.0,0.016426295213377573,0.028924026224450446,0.03710345680539237,0.049908989489753974,0.0610668376538121,0.06084088507477025,0.04150967494731464,0.06976375455842715,0.04703521369665423,0.0678614392794349,0.03806623524933384,0.07454769618946583,0.05332764505119454,0.13905392764139257,0.15472391451503723,0.14223772052582073,0.11684651866107636,0.09959928659115651,0.09886648426183525,0.06667433038280263,0.06903446962483337,0.07982390363077817,0.0536389125929538,0.07318144118651511,0.05155651576156339,0.0612624975495001,0.025130047998391674,0.02291825821237586,0.020458265139116204,0.017665615141955835,0.0176852530254415,0.012192445560730571,0.0,0.018403920034967446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Connecticut,0.0,0.0,0.0,0.0,0.015276504735716468,0.02492108323641801,0.01718360683907552,0.04264998578333807,0.0317552726984043,0.019603518831630275,0.016644869813339673,0.0,0.0,0.0150324270927286,0.012056908608632746,0.0,0.014222727919214907,0.0,0.0,0.0,0.0,0.0,0.010835410120273052,0.0,0.01668573607932876,0.014614541468761417,0.021706622931841203,0.01679946241720265,0.029736159169550174,0.021834742194079666,0.02008435428800964,0.034112229234180454,0.04528196732731896,0.03194434585078441,0.03828483920367535,0.024059116686715933,0.07231133315803313,0.03889915394340173,0.09789679782732268,0.07750736319950395,0.07286859363614283,0.07070677311964176,0.0597575550623186,0.05316916188610606,0.037382179381057916,0.04183772193604058,0.033506881798030824,0.035834037216207225,0.021310602024507193,0.013822464268929864,0.025526845732762288,0.023349483392679934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07853403141361257,0.0,0.0,0.0,0.0,0.0,0.0985869208018403,0.0,0.09419152276295133,0.08911332244170504,0.11926058437686345,0.19154265507588036,0.075007500750075,0.10271460014673514,0.0,0.08538494378824535,0.0,0.06442468754026544,0.14536644457904302,0.07090522335145355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Florida,0.0,0.0,0.0,0.010685130572295594,0.011421827111610288,0.013517166801838336,0.015202766903576451,0.027199042593700703,0.01830343771839329,0.03277869696875098,0.01873252831493703,0.014951746635857006,0.01421776445041878,0.01903855306996668,0.010103051121438673,0.015238426958954207,0.008439174648719355,0.006201422192822888,0.007245176782313488,0.00843775049571784,0.005351542849803598,0.0,0.009283003980087957,0.01083371451958495,0.02108631746071123,0.026876465989053945,0.03016696253495307,0.026194296192004193,0.04501240585819994,0.04836160324612518,0.03644359139445329,0.03702022976426473,0.049306547656674714,0.06418897233455292,0.05253833465697355,0.082493454323733,0.0760005811809149,0.11309335805764706,0.1327699494117419,0.14480589553684248,0.11778773222922206,0.1167408013361283,0.11635570671852498,0.08612165481164874,0.07375707799042694,0.0784313725490196,0.07035238884670841,0.07243752263672583,0.0510830312103131,0.06117945244390063,0.03966038955315961,0.03218177463776793,0.023567692494830313,0.020054300876218685,0.016193582714507136,0.011561941172843314,0.013203370742883773,0.007613189088777397,0.014556263790144644,0.008494142902371412,0.014359780522091387,0.010421086323812926,0.009450490335056232,0.007086469095908273,0.009987088121785406,0.009788198444429385,0.007245851749873198,0.0,0.0,0.004303333362022222,0.0,0.0050508876935121344,0.0066644451849383534,0.0,0.0,0.0,0.0,F
Georgia,0.0,0.0,0.0,0.0,0.006136927117853548,0.0,0.0,0.0,0.0086546902239092,0.008355515236878858,0.00947081804190837,0.005720103877086408,0.0,0.010101463589835684,0.010185028008827025,0.005826283530261716,0.008249269350428962,0.0,0.0,0.009648900628384654,0.0,0.0,0.0,0.008135924173186706,0.02257623005178423,0.014073010779926256,0.023248499104249004,0.05338819730194281,0.047392723185874265,0.04430463869567144,0.05589367780399951,0.035122449631214275,0.07322140108299562,0.08132332075994048,0.0785391714117416,0.09088655705197059,0.1582178343142839,0.1896447922937989,0.20447729544697224,0.1957182861100238,0.20955887856062985,0.20996681643320708,0.17973902459735627,0.14166469910140136,0.15452627618548528,0.12933196083089188,0.13449899125756556,0.12055455093429776,0.11333289910766627,0.11380327912239145,0.06869612068965517,0.06634262581405109,0.04731647965391375,0.02847882396018389,0.030405584051610174,0.02350237635138664,0.011421609685525013,0.019827746452692238,0.014929644052403051,0.013752922496030405,0.011093580514742137,0.008595495960116899,0.009791322440487119,0.015376790508971765,0.013122263709783243,0.01625446997924429,0.007932835327559992,0.014048692769137833,0.010090962822009832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
