state,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,gender
New York,0.0,0.0,0.0,0.0,0.0027292576419213972,0.003941294419619764,0.00478911147614783,0.007406656635194873,0.007266259986782327,0.012515828842359454,0.011362095316984133,0.009447022189601736,0.011447164398624952,0.008369013226388503,0.011796228577206316,0.011051196291998609,0.019150117773224305,0.02914537523086622,0.025327637703586335,0.02418447170881896,0.022784659993570357,0.03174263947904357,0.03744328443680895,0.039802218569191146,0.04414194231037628,0.045284316091137165,0.04852972272196282,0.046275715816092286,0.05548158011540169,0.05264708771240546,0.04567376545360242,0.047121923187434155,0.047025833728843815,0.0543102597017873,0.04086788527270025,0.03783861563960584,0.028398230571787454,0.035879489076075556,0.03066611175607299,0.025884140337056525,0.022908227406062298,0.01654305329620337,0.019537185776928756,0.019205223820879278,0.015875031750063502,0.015316766577759,0.021585285002852343,0.01018936943087277,0.010451557033151343,0.009266755757581669,0.004326340684907801,0.006957102505948323,0.006709093697285692,0.005422245006605281,0.005099803147598503,0.00365724317009838,0.0,0.0028190454712034504,0.0,0.0,0.0,0.0,F
North Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005163368995001859,0.0,0.0,0.0,0.0,0.0,0.005137742886794973,0.008095445300088037,0.005068577858424483,0.029361736594848534,0.01344697753320369,0.020304785517344562,0.020275317468786684,0.03666400672892359,0.02889956864717908,0.05695446928292132,0.05167029856446431,0.041197473221642404,0.033496265786666,0.058856612213400994,0.07761932326474767,0.04475038498492965,0.040184589857928034,0.04374125174965007,0.03895547389333991,0.045310376076121435,0.0374223486265998,0.03530802413226693,0.02605523710265763,0.0344952199480929,0.02050052828284421,0.030771224046901826,0.028695319474556814,0.020321708274061684,0.014104151321872404,0.01377262919491331,0.00935132944733643,0.012123232659988787,0.011725906925613778,0.008798040969544115,0.011332568384967347,0.0,0.00650288077618385,0.0,0.0,0.0,0.009780907668231613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
North Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0564214683687143,0.07192692224699705,0.04467609828741623,0.06018657839301836,0.08280638361939174,0.06628369421122404,0.12152514051344372,0.12312427856868025,0.1377075739165654,0.12709710218607015,0.09836358758830367,0.14442518775274407,0.23925933631540622,0.12603116406966086,0.21092102179517225,0.181797523008749,0.23315199289441543,0.16568047337278108,0.10936930368209989,0.21478205938092232,0.12457954403886883,0.1423994304022784,0.11483693155718878,0.07489033914625012,0.15123690180404017,0.051440329218107,0.0,0.0,0.07542189120392194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Ohio,0.0,0.0,0.0,0.0,0.006335228622562916,0.004294020147542533,0.005129783523135324,0.009992272642489808,0.012522055893904037,0.00905627569718229,0.009437523593808984,0.010752045875395735,0.014446771979930098,0.012309668441756535,0.01853185360894612,0.020544169965425664,0.034000170000850004,0.04830294074042191,0.035304173324909885,0.03543517304985195,0.05006847600394658,0.059965111208024426,0.07348309888725593,0.08187845012017643,0.07464704927787094,0.09000750982904095,0.07388056172868693,0.08603453498939716,0.10308376649340265,0.091392229156625,0.09354997538158542,0.09505201457464224,0.07239141288067899,0.09088475249756936,0.0708468812457119,0.06698970591519103,0.0469099933418074,0.04337319536526427,0.03070862013436894,0.04070771109586666,0.03551754131632357,0.027697486630636262,0.022219673729178015,0.02332531525621401,0.012822350110498489,0.023347065424502367,0.017301818947748508,0.01000330878675254,0.012281994595922377,0.011483605239586284,0.004543733434305188,0.0037500375003750035,0.004553941436313129,0.0039510075069142635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Oklahoma,0.0,0.0,0.013172453764687285,0.015710919088766692,0.0,0.0,0.0,0.0,0.02015045674368619,0.02145257788477582,0.016749216375948124,0.030653147842489976,0.021016252568653093,0.04447773772180346,0.03200804773771691,0.06137061029662462,0.05316935595727958,0.08236290008922648,0.07070135746606335,0.09941804073714841,0.08674489771330811,0.06858542559706061,0.1358863495985176,0.14405285249484637,0.14170144793115885,0.13751078515962037,0.13890147054382945,0.15560165975103735,0.13383821897238363,0.13745924173646185,0.11320523803695999,0.08145928490384895,0.08152569515213277,0.08454938310264921,0.0885623380457244,0.1053774428407204,0.06383046628155618,0.04373359990003749,0.02698569758028245,0.029935638377488402,0.04420255822305716,0.01565680288085173,0.027686886483765417,0.018165304268846504,0.011718933108329818,0.02454951637452742,0.0,0.015985080591447983,0.01991635132443736,0.0,0.0,0.0,0.01775305500488209,0.01824595547986863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Oregon,0.0,0.0,0.0,0.0,0.0,0.024567610062893083,0.024687700587567273,0.02723205602022953,0.02282509456110604,0.023615140678766616,0.03672542735042735,0.0490564803610557,0.03816672497694094,0.03281035614150212,0.05068272613439866,0.049405589007256445,0.06798936893503925,0.09664546701583739,0.09833465503568596,0.10683760683760685,0.10992305386229641,0.08853754940711463,0.15337923832522926,0.19952114924181963,0.12736149437486732,0.2025633470830878,0.1234891292145343,0.19093443311566807,0.16418435557640434,0.19634263715110684,0.10998276936613263,0.07351139426611125,0.09726170881340715,0.11150491816335471,0.10098561964776216,0.061283897655890915,0.0521940126011259,0.03931239055073085,0.06030756859985928,0.04792944785276074,0.04195007940550745,0.02897962732199264,0.02613543965617377,0.02428436997237653,0.0,0.018612153736389865,0.0,0.0,0.0,0.01600204826217756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Pennsylvania,0.0,0.0,0.0,0.0,0.0,0.0,0.0032790110502672392,0.0036143956214178758,0.006799205852756398,0.004930553158758881,0.005476233148137085,0.0039904229848363925,0.0056424651930428405,0.005517393583271263,0.006004813088644898,0.011300047912203147,0.011332215221431486,0.027498480930690523,0.018617136424643892,0.023583646298702455,0.03567380594352701,0.034967769838458104,0.048841525530163125,0.051473936370295584,0.06929901767377868,0.0658968405553868,0.0731979812767269,0.07319125393330951,0.08543614550617908,0.06867626499227392,0.07167085776423994,0.0775916513789059,0.06888160732333799,0.08992417593485173,0.07911453172646343,0.05523701346693948,0.04728056608460817,0.04343210114853779,0.03987459050359263,0.03151293606025273,0.020555297556964818,0.030134777793682243,0.02386189925804407,0.022186559382326186,0.013578244634707503,0.01672634932220271,0.017267137634101846,0.019652602458087046,0.015082046332046331,0.009706853038245,0.008037410492474062,0.005813742233203735,0.0052322756661808125,0.0,0.0,0.0041633013314237655,0.0,0.0,0.0,0.0,0.0,0.0,F
Rhode Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03554923569143263,0.035669698591046906,0.05553841406973157,0.04404454791417605,0.04388164493480441,0.03264986287057594,0.09033423667570009,0.05709391949757351,0.13579781214635986,0.11967985638417233,0.13280212483399734,0.12145748987854252,0.11837552358404661,0.10979139634694081,0.1074229240519927,0.10442046641141664,0.09117848187827673,0.0742233061181211,0.11924119241192412,0.06287331027978622,0.0,0.0,0.0,0.0,0.06849985321460025,0.0,0.046446818392940084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
South Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00914277355178467,0.016256050863376923,0.014627902724446883,0.013510905230650454,0.021445003314227787,0.02977844834431827,0.033752258423173906,0.04301163362280846,0.03953638387747883,0.049021697429557955,0.048372607283532584,0.06275494195167869,0.07208371653699883,0.09321542841307032,0.05277442702050664,0.04665209811672846,0.0221909904578741,0.04537326180372061,0.04729184632931816,0.020152003684937816,0.02138253352475792,0.01823985408116735,0.026565912981876143,0.015023587031639675,0.03224199079637717,0.0,0.019994287346472437,0.020025747389500786,0.0,0.0,0.0,0.0,0.01967508010568329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
South Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045674018008612816,0.08713720758763993,0.07656434885501497,0.06424900057110222,0.06190672719768881,0.0711743772241993,0.12889366272824918,0.13273357422019025,0.13671578307762416,0.08913378170326554,0.15965439519158528,0.11440457618304732,0.13948622573520864,0.1757881167233095,0.1650359542614641,0.1120699316373417,0.1055223355610271,0.07682458386683738,0.1036001036001036,0.14763779527559054,0.0,0.09282896263634255,0.0,0.0,0.0,0.0,0.07355259010192287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Tennessee,0.0,0.0,0.0,0.0,0.008333333333333333,0.0,0.0,0.00733837234901299,0.0,0.0,0.008352009354250477,0.011229646266142616,0.012342292923752057,0.008379303121290413,0.012355509184261827,0.022579959621719263,0.01883796657606502,0.021561598792550467,0.025958057244347292,0.01541782300339192,0.01975085704611825,0.03846482605350885,0.047244094488188976,0.06256183437118082,0.05954773495303172,0.04420540779488691,0.043402777777777776,0.05068252466549533,0.05686713768740306,0.05788559701099827,0.08598017398341087,0.06528267397832616,0.043546712223227146,0.03094622638074781,0.04133473620922892,0.032030749519538756,0.04325599685410932,0.021728395061728394,0.013027618551328815,0.027884150648771238,0.028935708472737135,0.014248058702001852,0.016348179902637504,0.012628084860730264,0.014706963747334365,0.01676633320292852,0.01279356666362058,0.014908962149872343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010901558922925979,0.0,0.0,0.0,F
Texas,0.0,0.0,0.0,0.010269927939338959,0.005382545174932718,0.009852515422976067,0.010204161728114036,0.011511843655619811,0.016508914813999558,0.009184479454319461,0.01892785529654626,0.0161562074457036,0.0266391214526476,0.0231679314641103,0.031841588099206446,0.04398934480314769,0.0520378206953431,0.056602597003899816,0.05246814944836896,0.05878750765462339,0.07158335565240681,0.07398442897249838,0.0817534356505166,0.09016542080554492,0.09633108734365725,0.0948344683108213,0.09477460505735899,0.08812168034765813,0.09112799560654432,0.08858396451885232,0.09383849724349413,0.07095019511303656,0.07207539194381371,0.058499031841023036,0.059188932267533974,0.044336984730342456,0.03712564969886973,0.03562251810324691,0.03364680944129473,0.027760540840654498,0.024399046403936378,0.0225410317218061,0.013598041881968996,0.015068994467526317,0.012134554878524438,0.019773124884477668,0.010086322106696476,0.008516400458182345,0.009146899201170804,0.00698552686153376,0.004710456785841223,0.005435100716597125,0.005058680696074464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Utah,0.0,0.0,0.0,0.041792042795051824,0.03679175864606328,0.03896812407450705,0.0,0.048473097430925836,0.057981098161999194,0.049019607843137254,0.054337982249592465,0.11956716685598136,0.07090264521407146,0.09959115211238075,0.09719664415797014,0.10180707559175363,0.1252944419385556,0.10271962433965956,0.13557352442744394,0.1311210852791366,0.16106301590497282,0.17572118904671255,0.16682204013542024,0.22699235134468293,0.265555844832075,0.2561307901907357,0.18866812098343258,0.19631618453721345,0.2348359012543674,0.21058622652248152,0.17346994091180137,0.13503737641668676,0.10988485977736372,0.12679834186783712,0.13599062133645953,0.07827448251869891,0.0747881003822503,0.047619047619047616,0.041097297852666186,0.06398599043577827,0.04429959181090403,0.05910533192310085,0.015883604942977858,0.04062880895083914,0.029765842042598228,0.023969319271332692,0.028557149996430355,0.0,0.0,0.022969144782175942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Vermont,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07246376811594203,0.11752607609813426,0.0,0.0,0.0,0.13893713094824592,0.09847365829640572,0.0,0.0,0.11179429849077697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006942805171001291,0.006649732015799763,0.012991737255105754,0.010075693648534617,0.013909085161535058,0.02486974471207053,0.019959083878049996,0.027984837306332208,0.03583633035977116,0.028642849703155924,0.04352668569892335,0.06147934678194044,0.06311261093007381,0.0634304207119741,0.07490954319312527,0.0672273929217025,0.08242261432321876,0.09354393497929765,0.06091061367443277,0.0574619498754991,0.057013421267547035,0.07367302881814755,0.065359477124183,0.06408730522036878,0.05465716762787893,0.051124744376278126,0.045270992159064154,0.034614683913281104,0.03524974443935282,0.024019490100538724,0.018588617006894688,0.024717397752364628,0.018206193415978417,0.027572784040223827,0.015506760947773228,0.015359095656447747,0.01779491362052347,0.00727452606462689,0.008449990141678168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Washington,0.0,0.0,0.0,0.0,0.016364826532838755,0.018972760536658084,0.023920901552200724,0.03406690740614567,0.02786846086471853,0.03910591528423826,0.028341228389813355,0.04269160398454971,0.04111117636694661,0.042354934349851756,0.053372595932640106,0.09473420798627247,0.08310599627829668,0.13300230537329313,0.08697195598154066,0.1286744717097394,0.09300120354498705,0.1309310859903738,0.14901186506975617,0.16286644951140067,0.13636272484809595,0.12240427770738936,0.13328033296700728,0.18582932291418497,0.14675999096861594,0.1595070576410436,0.15891850658982073,0.1359235482319483,0.10797399434859518,0.10352241658482203,0.094253245004578,0.05364395739137098,0.05821753107044321,0.04836759371221282,0.04270046745774901,0.03948927208108464,0.03597625567125697,0.037772195886607865,0.0240158134894977,0.018592890078833853,0.020416117596837355,0.01880229387985334,0.018517146878009035,0.016987221834242467,0.014975664545114188,0.0,0.0,0.010135648765984762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
West Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014451563177417023,0.022917091057241802,0.03806816739842144,0.015295197308045275,0.023330568228950643,0.05223942151714278,0.04059147579008408,0.047321877495489634,0.09329518596840403,0.07524946834614755,0.06823942288945213,0.05831966466192819,0.0858670621755591,0.09669231698964587,0.12509583955449738,0.08626355570161026,0.08186177055315168,0.06493506493506493,0.06460469999192442,0.07305229685015685,0.02623638987275351,0.05201560468140442,0.042288662409607984,0.047534165181224004,0.03276942612542498,0.036163458833929366,0.020106160527585654,0.0,0.0,0.0,0.0,0.0341097358931878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Wisconsin,0.0,0.0,0.0,0.0,0.009011444534558889,0.00945179584120983,0.0,0.0,0.01636906791799097,0.007008887269057165,0.012308533916849017,0.01094526001833331,0.012733500566640776,0.017602313446910167,0.016458612918745095,0.021915940193834315,0.042366726383576234,0.04916008201340512,0.04998895592834142,0.05396337529181282,0.04817563459928195,0.0637138338661782,0.06829810385942166,0.10242074441806942,0.09734060475970598,0.10298396024819134,0.10094305705356896,0.10860711376595167,0.11538753510969407,0.0997102171813168,0.07993229264622907,0.08774716712809574,0.12039648376296735,0.09037755685486103,0.0963900963900964,0.07139980227747061,0.05861342613792472,0.06762066633770127,0.04005503213110186,0.03662364841297523,0.03606084447941254,0.012782002939860676,0.02096199429188771,0.02093937246311449,0.024810201955043916,0.018149119767691266,0.014858350392920822,0.008526603001364257,0.012263274995182285,0.008807158458394982,0.010504017786803451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Wyoming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08923790826343031,0.0,0.0,0.0,0.07539203860072376,0.14091122592766556,0.12582573136206354,0.14565463667260073,0.0,0.0,0.1802687643395608,0.11223344556677892,0.1224632610216935,0.11202389843166542,0.11909487892020643,0.22512381809995496,0.18248175182481752,0.0,0.0,0.1285016705217168,0.13898540653231412,0.0,0.13061650992685475,0.0,0.1941276389225916,0.141643059490085,0.10888501742160278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
