state,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,gender
Hawaii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06355258976803305,0.10449320794148381,0.0,0.05697078212745178,0.0,0.055087746911151335,0.09235742322789195,0.16129032258064516,0.0991981483012317,0.13249712922886672,0.15580874476579998,0.1894505932794895,0.18575851393188852,0.19204916458613405,0.17408832691955287,0.11786661428150476,0.164778578784758,0.13628262920641576,0.1361684298732586,0.12454592631032695,0.14357501794687724,0.13156563100900717,0.06115584547956376,0.05023610971566361,0.0759085302210836,0.06774412077808963,0.08304881424748548,0.04459507670353193,0.0,0.06622516556291391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07193505292364608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Idaho,0.0,0.0,0.0,0.0,0.0,0.053659583601631256,0.0,0.05729564553093965,0.0,0.0,0.05664805373472526,0.0,0.04744958481613286,0.0545681322107889,0.0846740050804403,0.06102677549774964,0.06820765441455097,0.15677667163126127,0.06211662396148769,0.07846214201647705,0.07720219254226819,0.20322025949663908,0.20798336133109352,0.17389864193441537,0.2090528994728231,0.19474196689386564,0.09467704607616242,0.12007422770439909,0.21017699115044247,0.16512549537648613,0.1589319771137953,0.15559661577360692,0.17915795759928338,0.08009611533840609,0.08817478201234448,0.0729793833242109,0.08666262241095415,0.0,0.06002851354393337,0.05821145310339809,0.04874312373790126,0.04117203046730254,0.0,0.0,0.04460966542750929,0.0,0.04833252779120348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Illinois,0.005853258801837923,0.0,0.005087332541970494,0.004413289886946224,0.01260276816095959,0.009755066537683009,0.0108210694546181,0.020394065984671556,0.015764674284312982,0.012936690301794503,0.008968180894187423,0.011792244240962719,0.018973849570856165,0.016873411313894436,0.02226615110570448,0.03254720636478702,0.03478670124874026,0.04590303108079427,0.042534684884893495,0.0505263570987079,0.055915201704449594,0.0626405162743946,0.0616237108319694,0.08155775308390253,0.10461790806241325,0.09630406403150213,0.09448440148426406,0.10557079804365979,0.11769200433796706,0.09362942854629315,0.10318110472569461,0.09471982238525026,0.08682355380468587,0.09150976704639617,0.06894861030245457,0.0720930767637878,0.044726857706900276,0.04084872867966119,0.044802532836523024,0.031125687042604232,0.02751968019234808,0.02859952985163122,0.025625876440565763,0.01432900836097638,0.014661144302312794,0.020553777490677393,0.016087633728455366,0.011331701568307496,0.006665037435293595,0.00584573115482419,0.006361098349648373,0.008357884619402829,0.003563537880407669,0.0036822105046101276,0.0,0.0038023391990752707,0.0,0.0,0.0,0.0,0.0,0.0,F
Indiana,0.010105909936130648,0.0,0.0,0.0,0.0,0.014743463731079222,0.011893636904256223,0.009444017215094238,0.017903393289808195,0.016074586079408457,0.009657986551253727,0.013268838735359043,0.010047334107350184,0.02166237029655785,0.021524818115286927,0.01980239296285488,0.027176469358530797,0.04212004212004212,0.03747091074034631,0.0550122249388753,0.05940249285633814,0.06159089275999056,0.0847589022688511,0.08244905826043195,0.10387849496462664,0.08377886788293006,0.08459430477779101,0.07343042467262269,0.1280618714610353,0.09011444534558889,0.08656270778186197,0.05728197049978519,0.06752110034385746,0.05798702195222974,0.05478741042979282,0.045250850278073775,0.03552923760177646,0.03935815924916742,0.028778634741567857,0.029264581077521872,0.022507948119179586,0.012429909123553295,0.018760101593165553,0.010110639281277985,0.01659700952064819,0.0,0.02425234565655647,0.014019346698443852,0.0,0.010610079575596818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Iowa,0.0,0.0,0.0,0.0,0.012284710449374708,0.015116015418335727,0.03903403768085771,0.01229432616847325,0.021581957483543756,0.04154627688705078,0.033174219945078236,0.018215931653824437,0.024140844584691255,0.01773584236383307,0.038139517989139324,0.04706734250543085,0.0750858123569794,0.09028530155290719,0.10397805704451338,0.0814603621283371,0.08675378192268068,0.09583913491618597,0.09164054911017028,0.12389920323281614,0.1504272132857315,0.11965237835341534,0.09573740597219056,0.12640114476508468,0.14551373748335225,0.12823091622246807,0.13765830705311108,0.13693605575253698,0.11418556482022413,0.10282323217485824,0.07471514849635764,0.07492657195947972,0.061089131952525015,0.06067259909857853,0.04027061855670103,0.040365984930032295,0.033246381259270624,0.02507774099709098,0.025793804328200366,0.02391454535792103,0.0,0.0,0.01455731213788686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Kansas,0.0,0.0,0.0,0.0,0.017101617813045113,0.020931449502878074,0.021713954834973945,0.03965711845276227,0.013638471400125474,0.048376540223670356,0.02225065361294988,0.022150233961846223,0.028213085742132396,0.04385003288752467,0.0591198240594036,0.0435131111874499,0.057807477975350886,0.08646188850967008,0.06733537661372713,0.07981811145510836,0.09222256378727328,0.12016577972876867,0.09333064272020987,0.08016964932243716,0.1627765822435579,0.18228324464175463,0.17032427120864724,0.16397533240651624,0.11850974001925782,0.143646408839779,0.14419357107687977,0.1379215226536101,0.09233610341643582,0.10105092966855296,0.10457188271217634,0.1110243019861014,0.06347694993255575,0.0763242253091131,0.04069702911687447,0.029534463026544097,0.04469657899260787,0.0,0.025433967063012652,0.0,0.02248779234130044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Kentucky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007533751205400193,0.0,0.007763492950748401,0.011936913412614332,0.01813812179748787,0.02891140935512341,0.028842066913595237,0.031008232685778073,0.038629726347018556,0.04113208144152125,0.06308331850605761,0.054365733113673806,0.08124989420586692,0.07177033492822966,0.054816270981400274,0.048354925150605445,0.09679345923347818,0.06460486828942981,0.0635102743234107,0.06620453306332269,0.046798221667576634,0.055559117037416936,0.04836227742360958,0.05077823159289104,0.02832058906825262,0.027921561889215837,0.028542885685742828,0.025140893758773125,0.012238154486303464,0.020199979800020203,0.01675497937043165,0.0,0.0,0.011461055333975153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Louisiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008581235697940504,0.0,0.015354550530429927,0.025471900471900476,0.027733755942947705,0.02945902517407606,0.02949733853559122,0.034188501723100485,0.05447840420182154,0.0651955156823561,0.06891192469539463,0.060058300496579606,0.04459024747587349,0.08619260732637163,0.09005488250386556,0.09032482195587979,0.07638358447330046,0.09332136002676386,0.07344031138692028,0.055855891799158175,0.06521098910345408,0.04708601759304839,0.052719259399843954,0.05419828233135996,0.02731760619719409,0.03300778595421626,0.038562535578529844,0.03492534707063651,0.02586117720078618,0.0,0.0358955950976873,0.017372270382016226,0.01756697408871322,0.009315323707498836,0.009887871536772995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Maine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0413393964448119,0.05547150781643974,0.0,0.03028467595396729,0.0,0.04429569839551137,0.060198655563359085,0.04240207770180739,0.08759443775320268,0.046975924838520255,0.10241966457559852,0.07987220447284345,0.09179494421691851,0.05591668414063046,0.0683900971139379,0.08184422316191516,0.052195958541495786,0.11964584828906438,0.041953347877160596,0.05039899202015959,0.04218341348181895,0.03991060025542784,0.05671690163668773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Maryland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01211778486892596,0.0,0.013175230566534914,0.0,0.014092446448703494,0.025624380744132015,0.023166150944020653,0.020201680106395514,0.028160614895308772,0.035049653676041057,0.038316091092341784,0.04995263112565671,0.06728795881976919,0.06712535660345696,0.07626682747734166,0.07014046551119478,0.08681225403194691,0.07983394539358135,0.05942241413461158,0.07966540529774944,0.029886431560071723,0.08467605361203852,0.053085600530856,0.06821096286595182,0.04781997187060478,0.04019985068626888,0.01638896476372576,0.03818667830451148,0.041227550310494986,0.022351363433169423,0.03364656684851835,0.029477121218992333,0.013436044428520245,0.021874179718260566,0.018929037142977327,0.020701790704895976,0.01407289760961782,0.017462504123091253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Massachusetts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007865168539325843,0.0,0.0064521679284239505,0.00722222795414917,0.006208673516903114,0.008003761768030975,0.008793184305143035,0.014478484971332601,0.013049354522999488,0.014069974674045586,0.015180121630724566,0.023655873280218013,0.017799428544662512,0.032183818366232346,0.03920492413847179,0.03715120540600243,0.044682277093949806,0.05486446238425278,0.04734903165455994,0.08178483372421673,0.060908613194477615,0.04755224803252574,0.08295743246746513,0.07509829040950657,0.07426955106426687,0.06567281802062126,0.067806953603092,0.0576993688038746,0.05962216581776059,0.04049607694254619,0.03462147190714851,0.04338743371364294,0.02839923006531823,0.018531101365124467,0.026136153988069614,0.03002101471029721,0.03164465924455568,0.01299545159194282,0.01403607270685662,0.009629670390139218,0.0,0.0,0.00700711923314087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Michigan,0.0,0.0,0.0,0.008339433474485966,0.006407205360084942,0.007069207541834561,0.0051147232423253575,0.006577649148194435,0.015551659786235367,0.013237824878285554,0.008602088873914882,0.011846359683353774,0.01357799588780696,0.011337154374252062,0.01903253335297982,0.03686927209522806,0.030986400413152006,0.053379118309037576,0.04576783719726483,0.04729010792278201,0.059962408182562474,0.06713306480107413,0.07470714797991872,0.11419054048086204,0.10114763664656683,0.11054258537263441,0.1127758981794748,0.10955999293161336,0.11185194869336587,0.11340829223526253,0.10566818731690254,0.08409121423473462,0.09275803079262497,0.08142908036032367,0.07503952975228022,0.06053657418023389,0.05506921630808378,0.05100126059719589,0.0595292609213298,0.04008965504674089,0.01758581879572313,0.026035564581217942,0.024807520222558898,0.017058871061869832,0.013073848567479734,0.014714267321451563,0.022595193550427953,0.018491466188354077,0.012759286938135685,0.0055159226299919106,0.0,0.007764243072569792,0.00448342031168738,0.008539385543769096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Minnesota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007748093968883655,0.012738042162919561,0.0,0.021441808463388112,0.014303696075065797,0.015801873240245935,0.008628748112461351,0.03241719520789288,0.03504787539779338,0.05497903924128926,0.044062863017905546,0.05013414270615972,0.07048320150364162,0.07349177810732424,0.09104785368074339,0.08595402142028788,0.08490552461540675,0.08717871636855554,0.10104137807402096,0.11455946677775464,0.14637319744117966,0.12261752348666534,0.10136396777692815,0.087993236598285,0.08715917918790382,0.10493399651619131,0.06829999118709791,0.059637912673056445,0.06481152390708955,0.047858837238337004,0.03318627259594737,0.04953135715918617,0.023529837644120255,0.032910120728179726,0.03099867394561455,0.02921263360483899,0.01437840363773612,0.02658301876761125,0.017779358165170237,0.018362774982555362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Mississippi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00962334237927517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015511090429657206,0.021791239921551537,0.02015478877781361,0.0,0.014243854794074556,0.02092312842616228,0.033791632347040065,0.05095433217978387,0.05072112203943016,0.054674685620557675,0.035330338666532075,0.04281165547320258,0.0722302478053117,0.03442044574477239,0.036157312121043554,0.05248328821612065,0.03894080996884735,0.03613587087448807,0.025354166006401925,0.03255208333333333,0.02358887952822241,0.02071608604081069,0.0199203187250996,0.02396849854476973,0.02677017802168384,0.028393854307978673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Missouri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012537612838515547,0.014922032380810265,0.014468924695823743,0.0,0.015532573100172153,0.007367567965814484,0.0208187907956452,0.025310963262944748,0.03279648609077599,0.022201189516364614,0.05367134863537742,0.05119279205487867,0.05054856683324717,0.05576927454417154,0.08141548270207666,0.06715527921544108,0.10726639428233961,0.09905956112852665,0.08849442354992777,0.10283283325585653,0.0823541522669451,0.1134308225267482,0.09620905296153189,0.12159857640691035,0.08229383229383229,0.09332570671644037,0.10195020883349229,0.0910906351820061,0.06536734728983537,0.07372948301588694,0.04182058967031435,0.037972593693247486,0.029919218111100033,0.03152783908190932,0.03529447871589479,0.02045794318986545,0.020442822996603344,0.009563886763580718,0.020996188384262548,0.017270072534304643,0.01774164932823664,0.009744689144416292,0.0,0.009406010440671589,0.007855459544383346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Montana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05871415989822879,0.0,0.05929690808979246,0.04932182490752158,0.0,0.0,0.03794778384942319,0.0,0.07214486689272058,0.06395224898742273,0.11290664032178394,0.16551724137931034,0.05901010548056355,0.14611338398597312,0.14919806042521447,0.1269509371966246,0.21103642332343286,0.13336667500208385,0.13287270794578793,0.1283063560994868,0.12774111134766872,0.14518650882287246,0.19551466359977,0.08270321361058601,0.09908620499834855,0.14835102133972383,0.11138613861386137,0.0752823086574655,0.057006042640519894,0.09587727708533077,0.06853226727584237,0.0,0.0,0.05013033888109083,0.05995203836930455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Nebraska,0.0,0.0,0.0,0.0,0.0,0.029421860442308635,0.0,0.02140777530399041,0.0,0.022814555686528005,0.0,0.0,0.0174941394632798,0.034634433553839224,0.03943076316449797,0.05611672278338946,0.061513225343448844,0.10694449235864353,0.13452279807419995,0.11097587169757285,0.11058506410477935,0.11754943991149219,0.1168545504536706,0.18890365913384174,0.1675468949189583,0.18268034825870647,0.14226590791515778,0.11754748918563099,0.2262784733745663,0.14107214832728737,0.16195524146054183,0.15647226173541964,0.15012106537530265,0.13162744168904333,0.07101884730947829,0.10442773600668337,0.05287088928835783,0.0625,0.07403020432336394,0.06900971065214176,0.0,0.0,0.02262750599628909,0.0,0.0,0.03297220913801224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Nevada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1397624039133473,0.19075879610004237,0.10633772862611655,0.0,0.20964360587002098,0.0,0.22827041264266903,0.20127474002012746,0.22953328232593728,0.14415453366008363,0.1969995453856645,0.2122795558458524,0.18559136156571623,0.1537147736976943,0.16139444803098774,0.1215620726333384,0.0,0.0,0.10517090271691498,0.10438413361169101,0.0,0.0,0.13374944271065536,0.0823045267489712,0.05885122410546139,0.0,0.05104645227156713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
New Hampshire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043902010712090614,0.060464714520169306,0.08738203425375743,0.07933010136624064,0.06271277548826375,0.047384382107657316,0.07972097658196313,0.07938082952966859,0.10150223304912709,0.13584319813700757,0.06555534744334145,0.06725595695618755,0.06404098623118795,0.0901205362171905,0.07584787084191137,0.05582849486377847,0.0894254415381176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
New Jersey,0.0,0.0,0.0,0.0,0.0,0.0,0.007580581582218989,0.0,0.0,0.0,0.0,0.009324552712862054,0.011908499420813892,0.009289076046569235,0.009116970734523942,0.0134097047949273,0.02067630307700983,0.02846282387939108,0.016792908089762512,0.016045783970261816,0.024993974666821392,0.030893347338317462,0.029568817073382846,0.05016258050646291,0.041877539382707246,0.049227133996258735,0.04738483116784655,0.0554708084870337,0.07027189021050566,0.07562604518389911,0.05019397881395811,0.055808185200496074,0.054690551928120994,0.07117618648160857,0.0786451341713108,0.045413260672116255,0.025926139309788557,0.049868727907420175,0.04851875107026657,0.02167818018903373,0.022590893046240734,0.02791736460078169,0.025086059119479327,0.009456520270726666,0.02020583005549868,0.021218189292771226,0.017879492222420884,0.01361520942667591,0.010766194150367845,0.011586142973004287,0.010972491962649636,0.00552895513805801,0.007997897695462906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02805363855692083,0.0,0.0,0.0,0.028281876031110063,0.046855964764314494,0.03648469922926073,0.04398697985396323,0.03932707013327507,0.05887052689121568,0.057551590890405326,0.03368421052631579,0.04738928140616923,0.09648518263266712,0.07593014426727411,0.09828264018208151,0.05733944954128441,0.11066027296200663,0.03214813862277374,0.07340347443112308,0.04175116306811404,0.059301429164442865,0.044860292232760834,0.04577556892492807,0.0,0.0390396252195979,0.04369538077403246,0.04274026132616925,0.03495688650664181,0.0,0.02604980723142649,0.0,0.0,0.0,0.0,0.025411669038422444,0.025799793601651185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
