state,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Hawaii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09045680687471733,0.08736167734420501,0.17950635751682872,0.08006405124099279,0.15142337976983647,0.11281224818694602,0.14292520247737017,0.2396849854476973,0.2006688963210702,0.3442933379239112,0.4471964224286206,0.3738317757009346,0.3846826368246197,0.3235082674335011,0.28016436309301457,0.32989690721649484,0.2877379371403276,0.25773195876288657,F
Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061446629213483143,0.0,0.0,0.060637560637560636,0.08855827134254339,0.06039168320248468,0.1702562356346301,0.08559445347941454,0.13402579996649355,0.17561465127947817,0.2252064392359663,0.2164141834526386,0.30482781347833254,0.3290529695024077,0.3330161750713606,0.508567404741413,0.4356798899335015,0.5759321006365565,0.522273425499232,0.5630725271031178,0.5851063829787234,0.5011820330969267,0.5810630596304058,0.5900561036951054,0.4951437821367358,0.5312346286276439,0.5226130653266331,0.42770707281452114,0.45621453210192503,0.4654255319148936,F
Illinois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006361098349648373,0.0,0.007127075760815338,0.004418652605532153,0.010457125784284434,0.01596982463611614,0.019503366281020104,0.026437859014108202,0.03526411179543535,0.030513199020278905,0.038477946281441085,0.038369144534899244,0.039801500601256715,0.06641324769519814,0.07084940565220814,0.09789041661802081,0.12281268756636965,0.14042984552716992,0.14770908884322953,0.17948158578426512,0.2309660179594204,0.29035180596640214,0.3274008451246729,0.3703359725092294,0.33229270138593253,0.34820585457979225,0.33759751142405864,0.33463749701216516,0.3134587168200613,0.29202046978438684,0.2799097065462754,F
Indiana,0.0,0.0,0.008666262241095415,0.0,0.0,0.007578858017673897,0.0,0.015813026771454325,0.012125805229253505,0.020956201538783942,0.014737959087425574,0.022436952164417986,0.03115022194533136,0.055254724278925846,0.055070538881420175,0.08722057113322135,0.1195173463874654,0.12310354005855735,0.14774726916564296,0.14926610830085413,0.15002143163309042,0.15916826117141067,0.18754162723034318,0.21031042513991724,0.25469875285438254,0.31266750044666786,0.3597894962947052,0.32572697164901554,0.36816765788728406,0.39703021399928534,0.43013446922241705,0.5114926671901862,0.41600418182214194,0.465250879301901,0.39493060823776166,0.40415048929455305,0.31450231182669514,0.3474703664456985,0.32201555979184915,0.24701302188213184,F
Iowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01880347237456517,0.016181753454804364,0.01658869977771142,0.016952025767079167,0.02811753128075355,0.03976430611285833,0.08645844590943477,0.0784489521461392,0.1153059326762135,0.13899845974679742,0.14958863126402394,0.152266427204935,0.1700276789244761,0.2584801367956416,0.2507684840640673,0.34190817323347444,0.42249591454422253,0.40870247285637623,0.3915999655736294,0.4702122803013011,0.46697798532354906,0.5456274715923312,0.5037398870401466,0.46587825730814525,0.4725849890746481,0.3682190644124054,0.4893262354143142,0.3302585126978704,0.28588445503275756,0.3291516581791082,F
Kansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024661781285231114,0.0,0.029869693462270842,0.0346353665576294,0.0547110086365235,0.0597538142851452,0.0571451895995755,0.08951094474733502,0.1035815306163101,0.11059762215112376,0.12948285333124068,0.1353988291983593,0.16717083266995703,0.2095358583063177,0.25476161591653523,0.34303916363784864,0.34659924971456535,0.378371780788478,0.3569029224051058,0.41414185448363044,0.4426177679418274,0.6205843039908345,0.5170042214106152,0.42728672926914096,0.39838653453513273,0.3595664944798947,0.3906453461117766,0.3291125118536286,0.3091099965006415,0.2566609630897091,F
Kentucky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012143585758002623,0.0187863986473793,0.018714325816412466,0.03991453593482191,0.07470959656817854,0.08733406527597565,0.08829465186680122,0.11575562700964631,0.17078093463747865,0.18361435812558188,0.2050966517971594,0.22400500104188373,0.2767740447451372,0.26711803443442383,0.3173139509655023,0.3809834816447601,0.39997793225201367,0.47428856714927614,0.5141600219961507,0.5042711490768806,0.4787448808905808,0.5393353219440176,0.5018379415055139,0.5697724203800678,0.533016465795281,0.5493556300314412,0.4640946611400432,0.3478073792534691,0.3689624329159213,0.35924870162833383,0.28898154646410434,0.23261824760920136,F
Louisiana,0.0,0.0,0.0,0.010255884313624942,0.0,0.0,0.009315323707498836,0.0,0.010030693923405621,0.02025152392717552,0.024877168978170286,0.019014218409988803,0.03989715400301445,0.04623422257154746,0.05769369455996538,0.06663540561218194,0.07146320920854496,0.10432304521513448,0.09226983801517326,0.12169860176074573,0.08708962313944896,0.11358284621990748,0.173596289023592,0.09985734664764623,0.21136139903873996,0.2614901864271212,0.24535471709404266,0.2754984151435258,0.3951339410721509,0.3270568062744102,0.43771843507176544,0.4860683234065859,0.5150897085767622,0.5543199315654406,0.5363386401439288,0.4630890765459003,0.44716735326220913,0.43150762708656654,0.32694248234106965,0.40413493852894883,F
Maine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051025614858659044,0.06295907660020986,0.0,0.06317784563546383,0.08651454525792149,0.1201397990388816,0.1736111111111111,0.11183180496533215,0.15810276679841898,0.263097689315946,0.2601263470828688,0.3459764223475141,0.42136740519233384,0.3361815380305365,0.5299341162990547,0.30895983522142123,0.27590435315757206,0.2670856245090338,0.22022966808242883,0.34644032565390614,0.2506265664160401,0.18818216033120058,F
Maryland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010574177857671566,0.01944978713288527,0.011215037121772874,0.011193445118538583,0.018107331205721916,0.026748696001069945,0.02055076037813399,0.03700962250185048,0.04318279960908203,0.05334075465572021,0.05106185447371475,0.07294611106045408,0.05974264705882353,0.1319851988027057,0.1623137081304412,0.1536369131573645,0.24895413597515592,0.23424689622862496,0.2208739155889084,0.28823729790634905,0.2632568634825122,0.2536461636017755,0.17784256559766765,0.21169384895196636,0.20783473989167403,F
Massachusetts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009838807536526573,0.010019036168720569,0.016765864699471875,0.0,0.020929259104227712,0.019631288704870346,0.01849522823111637,0.03287692426703798,0.03365270409375247,0.032410314582615916,0.04639099171288194,0.0529345596506319,0.09896888234211011,0.1381565313500196,0.16539861065167052,0.14586322333811574,0.1932436301173776,0.16584152379094214,0.1532529167490607,0.146345220673188,0.15894039735099338,0.12226599646787122,F
Michigan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004556888192191317,0.0,0.0,0.0,0.007173472498699807,0.014232309239615158,0.0205620287868403,0.016163248813011413,0.021850872994402016,0.02872248758018361,0.0625276253517179,0.06877278780865882,0.06782676377383666,0.0796812749003984,0.08824608049876226,0.10391037431622197,0.15262405210849525,0.18860530054377111,0.2536236478689273,0.28026540482056495,0.31124105687222947,0.3931773015169495,0.3784623271663576,0.4452916269549865,0.5847583525618738,0.5062758799171843,0.48174608376482925,0.47660100525399746,0.4957233359659884,0.46727360507621213,0.39320142059868085,0.3560797317155884,0.3662639090710035,F
Minnesota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01935696173128666,0.0158193431017777,0.022184128264596148,0.025039646106335033,0.03787081843046497,0.044065804935370156,0.07854959239130435,0.06585376216170286,0.0696114415896722,0.06262687340733383,0.08426784209502819,0.12384165349959432,0.1387744481547335,0.1779085857365635,0.24143556280587275,0.23136189042880567,0.23646196708262118,0.25734032645458554,0.3414125618973156,0.3353243214921932,0.34594594594594597,0.3836734693877551,0.2965714127331689,0.40209200314925203,0.2964599197814335,0.30117704907956605,0.26795113081756994,0.29260182876142976,F
Mississippi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01903456677326024,0.01847882326853426,0.0,0.026937581774801815,0.04031607805192711,0.04563368595727027,0.059304443597238105,0.05685048322910744,0.07691263629371578,0.10894235133908306,0.08481007007990002,0.1092050780361287,0.10418082166961092,0.12893982808022922,0.10194174757281553,0.20180665000960984,0.2569198700858015,0.2540726348826782,0.30507838167652307,0.31096259166434603,0.42033235581622685,0.40297257693112837,0.42977479800584495,0.6204044117647058,0.6175829498667958,0.6743331928472515,0.6520164211543106,0.7182421328139266,0.7203416841971059,0.516795865633075,0.5897044540030526,0.5603066941905043,F
Missouri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00783834203389299,0.0,0.012790790630745863,0.015038599070948767,0.02553626149131767,0.03344246136515648,0.04102966623258469,0.05384063173007896,0.05433207765864966,0.08185985592665357,0.08575370045859589,0.07085586425508111,0.07711140670483681,0.10466861521447192,0.13608662209336725,0.14087860629390056,0.22612663091331145,0.28493410898729665,0.31428801676202756,0.29904057814511775,0.42598976746228673,0.41139967823488854,0.4902422928254926,0.4818751967455263,0.4495714250426105,0.47116613618706293,0.45877438039828794,0.3760782663580896,0.3576318068788243,0.36434575551539145,0.292888305824206,F
Montana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10859447719515979,0.09408812921436412,0.12901144976616674,0.09844134536505333,0.19317450096587252,0.11762728953117123,0.1851540144756775,0.2958579881656805,0.30065141139134793,0.44421664103878356,0.370191533880573,0.37250253979004405,0.5745184183845894,0.4869251577998197,0.6774075430245332,0.6995651351862355,0.48160277403197843,0.7306287252451452,0.42471042471042475,0.3711662434069154,0.5327868852459016,0.5075022065313328,0.3024662633783155,0.2554278416347382,F
Nebraska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04187354190345157,0.0,0.042483461795229716,0.07937961775660989,0.1106874923133686,0.0804654617479574,0.09096973740069136,0.1311680199875078,0.17318159327065807,0.20901211040757361,0.21055239038890264,0.35018464281166434,0.36636978080980354,0.32858707557502737,0.3145706445351717,0.45467070818407274,0.5009208103130756,0.5240373661426293,0.4463942122681444,0.45722256664600125,0.482315112540193,0.2839788593515816,0.4985525892569958,0.34852091125467527,0.27842644153044727,0.2748294162244124,F
Nevada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04143728171431954,0.05840439201027917,0.0500417014178482,0.06004694579398439,0.07314142416801629,0.08859242274219604,0.10194719135487816,0.10045707971269276,0.1355800890954871,0.19504040122596825,0.19077349982656955,0.19027027027027027,0.2624551063633852,0.25380710659898476,0.30446898544741463,0.2747400743414319,0.30838702571727516,0.3034147956087604,0.34467666046613415,0.25845477041517734,0.3680842629820488,0.23416461772626157,0.23854670010398188,0.3035391371738569,F
New Hampshire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04827652795210968,0.0,0.0,0.0,0.0,0.06230529595015576,0.0,0.1076194575979337,0.05490282200505106,0.07936507936507936,0.18709073900841908,0.11120721611268998,0.16670941266991535,0.2871687769220728,0.24861878453038672,0.27525461051472616,0.2591792656587473,0.2762430939226519,0.20958083832335328,0.394508442480669,0.3270111183780248,0.16733601070950468,F
New Jersey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007905138339920948,0.0,0.013428045816492326,0.013679329165697715,0.008252640845070422,0.013774294411768756,0.016969525560347875,0.033473534077513065,0.014711723772674445,0.03295583917550483,0.029919375157470396,0.057182067703568165,0.08043262484170174,0.12228355810215917,0.09888529306005035,0.14496692941922623,0.12312372123340998,0.161515307246164,0.14329618945264627,0.12043044170778137,0.11676363416745517,0.13054830287206268,F
New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02653786953983334,0.0,0.0,0.0,0.0,0.04199412082308477,0.053664062965833884,0.0,0.031061688513387586,0.07515500720235486,0.04362729822374571,0.107357120303126,0.05628517823639775,0.09437523593808984,0.09278159213212099,0.1604245079286728,0.15301243226012112,0.253026054845107,0.3186789309770406,0.33993050309714457,0.16129032258064516,0.28590099656918805,0.2410840468866905,0.2150352657835885,0.22154527831625587,0.30365363894602804,0.30597172399240347,0.2540594278139843,F
New York,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062695597201686505,0.005424758598242378,0.003946663659684831,0.008791157267942752,0.009473229246226992,0.006640707537203055,0.009669835552359137,0.014450140731805389,0.015259604013275857,0.017096398358745758,0.019452982142162394,0.0348105502744678,0.036933821307457274,0.040974521907934956,0.04876587503396195,0.07055805003207184,0.07826557631259418,0.09090909090909091,0.08102255001438717,0.11340142561792205,0.11303398815091988,0.09754472782641796,0.11261261261261261,0.10627539039064778,0.10948479328014647,0.10092530584140577,F
North Carolina,0.0,0.0,0.0,0.007792774539447024,0.0,0.0,0.0102643811311348,0.011332568384967347,0.016487366555376942,0.010404609241894158,0.01544421421125111,0.022693293464331483,0.020170508027862195,0.03073999552872792,0.03510200643068758,0.03385049365303244,0.05555324083718734,0.06306899199298015,0.07745519617531584,0.08348019664224098,0.09412123833023835,0.08036784759094083,0.0855306239726302,0.08281352264682704,0.08421446617385608,0.13012016198632412,0.12909388998618695,0.13866242119994351,0.18008780923837317,0.19065513525462133,0.24785676794774597,0.3080311304891296,0.2983893067015802,0.31108989265858655,0.30671570048677765,0.31615798645918475,0.3053507578394456,0.27092309701005357,0.2513593926336309,0.26971874722739775,F
North Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07196315486470926,0.0,0.09032063826584374,0.07887679444707367,0.08084074373484236,0.10371650821089023,0.09067827348567283,0.18800526414739613,0.2705314009661836,0.2529182879377432,0.42016806722689076,0.4345361798601928,0.3771450122572129,0.49382716049382713,0.6872852233676976,0.4826254826254826,0.7039420756234915,0.8381560566753142,0.7936507936507936,0.6976744186046512,0.58457476899868,0.5258386219401632,0.44935405354802466,0.3192488262910798,0.411522633744856,0.4746494066882417,0.2799813345776948,F
Ohio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038381233112257432,0.008421310509029943,0.00605831124574025,0.008250082500825009,0.007589902393855215,0.02607664954563414,0.02618550795793953,0.04934760789561726,0.0668575249001423,0.07406427721200899,0.08860408294774148,0.12346239389950525,0.11186092569500476,0.11623330862231497,0.11304372607320295,0.1515583942683371,0.22391847377168278,0.21097906516908904,0.30517437789366975,0.31492579758381345,0.29634116005667255,0.33694992924051487,0.3575600948773321,0.4234332968018333,0.45481839203812297,0.4420912611989933,0.44029053902635157,0.42813779939822116,0.39521933994295805,0.38865737817625684,0.34252113193678796,0.3074193597724179,0.2441806294077013,F
Oklahoma,0.0,0.0,0.0,0.0,0.01227475818726371,0.0,0.015985080591447983,0.0,0.020263424518743665,0.03224104578228501,0.02344803329620728,0.053259165014646274,0.04561488869967158,0.059944472488642105,0.06795676655232671,0.09531635168447002,0.13938207281053994,0.19212295869356388,0.1967317150563224,0.2505694760820046,0.2462335979264539,0.24931929272053277,0.29516134381321923,0.34856051211582934,0.3386386725364037,0.4000410298492153,0.5512975662229394,0.48292864138326974,0.45049838600971936,0.48226847487127417,0.48795364440378164,0.558504317515646,0.5210226584272386,0.5379772057065434,0.435437268546779,0.44541592774363836,0.4289084280506112,0.31290263206331675,0.2909090909090909,0.30696817763225215,F
Oregon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01805923428846617,0.0,0.0,0.03513815684395464,0.035075412136092596,0.02518574486840448,0.032257023966968806,0.04775245129249968,0.061630283174932694,0.08750324086077262,0.07360074938944833,0.12186865267433987,0.11093928595441403,0.16833860107187026,0.21190120540521765,0.3029787234042553,0.2924772139844919,0.2980308674827036,0.3302435546215334,0.37084296993380655,0.47038612565445026,0.4226577715161811,0.35496533867869373,0.4097161252560726,0.3799654576856649,0.26128990114532075,0.328669358625223,0.3322918216535238,0.32891355740569433,F
Pennsylvania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037373397615577232,0.005457366275035668,0.005634619099748857,0.014155224526840805,0.006056253947379805,0.011667354741433468,0.02353184800308738,0.016972805793384376,0.02491471501399057,0.03489386449549287,0.025088059087396763,0.04402670270713028,0.04285451911107483,0.06321578708922908,0.07455850712566303,0.08532150208504422,0.11074911561992624,0.1401494927923118,0.16760033060887133,0.1907782560482669,0.2507054876645633,0.23118385916328751,0.2944149608289108,0.2566360548496666,0.2598443519404297,0.2584706039908932,0.22886488598621227,0.22862634882264712,0.23158659522295885,F
Rhode Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09457382669346259,0.0,0.0,0.0,0.0,0.1510574018126888,0.07813720893889671,0.2065459167461074,0.24084778420038533,0.3341129301703976,0.17135023989033585,0.2920460401992785,0.4208311415044713,0.2260312676586928,0.2745636399293979,0.26848409748038,F
South Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018133775452049118,0.023157678056813503,0.0270175343798125,0.022387015530992024,0.014760147601476016,0.034376074252320386,0.022705893801290993,0.042379788101059496,0.07793726050529325,0.07991816380026852,0.051137816415239075,0.06429421030636191,0.11001812063163345,0.07356629326199632,0.12493835278645404,0.150356279008956,0.13039509714434738,0.1573248604127464,0.17440049828713797,0.20626933775041412,0.20559074178466027,0.2624947501049979,0.310888150922066,0.31805696111030796,0.32825151360420163,0.3730397305421752,0.33038048213767063,0.3420409697425296,0.355998576005696,0.3198031980319803,0.32340425531914896,F
South Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06388143605468251,0.0,0.0,0.0,0.11467889908256881,0.07421701053881549,0.1245136186770428,0.1735837146914944,0.1837109614206981,0.2733998070119009,0.2089696190323099,0.20893603342976536,0.35714285714285715,0.5316653635652854,0.3470031545741325,0.5680921571721634,0.4652655222204396,0.5142667551426675,0.6903693476009666,0.7208506037123805,0.9081002542680713,0.6216858657889925,0.5221462009362622,0.5357472750785147,0.5675368898978433,0.45266679787443415,0.6326530612244898,0.34587116299178555,0.3609293931874577,F
Tennessee,0.010686044026501388,0.0,0.0,0.009191852342083976,0.013040481380055516,0.0,0.0,0.012760217288271538,0.008834858818956072,0.01384011210490805,0.023699891657638136,0.027384599585807932,0.054304983796093546,0.0625457924551904,0.07348592117290699,0.07052568762545434,0.10835214446952596,0.14172026599803772,0.12420596898399516,0.15977276761938575,0.13822924789111787,0.15537885019650854,0.1780359820089955,0.214240470956444,0.23380218464761335,0.2707446411233102,0.3116883116883117,0.2774256370684745,0.3494100126016726,0.40825491436853173,0.36231884057971014,0.5425232823756809,0.4264250994255413,0.455057445370579,0.45765563656758274,0.4094188966047637,0.34852985895066785,0.32679738562091504,0.31723035419893086,0.2946802460838546,F
Texas,0.0,0.0031728764391260995,0.004735969689793985,0.0034670156795784113,0.0030089537867683406,0.0,0.004684020252000289,0.002613399771763087,0.00567574057499618,0.004282233441673839,0.010034032092179308,0.006744907594765952,0.011059876469687431,0.01588985325505791,0.019503231035274845,0.023027759312121726,0.027490228082986127,0.04178638969900876,0.04944207179329804,0.04706376720243723,0.05437915765458195,0.059908938413611314,0.0554710933968854,0.08764421363891403,0.1124836387434555,0.14160410775046484,0.1569947185366482,0.1745683946931208,0.20596605450115676,0.22262400621826445,0.233479961116265,0.2783378727821386,0.2876893687783738,0.28514347984017435,0.2953729361762793,0.2642400987680638,0.24373003341534166,0.2560098683727465,0.21422060164083867,0.20978329333742837,F
Utah,0.015554034716605488,0.0,0.018751757977310372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018997682282761504,0.01943559045323797,0.05761474937584021,0.05393535462495666,0.07881107858590408,0.08053298191668497,0.12986101361785765,0.164467928753893,0.274678693750212,0.23700637580532097,0.3517538380617377,0.3611174945011654,0.42972946576814136,0.6212989030191244,0.6134172860342086,0.6377881377881378,0.6305933309978025,0.6391596000506266,0.5655345265254973,0.6982288828337875,0.6275100401606426,0.6248151434486838,0.6023411751335379,0.60482317589953,0.545159294772657,0.49659810745288185,0.45711536148201615,0.46034293436945684,0.375452554418272,0.384,F
Vermont,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15817779183802594,0.3005008347245409,0.17550017550017552,0.36576444769568395,0.2257336343115124,0.0,0.39811798769453494,0.19872813990461047,0.2644336712208021,0.2286236854138089,0.2440214738897023,0.30181086519114686,F
