state,1934,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,gender
Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008261276642617173,0.02138945927446954,0.020023456048513973,0.02762270295417539,0.054965718749095956,0.07444843729866708,0.08075098415261936,0.12180617055729906,0.22422497721584908,0.2935961988511453,0.4185893681157764,0.47419804741980476,0.5474802626724711,0.46076704160455345,0.3689530575841198,0.3179326546593579,0.2426828672410704,0.20174739274034784,0.18853961093882154,0.1540861003062931,0.11887825697191744,0.1216302440580635,0.08883624518803672,0.09902121339071485,0.07851296445325534,0.08621804543690995,0.07242276790766097,0.05982787979198306,0.05274893902702184,0.029235491887151,0.02070631542620499,0.0311071761862602,0.027376009490349955,0.0179199426561835,0.020678721595478254,0.0,0.0,0.0,0.0,0.0,0.0,0.011856207910461918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12079726192872962,0.20359059781602812,0.24822695035460995,0.22294632138569714,0.3272786777941417,0.5907626208378088,0.40733197556008144,0.45256744995648385,0.38407821229050276,0.29416854127011594,0.28995394849053385,0.2857142857142857,0.21141649048625794,0.12202562538133008,0.2743773744195863,0.1043187982474442,0.095565749235474,0.0,0.0,0.10654165778819519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04176860194522346,0.0,0.045144179222391514,0.07688505684002417,0.04643723234095248,0.08431703204047217,0.08032128514056225,0.14505738299415502,0.19890601690701143,0.29274004683840754,0.3126264298061716,0.5369517106265647,0.6313795643481006,0.6634439073178863,0.5930170575692963,0.49736397095394413,0.3634017117239506,0.30343191964285715,0.2955480733258511,0.24479804161566704,0.20892462945443077,0.17294237874380944,0.1263142252108333,0.07777101508081423,0.06695457132335711,0.08618015098762453,0.05431830526887561,0.04895082074209444,0.03004306172180125,0.036153289949385395,0.04421145708330702,0.04914004914004914,0.04218578620243552,0.031421015422481734,0.012599536337062798,0.027389756231169543,0.0,0.026133231968069943,0.022209390130147024,0.015278505325650428,0.014653548252041031,0.010213669975895739,0.0,0.015906786232676516,0.0,0.012018749248828172,0.0,0.0,0.0,0.0,0.009658849437854963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02300966405890474,0.03367732313391547,0.031485383516190756,0.0569998265222671,0.04543274691435927,0.08356618703157234,0.14876999096753626,0.21518516550661496,0.279507402795074,0.3569369319897861,0.5224516732202271,0.6186742694226657,0.6922610978107243,0.6400372385302417,0.5443800762714331,0.5495141138361869,0.3753445545715794,0.3654514662625903,0.31773931855056786,0.18545454545454546,0.19687275205391283,0.11203399652308285,0.1502911891790344,0.14632183487580935,0.10188116290070226,0.07350665428659857,0.06707966696918281,0.042568012073836155,0.01990366625532423,0.04017839206074973,0.019324418335008114,0.028035885933995513,0.03791900500530866,0.0,0.0,0.034558230618592325,0.0,0.031063135823561388,0.0,0.0,0.019879134860050888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
California,0.0,0.0072806698216235895,0.0,0.0,0.0,0.0,0.008508787686838796,0.006867922224596319,0.0067936167177320185,0.010533453590261822,0.006945409084595083,0.016960831080722955,0.03465522731955866,0.04319654427645788,0.05344362859001766,0.05524480353566743,0.08261245674740485,0.09310949756836355,0.11378592316415896,0.15726274636605478,0.2505561915458885,0.3068610459781833,0.42896351202466865,0.5469137025661349,0.5761655213488747,0.5245341041114079,0.4789888906778296,0.4553091292915539,0.37899346821133795,0.31945730440399256,0.21817447223999192,0.17881978939002582,0.14825028935598644,0.12082000321710068,0.09636673240789033,0.08229282020542726,0.07223802429003566,0.05908744534411306,0.04609514379124022,0.04436174538822688,0.037581392308886366,0.02832928067234826,0.024270371943450036,0.03218812665102891,0.031774519628622204,0.026571141771803097,0.02036206891150645,0.024159021406727828,0.020198000699393457,0.02176310565399603,0.017989150293729092,0.015472434200710627,0.018901578681149,0.019736542461399876,0.022261958621482072,0.019066589503057386,0.017682223244869323,0.011568477287608542,0.014660113675963421,0.017398912319424146,0.01359629770248222,0.012164131150488812,0.010710019360419612,0.006127450980392157,0.007914836360758242,0.005301117419750847,0.0031385528418169367,0.004573558542978588,0.0039513643496618765,0.0036828343092844256,0.0022789685388393214,0.005918660691637778,0.00284149030483508,0.0032618107200891953,0.0031518001506560473,0.003941508020968822,0.002677878049433629,0.0,0.0,0.003067191951688319,0.002113412774171278,0.001804311582958638,0.0019114903507967092,0.0,F
Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028903126354834045,0.0,0.01957943376277558,0.0,0.044877105771886215,0.03468970062788358,0.06044731009470078,0.08553235974276935,0.08790809057564643,0.1520391128070594,0.18173950670705322,0.3062744106324988,0.3756655225534445,0.5023904059638603,0.6403125593510053,0.7215971349921159,0.8067050811943427,0.5556555964293983,0.5725291541343465,0.4764096039845167,0.4637796619814488,0.26512640848404506,0.25900635742877326,0.19383028351785536,0.16711659596349146,0.1298620988188733,0.08513886442369796,0.08244023083264633,0.06404303692081079,0.060667986461459864,0.04756619628983669,0.025085447304882255,0.027761497887041547,0.0,0.025804971757892023,0.01599829351535836,0.02275427906859151,0.016922928150082197,0.0,0.011455541045203564,0.0,0.011496102821143632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015276504735716468,0.01938306473943623,0.020047541312254776,0.01705999431333523,0.01587763634920215,0.02450439853953785,0.06420164070859588,0.07486728072961568,0.09415577306269023,0.18468410428209422,0.28534683707097497,0.35836422091618375,0.33525001523863707,0.3299261208379719,0.2626435377473736,0.2115581994512055,0.16925363276089828,0.12812564579458566,0.13435908549138584,0.10677450134036076,0.11203279938977881,0.05602240896358543,0.06029617481067001,0.03119900163194778,0.05136245674740484,0.028073239963816714,0.06025306286402892,0.03070100631076241,0.0,0.024845602328387877,0.027843519420854796,0.0,0.0,0.01620798080975072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09380863039399624,0.0,0.0,0.0,0.0,0.0,0.0,0.08632383771118511,0.23696682464454977,0.22537025112685125,0.3706672009617311,0.4641089108910891,0.4428424304840371,0.3771608171817706,0.4005340453938585,0.36760730889825927,0.18098584051953584,0.21798365122615804,0.10664770707429791,0.124750499001996,0.08964015879113843,0.0,0.07633587786259542,0.0,0.0,0.1056125528062764,0.0,0.08296001327360213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010685130572295594,0.01903637851935048,0.03475842891901286,0.05891072175135875,0.07797058876860867,0.06988585310659257,0.09053163924702651,0.11959998847229027,0.1685469620769335,0.22102161100196463,0.2689195621132794,0.29298848252172155,0.43429516833019494,0.575973669775096,0.5157516123697702,0.4647263393226794,0.43559886934143355,0.33393627382774455,0.2597035684791585,0.22047134452708897,0.19019187712160243,0.14140236414829885,0.0965109460516028,0.08353928086602389,0.08949717865601432,0.08673122104384867,0.07077307792115879,0.04859145519260438,0.048962239365640446,0.03287103177111648,0.02182425059374799,0.02077096951554768,0.02630226079887139,0.021235456506432108,0.017320604387207207,0.01938247436667765,0.014757288717130444,0.012492638266735674,0.013633962199839802,0.018714554227455063,0.012758763675799817,0.009219634748803367,0.008796041781198461,0.007662141359542501,0.008883847115824866,0.0035474327229384093,0.003641634074041704,0.004406709950351068,0.005987306909352173,0.0038012407249726314,0.004627915586819697,0.006940106877645916,0.0,0.004660013203370743,0.008374507997655137,0.0,0.0,0.0,0.005210543161906463,0.0,0.0,0.0035668171863519303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
