state,1973,1976,1978,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014028787071069835,0.01971164676728993,0.025950808800207604,0.02446109157621159,0.03918751224609758,0.04372246325631453,0.11537251337272313,0.19664302268417727,0.17012116793389576,0.22513015336991699,0.250905050360228,0.26501437049755516,0.30499881169294146,0.30718240976516714,F
Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09635767970707265,0.1176239952950402,0.19833399444664812,0.3334027922483851,0.44212218649517687,0.46919624643002855,0.4599623667154506,0.5952380952380952,0.3691853310361802,0.494148244473342,0.6329113924050633,F
Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013360818445564207,0.0,0.0,0.019974577810059922,0.023093457445863608,0.013900955690703735,0.01539408866995074,0.016808417655561902,0.01906002318969488,0.038770334232589694,0.022157454278945304,0.037424449392788314,0.04215428468193588,0.12194365789636856,0.19662223694014405,0.3481616644644393,0.36922691810254915,0.39293996392682295,0.41226145355409266,0.4209331473029536,0.4318002368732728,0.5521997251963809,F
Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029524653085326247,0.026271542664985287,0.05832449628844114,0.13749862501374985,0.2411665731912507,0.21070141391738287,0.27880512091038406,0.27330521062325475,0.3397294746775716,0.3282563025210084,0.3035738926452325,F
California,0.0021340344347796397,0.0019673111578019627,0.0,0.0016401939365310555,0.0,0.0018348623853211008,0.0018087761820352352,0.0017645761341077864,0.0016864828400371026,0.0038681085501776568,0.0037270718526209302,0.004048521530543565,0.0038300143864915394,0.004037630718294505,0.005440684075344406,0.006246977735308612,0.004566264915464017,0.006213897256937196,0.007439483648528008,0.009255317179719749,0.007140012906946409,0.008634135472370767,0.011589581813967426,0.011160247199475469,0.01512211823784524,0.012291438584254955,0.014958736466577102,0.01784758165268606,0.02051071684955389,0.020856232913390265,0.0213111772862631,0.02431531627702855,0.020801880994329912,0.04598426024463626,0.09472993599871461,0.15297526787519375,0.22964840038010773,0.2862712488242431,0.31806862251277734,0.3662752513406035,0.41364651191240787,0.44187115753154327,0.4449729563849783,F
Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02070441003933838,0.018188845690380376,0.0268564522626561,0.017883888851630787,0.02775272323596753,0.01852967063510446,0.01855287569573284,0.03101145038167939,0.019619383951343928,0.03858818686972628,0.043457004725949266,0.13124092482966604,0.19329713749680208,0.23062065784542649,0.36361537573588826,0.3237462060991473,0.36719346689383703,0.41873691447142275,0.435622809603354,0.40446583767883404,F
Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022152482924127748,0.0,0.019222636576832878,0.024531850519257502,0.0388215502739076,0.05862722106972129,0.12931830777757253,0.20219118822588986,0.2804182509505703,0.4027537114222826,0.37012113055181695,0.4161770466118292,0.4437869822485207,0.5016634102550562,0.4687327671776773,F
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0869414014953921,0.1817520901490367,0.24691358024691357,0.21834061135371177,0.2820078962210942,0.3444316877152698,0.5907516805866775,0.5713030103274006,0.5610098176718092,F
Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004100237130380707,0.004256919267526092,0.003641634074041704,0.004406709950351068,0.0,0.006842233304950735,0.007713192644699494,0.0,0.004624776469137325,0.0,0.013703740359799318,0.009959548909046335,0.016216090995436326,0.008313557144368698,0.007443633088437805,0.016720098285099485,0.019133466558952338,0.016407359057218882,0.018823458546979588,0.024957933805118793,0.03516233276961975,0.08674133224481466,0.14717400098116,0.24451127563321606,0.2870587839146063,0.35238253915361545,0.371872602011991,0.4172910060285047,0.424154178687383,0.4357789548818513,F
Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006769655695311336,0.0081113965120995,0.009492941320061298,0.009253873407011792,0.006528437875385177,0.011421609685525013,0.012392341532932647,0.014929644052403051,0.017503719540402335,0.018489300857903557,0.02333063189174587,0.014686983660730677,0.01655962054812344,0.021472795161463488,0.020005501512916052,0.02908706286771997,0.057599640353465105,0.07928613645864867,0.13824139300263247,0.2061948767345956,0.2408456357878774,0.2784928269279983,0.3051753971999371,0.3498995658653534,0.3743509238014732,0.4084118511088024,F
Hawaii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10192195690157252,0.07479431563201197,0.0,0.09085402786190189,0.11281224818694602,0.0,0.0,0.2508361204013378,0.36150800482010675,0.5331957344341246,0.7476635514018692,0.8567931456548347,1.06038820992092,0.8404930892790436,1.0515463917525774,1.1952191235059761,1.0309278350515463,F
Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03789026977872083,0.0,0.0,0.044326241134751775,0.0851063829787234,0.12383311106877501,0.3579028825691623,0.26661588268901165,0.36399409739301525,0.35175879396984927,0.46943459211349886,0.4895960832313341,0.42109929078014185,F
