state,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.0,0.009966115208291808,0.031906832050412795,0.03657151656304737,0.035801096644118256,0.027056277056277056,0.016182539040375435,0.023850897815939215,0.017516816143497756,0.04147083218136577,0.027537588808723906,0.04705681040383299,0.04433765267885237,0.06978367062107467,0.04339398848612839,0.048677824387590024,0.05623729253485991,0.06448561970680539,0.07233063781156422,0.049641869370966596,0.06428846950583597,0.07193716508845335,0.07968715413561572,0.04216169008146241,0.048787181168148064,0.0548159749412686,0.05537729856507647,0.08134975513723704,0.05286157316041725,0.08080124772159272,0.05261824488920937,0.10368479821343116,0.1875431842858553,0.16567010701908064,0.1668400494631676,0.17890244428158814,0.15842480479800838,0.1587739886787243,0.1510537799410171,0.146177459435755,0.10353157713102495,0.09571438826541599,0.10494136971300816,0.08511972761687163,0.06892907198492751,0.04911361616539595,0.05676040016082114,0.049983338887037654,0.059170197155096915,0.04336513443191674,0.05031747933389242,0.028454898985108605,0.02960533807018742,0.0206152507043544,0.03773673907403477,0.04365223717715533,0.058799029816008035,0.05551630160492581,0.030897574540398577,0.044074563791449535,0.049441827786307214,0.031189894474190363,0.028907050692455263,0.03162055335968379,0.02488456327591451,0.037320931300777994,0.06045427066240608,0.020473223947822528,0.034964016199994175,0.016834544485283803,0.01407974769092138,0.014417116000115337,0.03669163736431738,0.0,0.026906131234655097,0.0,0.0,0.0,0.0,0.017921789311444853,0.018662983837855997,0.0,0.0,M
Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0683526999316473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M
Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01666944490748458,0.0,0.01989455883815776,0.016981388398315447,0.0,0.03367003367003367,0.04343191060923126,0.05124566382844529,0.03537457747032466,0.05572686406360292,0.07777101508081423,0.05691138562485354,0.04136647247405977,0.06450298750678979,0.04242404464314852,0.0600861234436025,0.06244659173075659,0.06631718562496053,0.04606879606879607,0.05343532918975167,0.02618417951873478,0.042838423546013506,0.04730957894474739,0.03690672440518663,0.04513921885393899,0.046639719273308754,0.04147022874105116,0.04186728072011723,0.038811945908403804,0.026217606130886355,0.02584852762809934,0.02635847526358475,0.014021874123632866,0.024440416301757674,0.021951706246258234,0.013816243955393269,0.017325684364532398,0.02318123865085191,0.02099557184302947,0.016658954187875982,0.012512512512512512,0.01452696568004358,0.010658518821167818,0.008688097306689836,0.0,0.015127575890005714,0.0,0.008077152965122854,0.0,0.011227334817836493,0.010036734448079973,0.0,0.012418246543588045,0.0,0.0,0.0,0.011082297138550879,0.0,0.0,0.0,M
Arkansas,0.0,0.0,0.015561780267662622,0.029324653235975485,0.0,0.0,0.0,0.0,0.0,0.0,0.016106764841233318,0.0,0.016953668047179637,0.01486951996233055,0.0,0.020891546757893086,0.026566069815631473,0.0,0.022139200221392003,0.030202355783751134,0.02199796518822009,0.017106200997861726,0.031728633649658194,0.020364821225962237,0.03202235742773136,0.037598334104581216,0.020526655328133248,0.029711501322161812,0.04056246619794483,0.04,0.026502101238026727,0.034769171334749854,0.09017471350742064,0.10608333028496178,0.0982425499399629,0.127669452181987,0.14205105946415184,0.08900584342711194,0.1472871302893993,0.12857085459439915,0.08116255700703409,0.0881127843639859,0.09858941301380252,0.058758721997796554,0.054417537995102426,0.06143685443305303,0.06185248183083346,0.04271181175739691,0.046623669282772555,0.02387489554733198,0.039758269720101776,0.04013002126891128,0.050854751007315256,0.02748223469828432,0.036689767631471665,0.02115506663845991,0.04278807068589277,0.048520135856380396,0.0,0.02592800656842833,0.03051837642237433,0.0,0.03107796128573966,0.0,0.0,0.0,0.0449195939268709,0.02239942657467969,0.0,0.026581605528973953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M
California,0.0,0.0071454941704676735,0.0081344272201176,0.008455676401264123,0.004727104270465998,0.003815512346997955,0.008831701733051624,0.007900090192696366,0.009471012388084203,0.010600519425451848,0.014049416480902159,0.016614055490945343,0.015800724974440003,0.014271574246714085,0.009515570934256055,0.012787570481491988,0.02048146616954861,0.016167198224547687,0.01511977017949327,0.016311550616780506,0.015320125429452451,0.019815713861091846,0.035605734465379894,0.019728745408369372,0.02910469018986166,0.024358101567037865,0.03056902048124372,0.030863902915525182,0.03669910104036901,0.03831852629786268,0.03643742051641113,0.030383728619685083,0.04662906406833403,0.04571823344745959,0.044772525471428355,0.03871246419097062,0.047802371339063926,0.04025417637079847,0.040849339466180835,0.0472154677872471,0.038301680723257084,0.03736782519257379,0.030028666901774834,0.03181976236870247,0.03414562325160312,0.0327217125382263,0.029543344306575504,0.0252922579222116,0.027545886387272674,0.02762934678698326,0.02076511460745947,0.020242607652717824,0.019628823730769136,0.014356020331713796,0.019042394263705423,0.01781545502291715,0.014179454211177736,0.012676350404151878,0.014878967297056017,0.016659570923495546,0.010710019360419612,0.011697860962566845,0.008480181815098116,0.011997265739436129,0.010271627482309975,0.006002795587659395,0.007902728699323753,0.0070823736717008185,0.006267163481808133,0.010428116456695133,0.008240321884021731,0.006820149687459227,0.008509860406771328,0.0045984260244636265,0.0070294298797632755,0.00842374823101287,0.006541708556554792,0.004430388374660905,0.005988002860151955,0.004330347799100731,0.0049698749120714435,0.005696313264679196,0.0063932896032324465,M
Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013095861707700367,0.0,0.0,0.013534363749560132,0.017071643999317133,0.022093867373670424,0.02354603249352484,0.02628207234140412,0.01928268414963363,0.03401150207160967,0.03229405202278199,0.05496015388843088,0.03202151846040539,0.02554441535219363,0.034881877279213575,0.0344924900442131,0.027761497887041547,0.02928171942256449,0.02007053358947157,0.021331058020477817,0.017697772608904507,0.02417561164297457,0.013764940696047166,0.011455541045203564,0.01389757487318463,0.013795323385372359,0.011495574203931486,0.016663492668063228,0.01693234319440749,0.0,0.0268331951017222,0.012275360895610331,0.014702999411880024,0.0,0.0,0.015343698854337152,0.0,0.015158788307521284,0.014630934672876687,0.01664962062650144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011927480916030533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M
Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014319672365896267,0.0,0.0,0.012252199269768924,0.0,0.0,0.0,0.0,0.0,0.016382364384739827,0.032509092386776926,0.02833721283270924,0.024431956999755682,0.023040992019438218,0.03921730515191545,0.035131225459805744,0.041174558457037595,0.04089236221545731,0.03337147215865752,0.043843624406284254,0.07235540977280401,0.06959777287126812,0.08109861591695501,0.046788733273027856,0.033473923813349404,0.047757120927852635,0.0592148803511094,0.05678994817917229,0.03828483920367535,0.05155525004296271,0.04601630291874836,0.048623942429252165,0.041053495863070805,0.05890559603162301,0.042506679621083315,0.044191733199776095,0.025610380740993685,0.05316916188610606,0.029371712370831218,0.0496822947990482,0.038661786690035574,0.040953185389951116,0.01864677677144379,0.01935144997650181,0.022690529540233147,0.026268168816764928,0.02699946001079978,0.0365608433367863,0.029020088350046755,0.025650891368475055,0.019636720667648502,0.03969566655640092,0.027043472381853832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11467889908256881,0.0,0.11804633318577543,0.06888001102080177,0.09118145108766446,0.0,0.09027307605506657,0.07512341704228376,0.12021638950110197,0.09282178217821782,0.17507723995880534,0.1571503404924044,0.08216082982438123,0.054059898367391064,0.0,0.07629427792915532,0.14219694276573053,0.08732534930139721,0.08964015879113843,0.0,0.1272264631043257,0.07348438456827924,0.10471204188481677,0.15087507543753773,0.1665001665001665,0.1327360212377634,0.0,0.0,0.0821557673348669,0.11205378581719225,0.15698587127158556,0.0742611020347542,0.08944543828264759,0.13260645351407102,0.12001200120012002,0.1467351430667645,0.1151576219951058,0.07115411982353778,0.06738544474393532,0.14173431258858393,0.06056935190793458,0.10635783502718034,0.0,0.0,0.06734006734006734,0.0,0.10077742585660812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08701705534284719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M
Florida,0.0,0.031590586005370395,0.05734383362642404,0.0461303715269153,0.062176844034295436,0.02658553156293386,0.02508717794335315,0.018602920658543392,0.032354232626932586,0.027781339487968546,0.05139822200224629,0.04634457189201715,0.03230587967009996,0.04895827666866127,0.04659056873772838,0.06711828426934724,0.04611083892907577,0.07204023379094739,0.06462620204735808,0.05473584007615421,0.0538829393143396,0.0631306259728103,0.07173298451411451,0.060980651562758385,0.07555684358698352,0.0801586297093195,0.06314820562768246,0.06845742600078238,0.07310365634319266,0.05898355682885138,0.08682601307351683,0.06719116497263487,0.11370624340097694,0.11241718782401798,0.08782908460136575,0.10733916818042417,0.10082726952465408,0.09553607681100576,0.08344184988052644,0.11939148854226843,0.08919298674323416,0.08608012625085183,0.0782358923921183,0.06113154489602544,0.06008567053670072,0.06087381595816308,0.05175521567647636,0.042606131874499374,0.05532998641160628,0.045453095595036845,0.05608611138855382,0.060839288986622685,0.045972848157255004,0.0533030826949492,0.02979843487268264,0.03277470666637534,0.04039484121155146,0.033678601365105976,0.0494161294246442,0.04627915586819697,0.04086951827947039,0.028519454893013503,0.024076734884082174,0.02893011853735411,0.036773719048786464,0.029343402753646688,0.028719561044182773,0.026797079118376095,0.023989706235142738,0.03330640475076888,0.019260812806300424,0.020329335230737954,0.020932460610744795,0.03097634077323644,0.0093544573989506,0.022377333482515555,0.019594980277226372,0.016836292311707118,0.018327224258580473,0.009275733837033789,0.016552252848729833,0.01899197815018133,0.01596603929524024,M
Georgia,0.0,0.01301284553752347,0.032737391557390465,0.028403039125186397,0.025590282516718986,0.0251544641313063,0.01358757190090131,0.022836959334987743,0.023720290336353717,0.02328639526601282,0.02945725016569703,0.022885913720105275,0.032689188679482506,0.03440542331413426,0.0346187608956368,0.02745383577831624,0.044986385699064754,0.03546464403793573,0.039999085735183196,0.040405854359342734,0.04187178181406666,0.05476706518446014,0.05774488545300273,0.0470549484160128,0.03794661385762905,0.049450615720471346,0.05072525030495537,0.04084280325781419,0.04243390597675136,0.069155355472087,0.05361854637298753,0.08162346252357229,0.10803714289621598,0.1523516849835929,0.1354077805310693,0.1314370947971586,0.12420817289777668,0.14527922347456815,0.13452303919899192,0.11765927258885005,0.08181163688723084,0.10410641989589359,0.07594456047085626,0.07525586995785671,0.05452727878585926,0.05871548583300714,0.05238971964015746,0.05579537779343964,0.04245803730646211,0.049999305565200484,0.06046680372475511,0.04223084435294428,0.05709862836406085,0.03892907373920032,0.04950172604702664,0.04631528801492676,0.04175646551724138,0.04061793417186802,0.032445586048398,0.04475243765171755,0.04759134895034636,0.044393377552619205,0.04187923551359172,0.029741619679038354,0.029859288104806102,0.02750584499206081,0.01972192091509713,0.011051351948721727,0.024478306101217793,0.02247377074388181,0.02505159435504074,0.03125859611393133,0.02115422754015998,0.02247790843062053,0.02450662399630959,0.01911849052164066,0.015050720929532524,0.028247327654133774,0.01956976621656204,0.015730690577316343,0.016199053975247846,0.02242655303879794,0.01791280048722817,M
