state,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1939,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019142877653083198,0.011406670620979147,0.0,0.020678721595478254,0.03274241077693063,0.014190100040205284,0.042842861903175135,0.030768502520650397,0.04095596029681025,0.04312926800047921,0.09484966328369535,0.12069868597845643,0.16950317245802507,0.22877898063633578,0.1988601915848187,0.27684543205037115,0.2599172302412436,0.2780781708635872,0.2774104897461824,0.2732311535559083,0.2521183136663721,0.24439597403621266,0.2028985507246377,0.1631321370309951,0.19234633824247122,0.17848403719377032,0.16086104530431986,0.1981294251333003,0.16273393002441008,0.16050912367650372,0.08361927280066896,0.08561382051674056,0.08817190255371955,0.0773551272996334,0.08041114568401916,0.12992485427347425,0.12498698052286221,0.10552975939214859,0.07885587297035736,0.055988951513567996,0.08318149409807495,0.07679560244129179,F
Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057195149851292613,0.10252904989747096,0.0,0.08958280010238034,0.18741633199464525,0.14293139293139295,0.0,0.14701951349906442,0.16533480297602646,0.17756732761171945,0.1740506329113924,0.31761952524239384,0.1882594557590279,0.12424565140220092,0.19555555555555554,0.23932253313696614,0.16762898118830322,0.1519756838905775,0.11609907120743033,0.13966480446927373,0.13565891472868216,0.1531393568147014,0.13446023818670766,0.13290298082399848,0.0,0.2119868953555598,0.1176239952950402,0.15866719555731854,0.10418837257762034,0.14067524115755628,0.10199918400652795,0.0,0.0,0.14767413241447205,0.0,0.0,F
Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019580328296837778,0.0,0.0,0.0,0.0214987714987715,0.019686700227803246,0.023565761566861302,0.020159258139300473,0.024899778391972313,0.04182762099254484,0.04513921885393899,0.03331408519522054,0.056748734066701584,0.07326774126020515,0.10417943375413653,0.10890390238983563,0.1511144692104269,0.17234387672343876,0.20431873723007893,0.22607385079125847,0.17960486928756736,0.18947991710253625,0.1520810071997844,0.16420044044353435,0.1469690029012063,0.1203146691346599,0.09473759473759474,0.12711094970038134,0.1279022258540138,0.09730668983492614,0.12144225506294472,0.0874037718089219,0.10483012754332185,0.07754066846517939,0.09033423667570009,0.07859134372485545,0.08230122247425577,0.07647314139263792,0.07864889477605762,0.08179701755489839,0.09178522257916476,0.08374130378768359,0.07757607996985615,0.07330858183366046,0.0740228977497039,0.08814455707360071,F
Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02706046080098964,0.03494602780150656,0.019426528867821896,0.031833194063109305,0.04373409669211196,0.07624704041093142,0.06259046277823417,0.12170703937811628,0.15083571137382798,0.19462661307383117,0.2524496170467674,0.19849146486701072,0.2908770383428823,0.24631606240006912,0.22670793913763787,0.18375114844467777,0.22198543775528326,0.2470312906301465,0.2187890694766923,0.1707711666367068,0.11229898481717726,0.11647701818833438,0.11724915445321309,0.10189615452773347,0.10342656713733249,0.09869348622990884,0.08857395925597875,0.07881462799495587,0.10074231177094381,0.1044989550104499,0.08412787436904094,0.09426115885777656,0.1251778093883357,0.05347275860020201,0.10695187165775401,0.11160714285714285,0.10349109976542016,F
California,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00913943116180449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027883632307835297,0.0,0.002162629757785467,0.0,0.0022757184632831787,0.002204617939711048,0.0,0.0033982397118292726,0.002281720808641855,0.0019815713861091847,0.0035605734465379893,0.0021920828231521525,0.0037154923646631906,0.002185983473964937,0.00436700292589196,0.002545476529115479,0.004376957004814653,0.004257614033095853,0.005001214580683881,0.007864023878036138,0.007598810440765546,0.008804993108399625,0.00714855448703478,0.007334993215131275,0.009816558399986342,0.01067967944531388,0.010620828261207017,0.012984253641492954,0.0072052666707117284,0.012209289419355793,0.009776775270345294,0.013121551492248444,0.026940583482916225,0.027522935779816515,0.027734568124540268,0.04293801926328947,0.04525395620766225,0.057469041316925186,0.07214546229001943,0.0883083758849815,0.12232108446857354,0.11686697801285761,0.15211245893983735,0.16288416020952826,0.15236905033706247,0.15311042841093248,0.13570644310590746,0.12296349967341952,0.12028175589394335,0.12449866310160428,0.10571959996155651,0.09597812591548903,0.09872175302442364,0.09490133976680569,0.07789832575047699,0.06940726198266801,0.06979341150195421,0.06200501676953862,0.06336523379782229,0.05989870595072887,0.05641722269674324,0.04007199821318303,0.05958278659989824,0.04852078981063414,0.053710870253818294,0.06407023187971154,0.050369671117748795,0.054851072121942596,0.0420527877175276,0.052894337457735384,0.05029387821209525,F
Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014336095421051123,0.0,0.0,0.0,0.025235724609419807,0.03207551492656998,0.03937646214068979,0.045984411284574526,0.05287964133808483,0.054751475909350596,0.07498609128951887,0.09264903084237475,0.13416597550861104,0.13748404203083572,0.1813369927465203,0.20606639358681178,0.2291825821237586,0.2199263502454992,0.17160883280757097,0.212223036305298,0.1731327269623741,0.12843993054729683,0.13112793024914307,0.14323715981174545,0.12980618593617116,0.10506784700333087,0.09482180438955573,0.09728077083429842,0.08812615955473099,0.10734732824427481,0.08828722778104767,0.10290183165260341,0.08419794665652669,0.08656316318552441,0.07959293896927144,0.07783447202283145,0.06348839893801224,0.07804596039890158,0.08518888431937019,0.06249804693603325,0.058956470472634366,0.07019655034095468,F
Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015596244424342619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02210572854165351,0.01860176716788095,0.015180957007529755,0.032407271013169134,0.025610380740993685,0.013991884706870015,0.048062802061360176,0.07321601338807102,0.06701376359606165,0.09982338938800583,0.09589770911028236,0.12440217842036877,0.13330686104886974,0.10507267526705971,0.08399832003359933,0.1066357930656267,0.1064069906168381,0.1218417340002565,0.09163802978235967,0.08931524975190208,0.07436954905009803,0.0725789728347273,0.08576623554838932,0.0571183778380694,0.06276536828502861,0.060562473977061965,0.06151243704586521,0.049063701038515005,0.05607557261786654,0.07666636601425092,0.04156659892850545,0.04702120656416044,0.061787072243346,0.07961410574626517,0.052874447221688145,0.08813160987074031,0.03060599877576005,0.0,0.04963052828940112,F
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14536644457904302,0.0,0.1950743721043648,0.07752939656286342,0.20202020202020202,0.09571995077259675,0.15836452634609846,0.23581429624170966,0.11881776325560671,0.0888494002665482,0.10251903925014645,0.14405070584845864,0.1520450053215752,0.2365464222353637,0.14413375612568463,0.08874426859931962,0.10439970171513796,0.07595321282090232,0.09185548071034905,0.0,0.08371002846140968,0.0,0.0,0.0,0.11396011396011395,0.16375545851528384,0.1128031584884377,0.0,0.0,0.15381234893430015,0.11687704534829359,F
Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006961606738835323,0.007640003056001223,0.007685044902619502,0.0070773077921158795,0.008503504658705767,0.007165205760825432,0.0,0.0,0.0,0.0,0.005588278028008449,0.01528288622400636,0.02035159808501153,0.029514577434260888,0.022308282619170845,0.0477188676994393,0.04475219489174037,0.04066855921661191,0.07222047219895972,0.07549935862195345,0.11980802853102819,0.13599119815762678,0.14970166090800088,0.16751516740591837,0.1909574311818796,0.16839300682552988,0.16953533633377935,0.18126002715043812,0.16424919610428668,0.1464512548560153,0.14290707157003613,0.14008267923350412,0.12564354008335377,0.12895653315418415,0.11865713378780779,0.11760940279731733,0.10831715845564449,0.10842297716739657,0.10843124246509869,0.07002326579476406,0.08453493708185397,0.07116186393851615,0.08248930615438256,0.07918133386120889,0.08263969943004167,0.07492150078709667,0.08247250916361214,0.08179510747202523,0.06011081297696623,0.057880314362457386,0.060107442052669144,F
