state,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017664277783385484,0.020598383026932385,0.015555728396982188,0.018215410237060553,0.01819410510994438,0.02365122329382703,0.04743083003952569,0.030414466226117733,0.03157924956219677,0.03742407231482281,0.04679594045216578,0.040791352233326535,0.050503633455851404,0.022527596305474205,0.09226954240073816,0.06421036538755542,0.07837502449219516,0.07399186089530152,0.16781456490577912,0.15801671465692815,0.14929000451341873,0.09849444209933868,0.121868167317825,0.20529282221641598,0.1940901528955082,0.22634493351117577,F
Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01411717253201573,0.011930089674507387,0.016220600162206,0.01602499899843756,0.024440416301757674,0.09578926362003592,0.04539623013914931,0.057752281215108,0.08113433527798168,0.06871278057718735,0.07589079130032393,0.08937508937508937,0.07081895769021246,0.0941502495869824,0.08688097306689835,0.12999452654625068,0.13278649947893906,0.1159484744039772,0.12923444744196566,0.25395851442791156,0.18525102449430214,0.2268301985266074,0.21495153256309035,0.2835499627452604,0.2642672874850563,0.22529100087613166,0.26840161470411406,0.23494469933727863,0.29323432733464183,0.2590801421239637,0.2799885930573199,F
Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021875136719604497,0.0,0.0,0.04911591355599214,0.02696386841632213,0.031443715748809636,0.026879311889615624,0.03607666290868095,0.03987240829346093,0.06745210900260815,0.07989472694802144,0.11809861234130499,0.08406893652795291,0.12195121951219512,0.15399846001539985,0.2243409983174425,0.1275298031605212,0.16500711237553342,0.1841839462895847,0.1698647373387858,0.20351890756302524,0.1793845729267283,F
California,0.0020424669733090416,0.0019673111578019627,0.0,0.005919655476051294,0.0031425349083252733,0.003280387873062111,0.0021928381904699253,0.003975535168195718,0.003014626970058725,0.003529152268215573,0.003935126626753239,0.004973282421656987,0.009051460213507972,0.02150777063101269,0.032315746386022366,0.034768486740869346,0.050779718036547794,0.06015608189556442,0.04758528701378291,0.08600033803601079,0.07311216689070629,0.09149542126237238,0.09172170426615771,0.07798573975044563,0.09808743632796821,0.08370185399606601,0.0927299703264095,0.08318159600042306,0.10358219402327917,0.13031567555929505,0.17234699574972367,0.13951128773146193,0.17333090859493988,0.2662823660581907,0.2688485528509608,0.2644094964066585,0.2892108293388319,0.3544713255610216,0.35049785845119885,0.3343239227340267,0.3099672068784541,0.329828157364839,0.3303055326176713,0.33119992838920465,0.32222179600291534,F
Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012786415711947628,0.03785488958990536,0.015158788307521284,0.026823380233607256,0.04757034464714697,0.05751225010927328,0.05229293135984357,0.07609328141085896,0.05588715266134621,0.057818173408265686,0.07180247371102978,0.0463821892393321,0.10496183206106871,0.16921718658034138,0.18522329697468615,0.13851920256396327,0.16754160616553113,0.17055629779129594,0.17008273516100203,0.18180768786794413,0.1792166498048851,0.24087891428235708,0.15624511734008312,0.14739117618158593,0.19387618665597006,F
Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015357444521231669,0.0,0.016586957122715837,0.025526845732762288,0.037942910513104895,0.017999640007199856,0.03351410639205411,0.051591268177860895,0.038476337052712584,0.06872852233676977,0.05292755540853457,0.08113041714556149,0.041473698762701315,0.07204363786064702,0.09281736398686277,0.07014952925973786,0.07191793784776108,0.09226865556879782,0.11448196908986834,0.12940516757969203,0.08568593848651573,0.14317384075374098,0.1833827056002257,0.19011406844106463,0.15454502880157356,0.16823687752355315,0.2056404230317274,0.2091409916343603,0.17954269419654645,0.15440608801147018,F
Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0742611020347542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07595321282090232,0.09185548071034905,0.09508716323296355,0.08371002846140968,0.08701705534284719,0.1738828029907842,0.10905125408942204,0.13295346628679963,0.32751091703056767,0.2820078962210942,0.19135093761959435,0.2037074760643716,0.26367831245880025,0.2805049088359046,F
Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010756240540270596,0.015393073117097306,0.025076098994866368,0.0266515413474746,0.033345867595621054,0.04297128207369211,0.03525367960280854,0.05687941563884565,0.05017637756963873,0.06479081821547575,0.07017219176286425,0.05780970586421656,0.06912352918333269,0.07384793416114076,0.08120862956607011,0.09266337711677902,0.08918179482140969,0.12058685603269242,0.12140245276572234,0.1140921524441232,0.166213680884,0.18522283210227916,0.2214010256905699,0.20343921102422852,0.19984522625030826,0.2263553348423689,0.22576825102021691,0.21634635620543644,0.23242252582472508,0.24116907976287852,0.23434505348991186,0.24599133604044388,0.2648484165445734,F
Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00753465943339361,0.006513385006187716,0.0,0.008081896551724138,0.008123586834373604,0.0081113965120995,0.021698151588711537,0.027761620221035378,0.0404763148273881,0.03172669357090281,0.03841625875209121,0.048521343170309914,0.07251540952452397,0.038211221773000695,0.0699918956752376,0.07098708769353161,0.0827981027406172,0.0918558459684827,0.14879091750231313,0.14940173200237986,0.14048692769137833,0.1499228762127175,0.22500992690854008,0.23328617440775412,0.20070469648989786,0.23182646133465806,0.26270253264118293,0.2527052420138664,0.2915451895043732,0.352882169598395,F
Hawaii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04757373929590866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07652280379553107,0.0,0.0,0.10471204188481677,0.0,0.1665657177468201,0.11281224818694602,0.07940289026520565,0.1369628488272556,0.13377926421404682,0.13771733516956447,0.2235982112143103,0.16992353440951571,0.12239902080783352,0.0,0.1307433694434068,0.0,0.0,0.14058106841611998,F
