,Name,Year,Gender,Count
1321,Robert,1/1/1946,M,84130
1322,John,1/1/1946,M,79248
1323,William,1/1/1946,M,60031
1324,Richard,1/1/1946,M,58859
1325,David,1/1/1946,M,46435
1326,Michael,1/1/1946,M,41178
1327,Thomas,1/1/1946,M,38864
1328,Charles,1/1/1946,M,38194
1329,Ronald,1/1/1946,M,31840
1330,Larry,1/1/1946,M,28436
1331,Gary,1/1/1946,M,26916
1332,Donald,1/1/1946,M,26255
1333,Joseph,1/1/1946,M,24279
1334,Kenneth,1/1/1946,M,22029
1335,George,1/1/1946,M,21565
1336,Dennis,1/1/1946,M,21444
1337,Paul,1/1/1946,M,21050
1338,Edward,1/1/1946,M,18573
1339,Jerry,1/1/1946,M,17562
1340,James,1/1/1947,M,94755
1341,Robert,1/1/1947,M,91642
1342,John,1/1/1947,M,88318
1343,William,1/1/1947,M,66969
1344,Richard,1/1/1947,M,58499
1345,David,1/1/1947,M,57797
1346,Michael,1/1/1947,M,50495
1347,Thomas,1/1/1947,M,44838
1348,Charles,1/1/1947,M,40773
1349,Larry,1/1/1947,M,34937
1350,Ronald,1/1/1947,M,34884
1351,Gary,1/1/1947,M,30029
1352,Donald,1/1/1947,M,28255
1353,Joseph,1/1/1947,M,27513
1354,Kenneth,1/1/1947,M,24575
1355,George,1/1/1947,M,23914
1356,Dennis,1/1/1947,M,23680
1357,Paul,1/1/1947,M,22794
1358,Edward,1/1/1947,M,20549
1359,Jerry,1/1/1947,M,18784
1360,James,1/1/1948,M,88596
1361,Robert,1/1/1948,M,85479
1362,John,1/1/1948,M,82826
1363,William,1/1/1948,M,61977
1364,David,1/1/1948,M,56611
1365,Michael,1/1/1948,M,52569
1366,Richard,1/1/1948,M,50959
1367,Thomas,1/1/1948,M,43798
1368,Charles,1/1/1948,M,38683
1369,Ronald,1/1/1948,M,33511
1370,Larry,1/1/1948,M,33431
1371,Gary,1/1/1948,M,28378
1372,Joseph,1/1/1948,M,26805
1373,Donald,1/1/1948,M,26442
1374,Kenneth,1/1/1948,M,23555
1375,George,1/1/1948,M,21914
1376,Dennis,1/1/1948,M,21754
1377,Paul,1/1/1948,M,21248
1378,Edward,1/1/1948,M,18973
1379,Stephen,1/1/1948,M,17058
1380,James,1/1/1949,M,86856
1381,Robert,1/1/1949,M,83841
1382,John,1/1/1949,M,81154
1383,William,1/1/1949,M,61493
1384,Michael,1/1/1949,M,60041
1385,David,1/1/1949,M,59610
1386,Richard,1/1/1949,M,50942
1387,Thomas,1/1/1949,M,45201
1388,Charles,1/1/1949,M,40042
1389,Larry,1/1/1949,M,31805
1390,Ronald,1/1/1949,M,31496
1391,Gary,1/1/1949,M,28929
1392,Donald,1/1/1949,M,27114
1393,Joseph,1/1/1949,M,26417
1394,Kenneth,1/1/1949,M,23586
1395,Dennis,1/1/1949,M,21746
1396,Paul,1/1/1949,M,21588
1397,George,1/1/1949,M,21326
1398,Stephen,1/1/1949,M,20477
1399,Steven,1/1/1949,M,19922
1400,James,1/1/1950,M,86221
1401,Robert,1/1/1950,M,83540
1402,John,1/1/1950,M,79410
1403,Michael,1/1/1950,M,65154
1404,David,1/1/1950,M,60733
1405,William,1/1/1950,M,60701
1406,Richard,1/1/1950,M,51009
1407,Thomas,1/1/1950,M,45620
1408,Charles,1/1/1950,M,39104
1409,Gary,1/1/1950,M,33753
1410,Larry,1/1/1950,M,31488
1411,Ronald,1/1/1950,M,29924
1412,Joseph,1/1/1950,M,27033
1413,Donald,1/1/1950,M,26977
1414,Kenneth,1/1/1950,M,23825
1415,Steven,1/1/1950,M,23257
1416,Dennis,1/1/1950,M,22842
1417,Paul,1/1/1950,M,21754
1418,Stephen,1/1/1950,M,20517
1419,George,1/1/1950,M,20172
1420,James,1/1/1951,M,87175
1421,Robert,1/1/1951,M,86327
1422,John,1/1/1951,M,81512
1423,Michael,1/1/1951,M,72750
1424,David,1/1/1951,M,64741
1425,William,1/1/1951,M,62718
1426,Richard,1/1/1951,M,54485
1427,Thomas,1/1/1951,M,48237
1428,Charles,1/1/1951,M,39346
1429,Gary,1/1/1951,M,38123
1430,Larry,1/1/1951,M,30501
1431,Ronald,1/1/1951,M,29017
1432,Steven,1/1/1951,M,28340
1433,Joseph,1/1/1951,M,28113
1434,Donald,1/1/1951,M,27907
1435,Kenneth,1/1/1951,M,25816
1436,Dennis,1/1/1951,M,24232
1437,Paul,1/1/1951,M,22824
1438,Stephen,1/1/1951,M,22436
1439,Mark,1/1/1951,M,21186
1440,James,1/1/1952,M,87083
1441,Robert,1/1/1952,M,86572
1442,John,1/1/1952,M,83121
1443,Michael,1/1/1952,M,79022
1444,David,1/1/1952,M,71762
1445,William,1/1/1952,M,63008
1446,Richard,1/1/1952,M,58349
1447,Thomas,1/1/1952,M,48617
1448,Charles,1/1/1952,M,38884
1449,Gary,1/1/1952,M,38733
1450,Steven,1/1/1952,M,32041
1451,Joseph,1/1/1952,M,28528
1452,Donald,1/1/1952,M,28278
1453,Larry,1/1/1952,M,28267
1454,Ronald,1/1/1952,M,27790
1455,Kenneth,1/1/1952,M,25901
1456,Mark,1/1/1952,M,25665
1457,Dennis,1/1/1952,M,24553
1458,Paul,1/1/1952,M,24290
1459,Daniel,1/1/1952,M,23429
1460,Robert,1/1/1953,M,86135
1461,James,1/1/1953,M,85946
1462,Michael,1/1/1953,M,84164
1463,John,1/1/1953,M,80072
1464,David,1/1/1953,M,76037
1465,William,1/1/1953,M,61775
1466,Richard,1/1/1953,M,58285
1467,Thomas,1/1/1953,M,46967
1468,Charles,1/1/1953,M,38357
1469,Gary,1/1/1953,M,36931
1470,Steven,1/1/1953,M,33686
1471,Mark,1/1/1953,M,29311
1472,Joseph,1/1/1953,M,29217
1473,Donald,1/1/1953,M,28319
1474,Ronald,1/1/1953,M,27669
1475,Kenneth,1/1/1953,M,25497
1476,Paul,1/1/1953,M,25481
1477,Larry,1/1/1953,M,25164
1478,Dennis,1/1/1953,M,23620
1479,Daniel,1/1/1953,M,23472
1480,Michael,1/1/1954,M,88485
1481,James,1/1/1954,M,86277
1482,Robert,1/1/1954,M,86258
1483,John,1/1/1954,M,81128
1484,David,1/1/1954,M,79528
1485,William,1/1/1954,M,61401
1486,Richard,1/1/1954,M,57007
1487,Thomas,1/1/1954,M,47131
1488,Gary,1/1/1954,M,37898
1489,Charles,1/1/1954,M,37437
1490,Steven,1/1/1954,M,36610
1491,Mark,1/1/1954,M,36196
1492,Joseph,1/1/1954,M,31206
1493,Donald,1/1/1954,M,29259
1494,Ronald,1/1/1954,M,27596
1495,Paul,1/1/1954,M,26218
1496,Kenneth,1/1/1954,M,26145
1497,Daniel,1/1/1954,M,25261
1498,Larry,1/1/1954,M,24582
1499,Stephen,1/1/1954,M,21869
1500,Michael,1/1/1955,M,88283
1501,David,1/1/1955,M,86191
1502,James,1/1/1955,M,84130
1503,Robert,1/1/1955,M,83676
1504,John,1/1/1955,M,80018
1505,William,1/1/1955,M,59920
1506,Richard,1/1/1955,M,53523
1507,Thomas,1/1/1955,M,45807
1508,Mark,1/1/1955,M,42205
1509,Steven,1/1/1955,M,37797
1510,Charles,1/1/1955,M,35325
1511,Gary,1/1/1955,M,34393
1512,Joseph,1/1/1955,M,31587
1513,Donald,1/1/1955,M,27697
1514,Kenneth,1/1/1955,M,26730
1515,Paul,1/1/1955,M,26672
1516,Daniel,1/1/1955,M,26432
1517,Ronald,1/1/1955,M,26145
1518,Larry,1/1/1955,M,22821
1519,Jeffrey,1/1/1955,M,22505
1520,Michael,1/1/1956,M,90633
1521,James,1/1/1956,M,84860
1522,Robert,1/1/1956,M,83903
1523,David,1/1/1956,M,81603
1524,John,1/1/1956,M,80760
1525,William,1/1/1956,M,58956
1526,Richard,1/1/1956,M,52879
1527,Mark,1/1/1956,M,48808
1528,Thomas,1/1/1956,M,44800
1529,Steven,1/1/1956,M,38383
1530,Charles,1/1/1956,M,35208
1531,Joseph,1/1/1956,M,32702
1532,Gary,1/1/1956,M,31796
1533,Donald,1/1/1956,M,28203
1534,Ronald,1/1/1956,M,27724
1535,Kenneth,1/1/1956,M,27405
1536,Paul,1/1/1956,M,26869
1537,Daniel,1/1/1956,M,26629
1538,Timothy,1/1/1956,M,23271
1539,Jeffrey,1/1/1956,M,23269
1540,Michael,1/1/1957,M,92709
1541,James,1/1/1957,M,84242
1542,David,1/1/1957,M,82367
1543,Robert,1/1/1957,M,81707
1544,John,1/1/1957,M,78983
1545,William,1/1/1957,M,56822
1546,Mark,1/1/1957,M,52811
1547,Richard,1/1/1957,M,52400
1548,Thomas,1/1/1957,M,44580
1549,Steven,1/1/1957,M,36832
1550,Charles,1/1/1957,M,34252
1551,Joseph,1/1/1957,M,31814
1552,Gary,1/1/1957,M,29513
1553,Kenneth,1/1/1957,M,28036
1554,Donald,1/1/1957,M,27859
1555,Daniel,1/1/1957,M,27305
1556,Ronald,1/1/1957,M,27185
1557,Paul,1/1/1957,M,26987
1558,Timothy,1/1/1957,M,24734
1559,Kevin,1/1/1957,M,24283
1560,Michael,1/1/1958,M,90519
1561,David,1/1/1958,M,82585
1562,James,1/1/1958,M,78731
1563,Robert,1/1/1958,M,77285
1564,John,1/1/1958,M,75986
1565,William,1/1/1958,M,54202
1566,Mark,1/1/1958,M,52670
1567,Richard,1/1/1958,M,49958
1568,Thomas,1/1/1958,M,42062
1569,Steven,1/1/1958,M,32951
1570,Charles,1/1/1958,M,32235
1571,Joseph,1/1/1958,M,30086
1572,Timothy,1/1/1958,M,28751
1573,Kenneth,1/1/1958,M,26657
1574,Paul,1/1/1958,M,26252
1575,Daniel,1/1/1958,M,25607
1576,Gary,1/1/1958,M,25270
1577,Donald,1/1/1958,M,24996
1578,Ronald,1/1/1958,M,24811
1579,Kevin,1/1/1958,M,24647
1580,Michael,1/1/1959,M,85272
1581,David,1/1/1959,M,83921
1582,James,1/1/1959,M,78597
1583,John,1/1/1959,M,76428
1584,Robert,1/1/1959,M,74506
1585,Mark,1/1/1959,M,56924
1586,William,1/1/1959,M,51377
1587,Richard,1/1/1959,M,47176
1588,Thomas,1/1/1959,M,40286
1589,Steven,1/1/1959,M,33580
1590,Charles,1/1/1959,M,30767
1591,Timothy,1/1/1959,M,30754
1592,Joseph,1/1/1959,M,29527
1593,Kevin,1/1/1959,M,26759
1594,Kenneth,1/1/1959,M,26623
1595,Jeffrey,1/1/1959,M,26271
1596,Paul,1/1/1959,M,25703
1597,Daniel,1/1/1959,M,25134
1598,Donald,1/1/1959,M,23869
1599,Gary,1/1/1959,M,23296
1600,David,1/1/1960,M,85931
1601,Michael,1/1/1960,M,84206
1602,James,1/1/1960,M,76872
1603,John,1/1/1960,M,76121
1604,Robert,1/1/1960,M,72386
1605,Mark,1/1/1960,M,58735
1606,William,1/1/1960,M,49349
1607,Richard,1/1/1960,M,43562
1608,Thomas,1/1/1960,M,39299
1609,Steven,1/1/1960,M,33903
1610,Timothy,1/1/1960,M,30484
1611,Joseph,1/1/1960,M,29757
1612,Charles,1/1/1960,M,29691
1613,Jeffrey,1/1/1960,M,28835
1614,Kevin,1/1/1960,M,28391
1615,Kenneth,1/1/1960,M,27681
1616,Daniel,1/1/1960,M,25970
1617,Paul,1/1/1960,M,25643
1618,Donald,1/1/1960,M,22728
1619,Brian,1/1/1960,M,22000
1620,Michael,1/1/1961,M,86916
1621,David,1/1/1961,M,84771
1622,John,1/1/1961,M,79904
1623,James,1/1/1961,M,75896
1624,Robert,1/1/1961,M,72908
1625,Mark,1/1/1961,M,57755
1626,William,1/1/1961,M,48012
1627,Richard,1/1/1961,M,41119
1628,Thomas,1/1/1961,M,37544
1629,Steven,1/1/1961,M,32242
1630,Jeffrey,1/1/1961,M,32019
1631,Joseph,1/1/1961,M,29447
1632,Charles,1/1/1961,M,29190
1633,Kevin,1/1/1961,M,28905
1634,Timothy,1/1/1961,M,28240
1635,Kenneth,1/1/1961,M,26088
1636,Daniel,1/1/1961,M,25884
1637,Paul,1/1/1961,M,25628
1638,Scott,1/1/1961,M,23915
1639,Brian,1/1/1961,M,22555
1640,Michael,1/1/1962,M,85046
1641,David,1/1/1962,M,81328
1642,John,1/1/1962,M,78447
1643,James,1/1/1962,M,72563
1644,Robert,1/1/1962,M,70214
1645,Mark,1/1/1962,M,53522
1646,William,1/1/1962,M,44862
1647,Richard,1/1/1962,M,39424
1648,Thomas,1/1/1962,M,36536
1649,Jeffrey,1/1/1962,M,33531
1650,Scott,1/1/1962,M,30711
1651,Steven,1/1/1962,M,30703
1652,Joseph,1/1/1962,M,30093
1653,Kevin,1/1/1962,M,28356
1654,Charles,1/1/1962,M,27590
1655,Timothy,1/1/1962,M,27085
1656,Daniel,1/1/1962,M,25553
1657,Kenneth,1/1/1962,M,25247
1658,Paul,1/1/1962,M,23804
1659,Brian,1/1/1962,M,23244
1660,Michael,1/1/1963,M,83795
1661,John,1/1/1963,M,78647
1662,David,1/1/1963,M,78482
1663,James,1/1/1963,M,71332
1664,Robert,1/1/1963,M,70024
1665,Mark,1/1/1963,M,49365
1666,William,1/1/1963,M,44481
1667,Richard,1/1/1963,M,40780
1668,Thomas,1/1/1963,M,35509
1669,Jeffrey,1/1/1963,M,31722
1670,Kevin,1/1/1963,M,30625
1671,Scott,1/1/1963,M,30421
1672,Joseph,1/1/1963,M,30100
1673,Steven,1/1/1963,M,29360
1674,Timothy,1/1/1963,M,27203
1675,Charles,1/1/1963,M,26799
1676,Paul,1/1/1963,M,26685
1677,Kenneth,1/1/1963,M,25247
1678,Daniel,1/1/1963,M,24834
1679,Brian,1/1/1963,M,24126
1680,Michael,1/1/1964,M,82674
1681,John,1/1/1964,M,82536
1682,David,1/1/1964,M,75066
1683,James,1/1/1964,M,73050
1684,Robert,1/1/1964,M,69994
1685,Mark,1/1/1964,M,45290
1686,William,1/1/1964,M,44249
1687,Richard,1/1/1964,M,40106
1688,Thomas,1/1/1964,M,34464
1689,Jeffrey,1/1/1964,M,30738
1690,Joseph,1/1/1964,M,30568
1691,Steven,1/1/1964,M,29718
1692,Kevin,1/1/1964,M,29367
1693,Scott,1/1/1964,M,28518
1694,Timothy,1/1/1964,M,28099
1695,Paul,1/1/1964,M,26879
1696,Charles,1/1/1964,M,25903
1697,Kenneth,1/1/1964,M,24870
1698,Daniel,1/1/1964,M,24354
1699,Brian,1/1/1964,M,24202
1700,Michael,1/1/1965,M,81048
1701,John,1/1/1965,M,71563
1702,David,1/1/1965,M,67886
1703,James,1/1/1965,M,67707
1704,Robert,1/1/1965,M,63146
1705,William,1/1/1965,M,40149
1706,Mark,1/1/1965,M,38276
1707,Richard,1/1/1965,M,36858
1708,Thomas,1/1/1965,M,31635
1709,Jeffrey,1/1/1965,M,29594
1710,Joseph,1/1/1965,M,28662
1711,Timothy,1/1/1965,M,28348
1712,Kevin,1/1/1965,M,28192
1713,Steven,1/1/1965,M,27998
1714,Scott,1/1/1965,M,25454
1715,Paul,1/1/1965,M,24935
1716,Daniel,1/1/1965,M,24862
1717,Christopher,1/1/1965,M,24650
1718,Brian,1/1/1965,M,24559
1719,Charles,1/1/1965,M,23495
1720,Michael,1/1/1966,M,80002
1721,David,1/1/1966,M,66447
1722,James,1/1/1966,M,65193
1723,John,1/1/1966,M,65056
1724,Robert,1/1/1966,M,59350
1725,William,1/1/1966,M,38272
1726,Mark,1/1/1966,M,34812
1727,Richard,1/1/1966,M,34468
1728,Jeffrey,1/1/1966,M,30201
1729,Thomas,1/1/1966,M,29017
1730,Timothy,1/1/1966,M,28932
1731,Christopher,1/1/1966,M,27880
1732,Steven,1/1/1966,M,27713
1733,Brian,1/1/1966,M,27275
1734,Joseph,1/1/1966,M,26992
1735,Scott,1/1/1966,M,26043
1736,Kevin,1/1/1966,M,25600
1737,Paul,1/1/1966,M,23584
1738,Daniel,1/1/1966,M,23273
1739,Charles,1/1/1966,M,22272
1740,Michael,1/1/1967,M,82454
1741,David,1/1/1967,M,66805
1742,James,1/1/1967,M,61704
1743,John,1/1/1967,M,61629
1744,Robert,1/1/1967,M,56385
1745,William,1/1/1967,M,37623
1746,Mark,1/1/1967,M,34938
1747,Richard,1/1/1967,M,33592
1748,Christopher,1/1/1967,M,29437
1749,Brian,1/1/1967,M,28664
1750,Timothy,1/1/1967,M,28596
1751,Thomas,1/1/1967,M,28285
1752,Jeffrey,1/1/1967,M,28096
1753,Steven,1/1/1967,M,27040
1754,Joseph,1/1/1967,M,25941
1755,Scott,1/1/1967,M,25554
1756,Kevin,1/1/1967,M,24622
1757,Paul,1/1/1967,M,22843
1758,Daniel,1/1/1967,M,22219
1759,Charles,1/1/1967,M,21295
1760,Michael,1/1/1968,M,82019
1761,David,1/1/1968,M,63739
1762,John,1/1/1968,M,60924
1763,James,1/1/1968,M,60730
1764,Robert,1/1/1968,M,58229
1765,William,1/1/1968,M,36968
1766,Mark,1/1/1968,M,35429
1767,Richard,1/1/1968,M,33000
1768,Christopher,1/1/1968,M,31478
1769,Brian,1/1/1968,M,29950
1770,Jeffrey,1/1/1968,M,28381
1771,Thomas,1/1/1968,M,27456
1772,Timothy,1/1/1968,M,26521
1773,Scott,1/1/1968,M,26028
1774,Steven,1/1/1968,M,25507
1775,Joseph,1/1/1968,M,25404
1776,Kevin,1/1/1968,M,23880
1777,Daniel,1/1/1968,M,22026
1778,Paul,1/1/1968,M,21881
1779,Charles,1/1/1968,M,21576
1780,Michael,1/1/1969,M,85227
1781,David,1/1/1969,M,63728
1782,James,1/1/1969,M,59940
1783,John,1/1/1969,M,58791
1784,Robert,1/1/1969,M,58342
1785,William,1/1/1969,M,37644
1786,Christopher,1/1/1969,M,35709
1787,Mark,1/1/1969,M,33409
1788,Brian,1/1/1969,M,31708
1789,Richard,1/1/1969,M,31102
1790,Jeffrey,1/1/1969,M,28994
1791,Scott,1/1/1969,M,28682
1792,Thomas,1/1/1969,M,27491
1793,Steven,1/1/1969,M,26562
1794,Joseph,1/1/1969,M,26200
1795,Kevin,1/1/1969,M,23581
1796,Timothy,1/1/1969,M,23374
1797,Daniel,1/1/1969,M,23197
1798,Charles,1/1/1969,M,21684
1799,Anthony,1/1/1969,M,20906
1800,Michael,1/1/1970,M,85321
1801,David,1/1/1970,M,61776
1802,James,1/1/1970,M,61775
1803,John,1/1/1970,M,58540
1804,Robert,1/1/1970,M,57213
1805,Christopher,1/1/1970,M,41793
1806,William,1/1/1970,M,38913
1807,Brian,1/1/1970,M,31943
1808,Mark,1/1/1970,M,31496
1809,Richard,1/1/1970,M,30467
1810,Jeffrey,1/1/1970,M,30155
1811,Scott,1/1/1970,M,28597
1812,Jason,1/1/1970,M,27296
1813,Kevin,1/1/1970,M,26989
1814,Steven,1/1/1970,M,26823
1815,Joseph,1/1/1970,M,26734
1816,Thomas,1/1/1970,M,26689
1817,Eric,1/1/1970,M,23589
1818,Daniel,1/1/1970,M,23545
1819,Timothy,1/1/1970,M,22445
1820,Michael,1/1/1971,M,77611
1821,James,1/1/1971,M,54608
1822,David,1/1/1971,M,53136
1823,John,1/1/1971,M,51519
1824,Robert,1/1/1971,M,50656
1825,Christopher,1/1/1971,M,48251
1826,William,1/1/1971,M,35442
1827,Jason,1/1/1971,M,34191
1828,Brian,1/1/1971,M,32650
1829,Scott,1/1/1971,M,30920
1830,Richard,1/1/1971,M,26166
1831,Jeffrey,1/1/1971,M,25849
1832,Mark,1/1/1971,M,25143
1833,Kevin,1/1/1971,M,24876
1834,Joseph,1/1/1971,M,24512
1835,Steven,1/1/1971,M,23697
1836,Thomas,1/1/1971,M,23165
1837,Eric,1/1/1971,M,22977
1838,Matthew,1/1/1971,M,22567
1839,Daniel,1/1/1971,M,21784
1840,Michael,1/1/1972,M,71426
1841,Christopher,1/1/1972,M,52195
1842,James,1/1/1972,M,47084
1843,David,1/1/1972,M,46382
1844,John,1/1/1972,M,43183
1845,Robert,1/1/1972,M,43035
1846,Jason,1/1/1972,M,37448
1847,Brian,1/1/1972,M,36327
1848,William,1/1/1972,M,30529
1849,Matthew,1/1/1972,M,22947
1850,Scott,1/1/1972,M,22866
1851,Joseph,1/1/1972,M,22465
1852,Kevin,1/1/1972,M,22368
1853,Richard,1/1/1972,M,22322
1854,Daniel,1/1/1972,M,22115
1855,Eric,1/1/1972,M,22046
1856,Jeffrey,1/1/1972,M,21688
1857,Mark,1/1/1972,M,21511
1858,Steven,1/1/1972,M,19861
1859,Thomas,1/1/1972,M,19571
1860,Michael,1/1/1973,M,67864
1861,Christopher,1/1/1973,M,48322
1862,Jason,1/1/1973,M,46689
1863,James,1/1/1973,M,42896
1864,David,1/1/1973,M,41110
1865,John,1/1/1973,M,39175
1866,Robert,1/1/1973,M,38721
1867,Brian,1/1/1973,M,35717
1868,William,1/1/1973,M,28024
1869,Matthew,1/1/1973,M,24553
1870,Daniel,1/1/1973,M,23696
1871,Joseph,1/1/1973,M,21324
1872,Eric,1/1/1973,M,20813
1873,Kevin,1/1/1973,M,20799
1874,Mark,1/1/1973,M,20384
1875,Richard,1/1/1973,M,19953
1876,Jeffrey,1/1/1973,M,19225
1877,Scott,1/1/1973,M,18980
1878,Thomas,1/1/1973,M,17941
1879,Steven,1/1/1973,M,17193
1880,Michael,1/1/1974,M,67577
1881,Jason,1/1/1974,M,54778
1882,Christopher,1/1/1974,M,48621
1883,David,1/1/1974,M,41798
1884,James,1/1/1974,M,41365
1885,John,1/1/1974,M,37655
1886,Robert,1/1/1974,M,37046
1887,Brian,1/1/1974,M,34465
1888,Matthew,1/1/1974,M,27227
1889,William,1/1/1974,M,26997
1890,Daniel,1/1/1974,M,23842
1891,Joseph,1/1/1974,M,21844
1892,Eric,1/1/1974,M,20188
1893,Kevin,1/1/1974,M,19475
1894,Jeffrey,1/1/1974,M,19332
1895,Mark,1/1/1974,M,18915
1896,Richard,1/1/1974,M,18656
1897,Scott,1/1/1974,M,18048
1898,Steven,1/1/1974,M,17677
1899,Thomas,1/1/1974,M,17286
1900,Michael,1/1/1975,M,68457
1901,Jason,1/1/1975,M,52199
1902,Christopher,1/1/1975,M,46587
1903,James,1/1/1975,M,39595
1904,David,1/1/1975,M,39172
1905,Robert,1/1/1975,M,35337
1906,John,1/1/1975,M,35098
1907,Brian,1/1/1975,M,30608
1908,Matthew,1/1/1975,M,28569
1909,William,1/1/1975,M,25581
1910,Daniel,1/1/1975,M,23830
1911,Joseph,1/1/1975,M,22144
1912,Eric,1/1/1975,M,19823
1913,Jeffrey,1/1/1975,M,18323
1914,Kevin,1/1/1975,M,18089
1915,Richard,1/1/1975,M,17681
1916,Scott,1/1/1975,M,17323
1917,Steven,1/1/1975,M,17062
1918,Mark,1/1/1975,M,16754
1919,Thomas,1/1/1975,M,16558
1920,Michael,1/1/1976,M,66971
1921,Jason,1/1/1976,M,52686
1922,Christopher,1/1/1976,M,45235
1923,David,1/1/1976,M,39296
1924,James,1/1/1976,M,38311
1925,John,1/1/1976,M,33989
1926,Robert,1/1/1976,M,33815
1927,Brian,1/1/1976,M,30535
1928,Matthew,1/1/1976,M,29996
1929,Daniel,1/1/1976,M,24726
1930,William,1/1/1976,M,24446
1931,Joseph,1/1/1976,M,24074
1932,Eric,1/1/1976,M,21374
1933,Jeremy,1/1/1976,M,20136
1934,Kevin,1/1/1976,M,18487
1935,Ryan,1/1/1976,M,17504
1936,Jeffrey,1/1/1976,M,17025
1937,Joshua,1/1/1976,M,16870
1938,Richard,1/1/1976,M,16766
1939,Steven,1/1/1976,M,16664
1940,Michael,1/1/1977,M,67611
1941,Jason,1/1/1977,M,55649
1942,Christopher,1/1/1977,M,46753
1943,David,1/1/1977,M,40548
1944,James,1/1/1977,M,40051
1945,John,1/1/1977,M,34232
1946,Robert,1/1/1977,M,34221
1947,Brian,1/1/1977,M,32498
1948,Matthew,1/1/1977,M,31973
1949,Joseph,1/1/1977,M,26487
1950,Daniel,1/1/1977,M,26077
1951,William,1/1/1977,M,24775
1952,Kevin,1/1/1977,M,22482
1953,Joshua,1/1/1977,M,22073
1954,Jeremy,1/1/1977,M,21618
1955,Ryan,1/1/1977,M,21256
1956,Eric,1/1/1977,M,20745
1957,Timothy,1/1/1977,M,17980
1958,Jeffrey,1/1/1977,M,17488
1959,Richard,1/1/1977,M,17450
1960,Michael,1/1/1978,M,67153
1961,Jason,1/1/1978,M,51625
1962,Christopher,1/1/1978,M,47243
1963,David,1/1/1978,M,40698
1964,James,1/1/1978,M,39908
1965,Matthew,1/1/1978,M,34310
1966,John,1/1/1978,M,34026
1967,Robert,1/1/1978,M,33381
1968,Brian,1/1/1978,M,29451
1969,Joseph,1/1/1978,M,26679
1970,Daniel,1/1/1978,M,26445
1971,Joshua,1/1/1978,M,25209
1972,William,1/1/1978,M,24186
1973,Ryan,1/1/1978,M,21339
1974,Kevin,1/1/1978,M,20111
1975,Eric,1/1/1978,M,19776
1976,Timothy,1/1/1978,M,19609
1977,Jeremy,1/1/1978,M,19513
1978,Jeffrey,1/1/1978,M,16999
1979,Anthony,1/1/1978,M,16810
1980,Michael,1/1/1979,M,67728
1981,Christopher,1/1/1979,M,50676
1982,Jason,1/1/1979,M,50393
1983,David,1/1/1979,M,42069
1984,James,1/1/1979,M,39371
1985,Matthew,1/1/1979,M,35658
1986,John,1/1/1979,M,35434
1987,Robert,1/1/1979,M,34025
1988,Joshua,1/1/1979,M,31133
1989,Brian,1/1/1979,M,28667
1990,Joseph,1/1/1979,M,28665
1991,Daniel,1/1/1979,M,28521
1992,William,1/1/1979,M,24694
1993,Ryan,1/1/1979,M,23212
1994,Nicholas,1/1/1979,M,21342
1995,Jeremy,1/1/1979,M,21010
1996,Eric,1/1/1979,M,20272
1997,Timothy,1/1/1979,M,19078
1998,Kevin,1/1/1979,M,18737
1999,Andrew,1/1/1979,M,18628
2000,Michael,1/1/1980,M,68666
2001,Christopher,1/1/1980,M,49086
2002,Jason,1/1/1980,M,48176
2003,David,1/1/1980,M,41913
2004,James,1/1/1980,M,39312
2005,Matthew,1/1/1980,M,37857
2006,Joshua,1/1/1980,M,36058
2007,John,1/1/1980,M,35263
2008,Robert,1/1/1980,M,34273
2009,Joseph,1/1/1980,M,30189
2010,Daniel,1/1/1980,M,29889
2011,Brian,1/1/1980,M,28718
2012,Justin,1/1/1980,M,26752
2013,William,1/1/1980,M,25659
2014,Ryan,1/1/1980,M,24801
2015,Eric,1/1/1980,M,22622
2016,Nicholas,1/1/1980,M,21019
2017,Jeremy,1/1/1980,M,19903
2018,Andrew,1/1/1980,M,19725
2019,Timothy,1/1/1980,M,19157
2020,Michael,1/1/1981,M,68752
2021,Christopher,1/1/1981,M,50229
2022,Matthew,1/1/1981,M,43323
2023,Jason,1/1/1981,M,41921
2024,David,1/1/1981,M,40643
2025,Joshua,1/1/1981,M,39054
2026,James,1/1/1981,M,38301
2027,John,1/1/1981,M,34877
2028,Robert,1/1/1981,M,34388
2029,Daniel,1/1/1981,M,30991
2030,Joseph,1/1/1981,M,30765
2031,Justin,1/1/1981,M,27308
2032,Ryan,1/1/1981,M,26821
2033,Brian,1/1/1981,M,26598
2034,William,1/1/1981,M,24796
2035,Jonathan,1/1/1981,M,22593
2036,Eric,1/1/1981,M,20722
2037,Andrew,1/1/1981,M,20225
2038,Brandon,1/1/1981,M,20217
2039,Adam,1/1/1981,M,20041
2040,Michael,1/1/1982,M,68204
2041,Christopher,1/1/1982,M,59225
2042,Matthew,1/1/1982,M,46052
2043,Jason,1/1/1982,M,40611
2044,David,1/1/1982,M,40441
2045,James,1/1/1982,M,38867
2046,Joshua,1/1/1982,M,38021
2047,John,1/1/1982,M,34683
2048,Robert,1/1/1982,M,34411
2049,Daniel,1/1/1982,M,32648
2050,Joseph,1/1/1982,M,31038
2051,Justin,1/1/1982,M,29099
2052,Ryan,1/1/1982,M,26695
2053,Brian,1/1/1982,M,25830
2054,William,1/1/1982,M,25594
