,Name,Year,Gender,Count
752,Alice,1/1/1917,F,10990
753,Florence,1/1/1917,F,10538
754,Lillian,1/1/1917,F,9843
755,Rose,1/1/1917,F,9784
756,Irene,1/1/1917,F,9165
757,Catherine,1/1/1917,F,8689
758,Louise,1/1/1917,F,8582
759,Edna,1/1/1917,F,8421
760,Mary,1/1/1918,F,67370
761,Helen,1/1/1918,F,36150
762,Dorothy,1/1/1918,F,32033
763,Margaret,1/1/1918,F,27138
764,Ruth,1/1/1918,F,25535
765,Mildred,1/1/1918,F,17256
766,Virginia,1/1/1918,F,16421
767,Frances,1/1/1918,F,16130
768,Elizabeth,1/1/1918,F,15852
769,Anna,1/1/1918,F,15666
770,Evelyn,1/1/1918,F,13493
771,Marie,1/1/1918,F,12587
772,Alice,1/1/1918,F,11590
773,Florence,1/1/1918,F,11317
774,Lillian,1/1/1918,F,9986
775,Irene,1/1/1918,F,9774
776,Rose,1/1/1918,F,9569
777,Louise,1/1/1918,F,9110
778,Doris,1/1/1918,F,9061
779,Catherine,1/1/1918,F,8842
780,Mary,1/1/1919,F,65840
781,Helen,1/1/1919,F,33705
782,Dorothy,1/1/1919,F,31734
783,Margaret,1/1/1919,F,26237
784,Ruth,1/1/1919,F,24566
785,Mildred,1/1/1919,F,17300
786,Virginia,1/1/1919,F,15636
787,Elizabeth,1/1/1919,F,15288
788,Frances,1/1/1919,F,15106
789,Anna,1/1/1919,F,14500
790,Evelyn,1/1/1919,F,13321
791,Marie,1/1/1919,F,12010
792,Alice,1/1/1919,F,11141
793,Florence,1/1/1919,F,10482
794,Betty,1/1/1919,F,10106
795,Irene,1/1/1919,F,9712
796,Lillian,1/1/1919,F,9515
797,Doris,1/1/1919,F,9432
798,Rose,1/1/1919,F,9193
799,Louise,1/1/1919,F,8810
800,Mary,1/1/1920,F,70976
801,Dorothy,1/1/1920,F,36647
802,Helen,1/1/1920,F,35098
803,Margaret,1/1/1920,F,27995
804,Ruth,1/1/1920,F,26100
805,Mildred,1/1/1920,F,18058
806,Virginia,1/1/1920,F,17313
807,Elizabeth,1/1/1920,F,15909
808,Frances,1/1/1920,F,15883
809,Anna,1/1/1920,F,14582
810,Betty,1/1/1920,F,14017
811,Evelyn,1/1/1920,F,13838
812,Marie,1/1/1920,F,12745
813,Doris,1/1/1920,F,11893
814,Alice,1/1/1920,F,11596
815,Florence,1/1/1920,F,10731
816,Irene,1/1/1920,F,10071
817,Lillian,1/1/1920,F,10050
818,Louise,1/1/1920,F,9181
819,Rose,1/1/1920,F,9011
820,Mary,1/1/1921,F,73985
821,Dorothy,1/1/1921,F,39079
822,Helen,1/1/1921,F,34821
823,Margaret,1/1/1921,F,28466
824,Ruth,1/1/1921,F,25781
825,Virginia,1/1/1921,F,19029
826,Mildred,1/1/1921,F,17882
827,Betty,1/1/1921,F,17638
828,Frances,1/1/1921,F,15994
829,Elizabeth,1/1/1921,F,15800
830,Anna,1/1/1921,F,14472
831,Evelyn,1/1/1921,F,14279
832,Doris,1/1/1921,F,13153
833,Marie,1/1/1921,F,12500
834,Alice,1/1/1921,F,11956
835,Marjorie,1/1/1921,F,11208
836,Florence,1/1/1921,F,10718
837,Irene,1/1/1921,F,10624
838,Lillian,1/1/1921,F,9769
839,Rose,1/1/1921,F,9350
840,Mary,1/1/1922,F,72171
841,Dorothy,1/1/1922,F,37710
842,Helen,1/1/1922,F,32506
843,Margaret,1/1/1922,F,26864
844,Ruth,1/1/1922,F,23630
845,Betty,1/1/1922,F,20894
846,Virginia,1/1/1922,F,19145
847,Mildred,1/1/1922,F,16413
848,Elizabeth,1/1/1922,F,15241
849,Frances,1/1/1922,F,15056
850,Doris,1/1/1922,F,13795
851,Anna,1/1/1922,F,13407
852,Evelyn,1/1/1922,F,13318
853,Marie,1/1/1922,F,11912
854,Alice,1/1/1922,F,11274
855,Marjorie,1/1/1922,F,10387
856,Irene,1/1/1922,F,10172
857,Florence,1/1/1922,F,10036
858,Lillian,1/1/1922,F,9427
859,Jean,1/1/1922,F,9108
860,Mary,1/1/1923,F,71634
861,Dorothy,1/1/1923,F,39046
862,Helen,1/1/1923,F,31494
863,Margaret,1/1/1923,F,26132
864,Betty,1/1/1923,F,25990
865,Ruth,1/1/1923,F,23636
866,Virginia,1/1/1923,F,18327
867,Mildred,1/1/1923,F,15990
868,Elizabeth,1/1/1923,F,15463
869,Frances,1/1/1923,F,14874
870,Doris,1/1/1923,F,14610
871,Evelyn,1/1/1923,F,13172
872,Anna,1/1/1923,F,12862
873,Marie,1/1/1923,F,11507
874,Alice,1/1/1923,F,11331
875,Marjorie,1/1/1923,F,10217
876,Irene,1/1/1923,F,10050
877,Florence,1/1/1923,F,9747
878,Jean,1/1/1923,F,9510
879,Lillian,1/1/1923,F,9327
880,Mary,1/1/1924,F,73527
881,Dorothy,1/1/1924,F,39994
882,Helen,1/1/1924,F,31193
883,Betty,1/1/1924,F,30599
884,Margaret,1/1/1924,F,26549
885,Ruth,1/1/1924,F,23600
886,Virginia,1/1/1924,F,18627
887,Mildred,1/1/1924,F,15855
888,Doris,1/1/1924,F,15785
889,Frances,1/1/1924,F,15187
890,Elizabeth,1/1/1924,F,14949
891,Evelyn,1/1/1924,F,13355
892,Anna,1/1/1924,F,13080
893,Marie,1/1/1924,F,11580
894,Alice,1/1/1924,F,11540
895,Jean,1/1/1924,F,10723
896,Marjorie,1/1/1924,F,10070
897,Irene,1/1/1924,F,9930
898,Shirley,1/1/1924,F,9488
899,Florence,1/1/1924,F,9469
900,Mary,1/1/1925,F,70601
901,Dorothy,1/1/1925,F,38574
902,Betty,1/1/1925,F,32817
903,Helen,1/1/1925,F,29165
904,Margaret,1/1/1925,F,24465
905,Ruth,1/1/1925,F,22248
906,Virginia,1/1/1925,F,17486
907,Doris,1/1/1925,F,16074
908,Mildred,1/1/1925,F,14448
909,Elizabeth,1/1/1925,F,13932
910,Frances,1/1/1925,F,13820
911,Evelyn,1/1/1925,F,12506
912,Anna,1/1/1925,F,12251
913,Jean,1/1/1925,F,11597
914,Alice,1/1/1925,F,11571
915,Marie,1/1/1925,F,10930
916,Shirley,1/1/1925,F,10514
917,Lois,1/1/1925,F,9573
918,Irene,1/1/1925,F,9440
919,Gloria,1/1/1925,F,9377
920,Mary,1/1/1926,F,67823
921,Dorothy,1/1/1926,F,36617
922,Betty,1/1/1926,F,32959
923,Helen,1/1/1926,F,26881
924,Margaret,1/1/1926,F,23069
925,Ruth,1/1/1926,F,20215
926,Doris,1/1/1926,F,16298
927,Virginia,1/1/1926,F,16163
928,Mildred,1/1/1926,F,13549
929,Frances,1/1/1926,F,13355
930,Elizabeth,1/1/1926,F,12833
931,Jean,1/1/1926,F,12169
932,Evelyn,1/1/1926,F,11779
933,Shirley,1/1/1926,F,11761
934,Anna,1/1/1926,F,11700
935,Barbara,1/1/1926,F,11075
936,Alice,1/1/1926,F,10953
937,Marie,1/1/1926,F,10628
938,Lois,1/1/1926,F,9820
939,Gloria,1/1/1926,F,9197
940,Mary,1/1/1927,F,70632
941,Dorothy,1/1/1927,F,35982
942,Betty,1/1/1927,F,35419
943,Helen,1/1/1927,F,25313
944,Margaret,1/1/1927,F,21961
945,Ruth,1/1/1927,F,19413
946,Doris,1/1/1927,F,16514
947,Virginia,1/1/1927,F,15723
948,Shirley,1/1/1927,F,13314
949,Barbara,1/1/1927,F,13163
950,Mildred,1/1/1927,F,13053
951,Frances,1/1/1927,F,12988
952,Elizabeth,1/1/1927,F,12528
953,Jean,1/1/1927,F,12506
954,Evelyn,1/1/1927,F,11496
955,Anna,1/1/1927,F,11212
956,Alice,1/1/1927,F,10677
957,Patricia,1/1/1927,F,10555
958,Lois,1/1/1927,F,10503
959,Marie,1/1/1927,F,10314
960,Mary,1/1/1928,F,66866
961,Betty,1/1/1928,F,36079
962,Dorothy,1/1/1928,F,33726
963,Helen,1/1/1928,F,22937
964,Margaret,1/1/1928,F,20291
965,Ruth,1/1/1928,F,17863
966,Doris,1/1/1928,F,16564
967,Barbara,1/1/1928,F,14868
968,Virginia,1/1/1928,F,14500
969,Shirley,1/1/1928,F,14208
970,Patricia,1/1/1928,F,12331
971,Jean,1/1/1928,F,12207
972,Frances,1/1/1928,F,12137
973,Elizabeth,1/1/1928,F,11763
974,Mildred,1/1/1928,F,11652
975,Anna,1/1/1928,F,10573
976,Evelyn,1/1/1928,F,10536
977,Lois,1/1/1928,F,10423
978,Alice,1/1/1928,F,10139
979,Dolores,1/1/1928,F,9615
980,Mary,1/1/1929,F,63508
981,Betty,1/1/1929,F,36669
982,Dorothy,1/1/1929,F,31477
983,Helen,1/1/1929,F,20984
984,Margaret,1/1/1929,F,19203
985,Doris,1/1/1929,F,16495
986,Barbara,1/1/1929,F,16038
987,Ruth,1/1/1929,F,16014
988,Shirley,1/1/1929,F,14583
989,Patricia,1/1/1929,F,13625
990,Virginia,1/1/1929,F,13233
991,Jean,1/1/1929,F,11863
992,Joan,1/1/1929,F,11664
993,Dolores,1/1/1929,F,11499
994,Elizabeth,1/1/1929,F,11251
995,Frances,1/1/1929,F,11091
996,Lois,1/1/1929,F,10292
997,Mildred,1/1/1929,F,10252
998,Evelyn,1/1/1929,F,9883
999,Anna,1/1/1929,F,9748
1000,Mary,1/1/1930,F,64134
1001,Betty,1/1/1930,F,38237
1002,Dorothy,1/1/1930,F,30404
1003,Helen,1/1/1930,F,19912
1004,Margaret,1/1/1930,F,18351
1005,Barbara,1/1/1930,F,18281
1006,Patricia,1/1/1930,F,15746
1007,Joan,1/1/1930,F,15477
1008,Doris,1/1/1930,F,15462
1009,Ruth,1/1/1930,F,14937
1010,Shirley,1/1/1930,F,14778
1011,Virginia,1/1/1930,F,13195
1012,Dolores,1/1/1930,F,12833
1013,Jean,1/1/1930,F,11985
1014,Elizabeth,1/1/1930,F,10993
1015,Frances,1/1/1930,F,10643
1016,Lois,1/1/1930,F,10115
1017,Joyce,1/1/1930,F,9659
1018,Evelyn,1/1/1930,F,9531
1019,Alice,1/1/1930,F,9517
1020,Mary,1/1/1931,F,60293
1021,Betty,1/1/1931,F,36092
1022,Dorothy,1/1/1931,F,26519
1023,Barbara,1/1/1931,F,21797
1024,Joan,1/1/1931,F,19115
1025,Helen,1/1/1931,F,17654
1026,Margaret,1/1/1931,F,17333
1027,Patricia,1/1/1931,F,16469
1028,Shirley,1/1/1931,F,14404
1029,Doris,1/1/1931,F,13621
1030,Ruth,1/1/1931,F,13130
1031,Virginia,1/1/1931,F,11881
1032,Jean,1/1/1931,F,11013
1033,Dolores,1/1/1931,F,10803
1034,Joyce,1/1/1931,F,10575
1035,Elizabeth,1/1/1931,F,10294
1036,Nancy,1/1/1931,F,10033
1037,Frances,1/1/1931,F,9717
1038,Marilyn,1/1/1931,F,9663
1039,Lois,1/1/1931,F,9348
1040,Mary,1/1/1932,F,59871
1041,Betty,1/1/1932,F,34413
1042,Barbara,1/1/1932,F,26314
1043,Dorothy,1/1/1932,F,24967
1044,Joan,1/1/1932,F,21045
1045,Patricia,1/1/1932,F,17991
1046,Margaret,1/1/1932,F,16544
1047,Helen,1/1/1932,F,16375
1048,Shirley,1/1/1932,F,14470
1049,Doris,1/1/1932,F,12908
1050,Ruth,1/1/1932,F,12251
1051,Joyce,1/1/1932,F,11362
1052,Nancy,1/1/1932,F,10946
1053,Virginia,1/1/1932,F,10754
1054,Jean,1/1/1932,F,10668
1055,Marilyn,1/1/1932,F,10567
1056,Elizabeth,1/1/1932,F,9993
1057,Dolores,1/1/1932,F,9633
1058,Frances,1/1/1932,F,9552
1059,Lois,1/1/1932,F,9520
1060,Mary,1/1/1933,F,55493
1061,Betty,1/1/1933,F,31526
1062,Barbara,1/1/1933,F,26946
1063,Dorothy,1/1/1933,F,22050
1064,Joan,1/1/1933,F,19289
1065,Patricia,1/1/1933,F,18625
1066,Margaret,1/1/1933,F,15238
1067,Helen,1/1/1933,F,14644
1068,Shirley,1/1/1933,F,14316
1069,Doris,1/1/1933,F,12024
1070,Nancy,1/1/1933,F,11871
1071,Joyce,1/1/1933,F,11191
1072,Ruth,1/1/1933,F,11136
1073,Jean,1/1/1933,F,9966
1074,Virginia,1/1/1933,F,9717
1075,Marilyn,1/1/1933,F,9124
1076,Elizabeth,1/1/1933,F,9016
1077,Frances,1/1/1933,F,8880
1078,Lois,1/1/1933,F,8651
1079,Carol,1/1/1933,F,8221
1080,Mary,1/1/1934,F,56918
1081,Betty,1/1/1934,F,31079
1082,Barbara,1/1/1934,F,29232
1083,Shirley,1/1/1934,F,22836
1084,Dorothy,1/1/1934,F,21280
1085,Patricia,1/1/1934,F,20845
1086,Joan,1/1/1934,F,19464
1087,Margaret,1/1/1934,F,15146
1088,Helen,1/1/1934,F,14100
1089,Nancy,1/1/1934,F,13517
1090,Doris,1/1/1934,F,11623
1091,Joyce,1/1/1934,F,11462
1092,Ruth,1/1/1934,F,10564
1093,Carol,1/1/1934,F,10271
1094,Virginia,1/1/1934,F,10000
1095,Jean,1/1/1934,F,9715
1096,Marilyn,1/1/1934,F,9382
1097,Elizabeth,1/1/1934,F,9342
1098,Frances,1/1/1934,F,9208
1099,Lois,1/1/1934,F,8385
1100,Mary,1/1/1935,F,55067
1101,Shirley,1/1/1935,F,42357
1102,Barbara,1/1/1935,F,30690
1103,Betty,1/1/1935,F,28676
1104,Patricia,1/1/1935,F,22874
1105,Dorothy,1/1/1935,F,19400
1106,Joan,1/1/1935,F,18222
1107,Margaret,1/1/1935,F,14718
1108,Nancy,1/1/1935,F,14541
1109,Helen,1/1/1935,F,12778
1110,Carol,1/1/1935,F,11733
1111,Joyce,1/1/1935,F,11364
1112,Doris,1/1/1935,F,10603
1113,Marilyn,1/1/1935,F,10416
1114,Ruth,1/1/1935,F,9988
1115,Virginia,1/1/1935,F,9862
1116,Elizabeth,1/1/1935,F,9074
1117,Jean,1/1/1935,F,8851
1118,Frances,1/1/1935,F,8768
1119,Beverly,1/1/1935,F,7994
1120,Mary,1/1/1936,F,54363
1121,Shirley,1/1/1936,F,35156
1122,Barbara,1/1/1936,F,31678
1123,Betty,1/1/1936,F,25861
1124,Patricia,1/1/1936,F,23912
1125,Dorothy,1/1/1936,F,17670
1126,Joan,1/1/1936,F,17067
1127,Nancy,1/1/1936,F,16756
1128,Margaret,1/1/1936,F,14593
1129,Carol,1/1/1936,F,14520
1130,Helen,1/1/1936,F,12233
1131,Joyce,1/1/1936,F,11987
1132,Marilyn,1/1/1936,F,11066
1133,Virginia,1/1/1936,F,9650
1134,Doris,1/1/1936,F,9218
1135,Ruth,1/1/1936,F,9212
1136,Beverly,1/1/1936,F,8899
1137,Elizabeth,1/1/1936,F,8862
1138,Frances,1/1/1936,F,8782
1139,Jean,1/1/1936,F,8536
1140,Mary,1/1/1937,F,55640
1141,Barbara,1/1/1937,F,34907
1142,Patricia,1/1/1937,F,26838
1143,Shirley,1/1/1937,F,26812
1144,Betty,1/1/1937,F,25326
1145,Carol,1/1/1937,F,17333
1146,Nancy,1/1/1937,F,17067
1147,Dorothy,1/1/1937,F,16570
1148,Joan,1/1/1937,F,15297
1149,Margaret,1/1/1937,F,15145
1150,Joyce,1/1/1937,F,11808
1151,Helen,1/1/1937,F,11450
1152,Marilyn,1/1/1937,F,9736
1153,Beverly,1/1/1937,F,9635
1154,Ruth,1/1/1937,F,9605
1155,Virginia,1/1/1937,F,9514
1156,Elizabeth,1/1/1937,F,9385
1157,Janet,1/1/1937,F,9361
1158,Frances,1/1/1937,F,9056
1159,Carolyn,1/1/1937,F,8941
1160,Mary,1/1/1938,F,56211
1161,Barbara,1/1/1938,F,39271
1162,Patricia,1/1/1938,F,27553
1163,Betty,1/1/1938,F,25502
1164,Shirley,1/1/1938,F,23770
1165,Carol,1/1/1938,F,19423
1166,Nancy,1/1/1938,F,18946
1167,Dorothy,1/1/1938,F,16344
1168,Margaret,1/1/1938,F,15327
1169,Joan,1/1/1938,F,14301
1170,Joyce,1/1/1938,F,12693
1171,Judith,1/1/1938,F,10874
1172,Helen,1/1/1938,F,10832
1173,Sandra,1/1/1938,F,10803
1174,Carolyn,1/1/1938,F,10585
1175,Janet,1/1/1938,F,9869
1176,Elizabeth,1/1/1938,F,9801
1177,Beverly,1/1/1938,F,9771
1178,Marilyn,1/1/1938,F,9745
1179,Donna,1/1/1938,F,9696
1180,Mary,1/1/1939,F,54900
1181,Barbara,1/1/1939,F,37259
1182,Patricia,1/1/1939,F,29703
1183,Betty,1/1/1939,F,23638
1184,Shirley,1/1/1939,F,20446
1185,Carol,1/1/1939,F,20167
1186,Nancy,1/1/1939,F,19724
1187,Judith,1/1/1939,F,16625
1188,Dorothy,1/1/1939,F,15170
1189,Margaret,1/1/1939,F,14951
1190,Joan,1/1/1939,F,14140
1191,Joyce,1/1/1939,F,13393
1192,Sandra,1/1/1939,F,11968
1193,Carolyn,1/1/1939,F,11290
1194,Linda,1/1/1939,F,10712
1195,Helen,1/1/1939,F,10416
1196,Janet,1/1/1939,F,10114
1197,Elizabeth,1/1/1939,F,9705
1198,Marilyn,1/1/1939,F,9538
1199,Donna,1/1/1939,F,9369
1200,Mary,1/1/1940,F,56195
1201,Barbara,1/1/1940,F,36732
1202,Patricia,1/1/1940,F,32661
1203,Judith,1/1/1940,F,22380
1204,Betty,1/1/1940,F,22074
1205,Carol,1/1/1940,F,21759
1206,Nancy,1/1/1940,F,19730
1207,Linda,1/1/1940,F,18369
1208,Shirley,1/1/1940,F,17872
1209,Sandra,1/1/1940,F,16151
1210,Margaret,1/1/1940,F,15057
1211,Dorothy,1/1/1940,F,14873
1212,Joyce,1/1/1940,F,14801
1213,Joan,1/1/1940,F,13288
1214,Carolyn,1/1/1940,F,12656
1215,Judy,1/1/1940,F,11381
1216,Sharon,1/1/1940,F,11117
1217,Helen,1/1/1940,F,10201
1218,Janet,1/1/1940,F,10104
1219,Elizabeth,1/1/1940,F,9953
1220,Mary,1/1/1941,F,58031
1221,Barbara,1/1/1941,F,39535
1222,Patricia,1/1/1941,F,36900
1223,Carol,1/1/1941,F,24181
1224,Linda,1/1/1941,F,23718
1225,Judith,1/1/1941,F,23313
1226,Betty,1/1/1941,F,20899
1227,Nancy,1/1/1941,F,20880
1228,Sandra,1/1/1941,F,19499
1229,Shirley,1/1/1941,F,16950
1230,Carolyn,1/1/1941,F,16272
1231,Margaret,1/1/1941,F,15694
1232,Joyce,1/1/1941,F,15677
1233,Dorothy,1/1/1941,F,14560
1234,Sharon,1/1/1941,F,14269
1235,Judy,1/1/1941,F,13964
1236,Joan,1/1/1941,F,13377
1237,Janet,1/1/1941,F,11136
1238,Karen,1/1/1941,F,10830
1239,Donna,1/1/1941,F,10446
1240,Mary,1/1/1942,F,63238
1241,Barbara,1/1/1942,F,44735
1242,Patricia,1/1/1942,F,39453
1243,Linda,1/1/1942,F,31609
1244,Carol,1/1/1942,F,30268
1245,Sandra,1/1/1942,F,24989
1246,Judith,1/1/1942,F,24786
1247,Nancy,1/1/1942,F,23326
1248,Betty,1/1/1942,F,21653
1249,Carolyn,1/1/1942,F,19981
1250,Sharon,1/1/1942,F,19648
1251,Shirley,1/1/1942,F,17743
1252,Joyce,1/1/1942,F,16727
1253,Margaret,1/1/1942,F,16552
1254,Judy,1/1/1942,F,15669
1255,Karen,1/1/1942,F,15388
1256,Dorothy,1/1/1942,F,15031
1257,Joan,1/1/1942,F,14513
1258,Janet,1/1/1942,F,13061
1259,Donna,1/1/1942,F,12984
1260,Mary,1/1/1943,F,66171
1261,Barbara,1/1/1943,F,43428
1262,Patricia,1/1/1943,F,39619
1263,Linda,1/1/1943,F,38438
1264,Carol,1/1/1943,F,31679
1265,Sandra,1/1/1943,F,25988
1266,Judith,1/1/1943,F,25210
1267,Sharon,1/1/1943,F,24708
1268,Nancy,1/1/1943,F,23989
1269,Betty,1/1/1943,F,21597
1270,Carolyn,1/1/1943,F,20359
1271,Shirley,1/1/1943,F,17819
1272,Judy,1/1/1943,F,17379
1273,Margaret,1/1/1943,F,17146
1274,Karen,1/1/1943,F,16815
1275,Joyce,1/1/1943,F,16486
1276,Donna,1/1/1943,F,14914
1277,Susan,1/1/1943,F,14886
1278,Dorothy,1/1/1943,F,14783
1279,Janet,1/1/1943,F,13316
1280,Mary,1/1/1944,F,62463
1281,Barbara,1/1/1944,F,39188
1282,Linda,1/1/1944,F,38407
1283,Patricia,1/1/1944,F,36874
1284,Carol,1/1/1944,F,30457
1285,Sandra,1/1/1944,F,26023
1286,Nancy,1/1/1944,F,23211
1287,Judith,1/1/1944,F,22433
1288,Sharon,1/1/1944,F,22428
1289,Betty,1/1/1944,F,19756
1290,Carolyn,1/1/1944,F,18671
1291,Judy,1/1/1944,F,17117
1292,Susan,1/1/1944,F,16329
1293,Margaret,1/1/1944,F,16318
1294,Shirley,1/1/1944,F,16307
1295,Karen,1/1/1944,F,15943
1296,Donna,1/1/1944,F,15173
1297,Joyce,1/1/1944,F,14770
1298,Dorothy,1/1/1944,F,13378
1299,Kathleen,1/1/1944,F,13006
1300,Mary,1/1/1945,F,59284
1301,Linda,1/1/1945,F,41465
1302,Barbara,1/1/1945,F,38272
1303,Patricia,1/1/1945,F,35841
1304,Carol,1/1/1945,F,30387
1305,Sandra,1/1/1945,F,24700
1306,Nancy,1/1/1945,F,21454
1307,Sharon,1/1/1945,F,20832
1308,Judith,1/1/1945,F,20187
1309,Susan,1/1/1945,F,19223
1310,Betty,1/1/1945,F,18384
1311,Carolyn,1/1/1945,F,17238
1312,Judy,1/1/1945,F,17003
1313,Shirley,1/1/1945,F,16151
1314,Margaret,1/1/1945,F,15684
1315,Karen,1/1/1945,F,15681
1316,Donna,1/1/1945,F,15397
1317,Joyce,1/1/1945,F,13951
1318,Kathleen,1/1/1945,F,13802
1319,Dorothy,1/1/1945,F,12327
1320,Mary,1/1/1946,F,67463
1321,Linda,1/1/1946,F,52708
1322,Patricia,1/1/1946,F,46295
1323,Barbara,1/1/1946,F,45120
1324,Carol,1/1/1946,F,34280
1325,Sandra,1/1/1946,F,31691
1326,Nancy,1/1/1946,F,28345
1327,Susan,1/1/1946,F,28268
1328,Sharon,1/1/1946,F,27823
1329,Judith,1/1/1946,F,22305
1330,Judy,1/1/1946,F,20478
1331,Carolyn,1/1/1946,F,19898
1332,Donna,1/1/1946,F,19767
1333,Betty,1/1/1946,F,19711
1334,Karen,1/1/1946,F,19645
1335,Kathleen,1/1/1946,F,18758
1336,Margaret,1/1/1946,F,18133
1337,Shirley,1/1/1946,F,17865
1338,Diane,1/1/1946,F,15830
1339,Joyce,1/1/1946,F,15213
1340,Linda,1/1/1947,F,99680
1341,Mary,1/1/1947,F,71684
1342,Patricia,1/1/1947,F,51273
1343,Barbara,1/1/1947,F,48793
1344,Sandra,1/1/1947,F,34770
1345,Carol,1/1/1947,F,33535
1346,Nancy,1/1/1947,F,32442
1347,Susan,1/1/1947,F,31952
1348,Sharon,1/1/1947,F,28536
1349,Donna,1/1/1947,F,23519
1350,Kathleen,1/1/1947,F,22098
1351,Judith,1/1/1947,F,21998
1352,Karen,1/1/1947,F,21645
1353,Judy,1/1/1947,F,21033
1354,Carolyn,1/1/1947,F,20744
1355,Margaret,1/1/1947,F,20103
1356,Betty,1/1/1947,F,18962
1357,Diane,1/1/1947,F,17776
1358,Shirley,1/1/1947,F,17650
1359,Joyce,1/1/1947,F,15910
1360,Linda,1/1/1948,F,96205
1361,Mary,1/1/1948,F,68595
1362,Barbara,1/1/1948,F,46825
1363,Patricia,1/1/1948,F,46134
1364,Susan,1/1/1948,F,35980
1365,Sandra,1/1/1948,F,31060
1366,Nancy,1/1/1948,F,29410
1367,Carol,1/1/1948,F,28981
1368,Sharon,1/1/1948,F,26137
1369,Kathleen,1/1/1948,F,23255
1370,Donna,1/1/1948,F,22034
1371,Karen,1/1/1948,F,21991
1372,Margaret,1/1/1948,F,18869
1373,Carolyn,1/1/1948,F,18613
1374,Judith,1/1/1948,F,17785
1375,Judy,1/1/1948,F,17704
1376,Brenda,1/1/1948,F,17697
1377,Betty,1/1/1948,F,16623
1378,Diane,1/1/1948,F,16602
1379,Shirley,1/1/1948,F,16129
1380,Linda,1/1/1949,F,91010
1381,Mary,1/1/1949,F,66862
1382,Patricia,1/1/1949,F,46336
1383,Barbara,1/1/1949,F,42598
1384,Susan,1/1/1949,F,37708
1385,Sandra,1/1/1949,F,30647
1386,Nancy,1/1/1949,F,29240
1387,Carol,1/1/1949,F,26780
1388,Kathleen,1/1/1949,F,26356
1389,Sharon,1/1/1949,F,25714
1390,Karen,1/1/1949,F,22466
1391,Donna,1/1/1949,F,22053
1392,Brenda,1/1/1949,F,20549
1393,Margaret,1/1/1949,F,19455
1394,Deborah,1/1/1949,F,19205
1395,Judith,1/1/1949,F,17607
1396,Carolyn,1/1/1949,F,17408
1397,Shirley,1/1/1949,F,17276
1398,Diane,1/1/1949,F,17248
1399,Judy,1/1/1949,F,15982
1400,Linda,1/1/1950,F,80431
1401,Mary,1/1/1950,F,65460
1402,Patricia,1/1/1950,F,47945
1403,Barbara,1/1/1950,F,41558
1404,Susan,1/1/1950,F,38022
1405,Nancy,1/1/1950,F,29621
1406,Deborah,1/1/1950,F,29071
1407,Sandra,1/1/1950,F,28893
1408,Carol,1/1/1950,F,26159
1409,Kathleen,1/1/1950,F,25699
1410,Sharon,1/1/1950,F,24611
1411,Karen,1/1/1950,F,24139
1412,Donna,1/1/1950,F,21630
1413,Brenda,1/1/1950,F,20793
1414,Margaret,1/1/1950,F,18102
1415,Diane,1/1/1950,F,17632
1416,Pamela,1/1/1950,F,16200
1417,Janet,1/1/1950,F,16192
1418,Shirley,1/1/1950,F,15893
1419,Carolyn,1/1/1950,F,15597
1420,Linda,1/1/1951,F,73933
1421,Mary,1/1/1951,F,65689
1422,Patricia,1/1/1951,F,56422
1423,Deborah,1/1/1951,F,42043
1424,Barbara,1/1/1951,F,40588
1425,Susan,1/1/1951,F,40207
1426,Nancy,1/1/1951,F,30335
1427,Karen,1/1/1951,F,27986
1428,Sandra,1/1/1951,F,27656
1429,Kathleen,1/1/1951,F,26703
1430,Carol,1/1/1951,F,24773
1431,Donna,1/1/1951,F,24070
1432,Sharon,1/1/1951,F,23927
1433,Brenda,1/1/1951,F,21700
1434,Diane,1/1/1951,F,19835
1435,Pamela,1/1/1951,F,18559
1436,Margaret,1/1/1951,F,17683
1437,Debra,1/1/1951,F,17061
1438,Janet,1/1/1951,F,16949
1439,Cynthia,1/1/1951,F,16289
1440,Linda,1/1/1952,F,67096
1441,Mary,1/1/1952,F,65681
1442,Patricia,1/1/1952,F,53100
1443,Deborah,1/1/1952,F,49809
1444,Susan,1/1/1952,F,41346
1445,Barbara,1/1/1952,F,39888
1446,Nancy,1/1/1952,F,31730
1447,Karen,1/1/1952,F,28960
1448,Debra,1/1/1952,F,26835
1449,Sandra,1/1/1952,F,26081
1450,Kathleen,1/1/1952,F,25768
1451,Carol,1/1/1952,F,23997
1452,Donna,1/1/1952,F,23716
1453,Sharon,1/1/1952,F,23379
1454,Brenda,1/1/1952,F,21449
1455,Diane,1/1/1952,F,21061
1456,Pamela,1/1/1952,F,20884
1457,Cynthia,1/1/1952,F,19891
1458,Janet,1/1/1952,F,17928
1459,Christine,1/1/1952,F,17542
1460,Mary,1/1/1953,F,64337
1461,Linda,1/1/1953,F,61244
1462,Deborah,1/1/1953,F,52183
1463,Patricia,1/1/1953,F,50982
1464,Susan,1/1/1953,F,44269
1465,Barbara,1/1/1953,F,38446
1466,Debra,1/1/1953,F,36853
1467,Nancy,1/1/1953,F,30599
1468,Karen,1/1/1953,F,29838
1469,Pamela,1/1/1953,F,25746
1470,Sandra,1/1/1953,F,25502
1471,Cynthia,1/1/1953,F,25123
1472,Donna,1/1/1953,F,24221
1473,Kathleen,1/1/1953,F,23719
